,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1012,1613,932,893,361,1837,2167,974,1047,1781,45,1220,374,1568,2147,1070,1259,1291,2419,1806,1875,872,1936,1893,100,2168,1904,788,1460,107,429,417,52,26,719,1097,1103,1207,1496,1406,2383,2205,2470,1848,2210,677,1200,82,1542,1037
1,1177,2222,2169,855,680,1377,1645,1618,2061,102,1832,1709,1491,1417,1338,1013,951,441,230,2185,1432,895,1192,1389,1958,340,194,1770,188,551,871,1766,753,1262,716,91,875,900,17,1647,1145,1441,1951,1565,2357,1687,2186,281,2127,2465
2,2229,899,1095,2423,1270,32,511,1655,1887,1158,1630,1801,1427,593,1449,714,1335,2485,1949,2098,1554,77,1303,160,2490,1452,1885,1056,1083,2422,23,577,1579,884,571,1252,2182,1717,560,1351,869,273,1584,293,841,36,1830,2090,482,1409
3,1616,1345,1393,1130,360,1213,2460,730,1197,2251,229,1059,237,2249,1779,356,163,576,325,1965,2011,520,2294,2007,1028,512,2310,1767,2339,2463,2070,126,377,2134,184,2387,1010,1982,391,2233,248,1008,275,1771,1424,544,240,181,2160,1896
4,693,2136,903,2264,1161,470,1947,798,785,444,790,2308,814,860,462,615,2198,1222,1045,124,1675,870,2006,1159,808,2353,1840,922,108,1352,1549,2183,2266,678,1636,403,796,2436,1261,728,672,1627,1985,610,1946,998,1817,334,2112,1356
5,1327,619,2242,2241,2407,2496,897,705,1573,1273,763,2021,1626,370,1229,1104,1204,1589,1902,1888,1245,2107,1023,2165,182,256,1199,143,1908,1068,254,400,1576,2410,751,1162,1321,492,806,1994,1242,469,376,2313,1412,1534,1203,1592,13,433
6,257,2455,445,1973,907,821,531,2278,966,223,646,2459,780,647,292,1897,2129,1453,1437,1123,1718,1368,2038,1845,795,2067,196,63,1563,1853,1969,1190,1358,2406,322,708,1186,1774,1397,1439,1347,1353,1628,804,117,1477,1526,1807,266,1226
7,15,1153,44,733,1399,2349,985,56,816,395,566,939,1002,1656,1886,1502,2347,1022,2254,1457,923,2,30,1962,535,2492,51,940,842,1133,2189,1551,1653,2355,1820,1233,722,1485,2351,2317,2275,498,2325,1009,1340,1642,536,1981,1511,246
8,1752,226,1540,282,1614,9,113,1923,193,2494,1292,301,542,1438,2084,2393,1597,822,1386,1316,2477,2037,142,212,793,1964,122,1698,420,2170,2214,2375,2187,179,2364,995,724,1030,1040,787,1533,2289,1471,491,1667,1249,726,99,2389,1364
9,346,200,118,1295,1323,2079,1547,2246,1850,2331,2191,889,480,1678,602,1940,1312,1813,1365,539,1189,2286,902,2247,534,443,689,276,1834,2352,1339,1433,2132,769,1026,1844,1730,574,1168,1155,673,311,2448,2439,136,731,986,866,209,1660
10,1943,1825,1595,1147,846,2196,2200,2248,582,2426,554,885,1828,2060,1073,1684,1601,1429,1459,1106,555,1265,792,620,1175,1208,72,1451,1404,967,2497,157,737,579,2197,392,90,285,1450,8,1829,743,195,1169,1674,2380,1464,2044,2075,364
11,1232,623,2155,697,1458,756,1038,150,2053,1764,818,1917,27,1976,1986,1619,1593,213,1744,598,2342,1503,2320,1280,477,1241,321,86,969,47,777,2055,1411,1018,1560,1561,1336,727,342,378,2022,1470,2486,2446,2138,1379,1769,1100,977,570
12,1910,717,2158,14,1691,455,643,723,2190,2193,1293,1395,2285,2402,1212,1871,775,2046,1842,1676,1408,1803,24,323,1349,1668,877,558,2029,428,2157,2042,459,1783,928,849,1116,2327,1480,71,1483,1359,911,234,1053,1075,139,956,836,1309
13,1693,1556,1598,2207,1585,904,1444,2018,524,62,1615,659,557,1741,720,369,2374,1423,1281,507,575,2135,177,2133,1733,349,1950,2199,151,744,405,348,289,2372,483,1685,1462,1074,2204,1772,805,1847,789,1180,2400,632,1617,873,1035,2270
14,435,1413,1536,2282,216,1918,1899,1884,1112,1799,1088,201,2122,1750,959,2378,1775,109,2281,112,298,449,2228,760,294,1988,421,2319,645,1867,1014,1639,2365,2017,1084,609,515,504,1066,589,2206,156,2124,815,1778,40,1278,1971,1138,1079
15,1872,1036,641,1317,1279,1546,1714,2468,430,2238,1157,1518,135,1046,1796,1539,1857,629,707,1776,1662,120,526,2256,1298,820,782,968,1401,2220,383,1098,1648,513,363,1357,1863,1004,1680,1478,1590,1960,825,1126,1211,963,1527,878,812,1492
16,415,2128,639,222,94,2443,1398,1184,675,53,1604,1048,1728,261,1183,2209,1876,2095,185,280,1810,1227,1757,2395,158,1883,2258,2171,2040,1715,473,1078,1746,817,2243,691,319,771,2382,371,180,990,1024,2487,199,1931,1117,191,2262,2119
17,1657,784,288,1515,2221,218,2425,423,1929,538,1454,586,1999,1250,1325,1360,1362,666,1983,525,398,252,38,1505,316,750,2367,1333,519,1955,2397,1827,1498,2125,530,2274,2386,2414,2318,2290,210,1506,1633,10,413,318,343,1609,1195,1288
18,656,834,2039,169,1390,1064,1230,1154,591,596,2412,1367,2253,2451,2223,80,590,42,1538,766,2245,2432,1243,1330,2444,2216,2234,1956,202,1712,1513,2491,232,410,1646,1755,317,1763,74,1586,2024,1307,1822,69,422,1029,1855,187,561,3
19,738,339,2377,2473,268,676,973,2032,1442,1194,138,1548,1926,442,2027,225,1089,286,2453,1301,416,1997,703,2118,692,2089,49,1877,55,1181,98,1948,528,2297,1101,466,1225,1708,2173,797,1711,809,170,1537,1934,2348,1329,2363,1889,970
20,2430,2283,755,919,1299,57,205,1320,992,2000,565,613,259,1570,380,1201,1919,1673,1697,1930,835,527,1342,583,2065,1809,906,141,326,1734,1580,34,2009,472,912,1210,1637,810,2104,265,1289,563,2143,2304,1420,1843,1231,2300,1663,2401
21,173,486,2483,324,826,2034,233,935,147,499,661,993,1903,312,2330,611,1050,1167,1624,2324,110,706,1865,1722,1489,1027,604,2063,983,2438,2180,1629,1555,43,1920,1354,1792,1854,988,1285,1790,1954,1474,79,1611,924,865,1382,2346,1378
22,192,1206,131,269,379,1699,58,303,2408,2478,2457,263,1938,510,460,67,320,765,1136,2267,1967,654,2381,2227,746,448,21,568,2192,1499,393,2447,553,2341,1376,1808,1620,1894,2174,2225,2469,1257,2014,227,451,868,2203,1306,748,2142
