,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,941,1337,1939,1284,522,1000,1467,709,2417,601,2252,496,1572,1387,2296,367,1797,1414,1479,2240,1632,291,2488,1143,920,279,1596,1851,578,685,368,1987,715,1811,1237,984,101,2343,2373,2499,2237,2091,1380,140,295,1907,235,84,128,630
1,1860,1921,2429,830,461,1793,1747,1402,214,894,1403,1968,908,414,1740,1861,1594,2050,253,1463,861,2371,283,801,1322,302,2164,898,1324,762,2047,614,695,2307,494,2020,1129,1328,925,2150,1217,1963,481,627,1488,828,189,176,1388,2166
2,1828,1175,1451,737,2075,1147,2426,195,885,1450,1595,1943,743,2248,2380,1404,846,582,1674,1265,1829,1073,554,72,157,1429,792,2196,1169,1459,1601,90,1684,392,285,1464,579,967,1208,2060,2497,8,1106,1825,620,2200,2197,555,364,2044
3,480,534,276,2132,209,1295,2331,2448,889,1168,118,346,311,2246,731,1834,1323,1850,136,2286,673,602,2191,689,1433,1813,902,2079,2439,1365,1312,1730,1940,1844,574,986,769,2352,443,1678,1339,1155,539,200,2247,1547,1026,1189,1660,866
4,2052,1990,1700,1658,2500,2201,532,1171,1419,1516,1475,2218,1121,1090,2005,2280,2354,1906,432,1109,832,506,1087,81,1443,587,105,1524,1543,1125,1706,95,1978,2394,1805,976,1128,1165,1049,1234,375,439,220,1461,1244,132,824,573,896,1269
5,1134,710,313,1878,1114,2114,2454,103,1634,921,1218,1099,1681,2087,355,1690,1731,608,1264,183,1082,1521,2094,1135,687,1077,2219,2302,260,696,1373,219,1864,1268,2025,2162,1039,258,754,607,1455,96,2356,1874,20,457,1838,1583,1831,2082
6,259,2065,141,2009,1663,919,2000,2143,613,2104,755,2430,563,1320,1843,326,1299,992,1420,527,1289,380,565,906,34,1673,1342,57,2304,1697,1919,1637,1201,1210,810,1231,472,1734,1809,1570,1580,265,1930,2283,583,205,912,835,2401,2300
7,628,508,2152,2328,479,1139,1274,92,1150,2260,215,2263,1490,1719,1649,2195,876,1344,2428,1326,2368,2066,474,388,505,1131,475,964,1707,1383,1140,2284,1898,48,1251,419,1578,89,1725,1015,880,1591,2010,1679,669,1235,2159,612,1151,116
8,1903,1489,2063,1555,2346,324,499,1474,993,988,2483,173,1954,935,924,983,826,147,1611,706,1790,2330,661,604,1629,1167,1865,2034,79,1624,1050,1792,611,1354,1854,865,43,2438,1027,312,2180,1285,2324,486,1722,233,1920,110,1378,1382
9,1065,2493,1418,1122,1137,137,572,1671,514,148,1092,1469,584,2130,1304,690,1221,307,734,1980,1989,663,1062,2144,1826,2146,772,1868,999,1044,366,2287,2126,1061,65,456,1928,618,1239,1051,1152,238,556,1873,838,2420,2336,2268,2329,1017
10,1999,316,1333,1498,1195,1515,538,1633,586,2318,288,1657,1506,423,318,519,2221,1929,413,252,210,1325,1454,2367,1827,666,38,218,10,1983,1362,2386,1360,2274,2414,343,2125,1955,750,1250,2397,2290,525,784,1505,2425,530,398,1288,1609
11,1926,692,1877,528,1889,2473,1194,170,1548,2173,2377,738,809,2032,2348,55,268,1442,1934,1997,1711,2027,138,49,1948,286,703,676,1537,2453,1089,1225,225,466,1708,1329,2297,1181,2089,442,98,797,1301,339,2118,973,1101,416,970,2363
12,374,100,788,52,1542,893,1781,2470,1220,1496,932,1012,2205,974,677,1460,361,1047,2210,872,2383,2147,45,1904,417,1291,1936,1837,1848,2419,1259,1103,1070,1097,1207,1200,26,107,2168,1568,429,1406,1806,1613,1893,2167,719,1875,1037,82
