,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1519,1835,1294,1927,2398,543,11,2035,665,1214,2092,166,1060,2479,2276,1818,943,437,1313,1703,337,960,2467,446,982,2072,144,725,1407,372,1905,244,1174,2415,2023,495,840,2123,634,997,1945,381,857,1944,167,314,807,1466,2013,2141
1,1625,134,329,770,831,2293,1881,1833,1727,1704,2111,1308,2462,1011,2148,1724,1911,938,2105,1176,735,1025,341,971,851,550,843,1841,2464,2178,404,2405,2115,684,2057,803,168,129,1238,1582,5,759,1932,1148,819,284,952,2305,68,848
2,1346,75,752,2172,2475,2323,87,1761,1141,402,463,2213,864,758,1482,178,309,1816,1823,559,1622,2458,467,600,1640,1495,1652,242,886,208,1562,2311,2236,2194,1033,1606,694,39,945,1067,427,1105,2344,1277,1558,2113,679,2154,850,2062
3,2097,308,1995,1664,1696,431,548,2054,1677,1086,813,271,1509,2102,683,942,1107,1992,1559,521,2476,927,1966,1120,2271,1577,1612,2273,409,742,60,961,2369,549,12,424,2265,2001,2076,1142,859,823,1545,1343,305,1001,523,274,2100,1465
4,2420,1137,1051,2329,2144,1122,838,556,65,1304,772,1061,238,584,2146,1152,1044,734,1092,514,2336,366,1065,1418,307,456,1469,1062,2287,1980,572,1221,2130,137,1868,2493,1239,1826,148,1989,2268,663,690,999,1017,2126,1873,618,1928,1671
5,58,748,510,2142,21,553,2227,2267,1894,868,2381,1808,2225,1257,765,393,1136,451,131,263,1376,320,1938,568,2408,2203,192,2457,1620,654,2478,379,303,269,1699,746,448,2447,2174,2469,1967,460,2192,227,1306,67,1206,1499,2341,2014
6,1187,1315,774,1481,2301,203,1957,541,2108,2002,800,1504,1385,503,2016,2435,718,1110,914,1669,1608,2391,2250,1517,1287,1156,396,2409,518,2121,2440,2418,1782,915,61,7,1603,1003,130,1224,165,2059,858,407,197,145,1170,605,529,2231
7,1235,479,1015,1151,388,2328,669,2010,1251,1649,475,48,1591,1490,1131,880,1383,2428,215,1150,2159,1140,628,2152,1344,419,2263,474,2284,1326,1274,876,1719,1139,964,508,1725,505,2260,2368,612,2066,2195,1707,116,1898,1679,89,1578,92
8,37,1236,247,239,1370,786,1525,401,1925,2376,1753,1574,652,509,2101,1862,1355,453,155,599,1319,1748,944,1856,28,2071,1794,2360,1849,1815,304,2015,228,844,350,299,1369,1512,2188,701,2340,1937,1882,2362,1394,2117,1550,1297,333,564
9,2145,651,2176,711,839,953,1445,83,1272,2049,947,1701,592,2208,2309,658,546,1739,2427,1436,1846,106,1032,649,588,811,2028,1501,1372,1119,328,159,2334,447,1567,2434,1266,688,362,1729,926,847,310,1638,2277,2163,1922,1366,452,1371
10,1444,1035,1741,2270,1950,289,2133,507,1074,632,177,1685,1772,1847,1423,405,1281,2400,1598,659,483,2374,557,2199,524,1617,1693,1615,1462,2135,62,1585,2018,2207,904,1733,349,348,2204,805,575,720,151,1180,873,369,1556,744,2372,789
11,531,266,647,1226,196,1358,1845,1123,1774,1477,2038,708,1439,1353,1453,1969,1437,117,445,2459,322,2129,780,63,966,1526,257,646,1186,1368,223,907,2278,1973,821,795,2067,1190,1397,1347,1718,292,1563,804,1807,1897,2455,1853,2406,1628
12,745,114,1972,1405,955,270,2359,1743,950,1484,2292,1247,1970,2156,773,2212,781,1421,493,2431,255,1223,2452,2103,1160,1610,2073,1599,1812,119,1836,1400,245,1553,164,1431,1164,1,2179,1532,1016,331,217,2003,399,88,954,35,2480,1318
13,457,1114,607,1831,1135,1878,20,2356,2025,355,2219,1268,96,1681,1077,1455,696,1264,1218,1634,1838,1373,1134,313,608,2162,1099,2094,219,183,2454,1731,2087,2114,2302,710,754,687,921,1082,1583,1521,1690,260,2082,1864,1874,258,1039,103
14,1947,2112,860,1356,1840,2266,1159,124,2436,998,2006,403,728,1627,1222,1549,1045,1946,903,2308,1636,2198,814,922,785,1817,693,790,796,870,444,1161,798,2264,470,808,2353,2183,1261,672,1675,462,108,610,334,615,2136,1352,678,1985
15,671,2413,537,594,1191,1869,1341,2433,1695,1631,2184,1300,660,1635,1566,2077,1473,642,1689,382,207,64,296,1621,1081,175,1434,464,2416,1118,757,502,6,1952,1041,2445,2004,1726,1094,1821,1705,1909,1080,1607,853,2295,186,856,1802,25
16,1230,561,2451,3,2234,232,1330,766,1763,1029,1243,1755,1586,1307,42,1513,1538,422,2039,1367,1646,590,2253,1956,591,1855,656,2412,317,2432,596,1390,1154,169,1064,2444,2216,2491,74,2024,2245,2223,202,69,187,80,834,1712,410,1822
17,476,231,890,1859,1754,406,606,171,152,397,1959,2026,1276,478,2481,243,2068,664,1721,2461,1692,2064,1520,1275,2288,1350,740,1814,4,2350,1587,1941,1255,468,2085,621,351,888,1006,547,1659,2226,1179,1564,1314,2088,882,1440,1935,73
18,2200,2075,2060,364,72,737,620,1106,285,2380,792,392,8,743,1429,2497,1459,1674,1595,885,2197,1601,1828,1451,582,1464,1943,554,90,1265,2426,846,2248,1147,2196,1175,1208,157,1450,1829,555,1073,1404,1169,2044,1684,1825,967,579,195
19,1600,1535,648,635,1468,2033,2224,700,153,1891,1240,1428,918,1979,2110,1486,653,979,1879,2489,1824,1575,1363,2074,910,115,1514,347,545,2396,1736,892,438,1007,1271,1791,989,2008,2036,489,354,16,2131,290,540,1819,1800,386,1456,365
20,2181,1571,891,500,1487,1942,1058,562,1786,2306,434,1248,552,783,1132,1784,668,1623,161,930,2230,761,739,2081,2078,97,2299,1670,2106,425,1768,385,154,204,1924,962,881,1093,1723,729,1311,1205,1795,121,1672,1416,1756,1531,1472,2338
21,113,2389,1438,1364,122,2187,212,1316,1030,1249,142,995,787,2289,822,2214,1386,1667,1540,301,2364,1597,542,1698,193,726,1752,1292,724,2037,2494,1614,1923,282,9,793,1964,2375,1040,1533,2477,2084,420,491,99,2393,226,2170,179,1471
22,205,1663,1570,2401,906,2009,583,1930,810,1843,1342,1210,265,563,1673,1580,1697,1420,755,613,912,1919,259,141,992,1231,2430,565,1637,527,2000,1299,1320,919,57,2065,1809,34,2104,1289,835,380,326,2304,2300,1201,2283,1734,472,2143
23,487,1720,2140,1302,901,1361,833,2482,1113,1031,1787,1890,1760,111,887,93,674,1880,50,1476,2450,162,2437,1446,802,2232,1253,2390,933,418,2175,1430,501,1005,1529,699,991,1804,465,146,2255,387,595,625,2116,1738,1759,1448,1839,517
24,1643,1254,829,440,2043,2298,224,874,778,616,712,794,1332,1977,2403,412,300,2421,917,1381,581,1076,2259,670,1034,1975,2291,2099,1392,1961,633,1415,471,1286,1052,916,330,1193,1497,59,1510,1858,937,2051,2385,1588,2303,458,1310,287
25,2425,1195,1250,1288,2367,1498,1505,525,2414,318,38,2274,2290,1506,666,2397,1983,413,288,586,530,1362,1999,1333,1929,343,1657,1454,2386,252,538,2221,423,1515,218,316,750,1827,2318,210,398,1325,519,10,1609,1360,784,1955,2125,1633
26,511,482,593,1409,1885,1579,160,2098,1717,36,1303,1252,1351,273,2485,23,1949,841,1095,1801,571,1335,1427,1056,1887,1830,2229,1630,2182,77,1158,1270,1655,2423,32,2490,1452,577,560,869,1554,1449,1083,293,2090,714,899,2422,884,1584
27,233,2346,312,1378,604,1555,1722,2324,1854,924,1865,1354,1285,1954,1167,2180,1624,1611,2483,993,1920,1050,1903,2063,147,865,173,661,1792,706,499,826,935,324,2034,1489,1027,1629,988,1790,110,2330,983,79,1382,611,486,2438,43,1474
28,132,2500,1234,896,81,1658,1244,220,1805,2005,105,2394,439,1121,587,375,1125,432,1475,1419,824,1706,2052,1700,1906,976,2218,1087,95,1109,532,2354,1090,2201,1524,1990,1049,1443,1516,832,573,506,2280,1543,1269,1978,1461,1165,1128,1171
29,1899,1138,1750,1079,421,2365,760,112,504,40,2228,609,589,156,109,1014,2281,1778,1536,201,1084,1775,2122,2319,1112,1278,435,1088,515,449,1799,216,1884,2282,1918,294,1988,1639,1066,2206,298,959,645,815,1971,2378,1413,1867,2017,2124
30,1547,209,1678,1660,689,2132,2247,539,574,731,902,1844,1155,311,1813,1339,1365,136,118,889,1026,1312,480,276,1850,986,346,2191,1730,2286,2331,1323,2246,1295,2079,534,443,1433,1168,673,1189,602,1834,2439,866,1940,200,2352,769,2448
31,1038,977,1976,570,321,1411,1280,598,727,1379,2320,1561,378,1470,213,777,1744,2138,2155,1917,1560,1593,27,86,2053,1769,1232,818,1336,1503,1764,1458,150,697,756,477,1241,2055,342,2022,2342,1986,969,2446,1100,1619,623,47,1018,2486
32,1398,2262,261,2119,2258,1746,2395,280,771,1931,1757,691,371,990,2095,473,185,199,639,1048,2243,1876,1728,2171,675,1117,415,1604,319,1227,53,94,1184,222,2443,158,1883,1078,2382,180,1810,1183,2040,2487,191,2209,2128,1715,817,1024
33,958,2442,946,640,2045,1641,987,533,70,637,1713,332,2404,1523,125,1798,929,1410,2153,66,1974,931,357,617,2449,2358,2041,2411,2361,863,1102,2366,681,236,426,2139,686,1196,1267,1296,1507,980,1661,454,1710,580,1901,845,278,1500
34,2460,2160,2249,1896,2310,377,2007,1965,1982,544,2294,2387,2233,1008,576,2070,325,1424,1393,1059,184,163,237,1767,1197,240,1616,229,1010,520,2251,360,730,1130,1213,1028,512,126,391,248,2011,1779,2339,1771,181,356,1345,2463,2134,275
35,973,1889,442,970,49,528,2118,1301,1708,2348,703,466,797,809,286,98,2453,1934,2377,1548,1101,1089,1926,1877,1442,1329,738,138,1225,1997,1194,268,2032,2473,676,692,2089,1948,2173,1711,416,2027,55,1537,2363,225,339,1181,2297,170
36,2239,2332,1581,104,336,262,934,1541,1021,1263,965,2388,2217,2269,389,657,2019,1127,297,631,1666,1494,1916,1953,315,1780,2235,249,2215,2498,1654,749,1688,2161,373,2379,22,1900,54,1426,133,1602,2096,29,1762,485,597,18,353,2151
37,897,13,370,433,1199,1576,2165,1888,492,1534,1023,1162,1994,469,1589,254,1902,1412,2242,2021,751,1204,1626,143,1573,1203,1327,763,1321,2107,1273,2407,705,2241,2496,182,256,400,806,1242,1245,1229,1908,2313,1592,1104,619,1068,2410,376
38,2326,799,603,2257,2333,1557,1144,1182,1331,1054,127,1216,206,1282,667,768,1256,883,359,1085,2315,638,949,1173,1384,1172,241,702,909,1789,1396,905,2244,2337,1246,2314,1777,1166,1188,1447,2312,1091,1993,2322,2321,46,1209,1020,408,76
39,1645,2127,1417,2465,194,753,1389,2185,900,1687,1192,91,1647,1441,441,871,230,2357,2169,1709,716,951,1491,1770,2061,2186,1177,1832,875,895,102,680,1618,855,1377,1958,340,1766,17,1145,1432,1338,188,1565,281,1013,2222,551,1262,1951
40,78,2279,1374,854,2474,33,2484,1913,713,1063,957,251,776,585,1686,2202,981,1115,862,1998,345,1042,704,172,384,335,436,394,221,1163,198,2399,1870,2080,1694,2471,913,1742,277,1072,2466,1892,1522,2031,1283,1785,2030,1895,1683,1348
41,2048,1569,1991,1544,1737,497,767,1682,1984,1149,19,2335,644,1260,2083,1425,624,250,1732,1605,1198,149,662,211,1914,626,85,636,190,972,41,879,1055,1530,2093,2316,948,1305,2056,1749,1996,1228,2384,2261,1493,1019,1933,1258,1219,174
42,1391,1108,682,1852,2211,1665,698,1057,569,1178,1552,267,2272,450,779,1334,1765,732,2495,2392,1422,411,867,837,2472,2137,358,741,1788,1758,1651,852,721,764,123,1435,2441,978,936,747,996,1185,352,1702,2456,1202,791,31,2177,1745
43,828,461,2150,1388,801,830,1488,481,494,1740,2164,2307,1963,908,302,1217,762,253,1403,214,189,2047,1860,2429,2050,2020,1968,283,614,1463,1747,1594,414,1793,898,1921,925,1322,894,861,176,2371,1861,1324,2166,695,627,1328,1129,1402
44,1907,522,2499,128,1143,1284,295,1380,1237,2296,1596,1811,2091,1572,279,2237,685,1479,2252,2417,235,368,941,1939,1414,984,496,2488,1987,2240,1467,1797,1387,1000,1851,1337,2373,920,601,1632,84,291,367,578,630,715,140,2343,101,709
45,643,836,2402,1309,877,459,323,1676,2327,1075,24,849,71,1359,2046,2157,1842,1053,2158,1395,928,775,2285,558,2190,139,1910,1293,1116,1803,2193,1691,723,14,455,1349,1668,2042,1480,1483,1408,1212,2029,234,956,1871,717,428,1783,911
46,1714,812,1046,1492,782,1648,2256,1776,1004,963,526,1357,1478,1960,629,383,707,1211,641,1518,363,1857,135,968,430,1527,1872,1157,1863,120,2238,1279,2468,1317,1546,1298,820,1098,1680,1590,1662,1796,1401,1126,878,1539,1036,2220,513,825
47,985,1511,1656,246,51,1653,1962,1457,1485,1642,30,1233,2317,498,1022,2189,2254,1340,44,939,1820,2347,1002,940,816,536,15,566,722,2,395,1399,56,733,2349,535,2492,1551,2351,2275,923,1886,842,1009,1981,1502,1153,1133,2355,2325
48,484,1043,1071,1375,736,1096,567,272,2086,338,2012,994,2424,1716,1650,327,1508,2149,490,488,390,1644,1124,2069,1528,827,1773,2370,1915,1735,650,1290,306,1866,2345,2120,1215,516,1912,264,622,344,1111,2109,1751,1146,1069,2058,975,655
