,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,379,303,568,460,654,510,1306,1967,2225,1499,192,1376,2227,1257,1699,765,1894,58,2267,553,748,269,2381,1136,263,1620,2014,2203,1938,67,1206,2174,2192,448,2142,21,868,451,2408,1808,2469,2457,393,746,320,2478,2341,2447,131,227
1,1279,2468,968,1796,120,1046,878,1662,1478,2220,1872,363,2256,1960,1546,629,1004,1714,1776,1648,812,1317,526,707,1518,1863,825,1527,135,1539,1036,1680,1401,820,1492,782,963,1211,430,1357,1590,1157,383,1298,1857,2238,513,1098,641,1126
2,1797,1387,1939,291,2240,2499,630,84,2091,2343,496,235,295,1572,1851,279,1237,1907,1380,1284,522,1000,1596,685,2417,1987,709,984,941,715,140,601,367,2373,128,1143,2296,1479,1414,1811,1632,2488,2237,1337,368,1467,101,920,2252,578
3,360,730,1767,1779,520,2249,181,2011,2233,2463,1616,184,2007,1008,1213,576,1982,2460,1965,377,2160,1130,2294,325,1059,1010,275,240,237,356,1345,391,2339,512,1896,2310,544,1424,1197,2387,248,229,2070,1028,163,2251,2134,126,1393,1771
4,749,1688,1953,1602,2498,1581,1762,133,2217,18,2235,1666,934,2269,373,389,1021,2239,1541,262,2332,2161,965,2019,631,2215,2151,1780,1916,485,597,54,2096,22,104,336,1263,1127,315,2388,1426,249,657,2379,1494,1654,353,1900,297,29
5,2418,1782,1517,2059,2121,774,197,165,1385,605,396,1608,1957,503,61,2016,2108,1187,541,203,1315,915,800,718,1669,518,2231,1156,2250,145,1170,130,858,1603,1481,2301,2002,1110,1287,1504,1224,2409,2435,7,2391,2440,529,1003,914,407
6,2366,681,617,980,863,946,1710,1507,2404,845,2041,1974,987,1523,426,125,70,958,533,1641,2442,236,1713,929,66,2361,1500,2358,357,580,1901,1267,1661,686,640,2045,637,1410,2449,332,1296,2411,1798,2139,931,1102,278,1196,2153,454
7,2221,423,1333,1325,252,1250,1609,398,2290,1955,1657,530,1505,1506,218,666,2414,2425,525,1498,1195,1515,38,1983,586,2386,1633,343,1999,1360,784,2318,519,750,1288,2367,318,413,1929,2274,210,1454,2397,316,1362,538,2125,1827,288,10
8,1323,2246,276,602,2286,1678,866,1189,1155,2352,346,1026,2247,311,2079,1813,574,1547,539,2132,209,1295,902,1365,889,1730,2448,986,480,1940,200,1168,1834,443,1660,689,731,136,1850,1844,673,2191,1339,534,1312,2331,769,1433,118,2439
9,1731,2087,313,1521,183,607,2082,1583,96,258,1099,1838,20,1681,2302,1077,2025,457,2356,1878,1114,2114,2219,696,1634,219,103,2162,1134,1864,1874,921,1690,754,1831,1135,355,1264,608,1268,1082,2094,1455,710,1373,2454,1039,687,1218,260
10,1941,1255,1275,2226,2350,890,1314,1659,1276,1440,740,1692,606,478,2085,2481,152,476,171,406,231,468,1959,2068,2461,4,73,1350,1520,2088,882,1006,1179,351,1859,1754,397,664,2288,2026,547,1814,243,621,2064,1587,1935,888,1721,1564
11,244,1174,446,381,372,1294,167,1945,1060,1466,144,337,11,2479,2023,2276,665,1519,2035,543,1835,2415,2092,943,1703,1407,2141,2072,2467,314,807,634,857,840,1927,2398,1214,437,982,166,997,725,1818,495,960,1905,2013,2123,1313,1944
12,892,438,2074,16,2396,648,540,354,918,386,1514,1824,2224,1979,1271,2110,153,1600,700,2033,1535,1007,1240,653,2489,545,365,115,1363,1819,1800,2036,2131,989,635,1468,1891,979,910,1428,489,347,1486,1791,1575,1736,1456,2008,1879,290
13,2405,2115,971,759,2178,329,819,5,2462,2305,843,735,1881,1011,2057,2148,1727,1625,1833,2293,134,684,2111,1911,1176,2464,848,550,341,284,952,1238,1932,168,770,831,1704,938,851,1308,1582,1841,1724,803,1025,404,68,129,2105,1148
14,1430,501,1446,387,418,2140,2116,2255,1760,1448,1253,2450,833,111,1529,887,1113,487,2482,1361,1720,1005,1787,674,1476,933,517,2232,2437,1738,1759,465,595,991,1302,901,1031,1880,802,1890,146,2390,93,699,162,2175,1839,1804,50,625
15,1390,1154,1956,2223,2432,2451,187,2245,1586,1712,656,1646,1330,1307,1064,42,1763,1230,766,232,561,169,1243,1538,1367,317,1822,1855,2253,80,834,74,202,2216,3,2234,1029,422,591,1755,2024,2412,1513,2444,590,596,410,2491,2039,69
16,2015,228,1856,1937,1815,247,1394,2340,652,1297,1794,1319,1525,509,350,2101,1925,37,401,786,1236,844,1753,1355,599,1849,564,2071,944,2117,1550,2188,1882,1369,239,1370,2376,453,28,1574,701,2360,1862,299,1748,304,333,1512,155,2362
17,2311,2236,600,1105,208,752,1558,427,864,2154,1652,1622,87,758,1033,1482,1141,1346,1761,2323,75,2194,463,309,559,886,2062,1495,467,2113,679,945,2344,694,2172,2475,402,1816,1640,2213,1067,242,178,1606,2458,1562,850,39,1823,1277
18,905,2244,1173,1091,1789,603,2321,2312,206,1020,241,2315,1144,1282,1246,667,1331,2326,1182,1557,799,2337,127,1256,1085,909,76,1172,949,46,1209,1188,1993,1777,2257,2333,1054,883,1384,1216,1447,702,768,2314,638,1396,408,1166,359,2322
19,1290,306,2069,344,1735,1071,1751,622,2424,2058,1773,390,567,1716,2345,1650,2086,484,272,1096,1043,1866,2012,1508,488,1915,655,827,1124,1146,1069,1912,1111,1215,1375,736,338,2149,1528,994,264,2370,327,2120,1644,650,975,516,490,2109
20,1594,414,2429,2371,1463,2150,2166,176,1963,1328,1968,189,1488,908,898,302,494,828,481,830,461,1793,2164,762,214,614,1402,2020,1860,695,627,894,1861,925,1388,801,1740,253,2050,2307,861,283,1217,1921,2047,1747,1129,1322,1403,1324
21,879,1055,211,1228,972,1991,1493,1996,644,1258,85,1198,767,1260,2093,2083,1984,2048,1682,497,1569,1530,19,624,1605,190,174,626,662,1019,1933,2056,2384,948,1544,1737,1149,250,1914,2335,1749,636,1425,2316,149,41,1219,1305,1732,2261
22,1458,150,86,1986,1503,1976,1100,2342,378,47,1232,1560,1280,1470,756,213,727,1038,598,1411,977,697,2320,1744,1917,1336,2486,1769,27,1619,623,342,969,1241,570,321,1379,2138,2053,1561,2022,818,777,477,1593,1764,1018,2055,2155,2446
23,826,935,2063,2330,706,312,1382,110,1285,2438,173,1920,1722,1954,2034,1167,1854,233,2324,1555,2346,324,1865,1624,993,1792,1474,865,1903,611,486,988,983,1027,1378,604,924,1611,147,1354,1790,661,2180,1489,1050,499,43,1629,2483,79
24,2354,1090,1700,506,1109,1234,1269,573,439,1165,2218,824,1244,1121,1524,587,1805,132,220,1658,2500,2201,105,1125,1419,95,1171,976,2052,1978,1461,1516,2280,1049,896,81,2005,432,1906,2394,832,1087,375,1990,1706,532,1128,1443,1475,1543
25,1221,2130,1418,663,1980,1051,1017,2268,238,618,1469,2336,838,584,1868,2146,65,2420,556,1122,1137,137,772,1044,514,2287,1671,456,1065,2126,1873,148,690,1239,2329,2144,1304,734,307,1061,1989,1062,1152,2493,366,572,1928,1826,1092,999
26,1400,245,2103,331,119,1972,399,1016,1970,35,2073,255,2359,2156,164,773,950,745,1743,270,114,1553,2292,781,2431,1812,1318,1610,2452,88,954,2179,217,1164,1405,955,1484,1421,1160,1247,1532,1599,2212,1431,1223,1836,2480,1,493,2003
27,1691,723,558,1212,1803,2402,956,1408,71,428,1910,928,323,1359,455,2046,2327,643,1676,459,836,14,24,1842,1395,1116,911,139,2285,1871,717,1480,2029,1668,1309,877,1075,1053,2190,849,1483,1293,2157,1349,775,2193,1783,2042,2158,234
