,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1334,1108,764,1391,1665,852,1202,1435,1852,1758,682,352,2392,2177,1422,1178,732,867,31,2456,721,1702,1651,2472,741,2211,569,936,358,1057,779,978,123,2272,411,996,1765,267,837,2495,1788,1745,1552,2441,747,2137,1185,698,450,791
1,2180,2346,324,233,1555,826,611,1489,1378,706,312,983,993,43,1920,924,1611,1903,2438,1382,935,79,499,147,661,604,1854,988,173,2324,1167,1629,2034,1285,1050,110,1624,1354,2063,2483,1792,1474,1865,1027,1790,865,2330,1722,1954,486
2,98,1889,2473,973,528,268,225,692,970,1997,442,55,1548,2297,1101,2348,1934,1926,1181,2363,2032,1537,1194,1442,138,49,1708,2173,738,1301,286,1948,676,797,1089,416,2453,466,1877,2377,1225,170,703,2089,1711,1329,2027,2118,809,339
3,871,2127,855,1645,753,680,1013,1958,2465,895,1417,188,1709,1262,716,1687,2357,1491,551,281,1618,1565,102,2061,1832,194,900,17,1177,2185,441,1766,1377,1647,951,1432,230,91,1770,2169,875,1951,1192,340,1145,2186,1338,1389,1441,2222
4,1969,266,1973,531,1358,907,1897,795,1226,1368,647,1563,2459,2406,322,1477,117,780,1853,1807,2278,804,223,966,646,196,1774,1397,257,1123,1453,1190,821,1439,2129,1718,1437,708,63,445,1186,1628,2038,2067,1347,1526,292,1845,1353,2455
5,942,308,549,2097,431,961,1001,424,1664,742,1995,1545,521,2100,2476,1086,1992,1966,274,305,2369,1343,60,2271,2273,1696,1677,2076,1612,2054,683,2001,12,1509,927,859,1107,271,1120,1559,409,1465,813,2265,1142,1577,823,548,2102,523
6,393,748,269,58,553,379,67,746,2142,654,510,2192,263,2341,1376,868,451,1938,1499,1306,303,227,2478,2408,2457,21,1894,2174,192,2267,765,2447,1699,2225,320,1967,1136,1808,568,131,1620,2014,2381,448,2469,2203,460,2227,1257,1206
7,383,812,1317,1714,1648,1279,1539,1298,1492,120,1046,1401,1518,513,363,963,1211,135,2220,878,2468,1126,2238,430,1157,782,1004,1680,1872,1776,629,1098,1546,1478,1857,1662,707,1357,968,641,1863,825,526,820,1590,1527,1796,2256,1960,1036
8,1724,134,684,1625,2293,2405,284,803,770,2178,329,1932,1176,68,735,1704,938,341,2305,819,2115,1148,404,851,1841,831,1727,1238,843,1833,2148,129,2057,2462,1025,5,1911,1308,971,2105,2464,848,2111,168,1582,550,759,1881,1011,952
9,1549,2112,2264,1947,2266,1161,615,808,1356,870,860,108,2308,678,1636,998,1946,814,1352,334,798,610,444,785,790,1840,2436,1261,693,124,1222,2183,470,728,2198,1675,1045,403,922,903,796,1985,2006,2353,672,1817,462,1159,1627,2136
10,2202,2279,2080,78,33,2399,1785,2471,854,1163,1374,1522,1998,1683,345,1063,1115,704,1895,1283,1870,2031,198,384,394,2474,713,277,436,1913,1686,1742,1694,776,1042,2466,981,251,172,862,221,1348,957,913,1072,335,1892,2484,585,2030
11,473,2262,222,1398,1746,94,2209,158,2119,1227,261,2040,1048,817,2243,1931,199,1728,1715,191,1184,2487,53,675,1604,2258,771,2382,415,280,2095,1078,2443,371,1876,1810,185,691,2171,639,319,1024,1757,1883,180,1117,1183,2395,990,2128
12,2212,114,1553,745,270,1400,88,1431,1405,119,1972,217,2431,2480,255,1484,1421,2452,35,399,245,2003,1836,1160,1599,955,950,2179,2073,1743,773,1,164,1970,1223,1016,781,1247,2103,493,1812,1318,2292,1164,1532,1610,331,2359,2156,954
13,1784,1571,204,2181,1942,385,1416,962,500,425,891,1795,930,1472,2230,2306,1623,739,1531,1672,154,121,1768,2078,1670,1487,1786,1723,2299,562,1132,1093,1924,552,761,1311,668,1248,2081,161,2106,2338,434,881,729,97,1205,1058,783,1756
14,23,482,2423,511,1579,1270,714,2490,1409,77,593,1083,1801,884,571,36,841,1427,2422,2090,1655,293,1158,1887,1630,1885,1717,560,2229,2098,2485,577,32,1351,1335,1554,1949,1252,1056,1095,2182,1584,1303,1452,869,1830,1449,160,273,899
15,412,1254,1286,1643,2298,1415,1588,916,440,1961,829,937,1381,1310,581,616,2421,2259,458,2385,471,2051,633,1034,2099,2043,778,1497,2291,874,2403,1193,1052,1332,1076,1510,300,794,670,917,1392,287,712,330,59,1975,1858,224,1977,2303
16,1455,1114,2114,457,1878,1731,1864,710,1831,183,607,1690,1634,1039,1838,355,1264,1134,258,2082,2087,260,2454,608,2094,1135,2025,921,1099,2356,1077,687,2302,96,1373,1583,696,1268,313,1218,219,103,2219,754,1082,2162,1521,20,1681,1874
17,2435,1315,915,1187,203,2418,145,7,1481,2121,774,858,1669,529,1608,2002,1110,2250,605,197,1782,407,2440,1287,2409,2301,2108,130,396,541,2016,1003,61,1385,2391,165,718,1504,1517,914,518,2231,800,1603,1224,1156,2059,1957,503,1170
18,429,1542,893,2167,52,361,1070,100,1037,872,1568,1460,1220,26,719,677,2210,374,107,82,974,1848,1781,1047,45,1904,1207,1496,1012,1806,1291,417,1837,1406,1259,1875,2419,1097,788,932,1103,2470,1936,2168,2383,1200,2147,1893,2205,1613
19,405,1035,2207,1444,289,1585,369,1733,2270,2135,1741,151,659,2372,483,632,2400,557,744,873,2018,1180,62,524,1615,1950,1074,2204,1693,507,1423,348,904,1772,2374,575,1281,1685,2199,1598,1462,789,177,349,805,1617,720,2133,1847,1556
20,1513,561,169,1230,232,1390,80,2444,3,2432,2451,202,1367,410,1646,1029,422,2253,1712,187,1154,69,596,591,2412,2234,1763,74,656,766,42,2491,1064,1586,590,2245,1538,1755,1956,2039,317,1822,1243,2216,2024,1855,2223,1330,1307,834
21,254,13,2241,897,1576,2407,1104,182,433,2107,370,1908,2021,2410,751,1534,1412,1626,1068,1592,705,2313,1273,1573,763,1199,492,806,1327,1888,1589,400,2496,1994,1204,1245,1902,1162,143,2242,1321,376,1023,256,1242,1203,1229,2165,469,619
22,880,479,1139,1235,2328,876,1898,508,1151,1326,1015,2195,1150,1578,2159,1649,2428,628,89,116,1719,1707,1274,1344,474,388,1251,2260,2263,2010,1131,505,964,1591,1140,612,1383,48,2152,215,2284,92,475,1725,2368,419,2066,669,1490,1679
23,1580,1663,919,205,2009,1299,1201,2065,2401,527,1570,326,613,472,912,1843,1420,259,1734,2300,1320,2304,2000,992,565,906,810,2104,2430,1930,1673,34,57,265,1919,835,1697,1210,141,755,1637,2143,1342,1809,1289,1231,380,583,563,2283
24,1486,1535,1007,1600,2033,892,1819,1791,635,2396,648,2131,2489,1456,1824,1891,979,1363,386,540,438,290,1736,910,347,1468,153,2036,1514,700,2110,2008,1271,918,1575,354,653,1428,2074,1879,545,365,1240,989,489,115,16,2224,1979,1800
25,2189,1511,733,985,1653,1399,1502,535,246,2,1656,842,939,2355,1820,1642,1340,1002,1133,1981,56,1009,395,816,566,51,1485,2351,15,1457,1022,1551,2349,2317,2347,923,2254,1233,940,44,722,2325,30,2492,2275,536,1886,1962,498,1153
26,2157,836,14,643,459,1691,1871,1349,1309,1803,2402,2029,1395,1783,928,1075,1053,2285,428,956,723,234,2193,2190,1293,877,2327,1480,1910,1676,2046,2042,455,71,775,1408,1842,849,558,2158,1116,911,24,1668,1483,139,1212,323,1359,717
27,2397,1195,1515,2425,1498,2221,1360,316,1288,252,1250,519,586,2125,530,318,413,1999,1955,1609,423,10,538,1929,1454,2367,2414,2318,1657,525,666,1827,218,2290,1362,398,1983,2274,1333,288,2386,1633,38,750,210,343,1325,1505,1506,784
28,178,75,2194,1346,2323,2311,2113,1606,2172,208,752,2344,559,850,1622,402,1816,467,2154,1558,2236,1277,1562,1640,242,2475,1141,945,1652,1761,1482,39,1033,864,2458,427,309,2213,600,1823,886,2062,463,694,1067,1495,1105,87,758,679
29,243,231,468,476,406,1941,2088,621,1859,2350,890,1179,2461,1935,1692,397,664,1520,1440,1314,1255,1564,1587,2288,1814,1754,152,1006,740,171,2481,888,2085,1276,2064,1659,2068,2026,1275,1721,4,73,1959,351,547,1350,2226,606,478,882
30,1217,461,1793,828,830,1594,695,1921,1388,1463,2150,1861,214,1129,189,1740,253,1860,1328,2166,414,1324,1747,2050,283,801,494,894,1968,481,302,1322,898,1963,2047,176,762,2307,2429,1403,614,1402,2164,925,861,2020,2371,1488,908,627
31,1339,209,1295,1547,2132,1323,1940,534,1660,2286,1678,1834,889,769,1026,731,136,480,2352,866,2246,2439,2331,1850,2191,689,574,1168,346,539,1813,1433,2079,1155,1312,1189,1365,1844,276,118,1730,2448,902,443,673,986,602,2247,311,200
32,1014,1138,2282,1899,2365,216,2378,294,1079,449,1750,645,201,2017,1084,40,1778,2122,1867,1971,1884,815,1799,1112,1088,421,504,1066,435,112,109,1639,1918,589,1775,298,2281,609,2319,1536,515,2124,2228,1988,2206,1278,959,760,156,1413
33,1425,1569,1530,2048,497,879,1019,2316,1544,972,1991,2384,1605,1219,1198,1149,250,662,1258,1493,1055,2261,41,1914,636,1737,1984,2056,85,1682,2083,1305,2093,644,149,1996,624,2335,211,1732,190,174,19,948,1749,626,1228,767,1260,1933
34,1862,1236,844,37,786,2015,2117,299,239,1815,247,1882,599,333,1319,2376,453,944,1297,1394,228,2362,304,28,2360,1370,1925,2188,1794,401,2101,1512,350,652,1748,2340,1355,1574,1856,155,1849,564,1753,1369,701,2071,1937,1525,509,1550
35,657,2332,2161,2239,262,749,485,2379,104,2498,1581,2096,631,353,1666,1263,1127,1916,18,1762,1688,29,1654,315,249,336,1021,54,2235,1541,389,1900,373,2217,1494,133,2019,2388,1953,297,2215,2151,965,22,1426,1780,1602,934,2269,597
36,93,1720,1005,487,1361,1430,1738,699,1302,418,2140,595,1476,1839,2450,1031,1880,2437,1448,2116,501,625,2175,802,2390,901,1113,465,1253,2482,887,1804,1529,1760,162,2255,674,1890,1446,50,933,517,1787,991,146,2232,387,833,111,1759
37,2237,522,1000,1907,1284,1797,715,1337,128,2240,2499,367,2417,101,235,2296,1479,941,2343,630,1387,578,1467,1414,2488,1143,1237,601,496,1380,279,920,1851,2091,368,84,685,1811,1939,2252,1987,709,1596,2373,1632,984,291,295,1572,140
38,768,799,2337,2326,1557,905,46,2314,2257,1789,603,1993,1085,408,2315,1054,883,949,1020,2321,2244,2322,1396,1384,702,2333,1331,1188,241,1182,667,1166,1246,206,638,2312,1256,1216,1173,359,909,76,127,1777,1447,1172,1091,1144,1282,1209
39,375,2500,2201,132,1658,2354,1978,1990,896,1109,1234,2280,1419,1128,824,2005,432,2052,1165,1269,1090,1543,532,1906,1087,81,1805,1516,2218,220,587,1443,1524,439,1706,573,1125,2394,1700,1475,95,1171,105,1049,832,976,506,1244,1121,1461
40,777,977,697,1038,1411,1458,1619,477,570,1503,1976,969,1917,1018,1560,1379,2138,27,47,1100,150,2446,1764,2053,818,321,727,342,1232,598,213,2055,756,378,1593,2342,1744,1561,86,2155,1336,2486,2320,1241,2022,1769,1986,1280,1470,623
41,1798,2442,236,958,1641,2366,580,2139,640,863,946,1661,66,278,1974,637,1410,357,845,1710,681,454,1102,2449,2411,2045,70,1267,2041,533,125,1196,426,2404,931,1507,929,332,617,2153,2361,1500,1713,686,1296,2358,980,987,1523,1901
42,327,1043,1866,484,1096,1290,1146,2120,1375,1735,1071,1111,488,975,390,338,2149,1124,2058,1751,306,2109,650,1528,2370,736,2086,1912,1773,272,1650,516,2345,2424,1644,622,1508,994,2069,490,1915,655,2012,1215,264,827,344,567,1716,1069
43,2070,2160,1130,2460,377,360,356,1028,1896,520,2249,2339,1059,2134,184,544,1424,237,2463,181,730,1771,2251,1197,229,2310,1982,391,1616,1965,576,126,1213,2233,163,2011,325,2387,1767,1393,1010,275,2294,512,248,240,1779,2007,1008,1345
44,1818,1835,2415,1519,543,244,314,495,1927,372,1294,857,1703,2013,337,1214,437,2467,1466,167,1174,1944,1905,982,725,2398,665,634,144,2035,2276,2123,2023,1060,960,1945,943,166,446,1313,1407,2141,2092,840,997,2072,381,11,2479,807
45,2214,2389,282,113,2187,1614,2393,793,1364,2037,1438,420,301,179,2364,1249,1667,542,2170,99,1923,491,2494,193,1292,122,1030,1040,1752,1316,822,2375,9,787,1597,2477,1386,995,1698,1540,724,1471,142,1964,1533,726,2084,212,2289,226
46,2077,2413,1952,671,1869,502,2295,2445,594,1118,537,1080,382,1802,207,1631,642,296,856,853,6,1607,757,1081,464,1191,1695,1094,1434,2433,1566,1726,1041,660,64,1705,1473,1300,1621,1689,2416,25,2184,2004,1821,175,1909,1341,1635,186
47,1152,1137,137,2420,1122,1221,2126,2493,2329,1980,1051,690,514,1928,2336,1304,734,1065,618,1017,2130,999,572,307,1062,2144,65,148,1469,556,2146,1826,1868,238,366,2268,1044,1061,1418,1092,2287,1671,772,1239,1989,456,663,838,584,1873
48,2497,2075,1147,2200,737,846,1684,1175,364,1265,2060,1404,885,579,2197,2380,1674,1828,967,2044,2248,1169,2426,582,554,72,285,1450,1943,1106,1429,157,2196,8,1601,555,1459,392,1451,1595,90,195,792,1208,1829,1464,1073,620,743,1825
49,658,651,447,2145,953,159,2163,2434,711,1119,2176,310,1436,452,1846,2049,1739,1032,1366,2277,2334,1638,328,588,1501,839,1272,362,2028,83,2309,688,1567,592,106,926,546,1701,649,2427,1372,1371,947,1266,1729,811,847,1445,2208,1922
