,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,60,1966,2369,523,1509,1995,12,1664,683,2054,2076,409,1559,2476,927,424,1142,2271,1107,961,1577,2102,2100,1120,813,1001,1086,1677,1343,305,431,742,308,2265,2001,521,2273,1545,823,1465,549,1612,859,271,1992,942,548,1696,274,2097
1,1905,2467,1174,807,1060,1294,2023,1927,2276,2035,634,1407,1313,337,960,495,997,982,943,244,2072,2479,2013,446,2092,314,1214,665,1944,167,543,372,1835,840,2123,1703,725,857,381,2141,2415,144,1945,166,437,1818,11,2398,1466,1519
2,1654,1916,1688,597,2217,1581,373,104,389,1541,54,2215,297,1666,1494,2379,1426,315,2019,749,1780,2269,353,1953,965,485,1263,1021,29,1762,262,2498,2332,22,1900,631,249,2096,1602,2151,2161,2235,133,2388,1127,657,934,336,18,2239
3,2440,2250,1782,1170,1385,593,61,1481,2016,541,130,518,1095,1608,2391,7,1224,1287,718,2418,1156,503,529,1517,800,145,2002,2108,407,197,203,2121,1315,1603,1003,1669,2409,858,2059,2231,915,396,165,1504,1110,2435,1957,2301,605,1187
4,532,2052,1090,1461,439,1234,1524,896,587,220,1516,95,1475,824,1706,1990,832,1906,1125,2354,976,1121,1128,1700,105,1978,2005,1805,1543,1269,1658,1109,2500,1049,1443,1419,1087,2280,506,1171,2201,2218,573,2394,432,375,1244,81,1165,132
5,2426,1828,2248,1825,8,2060,2196,364,1429,1106,1450,90,1595,2197,1601,1175,1829,582,1459,846,1464,743,579,1451,792,1684,2380,285,1169,2044,737,1265,2075,1208,157,885,554,1404,1073,195,1147,1943,555,392,1674,2497,620,72,967,2200
6,1396,949,2244,1209,206,603,1246,2257,667,1182,1188,909,359,2315,638,2314,1447,1384,1256,905,1172,1282,408,1173,127,46,1054,1331,2322,2321,1557,1789,799,1777,1166,1085,702,1993,1091,76,2337,241,2312,1216,883,768,1144,2333,1020,2326
7,304,944,228,1550,652,247,350,239,2101,401,2188,1849,155,1319,1748,299,701,28,1355,2015,2071,509,333,1856,1753,2117,2376,1925,2362,1394,786,1815,1236,1369,1512,599,2360,1882,1937,564,844,1794,2340,1574,453,1862,1525,1370,1297,37
8,1194,1926,2032,339,797,442,676,970,286,1301,2173,1225,2377,1101,1089,692,1711,1442,2453,268,1329,809,2297,1877,703,225,2348,1708,1537,2363,528,1997,1889,2089,1948,1548,138,55,2027,170,2473,738,416,466,1934,98,2118,49,1181,973
9,1736,1363,438,1800,918,648,1271,635,2110,700,2036,545,1879,1824,1575,1791,489,910,653,892,115,1979,1456,2074,1240,1819,1891,153,290,540,2033,2396,1535,989,2008,2489,347,2131,16,365,1007,1514,354,1428,979,1486,2224,1468,386,1600
