,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1206,1894,393,192,2227,448,2457,2203,2014,303,868,1499,765,2225,1808,2142,746,58,2408,2381,1938,1699,2447,510,1376,2469,263,1306,2478,748,227,67,2267,21,451,2192,553,2341,320,1136,379,654,2174,1967,568,460,269,131,1620,1257
1,952,1727,1724,843,1881,168,1841,550,848,2115,1704,2305,2148,2462,1308,770,803,1625,851,2111,341,2057,129,329,735,1582,1176,819,404,134,1148,284,1833,831,938,1932,2293,68,1025,1911,2405,2178,1238,5,971,759,684,2105,2464,1011
2,834,1763,1513,656,1330,2216,2412,1855,1822,1154,1029,1712,42,1586,1755,3,2444,1230,591,1243,2253,1064,2491,2451,1646,2024,1367,187,596,561,69,80,766,2234,422,202,232,410,590,1538,1390,2432,74,2245,1956,2223,169,2039,317,1307
3,140,1237,2237,496,295,2373,2488,984,709,1387,2296,2343,279,2091,1811,128,1337,1907,1414,1596,941,1851,920,2499,235,1632,2417,630,1467,522,578,715,1380,1143,1479,367,1284,101,368,685,1797,2240,601,84,1939,291,1000,2252,1987,1572
4,2303,778,412,2291,224,330,2099,1975,287,471,616,458,2403,1332,794,440,916,1643,1034,712,2259,1052,1193,829,581,59,1381,2385,633,1254,2051,1588,874,2043,2421,937,2298,1310,1076,300,1415,1961,1497,1510,670,1858,1286,917,1392,1977
5,1153,1485,2189,15,1962,2492,566,536,2325,56,1642,1133,1022,2317,1233,246,535,985,816,30,1002,2349,1551,1656,1820,2275,939,1981,395,1511,1009,1502,1457,51,1340,842,1653,2355,2347,2254,1399,2,2351,923,940,1886,733,44,722,498
6,597,1021,657,2235,934,22,249,1780,2151,1688,1263,18,389,2217,2388,104,2379,2239,315,965,1916,373,1900,1581,1666,1426,631,1762,1654,2332,29,485,1541,336,1127,2096,262,353,1494,2019,749,2498,54,133,1953,1602,2161,297,2215,2269
7,226,1030,2214,1752,212,1964,1292,726,1471,1923,1249,2170,822,787,995,1364,793,113,193,142,542,9,2375,1438,2364,1533,301,99,2494,2389,491,2393,1316,122,1667,420,2187,179,1597,1386,1614,2037,1040,2477,1698,2084,282,1540,724,2289
8,1825,285,2497,1943,620,1208,554,1464,195,2248,2380,967,1429,8,392,364,1175,2200,582,792,1828,2196,157,2060,2197,1829,885,2044,2426,2075,1169,1684,1106,72,1674,1404,737,579,1601,1459,846,1265,1450,555,1451,1073,1147,1595,90,743
9,623,727,777,1232,1280,1241,818,1769,2486,150,1379,47,213,378,1561,570,477,1038,2053,2320,27,756,2055,1976,1560,2022,1917,1100,1764,977,2446,1619,598,321,2138,969,1411,1018,1593,1744,1458,1503,342,2342,86,1986,697,2155,1336,1470
10,1873,65,1152,1469,838,1239,1062,456,1671,2130,1304,618,2146,238,1061,2329,2493,2420,307,772,1065,1868,1826,1051,2336,1989,514,1017,572,1137,999,2126,556,2144,734,690,1122,1928,366,1044,1221,1980,148,2268,1418,663,137,1092,2287,584
11,1679,1251,880,2263,669,1725,474,419,92,1719,1649,89,1131,1591,48,1151,508,1235,1344,475,628,964,505,1015,2159,2368,1150,116,1274,479,1707,1898,2010,388,2428,2195,2328,1578,1140,1383,876,1326,2260,612,2152,2066,1139,215,2284,1490
12,1461,1805,375,2218,1244,1049,1087,976,1171,1090,2005,1165,587,439,2394,896,1990,132,1906,105,2052,1524,1443,1234,824,832,1419,1269,532,2500,1543,1978,220,81,432,2280,1658,1128,1706,1125,2354,1109,1516,573,1700,506,2201,1475,95,1121
13,523,1677,942,1612,548,2265,2273,1577,1465,2369,1086,274,683,1509,271,1664,424,2097,2271,813,1966,12,2001,1995,2476,1142,521,305,60,308,1343,1001,2054,1696,1992,1545,431,2100,927,1107,961,742,2076,859,1120,823,549,1559,409,2102
14,1874,2025,1455,1099,20,754,2094,2162,103,2087,355,258,1077,96,1268,1831,710,457,608,2219,1134,2302,687,607,1838,1082,1634,2082,2454,1114,260,1864,2356,1135,1264,1690,1878,1039,1373,696,1731,183,921,1583,313,1521,2114,1218,219,1681
15,1922,1272,658,2028,1445,1266,1501,811,1371,2334,2049,1366,2309,592,1701,711,2434,2145,588,947,1032,1567,688,2176,1846,1729,1436,2277,328,651,1638,2163,83,839,1739,310,953,452,106,546,159,1119,362,926,649,847,447,2427,1372,2208
16,791,569,1334,358,698,2441,741,2137,1745,721,1178,31,779,2272,267,1852,1435,1391,2472,1552,867,123,978,682,1422,747,2392,2456,1651,1108,1702,1202,1057,2211,732,352,1665,2177,411,1765,852,1758,936,996,837,1185,764,2495,1788,450
