,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,3344,429,4941,1046,3247,1275,338,2862,6102,295,4169,3451,4069,6298,1308,3769,4097,3030,5504,2035,329,1077,4475,2985,1550,1954,1545,3675,1858,5327,4967,5509,5607,2114,5570,3130,1965,766,5737,5963,5764,779,712,4725,2638,195,6180,6238,259,3532,2151,2295,2784,5668,6187,2865,5930,4339,2397,6037,5113,3702,2287,3849,3068,384,1215,1951,1438,1711,2324,1287,5385,1420,4358,35,4210,6276,5584,1056
1,3303,6085,2395,5018,74,4674,3098,2525,1244,2938,570,185,3953,447,5992,3265,3818,3563,1456,270,6356,4299,4263,4208,4563,4635,468,3503,6306,6390,4810,2864,4901,5318,5436,1932,1338,4195,2199,4965,3203,326,1617,1768,685,546,139,3699,423,5684,5978,860,3966,2766,1477,6131,5658,5957,5116,1359,4747,533,6360,1383,237,823,1919,2620,2640,2808,169,6343,6262,5842,4378,4936,378,4583,1818,2081
2,3852,1400,1872,5306,3121,3103,3761,1054,2296,2512,293,5270,1976,4782,3590,6210,2182,4478,3754,5003,3618,4470,3957,239,3989,2058,1314,1687,1082,2351,3537,3037,221,455,4312,3005,2902,2663,4398,4619,4236,4219,4979,435,5050,5730,2962,4296,6361,452,4693,5647,3402,6241,6266,4072,4059,1669,2424,4190,4346,962,5851,3136,940,664,5604,4457,2448,1508,471,26,4977,1100,242,3413,1032,6126,1883,5742
3,1094,5255,1898,2951,3733,5375,4978,5995,4443,446,5798,2382,1777,2553,2191,5948,1689,1085,707,2703,5723,2363,3466,4588,1930,1318,3149,4348,5413,6157,3863,1363,6198,252,5184,796,2696,3703,337,213,5482,140,3894,5258,1049,5848,1403,4509,2662,2101,85,5941,4992,1362,5884,678,6384,6125,645,1037,4642,763,1654,5916,4068,6043,6240,320,2409,3773,4719,38,2826,876,6088,163,5627,5887,708,1740
4,1796,2829,623,2781,2282,3581,420,4632,3766,398,5821,3893,740,1692,4409,3101,3148,3000,2268,1540,3310,4381,4580,2301,1070,6066,1042,5342,4538,1544,4599,2274,5403,4582,659,3913,5828,3587,1052,2457,3737,1276,6141,5341,2172,260,2438,4701,6236,5696,2532,1551,6291,6045,5220,1598,209,2847,580,3544,5021,3336,2503,1181,5235,1220,5600,3182,1379,5906,701,2621,1380,4476,5243,4100,381,1691,5567,5654
5,5283,3432,4340,1296,5615,4073,5611,4250,5106,3245,5845,2196,3639,3133,5446,781,1834,4344,2700,5524,50,1196,236,4888,5525,1737,4970,6189,1635,3553,4054,852,3749,5867,676,321,4547,742,756,3145,1208,1677,2267,5260,3731,5965,5716,78,2836,1876,5095,3974,6229,733,3676,2581,1165,2393,1406,2647,2187,5307,5312,3636,3885,1716,1017,2285,5237,1805,4860,4166,174,116,2214,3602,4187,5107,315,6018
6,2469,66,3518,2858,3264,838,1623,2636,775,2799,1337,6267,4037,106,5564,3827,2337,2253,2239,6211,2558,4779,3959,3932,3440,4735,6381,3822,63,2765,4947,3627,4144,1832,6293,205,147,4913,1871,6375,1846,4245,4005,1774,6060,3154,5507,5310,2414,1378,2580,2629,2070,2610,2291,3888,859,1151,4070,5434,5895,4575,1686,4306,3408,3619,5461,511,2725,2823,3698,2971,1808,4789,6009,105,2625,1401,2550,5988
7,5292,193,5599,1649,4297,719,2403,922,3487,3695,3064,4246,653,2450,2791,3689,4099,330,4879,4322,2207,2964,6116,1802,1498,3853,3934,3987,3158,46,5728,2959,2594,931,850,2381,4390,4028,1866,2289,6208,5782,1280,728,3239,5704,2305,396,5580,2641,1879,5920,4020,1468,3275,6377,2511,3099,240,6358,231,1684,5771,3705,5950,907,2885,5047,1698,5761,3439,4872,5420,390,2470,1917,4142,4836,4256,5289
8,1543,5537,967,1417,4775,1292,3750,123,2789,1240,6067,4088,2449,4758,684,5171,5739,1093,4910,1376,2476,3185,2304,4216,4450,6134,2059,2437,2127,528,5348,4637,2972,5228,391,6002,412,4405,5819,1600,1989,1225,3524,3595,3164,5619,4848,5043,1195,4838,173,1616,3354,3057,5229,3193,3226,5256,1330,2124,3420,4156,245,3028,5161,952,1823,5156,5214,5045,1725,3881,3678,5844,2857,2665,1570,5741,1554,2229
9,3291,1371,322,3688,1349,762,4401,4675,6165,3992,3163,1583,1309,4336,6184,5083,635,3841,2753,2922,1548,3077,1724,3173,4559,6112,3446,1571,197,4804,182,3228,3691,2537,4237,4921,4472,5660,1146,68,3673,3454,6070,5245,5034,6271,1315,6035,3036,4014,3479,3002,4647,1977,704,1603,1329,6273,865,2323,893,5460,2690,1884,1842,5850,4940,1428,866,1233,4342,397,593,5288,3917,5922,6078,999,5959,2932
