,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,5248,5776,2968,249,1682,6281,4205,3465,43,5559,1822,4867,5656,5179,817,5451,2626,4030,2217,5896,4953,2650,333,1016,3201,4722,1109,3762,1010,5199,2185,4824,4828,489,2737,4756,3582,1861,3860,4437,5675,4264,67,5755,3090,789,482,1388,1212,5489,3398,4253,2908,1205,1479,2201,1062,6287,1264,2918,2091,3471,1744,1934,5066,4332,1869,1781,5707,2266,4524,4106,2260,825,3912,1606,3692,2037,6016,6064
1,638,5853,175,2316,1222,1922,3102,5650,1262,625,3585,4727,5447,821,3982,4539,3945,2281,92,1167,4555,6221,5902,887,1643,6368,431,2542,5549,5680,4368,1324,2272,2322,897,4058,1008,2949,1358,5979,5279,3963,1827,3949,1189,2627,5238,5915,2478,5679,1459,620,3224,5695,3685,6074,820,1507,1497,1784,2529,2340,2083,282,4673,1183,6261,4865,6302,4687,5372,5905,2460,1581,4819,3635,472,5626,3294,3498
2,1184,4119,1942,3426,532,5027,2820,3191,2779,4808,649,5409,1629,4765,3186,5290,5273,6164,3283,2206,5272,4928,379,2868,5358,3778,4844,5710,12,1425,2672,1799,5378,3612,2193,5541,874,2790,5735,530,4698,3535,709,4664,5888,3025,1177,3770,1788,581,1119,969,6013,126,1455,2022,6347,6297,1667,5443,4622,5419,5308,2401,4341,1886,516,5749,2117,1293,2840,1992,2018,2435,2132,6324,5493,254,4094,133
3,639,2238,4610,752,276,1991,4986,2652,3422,361,3683,4259,2937,846,3167,5954,1590,2879,3889,4803,1103,2913,5947,1469,3387,4784,3123,1812,4376,1261,3711,3854,4185,6201,4274,3384,2873,4522,4128,5010,889,562,1294,3960,2073,6118,41,2608,4817,714,3280,6256,309,1894,5635,2697,3682,1775,6300,2491,2909,6114,3209,992,3475,6072,5455,5936,3178,3301,1206,6010,5037,819,2639,804,4135,5738,3200,165
4,3222,616,4404,6304,4503,3490,456,2593,5203,3533,1990,1720,4770,3914,4517,3884,6228,1955,4557,5079,2496,164,1837,1295,5638,404,3902,4813,5657,24,4724,1534,1216,1959,3965,4516,2389,3450,4399,892,2353,503,2536,5849,3566,1171,6311,3072,4624,598,4467,6087,298,4176,872,5369,3680,6319,3445,3642,1857,3943,2957,1253,4570,6295,2023,957,3352,1402,1058,3042,5961,3431,983,3712,1053,5558,3539,1944
5,546,1919,2808,3303,74,326,1338,447,4810,1383,4583,5842,823,139,5978,4674,4378,3966,4936,2081,2395,6360,3818,860,2620,2938,3265,4299,570,237,2864,4563,5684,4263,3699,533,6262,4635,185,3953,169,4965,6356,270,423,2766,3203,5957,5658,6131,4208,1818,5018,5992,1456,685,1244,1768,3563,1932,378,1359,6085,1617,5436,4747,2525,468,6306,6343,3098,5318,4195,3503,5116,1477,4901,2640,2199,6390
6,4150,4093,2741,5395,4951,4310,6148,2493,4387,4670,6308,810,5790,3588,5551,217,2343,4548,3444,257,3714,6033,4773,2886,4929,6333,238,5579,2225,3829,4875,1097,589,6091,1693,388,948,5080,1664,2434,777,2006,2487,4434,3078,4907,3417,1028,4027,548,744,4146,1458,5133,1112,4139,6014,5533,1525,117,4893,1828,896,881,1751,1319,651,5991,413,4659,3613,1141,3708,4193,3512,5339,3875,1432,5111,2612
7,2044,3104,2451,2138,3891,3060,3862,1134,3251,1373,4777,371,5057,4592,5595,573,1614,1743,2212,286,4710,5703,3805,3229,2048,1227,143,5911,110,2283,3026,5121,3740,4290,1642,2041,5605,4859,1390,3784,1489,2320,2830,4663,537,4930,5971,2177,4294,1485,5448,771,2890,327,2433,5927,6207,4194,5914,4431,2841,3787,1947,372,2611,2167,2863,3324,5754,1792,4644,4003,5390,1051,4946,950,4514,6219,4235,5597
8,2981,5663,1956,914,2209,86,729,5421,1454,2334,3311,5825,4720,4321,2327,2874,3616,4410,5379,6181,5475,5919,179,3436,2108,2170,3814,2616,871,2619,1505,640,3003,2894,5763,4474,1656,3995,4280,3075,4989,5500,5924,2419,2671,6222,3058,3790,3144,6167,2468,4662,3560,5606,3856,2507,258,5462,433,839,642,2509,1891,3070,5051,2166,2467,3370,784,6177,5860,31,29,2579,4147,4887,3309,812,4962,559
9,3434,3521,4383,5188,4082,6001,1780,1431,2466,2506,3292,1513,1819,2090,3268,732,2453,1398,3795,2377,2147,4787,575,118,986,1346,4196,509,4486,153,6225,1336,5280,5946,13,4527,5672,1352,1999,5005,5591,5560,1192,3672,4922,5958,2678,734,2675,6334,3132,490,4361,6223,1998,4062,3335,1747,4251,692,49,3956,1595,4576,3367,2188,1782,6245,3817,5879,988,4742,927,3615,2075,4498,4373,5834,5361,6379
