,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,6226,5286,6214,6163,2009,1854,1582,3608,6352,357,4564,947,921,4158,3704,20,4672,567,6199,565,506,3952,4110,4877,614,798,939,370,1239,4279,5481,3403,2988,1463,782,5217,3813,663,1839,3631,3969,961,2308,3916,5123,6081,266,5910,198,5634,4695,5699,3453,1874,4343,2605,1391,4469,1068,2418,4080,4837,501,899,4162,4660,5962,1107,2517,4827,5872,1533,551,5955,5691,3978,4120,2624,5326,3525
1,1115,4920,1647,2727,3313,3127,2142,2555,4826,1084,6200,2748,4351,5918,3199,3055,5568,2722,2121,673,4222,1424,4961,5295,1895,3488,2154,6107,3654,1755,3107,2273,3008,924,2394,4799,5309,5505,2562,2330,1159,2402,2586,4739,1496,4419,4862,1098,2782,2194,3839,5473,1671,909,4968,5153,5762,5840,1288,3315,3198,2921,5340,715,4098,2362,1013,3644,2115,818,2215,3092,691,4298,5602,2942,3994,5539,3063,1248
2,534,336,6246,3218,5682,4964,4650,4790,1864,5282,772,5858,2998,3447,1411,475,2849,6007,4688,146,1888,1820,2350,3153,3340,5054,3802,1389,971,1199,2889,5835,1395,4558,5744,1027,4605,5464,4932,5944,5180,2251,5998,6,5146,2130,1542,1375,903,2914,2180,3543,6032,2129,2783,5115,1270,8,2198,6400,2832,1708,3655,2072,2584,6075,2646,4396,4447,1320,848,3171,618,6399,3117,2746,1072,4301,4206,5148
3,428,1920,5732,5172,5317,5797,5219,5512,1071,159,5296,4890,2824,1023,1366,3999,2247,4711,703,3389,3958,1050,4581,6191,582,786,6274,816,711,6394,3929,5015,2333,1838,978,3019,210,5817,3971,186,3202,6030,2086,3743,3469,297,1936,4115,3066,6036,3175,5594,234,3847,2714,1565,997,2074,3530,6270,3527,2887,5164,1946,3378,5651,4628,5433,3312,1360,410,4167,1588,4406,3632,3763,328,3045,4438,3583
4,6035,2690,2922,1309,893,182,5660,4647,197,4014,5850,6078,3673,1329,3173,1583,4921,866,3002,593,3841,3691,5922,5959,3228,322,1349,762,5083,3688,4940,3291,6112,4237,3454,1842,704,4342,5245,3077,6070,3446,4675,999,1315,5034,4804,3479,1428,1884,2323,68,635,6184,1146,1233,3036,2753,1371,1548,865,5288,3992,4336,1603,4401,1724,1571,2932,1977,2537,6271,6165,397,4472,6273,5460,3163,4559,3917
5,842,4574,1209,3017,5275,166,617,4151,4238,3502,6354,4603,5641,5252,3569,1347,5565,211,4814,2309,3227,1517,2068,5246,5585,783,1567,1139,592,3267,3364,2007,765,484,5758,5972,1539,3150,2701,4606,6079,2596,4686,6376,3663,3325,2116,2534,541,5120,4379,920,1316,5108,4356,424,130,5191,6279,2112,2488,5968,3551,1473,751,3114,3155,4302,5921,377,36,1005,5094,1726,5490,2544,6179,6039,5796,1187
6,6305,3662,4085,4207,4885,3032,2145,5683,4845,1676,4870,4277,4389,5590,544,1113,4092,3545,1902,3890,3526,1516,6048,3793,5676,99,3258,1365,6082,5937,6316,2852,3221,3845,3756,1685,2422,885,1332,2996,606,4565,2011,591,716,1045,6005,1179,1322,3049,556,2021,1607,4595,201,4029,5639,1597,6105,2140,908,2966,2699,5815,2645,2854,5266,5263,3656,3842,6156,1323,6050,867,2356,1759,4709,4045,916,1019
7,5276,1705,2515,526,3462,4966,2618,6250,1609,3400,2571,135,3621,2085,1897,3516,3907,6152,5811,180,1304,1645,3368,6061,2656,4957,4285,5467,1633,227,2926,299,4543,1875,1986,2807,5158,2977,1466,6080,194,724,3437,156,4382,4182,4856,4807,87,6322,4090,5766,926,4748,4089,2941,5404,6355,158,4453,301,569,3020,5662,5303,3351,6203,42,342,5527,4596,4571,460,3820,5393,3780,1357,5596,1271,2877
8,396,5771,4322,653,231,5728,4028,4020,3158,2641,907,4142,6208,2511,1802,4246,2381,1698,5920,5420,330,2594,1917,4256,2959,5599,4297,719,3689,1649,2885,5292,3853,850,5782,5950,3275,3439,728,2964,1280,3934,922,4836,2305,3239,46,1879,5047,3705,6358,2289,4099,2791,1866,5761,5580,4879,193,2207,240,390,3695,2450,6377,2403,6116,3987,5289,1468,931,5704,3487,4872,4390,3099,1684,3064,1498,2470
9,2983,3975,5466,4590,5801,652,587,3652,3299,279,4783,1333,222,1787,6388,4502,4055,2256,2119,2425,3915,3485,6154,1254,4996,4843,3069,4081,4240,3614,3510,4308,5437,4022,4607,959,4357,4541,103,3359,72,5135,1230,2427,6387,3304,303,1580,2899,1086,98,4708,3040,4225,1636,1096,1923,3710,2633,4508,5623,1412,6204,1090,225,4423,951,2153,5424,5441,3593,853,2259,5753,4148,5150,1537,543,4954,6296
