,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,3909,993,1447,3430,705,2148,5233,1043,2931,4001,3046,5729,5990,2250,5438,1904,5366,976,3212,3622,3528,646,4533,3016,2014,5640,1731,3015,687,2380,262,2664,2033,655,4330,1810,2666,4820,3880,5802,2456,3159,2079,3926,1057,3522,494,2975,5224,470,3210,6357,5478,3709,1931,5952,2174,3156,6365,3052,4975,2933,6161,5053,5709,5363,5830,3501,1063,1382,2159,192,2258,171,3473,4365,4816,4282,2568,3555
1,3673,5922,3173,3992,635,1583,865,2932,3163,4336,1428,2537,893,4921,6184,1571,6070,6112,2922,3688,5245,3454,4342,6078,4472,2323,4237,182,5850,3291,4647,5288,3691,6035,1548,68,3479,3077,3036,1842,593,4401,3841,4014,3228,866,762,4940,6165,5083,1146,3917,1884,1724,5660,704,999,2753,322,6271,1977,4559,5959,1233,2690,1309,6273,1603,1349,5460,197,3446,5034,1315,1329,1371,4804,397,3002,4675
2,921,4110,3704,501,3453,20,4080,2517,2624,899,198,5872,2009,4672,1874,1107,3969,2988,6214,4279,1839,782,663,947,5691,4695,1463,1854,4564,3403,3608,4837,3952,6226,2418,5699,5910,3631,1391,5217,565,4660,506,357,614,567,370,5481,551,1239,4343,3525,5634,5962,1582,3813,3916,4469,798,1533,4827,5326,4877,2605,5286,6163,3978,4162,939,4120,6352,961,6081,5123,4158,1068,266,5955,6199,2308
3,5933,5655,90,366,5076,2976,5701,1587,597,383,4468,5700,3547,5827,4273,3478,5795,2883,4497,5185,4183,492,4061,2963,4494,1566,3248,4260,4353,2635,4096,2952,564,4500,3259,577,340,5353,1207,5415,1524,4658,5677,2063,4254,3320,3866,3067,1136,1601,5812,3443,1674,3460,2846,568,2008,2095,1117,1672,2370,2953,1535,4249,5183,5685,1761,5356,2106,373,4174,9,4754,2657,367,4252,5329,4424,3047,5060
4,1997,3243,44,2821,1004,2978,681,2317,3858,3419,4041,62,1619,216,1452,4566,2572,4414,3801,3421,1529,3983,4855,531,2762,4864,6206,1848,1694,5304,75,5904,5866,4780,4311,1970,4060,96,1811,5391,1577,1634,3938,5241,6294,4155,944,441,3347,1718,4200,1339,4706,1245,2003,6285,5563,4267,5383,2855,4733,5999,2339,4997,1660,427,5099,1022,6218,2729,3624,2504,6320,5721,674,2845,3923,5548,1150,5007
5,1989,2665,4216,1240,5739,4088,1330,2229,6067,4758,5156,5228,3420,6002,684,2437,3524,6134,1376,1417,3595,1225,1725,1570,412,2124,391,5348,952,1543,3354,5844,2972,5043,2476,1600,173,3185,1195,5161,3678,3750,1093,4838,4637,5214,1292,1823,2789,5171,5819,2857,3028,2304,4405,5229,5741,4910,967,5619,3057,4450,1554,5045,245,2449,5256,3193,4775,4156,2127,2059,3164,4848,3226,5537,528,3881,1616,123
6,507,5787,4763,1612,4655,5808,4454,2810,574,923,2759,4488,5085,3771,5414,1912,1556,4704,6351,2002,1738,3216,1754,2373,774,4956,2669,5577,5813,1467,2176,1621,5929,2871,753,155,1011,3206,4774,4066,6195,2694,3236,6020,1622,1269,271,3205,4935,302,6054,2925,3681,3986,3628,6374,1506,4129,1132,1673,2135,5147,1746,1250,1933,5734,5526,6194,827,710,3886,3166,934,5783,5810,936,3141,3707,5324,480
7,5225,5768,973,553,5370,5816,4764,5208,2432,3372,5521,6345,443,1945,2730,4550,1526,3736,128,4425,318,6038,3278,2838,2691,958,4191,3034,1445,465,3237,5793,2136,6215,696,4053,5330,3327,1448,2089,3048,2502,2025,2165,6185,3876,4293,3140,4056,4374,2776,3305,3404,868,4785,1176,473,579,5499,2262,2757,1916,3306,2907,6243,605,2825,1855,467,2763,5545,2655,6123,2545,2698,2158,3625,3165,4618,6063
8,665,1815,3874,4578,3316,2752,2848,6284,5792,5659,4352,1699,6292,2598,2441,3716,3872,1558,929,6272,672,2299,1369,5355,3513,37,5244,2530,5351,4743,3266,1748,129,832,4403,5042,4172,3415,3232,1924,2087,2139,4750,2726,1059,6196,5889,1939,791,5177,4740,5926,5569,683,493,5240,1865,4917,2348,5875,5364,1511,5313,3211,525,6086,1910,4573,1164,2912,1291,461,3392,1231,5389,2038,1249,151,3783,3489
9,6190,332,1317,6373,5878,6339,5100,4854,3962,3033,1915,1996,3696,901,3686,2236,5740,331,10,4654,1460,4117,5234,3322,2592,3056,4980,483,2991,368,3788,912,5993,5046,5267,4471,5625,5271,540,4323,2297,3900,3523,585,3540,2328,1263,946,2152,2231,1766,4276,1984,134,966,1620,5609,4428,4760,363,3620,3774,5857,5173,60,6269,233,2065,1809,5832,1415,3719,998,4229,4261,6341,4507,4745,2755,1325
