,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,2945,1736,3481,4942,4587,2019,576,2040,1825,1750,3650,4896,4554,682,4335,2016,4620,5195,1446,4982,4577,2372,2303,2240,1036,4212,5985,3442,4794,6176,1585,4327,2508,416,385,1025,4963,2587,2954,5331,5767,27,4126,1125,5097,5498,2817,1696,2735,5982,4741,5302,226,3225,2307,3905,4504,669,3745,2335,3825,2768,2462,5528,1374,3565,2944,554,4762,3362,6220,3484,3717,1729,2780,6147,1706,5039,894,1856
1,3661,2111,3329,1153,3901,2341,4880,426,402,4926,2623,4653,358,1575,168,6046,1710,5708,4108,2631,5223,2869,5298,418,1342,5112,1014,250,4788,5702,1732,2772,3810,6193,3591,223,4391,3732,2354,4329,3105,3249,4304,3980,2017,1303,5839,1561,432,3343,2294,3116,1409,1429,4689,2093,4850,4318,4331,5041,1143,5745,6024,5674,5102,4746,1734,5257,5040,3429,5909,1414,3314,898,355,1572,5387,4641,1145,2955
2,3409,2222,1186,2210,112,5760,1599,1169,1518,1502,3089,3497,1960,275,5552,4033,6129,5072,4215,3207,2659,1969,3406,2012,4039,3936,2015,6232,40,2358,5274,2314,5809,5365,3474,2242,4532,1405,2709,1009,4314,229,5622,2661,1840,1994,4008,5410,4168,4426,2756,6251,4829,11,5459,4213,3012,3091,5778,6172,4242,630,2125,2482,1873,4049,4371,6289,725,3480,3792,3190,5169,369,6248,69,1982,2248,3729,2219
3,6261,3498,1167,3949,1827,5679,4673,472,175,1922,4865,1324,5915,4058,2340,282,5279,1183,4727,3294,5902,5853,2542,620,3945,5650,6221,3635,4819,2272,5905,5447,1497,5372,1581,3224,3982,4368,1643,2478,1459,897,625,6302,820,5238,1262,1222,2316,2083,431,4687,5979,6074,1008,1784,5680,3102,2322,3685,2627,6368,5549,92,2460,4539,5626,3585,638,2281,1358,3963,4555,5695,821,887,1507,2529,2949,1189
4,480,3141,2810,6351,753,6194,2669,5929,1250,3216,3166,5147,5526,710,4956,1556,1754,5085,1621,6054,4655,3205,3206,1746,2925,923,1933,6374,4454,6020,4488,5813,3236,2694,1912,2002,1011,1622,2759,5810,4763,2871,3681,3886,4935,507,5577,827,1467,936,302,3707,5734,934,6195,3771,4066,774,3986,4129,2135,1612,574,5787,3628,271,1269,1506,1673,2176,5808,155,1132,5414,5783,5324,1738,2373,4704,4774
5,3414,2480,4015,2464,2039,4051,2934,5714,5780,1219,2252,4241,4690,3273,3147,3044,3720,4477,4981,5814,5170,869,1538,1039,5227,283,272,854,4198,214,2531,4032,107,2404,883,1715,1335,1655,2049,4214,4737,3648,4118,4636,3993,1334,4271,1547,1387,2471,4461,5547,5218,5976,3567,5974,1343,1921,5494,3027,5336,2677,2827,4924,4950,2602,2987,2513,805,2134,5501,3307,3947,694,6239,4882,790,5645,643,3629
6,3489,1249,6284,929,4403,4573,5244,129,3211,2299,461,1511,1910,2912,37,3872,1369,6292,1748,4740,3316,1939,3415,5313,5926,5659,525,5240,2848,2726,1699,5351,4750,2139,3716,6272,4172,1059,4352,5389,3874,832,5569,1291,791,665,2530,1164,4743,2038,5177,151,6086,3392,2087,2598,1924,3513,683,4917,5364,4578,5792,1815,493,5889,6196,1865,5875,3266,2752,5042,2348,2441,1231,3783,672,5355,1558,3232
7,5444,6363,6338,2213,2235,2707,2904,5582,2173,4430,2429,4113,4123,2742,6362,5426,647,3492,2739,4811,1300,1251,5129,3633,747,6056,2280,4700,34,953,1007,6115,2234,1135,4894,45,3779,4518,1574,1605,5806,5143,925,3108,2769,3918,3864,5508,344,1849,5058,806,1816,5277,1653,306,5405,5354,1659,2552,1926,1172,5065,204,4611,457,824,4231,2203,5209,2067,1753,5624,2315,2831,3039,5588,3381,4945,5213
8,607,2706,409,1397,2211,5843,1569,1174,3935,253,6275,2712,1381,4612,4380,3951,4834,768,3767,3653,5587,4830,207,4105,3724,1218,5949,5230,4079,5198,3061,5593,6335,954,6173,2538,3896,1450,3076,6130,1423,5416,2575,6170,4459,4163,200,111,2062,5678,2723,2867,3904,4960,4652,6337,1213,6325,1901,2644,2842,291,2905,152,3246,1608,4621,347,1449,6090,2364,2637,430,1767,6149,1038,4137,2940,1285,4189
9,6028,3253,4697,3269,6057,3486,5692,2634,3931,3235,6055,1847,125,2548,2133,2400,5868,3494,2731,3882,4026,5522,6084,517,1003,81,3940,4866,5301,4484,2347,2888,808,2097,1060,3252,6076,794,5706,1843,4040,3800,942,436,4665,845,2060,5152,3151,4107,1259,4171,2760,5727,5942,3997,5423,2032,3139,1173,5,1149,3865,3333,4114,2843,1472,5470,5951,3670,545,1624,1632,1396,2773,292,4116,3747,5254,1908
10,2777,3511,3050,4395,1639,442,3671,2599,2930,4751,359,4449,634,4818,5908,2443,4211,1703,1242,6378,6202,4944,4952,4199,549,1163,1626,1144,2670,3035,1892,3022,1126,3559,5529,5722,739,5865,4749,4257,5242,905,3835,3399,4223,2984,6111,2388,199,5458,2917,1073,6042,1384,317,191,2566,6119,5092,3657,6247,394,679,1404,5897,1882,5757,2497,4529,2919,3677,5882,6034,2265,1228,93,3410,3118,3319,1853
11,651,2612,257,4434,2487,548,1751,3875,2741,4310,5991,1097,1028,388,1828,881,777,1319,810,5111,4773,4093,5579,4146,2343,2493,6033,5339,3512,589,1141,5790,1525,3613,4193,1458,5551,4875,4929,4027,744,1693,4670,413,6014,3417,4387,4951,5395,896,238,4659,2434,4139,948,117,3829,6148,6091,1112,4907,6333,2225,3444,3708,217,1432,6308,4150,4548,1664,2006,3714,5133,3588,2886,5533,4893,5080,3078
12,3437,4856,342,2515,4453,5303,1875,1645,2941,1986,724,1271,3780,1357,4090,194,2977,3462,569,4089,926,2926,6080,6061,2877,5662,1705,5158,301,3400,4596,2571,1304,3351,42,227,4807,2656,87,2085,1897,5276,6322,1609,460,3621,4966,4285,299,158,1633,3820,526,4182,180,3907,2807,5393,6203,6355,5527,3020,5596,3368,2618,5467,6152,156,4571,6250,3516,5766,4957,4748,4382,5811,1466,135,4543,5404
13,2023,1944,5079,5849,2536,598,4570,1053,4404,3490,957,1534,3072,4516,3943,1253,2353,6295,1720,3539,1837,616,4813,6087,6228,2593,164,3712,983,1216,3042,4770,3445,1058,3431,298,4517,4724,5638,4624,4467,3965,3533,3352,3680,6311,5203,4503,6304,2957,3902,1402,892,5369,2389,3642,24,456,1959,872,1171,404,5657,4557,5961,3884,5558,1990,3222,1955,4399,503,2496,4176,3914,1295,6319,1857,3450,3566
14,5124,4633,3576,3366,1229,5001,1088,2551,990,2939,4394,2477,5532,4160,778,3054,6371,1841,138,1198,3174,5368,6370,1804,228,4776,4071,5388,2439,1306,863,502,2160,4912,1475,3867,2797,3927,4858,5323,2588,880,2505,2255,1490,2895,4752,2421,4230,4102,4473,4915,1978,4077,6242,2761,4696,6077,3981,2500,6280,4943,351,1938,161,2828,14,2607,1221,2489,5249,4011,3519,3188,120,6369,162,5746,4465,4513
15,2204,1852,3238,1340,354,4501,1243,3358,6312,6101,364,2860,3482,3861,2901,3921,2519,2543,5854,1407,5601,3001,2943,422,6310,4228,3556,1941,3667,603,1034,6252,949,5101,797,1481,1133,3288,5794,247,2704,1650,1749,5781,4161,4703,3508,2717,2589,4900,1260,3985,2178,3004,738,6158,181,3964,4511,5281,4247,4931,6314,4883,4140,3427,735,5900,1909,2452,6299,981,2261,3131,2711,5646,300,6140,1618,3730
16,1869,6064,5896,5755,67,5489,5066,3692,2968,6281,1781,4824,1388,4756,3471,1934,5675,4332,4867,6016,333,5776,3762,4253,2626,3465,2650,1606,3912,4828,4106,5656,1264,4524,825,2908,817,2185,3201,1212,3398,2737,5559,5707,1062,482,43,1682,249,1744,1109,2266,4437,2201,3582,2918,5199,4205,489,1479,789,4722,1010,2217,2260,5451,2037,1822,5248,4030,3860,4264,4953,1205,5179,1016,6287,2091,1861,3090
17,2011,6005,3656,4085,2140,2645,3845,1516,4029,3756,4565,916,1759,4709,556,606,885,4885,2966,201,1607,6316,2996,3793,1019,5815,3662,2422,908,1676,6156,4870,3526,2854,5263,5937,1179,5676,1322,5590,544,6305,3049,4845,6050,4389,3032,3258,2852,6105,6082,867,4207,1045,3890,4092,1685,2356,5266,1597,3842,2699,4045,6048,2145,1365,3545,591,1323,5683,1113,2021,99,4595,716,1902,1332,4277,3221,5639
18,3083,100,5429,5165,2850,6068,3623,5445,849,1867,4906,1552,3157,5770,450,4076,2898,176,3645,1521,5829,2809,1961,3126,3777,1500,2376,30,4291,2168,888,3452,1166,1509,2096,2205,2431,4184,1532,206,5222,4796,3053,5981,6332,6031,5686,660,2798,2733,5071,5382,401,311,3371,622,917,5784,3772,5061,5616,3376,4615,3071,5189,5841,2118,2232,2094,5488,4202,4616,474,1274,5044,1232,3586,4713,5799,1310
19,1493,4326,3284,1523,4987,52,5362,864,1800,5377,5427,3850,5863,3903,3571,4841,263,1223,6282,1370,160,3878,4705,6349,1631,1142,6392,1760,6383,1368,2163,3828,6317,5698,2822,4153,1719,2721,3757,3944,851,3254,5804,1277,4445,4646,1464,3564,1783,504,1075,444,1299,1900,3794,3087,1878,4359,5155,5873,3816,968,3339,2224,61,1797,4971,1615,6110,3573,5791,5485,5110,3552,6006,417,3393,677,1771,2357
20,6063,3625,5208,128,696,1855,4191,2136,2907,6038,2655,1916,2825,2763,958,1526,3278,443,5793,2776,5370,3140,3327,3306,3305,3372,6243,1176,4764,2165,6345,1445,2025,2502,4550,4425,5330,6185,5521,2698,973,6215,3404,5545,4056,5225,3034,467,465,2158,4374,3165,605,6123,3048,1945,2089,2691,868,579,2757,553,2432,5768,4785,4293,3876,473,2262,3237,5816,4053,5499,2730,2545,4618,318,2838,3736,1448
21,2086,1936,3312,5732,6270,3378,1838,1050,1565,978,6030,4438,3763,328,3175,3202,5817,5317,2887,2714,234,3929,186,6191,3583,1946,1920,210,3527,159,410,5296,3958,5651,5433,6394,4115,582,3066,1023,1366,428,6036,1071,1588,2824,5797,6274,5015,3530,711,4406,5172,297,3389,2247,3019,3632,4628,2074,1360,5164,3045,4581,5219,816,4711,3743,4167,5512,3999,5594,786,3847,3469,703,3971,4890,2333,997
22,196,1770,3961,2658,4553,4702,2999,5239,5322,913,439,5543,5966,4002,1065,2569,4143,189,5471,2805,5176,599,2935,760,4536,2442,5912,522,5747,2859,3282,1313,3323,3697,1905,4983,2355,1194,1831,943,3765,1156,5328,5128,571,5719,1279,654,4682,6328,2200,4871,3562,4243,6098,399,3081,5347,3684,5693,119,4416,5725,6290,4442,54,499,3082,882,1478,334,2979,5480,4052,1482,1985,626,5612,5618,6278
23,5847,6259,3988,727,4201,4678,1079,5126,2367,1461,795,1217,3197,5049,4791,4958,4905,4258,2104,2371,2361,3125,5608,4999,761,5104,822,136,840,609,4771,1562,2994,875,4778,2029,5359,2053,6265,2615,3290,3256,4892,1442,2475,2764,3919,3764,4651,2561,2693,5212,4849,89,2556,3664,2486,4520,1727,5642,2884,721,841,3129,3302,3041,4175,5017,6104,3546,2461,1355,485,3728,4994,4525,1435,1728,3086,5987
24,4617,2398,1958,3517,2345,3094,28,1266,265,5726,4038,3796,2481,769,800,3084,82,56,4767,4835,830,1589,2903,4668,4923,463,4421,1593,3176,6344,5894,5119,3179,4111,3549,4173,5453,2708,2349,6260,4585,4847,2385,1937,911,2342,449,5671,1851,2270,972,1953,5454,5154,5141,5871,6359,2411,6385,376,6168,5196,5200,1531,5617,2892,6183,2463,1488,2839,828,578,1,5160,6382,4317,1427,1887,3665,1267
25,5557,5536,2563,39,4496,985,5394,5748,2881,3383,2792,3080,469,3506,2916,59,3972,807,2960,305,4998,4736,4918,980,3024,4949,4530,3658,5610,5495,3029,2995,590,3263,109,5711,1131,5398,114,2020,5983,5514,670,3271,3833,5502,2816,1640,4178,132,4853,3296,5062,4048,3933,4455,1138,1201,1055,4303,857,4485,3726,4869,5345,3428,2986,1987,3660,1504,3,5628,2679,2277,4786,22,4154,4699,3603,3753
26,2853,1121,1519,746,4338,3646,5562,5029,3286,4320,5360,2426,726,4656,1162,2993,3214,1444,3837,1630,3449,1048,1066,3097,2001,584,1679,5086,1282,3257,2684,5287,4537,4499,3395,6178,6235,1200,2686,6234,1723,1611,2736,3721,3606,3674,2302,2510,3798,2920,5157,4683,5136,5456,2254,4439,4561,520,2082,637,1344,5996,5506,6017,1495,758,84,2705,6367,5025,2417,4074,1178,4217,513,6217,4842,486,4042,3879
27,4686,2116,5921,1209,2112,751,484,1517,424,5758,2596,5796,2544,6179,4379,6079,3150,5275,5968,4356,1316,3364,4606,5246,1187,1473,4574,1539,2488,3502,36,6354,3227,3114,4302,3267,2534,5585,541,5252,3569,842,5120,4238,5094,5641,166,1567,2007,6279,592,1726,3017,3325,2309,5565,5972,5490,3155,5191,377,3551,6039,2068,617,1139,211,6376,1005,4151,1347,920,783,5108,3663,4814,2701,4603,765,130
28,5060,5329,1587,4497,3259,5356,3248,564,4249,492,9,2953,1761,373,1566,5795,4061,3547,2952,5812,5076,3067,5353,1535,3443,383,5183,568,5701,2063,5700,4353,5677,4658,3478,5185,340,4254,4468,367,90,4500,1674,4174,1136,5933,4260,2106,2635,4252,1601,4424,5685,4754,1524,5827,5415,4494,3460,2095,2370,366,597,5655,2846,3866,3320,2008,1672,4096,2976,577,1117,4273,2657,3047,4183,2963,2883,1207
29,3119,3973,2685,3572,1773,6153,5175,5694,453,1367,4133,773,3279,1683,1147,6350,6108,2131,5736,4526,508,1413,348,5380,613,1573,2501,3196,3113,965,619,3815,1148,4551,4429,5163,3382,1284,47,4927,312,2047,6393,419,2405,4552,3318,2338,2524,5613,5194,5598,188,1779,6268,4017,1312,2833,1899,3781,2223,3334,1712,5036,5285,4480,387,4446,4400,1637,2430,3668,3477,4287,5733,5022,3529,3122,4024,6213
30,2728,2673,6049,861,3277,6151,2570,1786,2617,3499,4528,2271,4420,1422,4315,5078,2375,4283,5337,2415,3416,184,5159,3337,1789,4889,2,4130,878,4916,3021,3405,4649,1311,1889,3317,5450,1035,6025,657,5712,5384,902,3391,2444,1914,1106,3459,5752,5969,5063,1881,94,2948,3851,5216,58,2455,4325,801,615,3143,5892,666,2992,5759,5411,4732,1690,104,2241,4861,668,2420,1993,4004,5343,2522,4289,5856
31,123,528,2229,1376,2476,3193,391,2972,5045,1225,2059,4450,5256,4156,2124,3524,1725,3420,5844,5819,5739,1823,3185,1554,2857,4758,245,5229,1330,4838,5228,952,1093,3750,2437,1417,173,4637,5156,3226,4216,5043,3028,2127,2789,1989,5348,4775,1543,5537,5171,3881,2449,3164,3678,6002,5161,412,2304,4910,3057,1240,6067,2665,4405,1292,5214,5741,5619,3354,4088,1600,967,684,4848,1616,3595,1570,6134,1195
32,5998,1542,4447,6246,6400,2584,4558,1820,5115,5744,2251,4206,2746,1072,2180,5180,5464,5682,1708,2783,6032,2889,5944,3153,5148,2072,336,4605,2832,5282,848,772,1888,6075,4396,1199,1375,3340,903,3447,1411,534,2914,1864,618,2998,4964,3802,5835,2198,971,6399,3218,2130,146,2849,1027,3117,2646,8,1320,3655,4301,2350,4650,1389,6007,6,3171,4790,475,3543,5054,2129,5146,4688,4932,5858,1395,1270
33,706,4460,2929,3976,25,1018,3990,4972,5826,586,4284,3106,4095,4226,4131,32,2306,4127,3669,6027,1408,5648,1666,5206,3807,4546,3520,2559,4822,4386,5899,2146,5182,1745,2113,3659,5215,2603,5855,141,1451,743,386,1536,1281,5535,5574,5130,4863,539,365,2109,2465,246,5666,3651,3213,1627,3746,2924,6092,4186,6175,2880,1695,2318,1041,2269,5316,2750,2365,1772,4255,5476,2175,2472,4744,6135,2107,150
34,2525,6390,2081,270,6356,6131,5436,4901,2808,326,468,4563,5957,533,1359,1617,169,4747,5842,2199,3818,1919,4299,1818,4378,447,6360,1477,5116,5684,5318,823,3563,3098,3503,5018,5978,2864,2620,5658,4208,3699,1383,6306,1244,3203,4810,74,3303,6085,3265,6343,3953,685,6262,1932,237,1338,4263,1456,2766,2938,570,4936,4195,4674,2640,4583,546,3966,185,4965,2395,5992,139,860,1768,378,4635,423
35,5995,6157,1740,2703,5723,678,5184,6198,3773,140,3149,1930,6125,763,1037,3894,4719,4642,876,337,1689,6240,2363,708,6088,2553,1654,5884,645,2101,252,6043,1085,4978,4348,2951,85,1363,320,6384,4588,4509,5916,5413,4443,5482,3863,3733,1094,5255,5948,38,1777,1049,2826,796,4068,2696,3466,707,1362,446,5798,163,3703,5375,2409,5887,5848,4992,2382,213,1898,2191,1403,5941,5258,5627,1318,2662
36,922,46,5289,4322,2207,6377,850,2594,5761,5782,3934,1498,3099,1684,6358,1280,3439,231,390,1866,4099,2885,2964,4256,2470,2450,5771,3275,240,2641,931,907,330,2403,3987,1649,1879,2959,5047,2511,1802,396,3705,3158,3487,6208,5728,4297,5292,193,3689,4872,653,3239,5420,2381,5950,4390,6116,4879,1468,3695,3064,1917,4028,719,1698,4836,5704,4020,4246,2289,5599,2791,2305,5920,728,4142,3853,5580
37,5603,6138,2150,5030,6011,3548,3561,3270,172,6231,4091,6254,4385,3244,6331,6150,5376,1416,963,1350,550,4629,2123,843,5117,4491,3541,1185,4648,1700,4955,2162,91,2195,2947,1434,2171,251,873,524,5713,5399,4531,3468,2724,70,1211,5407,5352,5670,1578,5269,3611,2410,2099,1948,3234,6062,1237,2718,4444,1742,2876,2246,5774,5531,2547,2642,5544,230,95,2331,4157,1830,2057,4031,1814,5278,2719,737
