,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,2125,4426,1405,4168,4829,1982,3089,3190,4008,4039,1599,2242,5365,5459,6172,2482,1186,1169,6248,3480,4215,112,6129,5622,40,3497,6232,2012,69,369,2015,4049,2210,1518,5778,2222,6251,1840,2709,5809,3474,3409,2248,2358,4371,1502,5760,725,4532,5410,3207,1009,3012,11,4242,2314,5072,630,4033,3406,229,1960,6289,3936,2661,3729,3091,1969,2219,5552,5274,4213,2659,1994,275,2756,1873,5169,4314,3792
1,518,392,5975,5637,2332,5386,4798,5886,3558,5935,232,101,403,4604,5439,2732,1501,1877,4534,2745,3706,3948,4451,1952,1202,2446,3168,4309,5069,3804,3640,6188,79,4482,3550,4402,1268,3006,995,5750,4333,3895,5400,1549,3594,6023,3187,989,4192,5067,2837,2811,4634,5540,4197,1155,2844,2818,4083,2110,2484,1903,3930,4012,3823,2237,1443,411,5332,267,4638,2284,6122,1305,1709,3892,2169,686,1568,2567
2,4615,2733,4184,2798,401,3586,4906,4616,5686,3777,3623,2205,1509,3371,5061,3071,5429,5445,5044,5488,3645,2850,2898,3053,4291,1552,30,3126,1232,1274,2376,5841,5165,849,3772,100,5382,6332,1532,1166,2096,3083,4713,2168,2118,1867,6068,2094,2431,660,1521,206,917,311,5616,3452,176,3376,4076,1961,4796,3157,2232,1500,5981,5799,5784,2809,1310,450,888,622,5829,6031,5770,5071,5189,474,5222,4202
3,2462,5982,2587,2735,226,1706,3650,3484,2817,1036,576,1025,416,2307,2335,5528,3481,2040,2780,3362,1446,4587,4620,4126,4794,4896,3442,2240,6147,1729,5985,3565,4942,1825,3745,1736,5302,5097,2954,2508,385,2945,5039,6176,2944,1750,2019,4762,4963,1696,4982,5331,4504,3225,3825,4327,5195,2768,2016,2303,27,4554,554,4212,1125,894,669,2372,1856,4335,1585,3905,4577,5498,682,4741,1374,3717,5767,6220
4,5539,1288,1895,2273,2727,2562,2402,5473,3127,1248,924,1755,2362,673,5840,4961,2115,1424,1496,2555,2921,3315,5505,2194,3198,3063,5309,5295,2121,909,4920,6107,1647,5153,1013,4862,4298,691,2782,4222,3644,2586,2748,1084,2722,2394,4098,3092,1098,2154,4968,5918,4799,4419,818,6200,3313,5340,1159,2330,1115,2942,4739,715,4826,3008,5602,3107,5762,3839,2215,5568,1671,4351,3994,3654,2142,3488,3199,3055
5,1010,1744,2185,249,4437,6287,1781,4264,43,2626,5066,2908,4524,3582,1479,2217,5896,3692,5179,4030,4867,67,5675,5559,3912,4824,1606,4253,1016,1205,2650,5451,5755,2968,489,6064,2266,1062,3201,1264,825,1869,2091,4828,2037,6281,5489,5248,817,1682,6016,1212,5199,2201,789,5656,4332,4722,1934,3762,2737,1388,1822,3465,5707,1861,4205,5776,3090,3471,4106,2918,333,482,4756,1109,2260,4953,3398,3860
6,4376,3209,3711,752,5010,1775,5936,562,3422,1590,3475,309,1206,2873,5635,3889,4803,4135,846,2879,4259,1294,889,361,2639,3854,804,6256,1469,1894,2913,5954,3960,4610,6201,165,3301,3682,3387,6300,819,5455,2909,4185,5738,1991,714,639,3167,276,3200,4817,1261,2697,6118,2937,6072,4784,992,1812,4274,2608,3683,2652,3178,4522,4986,2238,2073,6114,6010,2491,5947,41,3384,3123,5037,1103,3280,4128
7,351,4102,3927,4230,1978,162,4394,4011,4752,228,1088,3867,4912,6242,2500,1938,3576,2551,120,2489,138,1229,6371,2505,2439,2477,5388,1804,6369,3188,4071,2828,3366,990,3981,4633,4915,1490,4858,2160,1475,5124,5746,1306,14,2939,5001,1221,2797,2421,1198,5323,4696,4077,6280,502,1841,4943,3054,6370,880,5532,2607,4776,2255,4465,6077,5368,4513,778,863,2761,3174,2895,4160,4473,161,3519,2588,5249
8,3163,1371,3228,3291,1309,5245,3446,68,182,3917,4237,3688,4401,593,2753,5922,2932,3691,1315,4647,5288,1548,4342,1884,865,4559,704,5959,3002,6184,2690,762,2922,1233,1724,4804,397,6165,1428,3841,1571,4675,6078,4014,866,3454,1603,6271,3479,1349,1146,1329,1842,5034,1977,5850,893,3992,6070,3077,6035,6273,999,4336,197,6112,4472,4940,3036,2323,2537,4921,635,3673,5460,5083,5660,322,3173,1583
9,871,1891,1505,914,3075,5462,3370,5500,1454,3616,5051,3560,5860,1656,3856,5379,6181,3309,4321,4410,5825,5924,4989,2334,4147,640,4887,4662,3436,5606,5919,2874,2419,1956,2894,559,6177,258,2108,433,2579,2467,642,3003,812,86,6167,2981,2327,2209,4962,3144,2619,2507,6222,4720,2166,2170,3070,2616,5763,3790,3311,5421,784,3995,729,5663,2671,2509,31,839,179,3058,4474,3814,29,5475,2468,4280
