,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,3383,2816,3660,4530,1504,5495,4918,5394,109,469,4869,1055,59,3080,4178,3726,3271,5711,5345,5983,3833,305,22,670,3753,590,4699,980,2679,5536,1201,2020,985,4303,1987,5748,5557,5514,5502,132,3263,4048,2277,5610,1138,2916,1640,2563,4949,2995,3024,3603,2960,4786,857,2792,4998,3,1131,114,5062,807,4154,3933,2881,4455,4485,3972,3296,4736,4496,2986,5398,3658,39,3029,4853,3428,3506,5628
1,2573,3281,269,2479,918,5002,1123,3759,3922,5023,3204,1648,937,3870,3950,5497,2080,1762,3679,5932,2628,202,4645,1972,5418,261,5202,4569,5629,2872,2088,4136,5519,5232,1860,4562,3496,5187,785,4086,1757,1662,941,1026,6052,1658,3741,3369,688,515,2974,1778,3321,2970,5299,3438,3514,3172,1433,4976,1061,1940,4792,4815,6097,1833,1101,2279,4063,3326,4676,3231,3580,4044,6159,4334,2226,6162,1560,3220
2,3011,5262,2359,4393,3579,4679,2122,702,2141,4152,491,3584,1845,476,3230,2066,4640,3361,5496,3010,3775,5870,1321,115,5925,4591,2622,346,1670,3134,4307,3051,5247,5425,5943,5463,187,700,6212,3014,837,5913,4523,2787,3574,2653,3285,6145,6326,3470,2286,6096,4427,3065,2965,3836,2010,2447,1234,2485,4270,514,5836,4010,900,2875,2554,57,754,154,4,6303,1418,2692,6323,4489,2893,2526,6301,1286
3,1677,4054,5965,5312,6229,1876,1196,676,6189,2393,3602,236,2267,5525,5283,5845,1635,1296,742,4888,5106,756,3974,3636,2836,4344,4187,315,4340,3553,4547,1165,2581,2700,5107,3749,4250,78,1208,3432,5611,3731,5446,1406,3885,2647,5615,6018,3133,1716,2214,1737,116,5716,733,4970,1834,2196,5095,2285,3639,2187,5260,174,1805,321,3245,4860,4166,1017,50,5237,852,3676,5524,5867,781,4073,5307,3145
4,5377,1464,6110,6392,3573,1368,4705,5362,2822,5863,2224,5155,4841,3850,1783,3339,1277,4153,61,851,4445,1370,417,5804,2357,6317,677,6349,5110,4326,4359,3944,52,5873,1615,864,1493,3254,4646,504,5698,1900,3552,6383,1878,3571,3564,3284,1142,3828,1631,1771,6282,6006,3816,5427,160,5791,1719,3757,1299,1223,3393,3794,1800,3087,968,263,444,3878,4987,4971,2721,1760,1523,2163,1075,1797,3903,5485
5,1297,1114,1080,2474,4337,5031,1604,3079,4715,6073,3138,928,5690,4181,445,4490,2290,1236,1457,6047,891,414,6224,5977,4593,4268,313,1563,5137,3377,5440,3797,4726,4973,478,4006,5300,6197,624,2221,5174,4412,4874,3184,3386,1584,6065,1246,3504,3152,4515,3942,1137,977,3300,1020,2077,1949,5374,5731,4948,3554,4801,4925,4370,2499,757,2064,919,1484,2835,3701,4738,858,464,1118,5055,1928,1527,5667
6,4909,3043,4363,5503,4013,1351,1326,71,3298,5820,1906,1029,1031,2557,2071,4305,4397,2076,4876,1835,4413,6094,4170,5205,915,6227,325,350,4354,1803,1817,2896,829,2325,4084,274,415,4463,5583,4165,627,602,4805,6186,5192,4974,4506,2565,3996,2098,1354,2155,6143,1453,5125,3394,5575,5486,4350,5491,6315,4319,316,4418,1697,2144,5074,1441,1120,4433,3534,4456,2643,5059,1393,1191,4360,1356,3596,611
7,1986,4966,4571,1705,6250,3400,6080,1875,42,3780,3368,6203,194,1271,299,5596,1609,227,2618,1897,460,4089,5811,6322,5404,1304,135,6061,4957,4856,5393,2085,5303,6355,156,1645,3437,5276,3621,158,3351,4182,4748,301,2807,4090,4285,342,5662,2571,2877,4543,569,4382,5527,724,926,3516,4807,87,526,3462,1466,180,2941,3907,3020,2977,3820,2926,4453,6152,2656,5158,2515,4596,1633,5467,1357,5766
8,4245,4947,3154,1686,2070,1378,4779,6293,3822,1151,105,3959,4005,3440,2469,1337,63,2858,4913,3932,775,1871,2629,4306,2414,2253,2625,2550,3518,2765,147,859,3888,2239,1401,4144,2636,5310,1846,66,1623,6060,5564,4070,3408,5434,3264,5988,106,3619,6009,4735,4789,5507,2610,6381,2337,6267,2580,511,4037,5895,1774,1808,2823,205,2799,3698,2971,5461,2558,2725,3627,2291,6211,1832,3827,838,4575,6375
9,5758,166,1005,4574,4151,3502,4606,484,4302,2544,2068,3155,6079,5796,2007,6039,4238,3267,617,3569,5094,4356,4814,5120,130,3227,4603,5246,783,2116,5490,5252,751,5191,6376,1517,4686,842,5641,6279,3114,3325,5108,2488,5972,4379,1567,5921,1473,6354,1187,765,5968,3663,377,2596,1316,1347,2534,541,3017,5275,2701,2309,424,5565,3551,3150,1726,3364,2112,211,5585,1539,1209,36,592,1139,6179,920
10,2939,4752,1221,4071,2489,1306,6370,1088,1475,5532,1938,3981,3054,2477,4230,351,2255,3867,161,2588,1490,1198,6369,2505,4513,2160,5746,1804,3519,4633,6077,5323,5001,2500,2607,2551,5124,880,2895,4102,4912,4077,3188,2439,4696,778,2421,3576,4776,502,228,4465,138,120,6280,4394,3174,5249,2797,4858,1978,1841,162,6242,990,2761,4943,6371,4915,5368,1229,14,3927,5388,3366,863,4473,2828,4160,4011
11,6001,2466,3434,4787,1398,5280,509,3367,3615,734,3795,5946,4576,1336,5188,4486,3817,4361,927,3132,3335,5361,118,2506,4922,4251,49,490,2147,6379,1780,2675,6334,1998,3292,4373,1782,13,2678,1595,988,4062,6223,2075,153,3956,4082,2377,1431,1819,2453,1352,1513,2090,5958,6245,575,1999,3268,986,5005,2188,1747,5672,4383,692,1346,5591,5879,3521,1192,5834,6225,4498,3672,4742,4196,732,4527,5560
12,6023,3558,989,3640,2745,1549,2110,232,4333,1903,2732,3550,4083,2446,5637,518,3823,101,2169,1568,3006,2837,5069,1952,5332,5750,5400,4309,686,4402,1443,2811,3187,5439,3930,1877,3895,2484,1305,392,403,5540,3804,1202,4634,267,5067,1501,4012,1155,5935,2237,3706,4534,4197,4798,6122,2567,4192,995,2332,2844,5386,4604,4482,2284,2818,4451,1268,411,3948,3594,5975,3168,79,4638,3892,6188,1709,5886
13,5523,5788,1678,2535,1522,5877,1160,4881,4840,2969,6099,1462,3832,2891,4000,16,3458,1345,5934,2105,2346,3911,1105,4134,224,2710,2967,1514,319,1067,3215,5472,1752,566,2600,2321,3161,1000,1480,4572,3713,5687,3977,601,5428,2383,1203,5534,5401,121,5035,1973,1859,1520,5093,1967,3954,1241,360,5004,2028,3293,3718,5861,5561,956,4362,1776,1436,5000,5320,5956,3643,5081,788,4721,2227,5907,6041,5960
14,86,1454,2981,5919,4410,3003,2616,5051,2579,3790,5379,2894,3070,640,914,871,784,3560,29,2468,258,4962,3436,2334,2671,433,642,4662,5475,559,729,3144,6167,3856,3311,3309,2467,5763,3058,1891,5860,2507,5606,4147,2619,2509,2209,6181,5421,4720,3616,3995,5825,4321,6222,3370,179,4280,2327,2108,3075,2166,5462,1656,1956,839,2170,4989,6177,5663,5924,812,1505,4887,2419,31,3814,2874,4474,5500
15,3235,2060,5951,3940,3670,4484,6084,5692,1060,125,3333,3139,2400,1847,3151,3865,436,3252,4114,4040,4665,3882,292,942,1908,808,3747,517,1632,3253,2032,1843,3486,1173,5470,2634,6028,3800,845,4107,2097,5727,1396,5301,5423,2133,5152,4697,81,2888,1003,5254,2731,2773,5,6055,4026,545,6076,5706,2760,3494,4116,5942,3931,3997,1149,5868,4171,5522,6057,1472,794,4866,3269,2347,1259,2843,2548,1624
