,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,1940,2916,452,4398,75,2977,3270,1162,2365,4434,4148,2806,2640,2410,762,4600,4135,2463,4307,1373,1117,2870,64,4656,3879,4015,1195,3978,3172,2197,1204,3407,3156,3239,3437,1055,2693,599,1713,260,4596,2726,1449,3632,4624,3941,3280,4871,1444,635,4750,31,3279,550,2166,1834,3957,766,45,2220,486,2991,2878,1202,2164,696,1755,2590,876,3562
1,3756,297,4792,605,3981,3118,2436,2562,477,2629,3633,3869,935,37,2786,1447,3080,2059,3744,1013,1530,4286,261,407,882,1314,360,994,3082,4795,1661,2217,2096,3785,3098,2707,225,4651,1281,2727,1532,4410,3864,4380,1096,4025,646,1457,60,4401,2399,2809,2557,2447,1811,3857,4180,2457,4260,2371,2309,1062,2420,4628,530,4294,4895,2121,3491,1151
2,532,4067,4297,3196,1621,1620,1974,4755,3384,2006,742,1252,1174,981,1563,2789,3658,2583,579,3825,3788,4016,4348,2844,2956,2965,892,1785,2589,1479,1996,3215,2421,3096,2537,2101,849,160,4674,2075,3236,3939,3818,3986,2185,4556,4013,3865,436,1326,2279,16,499,34,2503,483,2595,611,4485,2891,125,3102,1594,4402,3085,2085,2939,3875,2571,2617
3,2742,2879,4846,289,59,3798,4683,4825,1946,3958,4818,3912,4259,1692,4486,2259,3888,2970,1582,76,2593,1929,333,2722,857,382,4310,2661,953,814,3020,861,2864,438,3393,1418,4562,2406,3910,4706,1665,3996,2480,3762,199,2182,3083,1067,823,169,2162,3759,105,448,2071,650,872,4794,713,324,512,4063,782,4793,3664,3306,2910,4686,2115,4281
4,2525,3332,1877,991,2622,1617,3017,2089,1023,2857,1757,2360,2321,2122,3219,3374,3369,1253,3157,2839,3307,3789,2157,3992,948,1837,4754,4245,787,4524,2488,493,3158,1903,3359,879,764,2136,1567,1486,3297,2024,1886,338,2142,4711,4102,4722,2117,3028,1897,3345,1972,1499,3229,777,2116,3220,397,2509,3631,1685,197,4375,71,3594,4357,2499,1895,3609
5,2677,4329,327,1699,4003,1780,798,1450,4837,3296,3336,2361,2740,286,4257,3704,3079,181,3166,3699,2548,1953,3858,1199,1478,3838,3111,2560,2771,3092,1176,356,2352,1520,378,3138,3278,573,1766,3,3874,2605,399,1234,4469,638,2402,350,3646,3813,3543,4612,2100,1891,4119,3870,1876,4278,3638,2826,2307,1295,4838,490,1697,2303,564,1778,2438,4689
6,3942,4230,3411,3923,3551,2445,2451,4500,4764,3736,2725,458,1050,1189,1113,1184,19,1325,1127,1207,2901,750,3295,4185,174,648,21,3266,4733,3856,1984,2095,4262,990,3909,245,4272,1128,613,2881,4349,421,4849,4851,1194,554,744,4528,2911,4007,336,2214,4318,4042,4107,2932,133,2761,1832,1541,3652,2010,2051,785,4800,2385,3999,2517,1065,1089
7,4354,363,3413,1813,3331,1807,1949,3741,3584,3246,1394,1668,107,4069,3747,1516,2052,1077,1209,2418,3438,2532,1654,2138,3914,1401,3023,432,978,277,2934,2408,4765,1615,4039,858,732,1680,134,1649,2458,4299,1656,4841,1799,4172,2245,4647,3579,4514,2277,4477,444,1910,3357,3522,4876,932,2181,1888,3104,717,1795,4367,3649,3496,1069,2764,120,2921
8,2539,725,758,2156,610,20,4677,2102,3550,361,1040,2502,3176,3323,4863,4121,1550,2785,1042,1542,2396,411,3428,4521,4238,306,1782,1260,1842,660,3745,2834,1436,3757,4077,103,526,2104,2931,1643,2721,1613,2108,3959,1978,3257,4051,4443,3898,4650,2448,3883,4811,586,2046,551,4639,4011,1019,4798,4181,1289,1800,2698,4878,4227,898,127,2369,156
9,4861,4563,3431,1167,4565,248,3097,1166,390,1100,4336,3277,3568,1838,4881,3974,2705,3853,4295,2999,63,2840,919,3171,723,3135,1163,2634,2984,3552,2510,1459,2495,2752,552,1191,2516,3045,56,2645,229,487,1205,3769,3675,389,4021,3613,2153,3084,3025,3466,2073,32,2952,4054,52,478,4236,82,4033,4823,1441,3951,4314,1340,104,4479,889,2367
10,1882,4384,3524,3970,3689,2574,4065,1738,2924,1614,1102,313,2276,273,2474,2799,4522,3061,4743,294,2943,111,2950,464,1652,3929,2716,4211,4828,1140,1626,1651,1284,3142,300,4730,3684,293,4891,2975,4476,4331,2988,2434,1030,3012,1293,425,1387,2527,1494,639,4840,2265,676,2551,3772,1672,636,4779,476,2949,2313,1901,4150,1616,1381,3729,1324,2728
11,982,44,745,4590,4757,86,335,3351,2683,4235,332,1279,2567,352,557,3679,3655,4625,243,3069,4089,1570,4043,3483,3231,2099,3264,3628,1043,3363,3183,3150,4031,1210,331,3052,2837,3799,345,1400,3591,3029,205,3896,4412,2338,1907,4570,2915,1410,2772,1720,4442,2953,4519,2256,429,2766,1018,4512,2090,4842,878,9,2614,190,2084,3492,1872,2487
12,2382,1078,3983,4699,4783,3511,2351,4035,543,4411,4345,1429,495,1798,4669,90,184,203,4018,1092,1847,774,175,3948,2981,3797,533,1863,4627,1719,1237,3545,4040,1121,2959,2027,2717,1845,3738,1927,1865,4805,185,123,4780,4330,376,1144,2796,1573,3316,1695,977,3931,4504,3979,2459,2145,1106,4112,836,2174,1856,3139,4417,2097,4250,783,3400,863
13,4363,2431,1564,3571,2783,661,678,4049,3465,3033,2324,1335,3925,2048,1407,1492,3760,1052,3682,157,3319,2735,1777,2585,3391,2376,1269,2653,430,2914,1716,2332,1086,535,2962,238,4790,2154,4526,4778,1511,867,3993,2118,2204,1108,2268,1896,1639,2103,4070,3505,465,1747,3984,4111,4061,4428,1786,3526,2533,1971,1775,4059,1921,3791,2967,1496,1559,1727
14,4198,1726,4360,1517,3159,668,1979,4291,2621,3477,2476,1610,2974,996,1533,2757,1500,1945,1416,859,1565,1752,2053,1962,3517,150,1087,1977,1218,813,252,2151,74,4452,2355,4353,1182,3809,1995,187,4178,4474,895,2782,3167,2015,914,3453,4676,961,4789,2804,4006,3490,4543,2748,211,3821,3450,3203,110,3779,2531,3303,3820,864,4143,4012,2339,3088
15,4083,2613,155,344,2327,1016,3470,179,1313,1894,1843,474,4386,2750,1404,4821,2711,705,4098,4414,235,3793,3434,4196,3326,3886,4427,4100,938,2594,1265,1118,2255,4529,1308,1134,3482,508,2657,3707,2184,54,3041,1839,845,528,765,1149,1572,4687,4873,3149,2432,4389,1157,1349,1824,1860,2779,2485,2496,4690,4718,4465,2746,4582,3612,2691,207,475
