,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,4001,4455,2833,3258,1670,2201,3075,3724,2803,1952,2378,4544,163,630,4108,3397,315,4470,1145,2501,2291,3060,1224,1380,2851,4657,2422,4113,2242,1004,2861,992,1501,4691,3371,2608,167,2696,2188,1294,593,711,4382,4646,66,4448,4748,1084,4654,3440,1519,3347,1925,1931,70,808,925,1924,2304,1994,2686,3750,3946,145,3497,2649,1504,1543,3585,1475
1,4067,3196,4348,1785,1174,1594,1326,2006,3865,1620,2939,3875,1974,2844,3818,4556,2421,160,16,3986,4016,3939,3658,4013,2503,2617,1563,1479,2075,2595,532,2589,742,3215,3236,892,1621,3102,2956,2085,499,2891,2279,34,3384,436,2571,2185,2537,3085,4755,1996,3825,849,4674,4402,4297,2583,1252,4485,3788,125,3096,2101,2789,611,483,981,2965,579
2,372,1793,4014,274,3918,731,2331,447,511,3276,3127,2317,2113,3237,1458,2563,2149,1674,4695,1274,2133,3019,2405,2159,4542,4705,4213,3610,2266,2966,510,2946,681,2403,3342,4814,3866,2538,3250,3503,1556,4226,4491,3873,449,4060,1934,1796,230,394,760,3980,4403,4391,4601,3228,85,2468,1147,3637,751,1382,4305,865,384,4558,1229,2700,281,1226
3,2916,4398,64,3978,2640,2878,635,4434,4871,2977,1755,2590,3270,4656,1449,3941,3156,599,31,3632,2870,2726,4135,3280,2166,3562,762,2197,260,3957,1940,3172,4148,3407,4596,1195,75,2991,3879,696,3279,2220,4750,550,2365,1444,876,4624,3437,2164,1162,1204,1373,2693,1713,1202,452,2463,2806,45,1117,486,3239,1055,4600,766,1834,2410,4015,4307
4,3558,4682,1333,1607,1715,2056,3847,2282,312,3038,3919,3040,2536,3943,3364,4346,2592,3765,2830,1912,2627,3712,467,2039,419,1783,623,299,3447,2140,3961,909,1544,2281,1771,923,4005,862,3152,3510,1560,2734,2449,4549,775,307,1464,4446,1602,3780,2169,4132,2296,1197,850,793,1586,4498,1332,4597,4643,2179,1160,1215,3955,1258,2513,4610,993,4742
5,950,3660,3560,1372,1131,2813,828,2550,2606,3182,4808,4540,2040,4532,4679,1829,2575,3521,4420,3817,1423,3596,2489,906,1408,3947,3015,1849,2134,1818,2323,1438,3071,640,1481,2828,1227,1466,1913,4073,521,1539,2294,2063,3935,629,3570,3581,3286,3889,4675,3212,3810,1505,3032,1677,2150,244,3193,970,221,4071,743,480,3169,4164,2860,1302,1139,1153
6,2948,3479,2318,2478,1090,200,4168,329,2415,4214,4313,3714,388,4076,562,1051,2902,171,4316,2724,3001,2342,3350,1523,4368,868,1028,4193,2890,341,4566,1137,4415,170,3107,1472,556,827,2319,3911,1388,4484,1379,693,2195,3073,168,2393,4513,3375,1513,1354,2958,4183,3557,1119,2749,1125,684,3439,4256,172,3493,4655,1262,1419,4666,3921,2386,4723
7,3184,1141,614,2692,1725,1546,1012,288,3924,945,1701,3339,4153,2607,819,340,4116,4481,2289,285,3048,1188,2372,4459,2035,1203,4152,2775,1491,2043,2842,2430,4819,4640,2812,3272,3155,1898,2354,3305,1870,3868,1091,4827,1566,3273,1765,3013,701,4490,2601,4487,314,4170,1076,1158,1220,2381,608,517,2849,2582,2872,3191,837,3975,4045,4826,3417,451
8,492,4311,670,2552,971,2362,2490,669,2672,3834,2994,609,2944,3178,4141,3803,3256,4080,1290,3410,514,1914,3967,956,1939,275,1406,3110,4638,4714,1034,3548,4309,250,666,4399,1198,4505,2941,1944,2819,4608,2426,1788,3555,2210,460,1933,1370,683,3709,3451,4740,3242,2082,720,1415,3774,1890,358,3108,3420,1291,3969,900,815,853,3501,4279,3211
9,295,843,3500,4759,1465,4712,3381,2161,3201,2209,1611,4870,3577,1483,975,4374,124,3116,1683,2328,4319,173,4445,2713,3091,4202,3053,3259,2411,92,2300,4285,3556,4406,4801,934,4852,1866,2192,1254,2776,1836,189,55,1830,3717,746,10,257,3800,3574,546,2568,3938,2441,2892,3197,1760,2233,4387,1238,736,117,2120,3481,2964,3062,141,1473,4580
10,1078,4699,175,1863,495,1856,1573,4411,1144,3511,4250,783,2351,3948,185,4330,4040,1845,1695,123,774,4805,184,376,4504,863,4669,1719,1927,2459,2382,4627,4345,3545,1865,533,4783,2174,2981,2097,977,4112,3316,3931,543,2796,3400,4780,2959,4417,4035,1237,1092,2717,3738,3139,3983,203,1429,1106,1847,836,1121,2027,90,2145,3979,1798,3797,4018
