,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,3361,1397,695,2856,12,4843,47,2029,4886,1280,420,708,4433,3606,2038,3616,165,3137,2009,2017,3841,3101,445,4804,689,902,4194,46,2224,4737,1529,2863,4482,4265,4440,3216,1109,1549,223,2093,3620,3356,4136,2554,58,2777,3611,748,2938,3716,135,3515,4222,2428,830,1987,4103,4900,1956,3647,547,1272,4392,846,2540,3656,2251,2413,3508,566
1,4267,1396,2900,2854,4177,1916,4223,2131,2976,2454,2302,2147,4081,2000,1809,4093,1350,1562,3143,3504,418,1678,253,2341,370,1959,539,4661,4187,4762,3907,1635,574,2797,1729,3537,3396,4366,4078,3235,1430,4770,3402,2219,718,2398,1164,4810,4788,2191,151,278,922,999,1817,41,4055,3337,1431,3819,807,2079,3703,264,4405,667,582,2528,3226,2827
2,1571,890,2437,570,3039,834,606,1230,3164,1702,435,3292,3859,3949,4020,2846,53,3890,2001,1721,4287,3681,4539,1,1467,2925,1708,1282,2714,240,2358,4244,4133,3619,3887,4813,542,4773,402,496,881,4424,4381,279,3569,810,1283,2293,4707,4351,67,3074,3927,2522,3768,1239,1059,4332,4523,3782,1976,28,1871,835,1047,4447,2060,3093,4812,1875
3,3535,1732,8,4437,4209,2738,2802,2460,2940,3006,4776,1510,4665,453,2853,347,4418,3245,2957,426,4609,4634,1833,1841,3877,946,3854,2886,473,2023,2655,4249,1915,1322,657,4472,271,3572,1112,2423,784,1471,176,2544,1083,1744,1601,1384,4087,4315,1006,3588,928,1454,4253,4473,3781,618,3464,2612,3544,2353,3824,2167,4809,138,4404,704,829,256
4,2668,645,3977,3253,4095,2236,2688,137,3202,3937,25,4588,4126,1363,3603,3539,2945,3379,4004,1853,1660,1420,3566,2456,3055,3542,4204,3761,4145,4283,1508,3198,2556,1120,3457,4554,409,4431,2249,4165,3162,3128,265,62,3533,2720,415,404,3343,2790,4732,2737,94,2021,749,4496,1926,1107,387,380,3897,1575,4807,2961,255,1233,303,1070,589,392
5,1759,1577,2250,617,4866,1066,4359,4557,3540,1823,1630,2232,806,1923,523,4564,3103,4880,4439,2473,1104,1300,1899,2425,1770,400,1346,534,3195,3792,727,4317,4652,3705,1378,1619,4321,3778,3051,443,2751,1099,2646,3777,224,2123,505,4426,3208,4068,3484,866,1148,709,3469,538,457,3338,2239,2794,4598,598,4041,3607,13,3832,2835,3346,3373,2680
6,1718,115,1772,2903,2171,1862,2859,873,196,1061,1815,405,3416,1576,310,702,4478,2316,3261,3021,3776,4151,3626,2183,2963,1859,4746,3300,3254,2469,767,2570,1393,2825,494,3989,2602,692,3990,2041,1487,825,2070,4333,96,2404,2407,1963,4044,3676,1551,597,1789,4142,3099,2028,1802,4510,1130,3915,4263,4461,2788,4109,3735,1717,2497,3945,2262,3370
7,2509,2089,3359,1567,397,1837,1897,2622,4102,1757,3017,2142,2360,2136,3374,2116,4722,1253,3631,1617,3229,1685,3594,3609,1877,991,777,493,787,1499,2157,2839,948,3297,3332,3219,3220,197,1023,764,4524,1972,1903,1895,3369,4711,4357,3992,1486,3307,1886,3345,338,2857,2525,71,2122,3028,2117,2024,3158,4245,2321,4375,879,2488,3789,4754,3157,2499
8,2699,4887,1211,3953,955,2388,2068,2631,4585,1609,3827,2908,2603,3199,2736,1168,2443,4301,4611,753,603,2287,1063,2196,1434,820,1390,3905,2667,587,3114,1518,960,847,2800,933,1750,2002,3722,3846,4097,778,4084,3805,848,4241,217,4497,195,2626,1641,644,2604,3671,3734,4062,4738,4205,3078,3973,1816,136,4489,1671,901,3771,2520,759,1801,1954
9,4512,3351,331,345,1018,2099,2772,4757,1907,332,335,4412,1279,3799,3679,429,4570,4625,2090,86,4519,4842,190,2487,745,4590,2256,3150,1043,2953,4043,3069,3231,3591,44,557,2766,878,2683,2837,3363,4442,1210,1872,3655,2338,2084,3483,1400,4089,205,1720,3896,4235,982,2614,352,1410,2915,3029,4031,3628,2567,9,3052,3183,1570,3264,243,3492
10,4034,3174,1085,3421,4114,930,158,4786,3742,1375,1361,3597,2390,908,3908,1828,276,1625,3758,1804,2599,1664,2526,2506,2066,3387,958,2792,4862,3230,4888,242,3322,1986,2254,3723,246,1531,39,1669,2260,4533,482,2873,4075,1362,2565,1170,1093,3523,2348,4195,2074,1395,4753,3665,65,3333,4856,896,403,2016,1095,4125,567,3696,4400,4086,1180,3687
11,2893,50,3248,4372,924,4855,3003,698,1446,795,3578,3472,43,2148,1440,2807,1364,3217,3546,4416,2947,2558,4326,1482,2004,2718,4488,4710,321,367,649,4830,2762,3586,1301,3401,995,4335,515,4088,1142,4028,1507,3852,2630,2258,2514,3035,2310,4,1105,940,2618,769,1304,236,4752,3991,1024,3090,4605,3831,30,3746,2694,3194,3200,1072,1369,3987
12,926,4371,4361,3721,1538,1754,2730,4616,2652,3072,1581,3622,4538,3982,3598,2275,944,1277,937,3576,3241,4161,647,4050,3462,2546,2107,2780,4423,988,1736,1402,3133,1790,632,2042,1185,2477,1461,3728,1355,319,267,3360,1175,4110,1592,1264,3298,4385,2244,4239,2228,2763,3130,1411,1455,3349,545,1409,3113,201,2135,2479,1831,4322,4829,4017,311,337
13,2826,1450,378,1766,3638,3838,3543,4003,2402,3336,798,4469,2361,573,3704,1876,350,181,2307,1780,4119,1295,2303,4689,327,1699,3870,356,2771,1891,3858,3699,1478,3874,4329,4257,4278,4838,4837,3278,3092,2100,1520,2438,3079,638,564,1199,3,2548,399,4612,1234,3296,2677,1697,286,3813,3646,2605,2352,2560,2740,490,3138,1176,1953,3111,3166,1778
14,1032,4716,3476,4824,316,3293,2193,1275,4531,883,348,2675,1334,2252,4350,2400,1545,1844,891,4394,3389,4853,2733,2218,730,1908,2086,251,4288,4252,4457,4672,1503,1864,2937,1753,4058,1787,4553,531,3251,773,4140,73,4586,3512,3008,628,2373,633,3701,383,191,2343,11,887,2998,1742,1497,112,3153,4739,4688,180,4290,4134,4493,3567,1846,208
15,2363,2080,2238,1005,577,3334,1377,1392,3455,1730,929,2547,1686,513,4844,1150,3849,2198,3997,4450,2364,1548,3507,4501,3471,4358,3933,974,3527,4206,2549,4833,1515,330,2821,2190,2978,2206,1187,2199,4799,2654,357,2619,1451,1835,2492,998,3549,772,206,3829,4444,3726,3748,4221,154,2333,1628,1136,88,2356,786,3659,2664,3335,2822,3617,4289,57
16,4607,4340,1773,237,3891,1341,987,1676,2845,2885,3685,3651,2625,1296,2989,4525,4197,2678,2072,2216,3561,2818,4552,132,3022,2409,4630,2429,949,3998,2895,3089,3068,588,4438,3418,3043,3816,4649,860,4002,4092,903,4370,729,268,2880,439,1022,2202,4664,2326,852,3752,1791,968,3406,658,3899,888,3366,637,164,2141,3452,1212,502,1629,893,548
17,3109,2058,2227,4192,2665,2951,875,4094,3519,1869,518,516,654,1214,2723,2110,4645,979,791,4684,2248,1079,4243,3442,7,3876,3459,3623,549,3963,2805,431,1612,1054,3263,98,3968,4803,2452,627,1029,854,4578,2504,3009,3095,4894,2832,2005,2681,2237,3265,4694,907,4701,233,4453,653,1097,398,1292,4144,4296,1941,2391,3177,4884,484,220,4592
18,1888,3741,4039,134,2181,1401,2277,3331,2245,1394,1949,1799,1668,1680,1516,4876,4647,1077,3104,1807,3357,717,3496,2921,3413,1813,3522,2408,978,1910,1654,2418,3914,2458,363,3747,932,1795,3584,732,277,444,1615,120,2052,4172,1069,2138,1649,3438,1656,4477,4841,3246,4354,3649,4069,4514,3579,4299,4765,432,107,4367,858,2934,2532,3023,1209,2764
19,1539,4675,3286,3032,970,1139,2294,1227,906,3071,2040,3581,3193,3521,3169,1818,2606,244,4071,3182,1408,1466,4073,3947,2150,3660,2860,640,1438,2063,3560,3810,1913,1481,950,3015,4164,2813,3935,1505,1849,521,743,3570,2489,1829,4808,4532,2134,221,4679,4420,3817,2550,2323,3889,1302,828,629,3596,2575,1372,1131,1677,480,3212,1423,2828,1153,4540
20,359,797,805,3518,3964,1001,4104,3284,2045,1540,2366,2163,4559,2894,2011,2444,4822,1992,959,42,1154,3358,3299,4174,3932,3121,1000,2660,4741,4341,1152,2852,1506,2741,1774,641,1858,3693,366,1989,596,506,3247,139,3383,266,4342,3368,4839,1881,4231,1177,1133,4555,721,3940,1428,270,2280,4029,1938,3766,4571,4717,3327,1743,3240,726,1763,3392
21,4779,1738,300,4891,636,3929,1494,3689,1293,1102,4065,1030,313,293,2799,3772,425,3061,476,2574,676,2949,1616,2728,3524,3970,2551,1651,4828,2265,2950,294,1652,4476,4384,2474,1672,2313,2924,3684,1140,4840,3142,1324,4522,3012,1381,464,2975,2943,2988,639,2434,1614,1882,4150,273,2527,1387,4331,1284,4211,2276,1901,4730,1626,111,2716,4743,3729
22,2208,1403,3536,2620,3790,920,2814,500,3885,2600,1525,2715,3148,3475,4573,4860,2930,969,3894,2044,3206,4292,1714,2778,1803,3046,1606,2887,2848,3252,601,4155,581,3830,4422,1731,2811,4572,3630,789,2909,811,3930,4769,1347,3026,800,272,1243,434,2781,227,3667,4468,911,2743,2180,2816,4027,555,763,2524,4056,4234,1553,1247,3378,79,583,239
