,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,3575,3281,1599,842,4233,803,3414,226,1276,1348,4429,4323,4435,2078,2186,2923,571,2511,1937,503,343,1536,1704,342,4593,2882,3044,3602,1101,2808,3427,2518,4352,3429,2263,1588,4633,5,4383,2884,3796,2616,1031,4052,1223,4727,471,4118,2770,796,262,4184,1569,3205,3842,1673,3554,3837,1217,559,3390,4678,880,501,2111,1873,1734,4217,2784,1935
1,32,3171,2516,2367,2705,3045,2073,3277,3951,2984,4861,4021,4295,1167,3025,104,3769,3974,3853,1340,2752,3135,389,4033,478,390,2999,1163,3675,4479,3466,3613,4336,2840,487,63,248,4054,919,1191,4563,3097,1166,229,2510,52,3552,3568,4881,889,552,4314,4823,3084,1205,1441,2634,2495,2645,4236,3431,2153,82,723,1459,1838,2952,56,4565,1100
2,448,2722,4562,4281,3888,2406,105,3912,4793,953,2742,3083,1582,289,2162,2910,3762,2259,2970,3306,438,382,2182,512,4794,1946,76,4310,199,4686,3759,1067,4818,1929,3996,2593,3798,650,333,1418,2879,4683,4825,1665,3020,872,814,4259,4486,2115,3393,3664,4063,169,2480,782,2661,2864,4706,713,4846,823,324,857,861,1692,2071,3910,59,3958
3,4721,1659,4506,4048,3024,3314,962,4760,410,2897,2824,1535,3067,489,1367,3582,2389,2272,2168,355,1371,4898,1442,4899,2566,3076,4057,1667,1756,2709,4636,989,1115,2633,2996,2729,3146,4785,29,3388,2611,885,1598,4745,1637,1336,3376,3528,241,3189,83,604,1827,1884,2906,3850,679,2211,1337,691,3424,4631,3677,1033,2739,2671,2731,3711,149,2315
4,799,665,3976,2065,1123,3749,3826,1644,936,3487,424,3474,4099,3227,2127,1552,4167,3600,1414,1878,4207,594,980,2034,2049,4023,4379,2124,1679,1600,2301,3340,1819,779,1574,1356,1146,1666,4864,2768,3059,2650,4872,2359,4879,4535,3398,2274,3161,3502,1111,3751,1353,3653,3225,416,36,1287,2774,470,3456,1604,2968,4460,466,1633,152,4154,4169,2194
5,586,4521,526,156,1550,2104,4811,2502,2698,1842,2539,4051,1042,2156,2448,898,3959,4121,2785,4227,3757,306,3257,4181,4011,3550,1542,1782,1978,127,3883,4443,1040,411,1613,2396,20,551,3428,103,725,4677,2102,2721,3745,4639,660,3176,4863,2369,4077,4878,1289,4650,2108,1800,1260,1436,1643,1019,758,3898,4798,4238,2834,3323,2046,2931,610,361
6,1425,1267,4228,1437,2869,2312,4036,1583,1298,3514,2679,1057,1064,4756,4547,4388,2871,3715,2320,600,2022,3353,3593,631,2610,4327,1200,4502,3312,680,2642,423,2129,3928,1524,4186,1307,1399,3680,3737,1557,2012,1700,1007,2651,1374,128,2295,2054,2229,1797,4492,4495,916,2189,3036,2656,2077,4343,4157,755,1259,4595,2572,2306,2888,1776,3995,576,497
7,2023,1384,2423,1841,1083,453,1471,4665,2167,473,4253,2940,829,946,2802,1601,928,2853,3245,1833,176,2738,1744,2957,271,1112,4249,704,1510,256,3588,4418,3006,4404,2612,4315,426,3854,2655,4809,657,4776,1732,1322,138,347,784,3824,4472,2544,8,4473,4634,618,1006,3572,2353,3544,4087,4209,3877,3464,3535,1915,2886,3781,4609,4437,2460,1454
8,4252,628,531,2218,4586,2252,773,1334,180,4288,11,4531,1846,1908,2193,3008,191,4350,1844,2733,4140,3293,3512,891,4058,4553,4672,3567,2675,208,383,1545,883,4493,112,633,4394,2086,4457,4290,2937,348,4716,1864,4134,2400,3251,4688,1753,73,3476,887,4853,1742,3701,1787,4739,3153,2373,316,730,1497,1032,1503,251,2998,3389,4824,1275,2343
9,2177,634,710,1343,1687,1181,3324,592,4670,2512,121,4220,1655,4127,2685,479,1251,2732,655,1318,1603,3435,4536,147,1389,1250,148,3895,1634,4454,2261,1037,3445,964,4396,17,4344,3525,4030,2377,3131,4648,1435,1854,3669,129,4451,459,4587,3786,4897,2412,1812,1922,4641,4893,2018,2942,284,4877,4561,3244,446,1008,4037,3641,2644,699,1319,4129
