,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,1579,4668,619,2203,3881,4300,3260,2368,3000,1385,2083,2695,3145,2615,4527,4466,2036,3100,72,802,3966,4276,2,3011,4163,93,821,2067,4831,1143,3590,2205,4771,214,2314,1810,1071,334,381,1608,4530,3843,2379,4274,4395,1578,1561,2370,3627,2290,1015,1534,4494,4378,3209,3313,2234,3170,2500,1917,456,722,395,952,4467,2152,2247,4215,263,1580
1,3290,685,4271,258,874,4708,385,2519,1936,2747,780,1502,3802,4836,1767,558,1445,3151,1405,1020,2481,2007,4550,2329,3863,4009,4024,770,4868,1190,4190,3034,4464,3449,4264,4397,817,2453,1694,4047,3308,3422,4308,468,3057,2424,488,1593,984,3668,1712,1781,3207,3710,4130,2641,182,771,1439,1213,3223,2980,339,904,3160,3409,351,1240,4090,2494
2,3663,33,1624,4867,1675,2670,1456,249,126,4766,4537,1484,4583,3106,1826,2573,739,2464,304,1328,2213,972,2383,1036,4834,2297,3697,1733,3124,1192,2433,2710,364,3105,4284,1116,3808,4337,2817,4574,4425,3304,1904,4365,1329,1636,2340,1585,2704,3848,4208,4635,463,2628,4364,2689,656,931,504,4458,1707,4032,116,1225,4729,2983,694,1278,3394,1299
3,1084,2501,711,4654,167,992,4455,3347,1294,2304,2833,1145,3585,3258,2649,3724,1504,1670,4382,2378,925,1543,1925,2242,4470,2291,4691,1952,4657,2686,1519,3750,1931,3440,4748,1501,2422,145,70,4646,4448,163,2608,630,1924,1994,3060,4001,1380,315,66,2861,1475,2201,4108,3946,2803,1224,2696,1004,4544,808,3397,4113,593,2851,3371,3497,2188,3075
4,2163,1133,359,805,3284,4741,3121,1743,3299,4559,1152,1177,1001,3766,1858,4555,1000,4571,4104,4342,3932,1428,2852,4839,2894,3240,2660,42,4174,1881,797,959,1989,3940,139,1540,641,3327,3518,4341,2280,2366,726,3368,1992,3964,4029,1774,2045,1938,366,721,1763,3693,4231,3247,4822,3383,3358,2444,3392,4717,266,596,506,1154,2741,2011,1506,270
5,845,1839,2485,1308,2327,938,344,1265,4582,474,3434,3149,3886,4100,1860,1894,1349,4386,4873,3612,155,2750,4414,3707,508,3793,1118,1016,475,235,179,2496,3482,2746,207,1843,1404,1134,2657,4389,1572,3470,4427,4196,705,2779,54,2613,765,2255,1313,4083,4098,4718,3041,4529,1149,2711,4690,1824,2691,4465,528,2594,2432,1157,2184,4821,3326,4687
6,2185,3986,2891,2537,1621,2589,3196,1996,2085,1252,4348,16,2965,1785,611,2006,483,1174,2279,2939,4297,981,3825,2075,160,4016,3215,1620,2617,3788,4755,125,849,3085,2571,742,1563,2101,4674,34,436,1974,892,2844,2583,4485,3939,4067,4013,2421,3384,532,579,1594,3818,3096,3865,3658,3102,2595,3875,4402,4556,1479,499,2503,3236,2789,2956,1326
7,3595,4503,563,2284,4124,851,4591,612,2682,4441,1705,575,2521,1932,3529,1155,2508,2542,2286,4700,2669,672,4509,1512,2419,3839,1638,2769,2200,3014,4658,3828,737,2465,569,2221,1751,3650,4632,177,812,3698,3692,1792,1171,1011,3458,3224,2335,1690,4626,1960,1861,3644,659,4248,1413,97,790,4890,963,4303,4696,1918,4693,954,3634,652,462,561
8,2232,1148,1759,2250,4557,3195,400,3832,1899,806,727,866,1066,598,4321,709,1346,4041,4359,505,1770,457,4317,3208,1923,2835,534,2473,2425,4068,1577,4439,443,538,3777,1823,1619,13,617,3792,2239,1630,3346,4426,4880,4866,2794,1378,3540,4598,3051,3469,3373,3778,3484,2646,3103,224,1300,4564,2680,3607,2123,2751,1099,1104,3705,523,4652,3338
9,1933,3410,4608,1370,1198,3548,4311,3451,1944,1890,670,1290,4279,2552,815,669,853,971,2426,2994,1415,3501,4740,4638,4080,514,250,3834,275,3108,3709,3420,3242,683,460,4309,1406,3969,2082,1788,2210,2944,4399,3178,3774,358,1914,492,956,3256,3555,1034,3211,2362,4141,1291,2672,3967,4505,4714,609,720,3803,3110,2819,1939,666,900,2941,2490
10,1261,2569,2374,2917,4847,747,822,3478,122,688,1735,1398,4663,491,1973,2337,186,1138,2139,2992,2663,1330,1025,1094,2466,1980,2801,3642,2491,1991,2308,2926,4875,1522,1879,4774,1219,198,2648,2637,4149,2435,2623,3814,3192,3725,2357,3436,3408,1073,3688,3564,4797,1122,3589,3601,2960,1814,113,3563,2847,2032,4413,3441,2165,3530,2264,2349,3287,838
11,4681,328,1868,2384,3801,322,537,1186,2896,3129,4225,3320,2128,869,1432,202,3822,1412,2899,320,4662,3691,4105,4802,2530,4859,3049,4038,4159,2026,1124,3136,602,1126,1477,3605,664,615,4622,234,2257,2126,4517,2841,3494,4462,2643,368,1132,3134,1768,1009,801,3179,2414,4251,2020,4242,2143,442,2064,595,677,2647,2982,840,3311,3648,4483,4158
12,3013,285,3868,701,3155,2430,1141,4487,3305,608,614,2289,3417,2692,3975,288,4045,1725,1091,1701,1220,4826,314,1491,4481,3048,4640,945,1203,2849,2601,2582,4170,4490,1765,4819,4152,3191,1076,4827,3273,4153,3272,2607,2381,517,1188,3184,4459,4116,1566,2842,451,1546,819,2872,3924,2372,1898,2043,3339,1158,340,2775,1870,2035,2812,837,2354,1012
13,2298,3386,3430,4761,3443,585,2427,2936,1554,1493,3960,966,4768,4270,2062,3423,584,3415,4671,918,3753,3845,77,2673,4120,520,2461,2843,2674,4115,1317,3731,2867,673,1058,2493,2442,193,1997,3498,2472,4131,219,4619,1514,4306,4845,855,305,2055,3965,733,1286,1271,4320,2507,3385,3811,1014,1537,3840,560,188,1470,454,1236,4128,1003,2545,4261
14,4850,3775,3950,1595,1526,3352,2990,2684,3173,4373,1208,1255,401,212,1883,35,4347,1527,1943,4869,3860,1993,1965,3318,2069,2993,1590,1498,3880,3583,100,2087,1970,1476,3773,1468,3573,4758,1855,1359,87,3934,1722,927,3670,1662,3739,4229,3117,2855,3730,109,108,1316,2580,2112,2829,3587,3282,871,2467,1653,2505,4179,2098,161,2392,3694,3618,3186
