,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,3551,4107,750,458,4849,3295,990,3999,4500,1325,1113,1065,554,1832,4007,421,2881,3652,613,4272,2010,785,744,3942,245,1184,1194,4185,2095,1089,4528,4262,2517,133,2901,2725,4042,2385,2214,3923,4764,4318,1127,1541,2051,3411,2911,4230,2451,1050,4851,174,648,1984,3909,3266,3736,21,2445,4349,336,3856,1189,1207,1128,2761,4800,4733,2932,19
1,4094,2248,4884,654,2237,2805,4578,4894,2058,979,98,2504,3095,2665,653,398,2005,791,4192,627,1079,1941,3519,4701,2391,2723,516,2832,3623,3442,4645,1292,4592,2110,2681,1869,3963,4243,3265,3876,2452,854,220,3109,4803,7,1097,3263,518,4296,4694,1612,2951,3177,2227,4144,907,484,4684,1054,875,1029,4453,431,1214,3968,233,549,3459,3009
2,3443,1236,520,1493,4320,3960,2507,918,1317,1514,2442,1058,188,4306,4261,4845,2673,3731,1997,2867,1014,560,305,733,193,1003,2298,4619,2461,2674,3385,2055,3840,1537,4115,2493,3498,1554,966,2427,3965,454,1286,3430,1271,3753,2472,855,4131,3415,3386,2545,4768,2936,4761,4270,3423,219,2843,4128,4671,1470,3845,77,4120,2062,673,585,584,3811
3,1621,2503,4016,1252,3818,4348,3096,2939,4755,2583,1563,2571,4556,4485,1326,3939,2075,125,4674,849,3102,4402,4013,532,2101,2789,2185,2844,3215,2617,3865,2421,3875,2595,3788,742,34,2085,16,3196,3384,499,579,2891,1594,4297,436,4067,1974,1174,3986,2956,2965,1996,2537,1785,2006,892,1620,3236,2279,1479,981,3825,160,611,3085,2589,483,3658
4,1198,1939,514,1890,4141,670,1291,2994,3709,3774,1406,460,3803,358,2490,1914,4638,3420,2082,3242,4505,720,956,1034,3969,900,1933,3178,250,275,2672,3256,609,4714,3108,4309,1788,1944,1290,4311,3555,2819,3211,4608,2362,1415,2210,492,2944,971,3410,2941,4279,3451,1370,2552,669,4399,3834,666,2426,3110,3501,4740,4080,815,683,3548,853,3967
5,3331,3357,2532,1668,1656,1654,1615,1069,3741,1077,3747,120,4172,2181,4514,4299,1649,3104,134,732,717,4367,2245,4354,858,1516,1799,2138,2408,2921,4647,4765,2764,4876,3438,1394,1910,3496,4477,1813,3584,444,1209,1888,1795,3413,3579,363,1949,107,4841,3914,1401,2934,4039,432,3246,3023,1807,2458,2277,277,4069,2418,1680,932,3649,978,3522,2052
6,610,2046,411,2502,2108,3428,3757,898,2102,2785,4863,2369,3257,1019,4650,1613,1643,4181,2931,526,1289,2698,4051,2539,103,4121,1978,4521,2834,156,4443,1436,127,4639,2396,1040,586,4227,3883,2156,3550,4811,1042,4798,1800,758,3898,725,4677,3176,3959,4238,306,3745,4077,1260,361,1782,20,2721,2448,660,3323,1542,2104,4011,4878,1842,551,1550
7,75,2166,2870,2806,1449,64,3239,1755,1162,2463,762,876,3941,45,635,2726,260,486,1713,2693,2991,1202,3280,1940,1055,4600,4624,4656,3407,3562,4871,3156,2590,3957,1117,4148,550,696,31,4398,2365,3279,4307,2220,2878,452,1444,2916,3270,2640,3632,3879,4015,1204,3437,3978,4434,1195,2977,4596,4750,2197,2410,1373,599,766,2164,3172,1834,4135
8,3981,1811,4286,3869,3864,261,3785,4895,2562,2059,2786,3491,4025,4260,4401,4410,2727,2309,1281,225,1062,4628,646,3756,2707,1447,1096,407,2217,1151,1457,2096,2121,4180,1530,3633,2447,4294,2809,605,477,2557,3744,2371,2420,4792,60,297,2436,935,4380,882,1314,1661,3098,994,2629,360,3118,1532,2399,4795,37,1013,4651,2457,530,3082,3857,3080
9,137,1660,303,4126,4732,1508,265,415,645,3379,4554,62,2720,4095,1107,380,3343,4004,3253,4165,1420,2961,3202,749,255,3603,4588,404,3761,2456,2945,3897,392,3539,2790,3937,4283,3566,2737,3542,2249,3128,589,2668,4431,3055,387,3457,25,4807,94,2556,2236,1233,3977,1575,2021,1070,1853,1120,2688,3162,1926,3198,1363,409,4496,4145,4204,3533
