,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,2666,4660,2003,15,4010,2334,2347,2898,318,4463,4744,3291,4541,1173,4266,4275,894,228,1311,326,622,4064,99,485,437,2336,4848,1852,4082,3755,3784,3321,1645,1627,2587,3163,269,1309,2987,2455,3516,3283,3010,1961,1999,983,4212,1794,2013,741,2753,4189,536,3954,1706,2719,2019,4777,788,915,2858,2997,4735,1358,3132,4173,1806,675,1342,4101
1,173,4580,2441,3197,2120,1836,2192,3062,1866,746,257,4285,3381,4319,4387,4445,3500,3574,3800,2300,2713,3481,3938,117,4852,2209,2892,141,2233,843,3259,1830,92,2411,4759,3116,1683,4406,4712,3091,55,3717,295,1254,1465,3053,1760,934,1483,3556,3201,975,1238,4202,189,10,4374,2328,1611,2776,546,1473,124,4801,2161,4870,736,3577,2568,2964
2,3782,4812,570,1467,1047,1571,4133,1708,3681,279,2437,2714,4332,2060,3039,3569,2358,890,1239,3768,3164,4020,496,4381,1230,1721,835,1059,3859,2925,881,402,2846,4707,28,3949,3074,1282,4773,4287,240,4523,3887,4539,1871,4813,3890,3093,2293,1702,53,67,4351,1,606,3292,810,3927,1283,4424,4447,834,1976,3619,2522,1875,2001,435,4244,542
3,2996,3067,3711,3424,3388,3677,1033,4785,1827,3189,83,2897,1884,2633,691,3024,29,1598,604,2824,1535,2272,4506,1371,149,3146,410,2671,4760,489,3376,3076,1336,1337,679,3314,4636,2739,3850,2731,4721,4631,2611,355,3528,241,2168,1667,1659,1115,989,2906,2729,4048,1367,1756,1442,2389,3582,962,1637,4898,2211,4745,2315,2709,4899,885,4057,2566
4,1524,1064,3995,755,3737,4595,2572,1399,4495,2229,1797,3514,916,3928,4157,2869,3680,1700,4492,2679,1057,3715,4228,2022,576,1307,1298,2888,1583,4756,128,4327,1374,4343,2656,2312,2642,2306,3036,1776,1425,1259,1557,600,2295,2054,2320,4502,1267,2129,423,2189,4186,1437,4547,3312,3593,2871,4388,4036,2651,3353,2077,1007,497,680,631,2012,1200,2610
5,398,220,4192,7,2391,3109,1612,3459,1079,2504,2227,549,653,4884,2665,3009,2805,2058,233,4701,3519,2723,627,4578,4094,4684,1941,4453,654,3876,1029,2452,2110,2005,4144,1214,3265,3623,4803,2248,3963,1097,3263,4243,4296,98,979,484,2832,1869,4645,2237,2681,3442,875,516,3095,4694,4894,854,3177,2951,1292,1054,907,4592,791,518,431,3968
6,2024,3157,1567,1877,879,2509,948,777,1685,1895,3359,787,3028,3789,397,3369,2157,2089,71,2525,4102,3374,764,1903,2622,1617,4375,2122,2360,991,4524,1023,2116,1486,4245,2136,3345,493,197,3229,1499,2117,3332,3594,2321,3219,1253,4754,3992,1757,4722,1886,3307,3609,1897,2142,4711,338,4357,1972,2488,1837,3158,3297,2857,2499,3631,3017,2839,3220
7,1574,4099,4154,3456,2768,2968,4460,1666,1353,3502,1111,3487,3653,779,470,1123,4864,4872,3751,424,3474,3600,3976,4207,4169,1146,936,1633,1644,3227,3398,4023,4535,2774,36,3749,2301,466,416,152,799,1604,3059,1878,2274,3161,1414,2124,665,1819,3340,3225,1356,2065,2127,1679,980,4167,1552,3826,4879,594,1287,2359,2194,1600,2034,2650,4379,2049
8,2794,3373,617,1770,13,1759,4652,1346,1300,3777,2250,3195,3338,2835,4866,224,727,1577,538,3469,3540,523,443,2646,4557,2473,3607,457,806,400,2751,3051,4564,3208,598,1923,866,534,3778,1104,3792,2239,1378,1899,4041,1619,4880,3346,4426,1823,3103,3484,4068,2425,4359,2232,2123,1148,505,1099,3832,1066,4598,3705,709,2680,4439,1630,4317,4321
9,4736,4362,1769,4369,870,1268,3031,4156,3962,1958,3635,1257,1555,1443,568,4325,4201,997,1761,2475,3686,1026,2985,3764,3214,3058,4449,3302,3238,3553,1745,3221,1386,1331,1046,856,3488,832,4784,2701,740,3851,2639,2106,1044,1433,433,3621,4551,663,3030,3233,1169,2744,40,2114,1521,4146,1889,2223,2597,3763,153,1453,967,3037,3362,1045,1509,4096
10,1561,4494,381,3966,334,619,263,2036,2500,2314,2203,4300,1580,93,1578,3170,2083,3590,214,1534,3627,4215,4771,3313,3881,2067,722,4276,1385,3260,952,1015,1917,3011,2615,4163,2695,821,4378,2152,1608,4530,2370,3000,3100,1071,4395,2379,4274,1810,2234,3209,1143,4831,72,1579,395,4668,802,4467,2368,3145,2290,2247,4466,456,2205,3843,2,4527
11,3458,1861,4632,2669,3650,563,462,2508,790,569,2284,851,561,3839,1011,97,1705,4658,2465,1960,2335,652,737,4248,4124,2769,4303,672,4441,4591,1918,4626,4890,1512,1932,2419,575,1638,3644,954,177,812,3224,2682,2542,1751,1171,3692,1792,2221,1413,659,3014,2200,2286,3595,4696,4503,4700,4693,612,2521,1690,3634,1155,963,3828,3698,4509,3529
12,1762,1693,1919,4545,3636,1422,4147,3050,703,2350,1622,1327,3405,2047,51,2862,2061,2576,899,1857,776,643,140,507,417,2155,2624,4865,3985,1850,4339,3538,1723,2057,4254,3141,3425,4618,323,2132,204,3275,130,4720,3495,4724,1315,4685,3806,1017,3433,4767,985,4182,625,4507,4832,4218,23,3115,3070,818,1779,1196,3513,897,3377,3047,1947,2387
13,1914,3211,2082,1415,3969,4608,2941,853,4505,460,1370,3548,2490,514,358,3967,670,3709,683,1034,956,900,3242,1291,1198,3834,720,3501,1890,4311,3110,3555,4714,4638,2552,4080,1290,250,2362,1939,1788,2210,492,1944,971,1406,3774,4399,3178,4309,2672,4141,3108,275,2426,1933,3803,3410,2994,2819,3451,4279,3256,666,669,609,3420,2944,4740,815
14,3060,1475,70,925,145,711,2188,1504,2696,4748,4654,992,3075,2291,1994,1224,2833,1519,3440,2861,1380,3497,1931,3946,167,1952,808,1543,2304,4455,4113,66,1004,2242,3258,4470,1145,4691,2201,2851,4646,4448,4001,1294,1670,2422,1924,2608,630,1501,2803,4108,2686,4657,4382,1084,3397,2501,2378,593,3347,3585,315,3371,3724,4544,3750,163,1925,2649
15,1874,1303,481,4606,2375,2345,756,3269,4806,2877,2759,1784,957,1376,3720,3861,2175,3005,2912,2745,1596,290,4728,757,4432,2269,607,2979,2014,884,3365,4882,2913,309,738,4704,3403,621,84,373,2230,377,215,4019,1893,2225,3268,1235,4816,4568,2972,2529,2535,1942,1082,3657,4775,3872,4138,1887,1041,1074,1691,4719,1485,2325,4166,3210,4409,1246
16,488,3207,1694,2481,2453,4271,4090,1445,1439,4264,258,4708,2494,4009,2424,771,780,4190,3449,1781,984,1240,4464,2641,874,770,2980,2007,2747,385,904,1712,1213,2329,4836,3863,1502,4024,3710,3409,4047,3308,1593,1936,3151,817,3057,4308,468,4397,182,4130,1190,4868,1405,3290,339,685,1020,3160,2519,3802,3668,351,558,3223,3034,3422,4550,1767
17,986,3936,1647,1068,3608,4575,1448,3531,3355,4673,4282,2170,591,3348,1822,1950,3719,106,522,441,1709,1920,3708,4589,2483,4273,2868,4747,2172,2322,3920,1880,1739,2596,2559,4854,4106,2288,3906,671,428,3432,3419,1737,1344,166,4516,1288,724,2482,1851,761,2222,1161,4857,26,4293,2756,302,973,1746,4026,3119,3380,301,3468,3486,4191,1427,565
18,3019,1226,4601,85,865,4226,3250,1229,2538,1934,230,2946,2331,2133,3637,2405,4014,760,394,510,2159,384,4391,4305,3866,3276,3228,2700,1147,1793,3610,449,2966,2266,274,1674,4695,2403,731,4542,3873,4060,372,3503,3918,4213,2468,4814,3237,681,511,1458,751,4705,4491,1796,2563,1274,3127,1556,3980,281,2149,3342,447,2317,1382,2113,4403,4558
19,4122,365,804,1242,4763,529,4620,1591,3956,4889,2659,1682,1867,781,3878,3871,4171,754,2588,1696,4219,3892,3592,719,4815,841,1056,1480,2815,910,2253,1840,4883,2160,4377,192,2226,3804,3125,1885,809,3460,4175,1249,146,794,4548,406,844,119,2076,616,4576,3770,3702,3971,1623,1681,2795,2791,768,3123,3463,472,1928,3274,1547,4247,4419,2231
20,2263,4435,4217,3390,2884,880,501,5,1569,796,262,1348,3205,3429,559,4233,4383,1031,4184,4429,4323,2511,1599,343,2784,4633,1276,1873,226,2078,471,2882,4727,1217,3554,803,3427,2111,1673,1734,3575,4678,3796,503,4118,2770,1937,3602,3281,4352,2518,3842,1588,842,2186,1101,1704,571,2923,3414,1223,1536,3837,4052,1935,2808,342,2616,3044,4593
21,3647,3508,2856,689,2540,3361,4482,4194,3101,2554,695,2224,4900,2251,12,58,1529,1397,1987,830,4886,2038,2093,4136,2029,2017,846,4103,4433,902,3620,223,3616,2938,1272,3606,3515,46,1549,3841,4737,1956,4440,445,4392,3216,3137,2413,748,1280,165,135,3716,4804,47,708,2777,4222,3611,3356,3656,4843,547,4265,2428,566,2009,420,2863,1109
22,888,893,237,3022,3452,4607,3068,4630,2818,4370,1773,949,658,502,3891,729,2895,4340,968,1791,2845,2989,860,903,1676,2216,2141,3406,2625,2409,4002,4649,4525,1022,637,1296,2326,2429,3816,3561,3998,3899,4438,4552,164,3418,2678,1629,439,2885,4197,4664,2202,132,987,3651,268,852,2880,4092,1212,1341,3366,588,3752,548,2072,3685,3089,3043
23,1188,451,1076,1220,3191,3868,2354,4045,1898,1765,701,2430,1012,3048,517,2372,614,2601,4490,2842,4459,837,4170,2872,3155,945,1158,4826,608,1141,2775,1566,2043,1491,2692,4481,2289,4640,1546,2035,4827,3273,3184,3305,1725,4152,2381,3272,2607,4819,3924,819,2849,1203,1091,3013,340,285,1701,1870,4487,3417,4116,2812,288,3339,2582,4153,314,3975
24,4331,4743,4891,3524,4730,4779,1652,2551,2949,1324,300,4828,2527,111,636,4522,2950,1738,4150,1882,1293,2799,3684,3142,3689,2574,1901,273,313,3970,1140,2924,3772,2975,4211,293,639,1651,2313,676,2265,1387,4384,1616,2276,2474,3061,2716,464,1102,425,2988,2943,2728,1494,1030,3012,2434,1381,4840,1626,3929,1284,4476,1614,3729,476,4065,294,1672
25,4299,1209,134,3413,858,1888,3914,3522,717,120,4039,978,4514,2532,2181,2052,1654,3741,3649,4354,2245,1516,732,1615,3331,1807,4367,4069,1668,1813,277,3584,4876,1649,432,1680,4477,2408,1795,3357,1910,3579,363,3496,107,3747,1077,3023,2138,1394,4647,1656,3438,2921,2277,1799,4172,4841,1069,444,2934,1401,4765,2458,3246,2764,3104,1949,2418,932
26,3939,579,4674,4297,2101,2891,2956,483,3102,2571,2537,2589,1326,4016,4485,3658,4348,4755,3085,532,4013,2789,849,3096,1621,1620,4402,981,1252,3196,1479,3384,2595,2075,1785,160,16,3215,1594,2503,34,436,4067,2085,1174,1563,2583,892,2844,742,3865,3818,3788,2617,2279,2185,4556,3986,2939,499,1996,2965,2421,3236,2006,3875,125,1974,3825,611
27,867,3682,4526,1564,238,3526,3391,4111,1971,1559,2962,430,2103,2735,1786,3760,1777,4049,1921,4363,2268,1492,4790,535,2783,661,4059,2048,1335,3571,2914,3465,4061,4778,2653,2154,3505,2332,1775,3984,1747,1639,2431,3791,3925,1407,1052,1269,2585,2324,1896,3993,3319,1727,4070,2204,1108,2118,2967,465,1716,2376,1086,1511,3033,1496,2533,678,157,4428
28,976,2176,674,282,4471,422,943,1460,2555,951,3625,2865,4408,3615,2866,4713,1905,3541,1360,213,3867,1179,642,2273,3165,4072,2187,2831,662,3640,917,371,1256,144,3643,1038,2439,61,2578,1684,3325,1968,4139,2311,3426,1589,4053,4569,4480,1981,2564,4787,3122,461,3673,2144,1495,1320,4203,3835,2091,81,2240,1724,4885,2810,4162,2662,4642,4123
29,421,1127,613,3411,245,1541,174,2932,2010,1065,3909,4733,4007,750,1832,19,3295,4500,4800,3942,744,1184,4272,990,3551,2445,785,1189,458,3923,3856,4764,133,2881,3266,1128,2214,2095,2051,4107,4042,2911,4230,2385,1050,1113,1325,21,4185,2725,4528,4849,2901,1089,336,1194,554,4851,3999,4318,1984,648,4262,4349,3736,2517,3652,2451,1207,2761
30,54,4098,2657,155,1134,2485,3326,1349,4690,207,1308,938,4687,3793,2779,2711,3434,179,2746,4083,765,4821,3482,4529,2327,1016,4465,2750,474,344,2594,1313,1824,3707,4100,508,3149,1118,4718,1157,4389,1572,2613,4582,4386,1404,705,4427,4196,1843,1149,3041,235,475,4873,845,528,1839,3612,2432,1265,3886,2255,2184,1894,2691,2496,3470,4414,1860
31,3996,1582,3910,4846,1418,324,857,650,4063,2115,3393,953,169,1929,713,3888,333,4825,3664,2742,3083,2259,4562,438,59,3798,4793,1692,3912,289,814,1946,872,4706,2661,2406,3759,861,782,2071,448,823,2879,3306,4259,4486,2970,4310,2722,4818,1067,2480,2593,4281,2162,199,2182,3762,2910,105,3020,382,2864,1665,3958,4686,512,4683,76,4794
32,2612,829,4437,3877,4809,3535,1915,3854,4634,2544,8,473,618,4404,4209,1083,2655,1732,4473,4253,2940,2853,2423,176,2460,426,2167,3781,4665,946,784,1112,347,4087,2353,453,3588,2886,3572,4609,2023,3464,657,1833,3824,4472,3245,704,1384,3006,4418,1006,4315,1841,2802,1510,1744,928,1601,1471,138,2738,3544,1322,1454,256,2957,4776,4249,271
33,4029,1763,3518,3932,3327,359,1506,1000,3358,139,805,4741,270,3240,3964,3383,1152,797,3940,721,2045,2011,1989,3247,3284,42,4717,1428,4559,3121,596,366,2444,4839,3766,2894,1177,2660,3693,1154,4341,2280,1774,3299,4571,641,1992,726,3368,1540,4822,4231,1881,4174,4104,2163,266,1133,4342,506,1743,1001,1938,2741,4555,3392,959,2366,2852,1858
34,947,2927,69,4160,1351,1010,3367,218,3972,2346,2561,540,1584,2471,3016,1088,2008,2330,1951,142,3690,1825,1206,4577,572,2081,4269,4692,4176,3893,2235,4820,580,4621,3916,4390,3007,4008,209,1463,2577,4546,1749,4407,2285,2760,4667,3534,259,1183,1039,886,3271,1159,1930,3678,3473,231,3944,91,4240,3180,1048,3661,3823,1305,697,3862,706,3056
35,112,1846,4824,730,4290,1032,1503,2086,4853,73,3476,4288,1742,4493,316,4586,4457,4716,887,11,4531,4350,531,4140,1275,4394,180,2998,1334,1908,3251,4553,2400,2373,4739,2252,383,251,1787,3389,4252,1497,2937,2733,4688,1753,1844,3567,628,883,1545,3701,633,2218,2193,2675,3512,191,3008,773,4134,3293,3153,1864,2343,208,891,348,4672,4058
36,2643,801,4622,4662,615,1868,4483,3822,2143,1477,2384,322,4158,4859,4462,4242,4225,1124,1126,1009,1132,3648,602,4251,3801,4038,595,3691,3129,537,2647,1768,442,4802,869,2530,3320,3049,3179,840,234,2257,368,2896,1412,664,3494,4517,2841,3605,2020,2414,2026,4159,2899,4681,677,328,320,2982,1186,2128,3134,3311,202,2064,3136,2126,4105,1432
