,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,4346,3961,307,1715,4682,1912,4643,419,3919,4005,2169,793,993,3510,2536,3943,3847,1607,2734,4132,4597,2592,2830,4446,1215,2449,4610,2056,3040,4742,1560,3447,1258,1783,299,4498,923,2296,2513,312,467,3712,3558,4549,2039,3152,909,775,1160,3364,623,2179,3780,2627,3038,1586,1332,1464,3955,2140,1771,1333,1197,862,3765,2281,2282,1602,1544,850
1,4293,441,3432,1344,2322,2756,2222,671,302,2483,106,2868,4026,1737,4191,724,591,2559,4575,1746,1822,3119,4106,26,3608,4857,4747,3906,3468,3936,973,2596,565,1161,3920,4516,1288,1427,3531,1851,1950,986,3419,428,1709,1448,2170,1880,4589,761,166,3486,522,3348,4273,1068,2172,4673,1920,1739,3380,3719,3708,3355,4854,2288,301,4282,2482,1647
2,1108,4363,1639,3925,3571,2118,3319,3984,2967,2783,4049,4059,2376,3791,678,2585,2103,2653,3526,1716,1786,1086,3505,2204,238,4070,2048,1775,1496,3682,465,4778,4428,1727,2914,1052,1269,157,4111,1896,3760,867,2431,1747,2268,3391,430,3465,535,3993,1407,2533,1921,2735,661,1564,1335,1559,1492,4061,1511,1777,4790,1971,2154,2332,3033,2962,2324,4526
3,266,721,2280,4571,3121,1133,1881,1154,4342,3284,797,4717,1001,3299,2366,3368,270,3766,359,1743,3964,1938,1177,2163,3327,4104,1428,3693,3392,1763,506,4839,1858,4174,596,1992,726,2852,1000,4822,3383,4029,1774,4341,2045,1506,4741,366,3247,4231,641,959,3940,3240,42,3932,4559,139,2011,2444,2741,1152,1989,3358,2894,2660,4555,805,1540,3518
4,1829,2323,629,1131,3660,3817,221,1408,4808,1227,4675,1677,1139,4073,2040,4532,828,1372,1539,3212,970,2575,4420,3581,480,2294,1302,2813,4540,1153,521,2134,4164,3947,1849,244,2828,3810,2860,2606,2489,3596,950,2063,906,1913,1438,3935,743,4679,3015,4071,3889,1423,3182,2150,3193,3570,3169,1818,1481,3560,1505,1466,3521,640,2550,3286,3071,3032
5,3026,911,4027,4056,3046,3667,434,3206,800,500,1403,4234,920,1714,1525,272,2816,2524,2208,1247,3790,763,227,2715,1553,2814,2180,4572,239,583,811,1243,2811,2778,2909,969,79,4155,1606,2930,1347,555,4422,3252,3885,581,2848,3630,3930,2781,1731,3894,2743,3378,2044,1803,3148,4769,4573,4860,3830,601,789,4292,3475,2887,4468,3536,2600,2620
6,2015,4198,4676,2974,1517,2782,1565,4543,4143,3159,4291,3303,150,864,1979,1962,961,1977,3203,252,3450,74,2804,3167,4353,4789,996,2531,4012,1416,4006,187,3821,3088,813,1945,1087,859,2748,3453,1500,4474,1726,3490,914,3517,1218,2621,4452,895,1533,110,3820,1752,668,4360,1610,2339,2757,211,4178,2053,1182,3779,3809,2151,3477,2355,2476,1995
7,395,1534,4530,3100,3260,4668,1143,2152,802,3881,3590,722,3145,3000,3843,4274,1580,2615,619,2368,1578,2290,2695,1579,334,72,4276,4378,456,4494,4467,3011,4527,4831,952,4395,2379,2,2036,2234,3170,1561,2370,1608,3627,263,4300,1015,3313,3209,1071,2205,214,93,2067,3966,1385,2314,4215,1917,2247,2083,4771,2500,4163,821,4466,2203,1810,381
8,2182,2742,823,4259,289,3762,2593,2071,2910,59,4825,4793,382,3306,4683,2722,169,2661,324,3020,713,2864,3759,199,1418,2162,1692,782,4686,1582,105,4706,4794,4281,814,2970,4310,76,650,1067,3888,3996,2879,448,3083,857,953,1946,438,2480,4486,512,3664,1929,3798,4846,3912,2115,2259,872,1665,333,4562,4063,2406,861,3958,3393,4818,3910
9,1495,213,1968,3426,3640,1320,3122,1684,4203,3165,3541,2187,81,2311,2662,4480,4408,3643,422,2091,2866,2240,2439,2144,4471,3673,2831,2578,2810,2176,3835,144,4123,461,917,4053,4569,4642,1460,2564,4713,976,4139,3325,3867,943,2865,371,2273,4787,1589,4162,1360,3615,4072,282,662,951,1179,1256,1724,1905,642,2555,1038,61,4885,3625,1981,674
10,554,3942,2911,1050,3923,4851,2901,4107,3999,3551,4500,785,648,2385,2451,4185,4007,3266,1541,1984,1832,4262,2214,1194,245,336,1189,2051,2517,1127,4318,2881,2761,1089,3856,1325,21,1207,2932,4528,19,421,4230,4042,744,174,4733,4764,990,4849,1113,3652,4800,750,2445,3411,458,1065,1184,133,4349,3295,4272,2010,1128,2095,3736,3909,2725,613
11,3803,1034,2210,971,4311,3410,3108,1939,2994,1198,3709,720,4279,1944,2944,3178,2490,2552,4608,3451,358,3256,1290,1933,3969,2426,3501,2362,609,3211,2819,4638,815,275,3110,3774,4399,4740,853,2672,3967,1914,492,1788,956,2941,3548,3555,1291,4141,1406,3420,683,514,3834,1415,1890,460,900,4714,666,670,3242,4505,4080,250,669,1370,4309,2082
12,2019,326,3283,1999,3755,4777,536,2455,788,437,228,4848,2997,1961,675,2013,4541,2587,2334,2858,4266,4735,269,2719,4010,1706,1852,2987,4173,4660,915,1627,4101,3954,3784,4212,1794,1342,2898,2753,4275,2666,3010,3516,622,2347,3291,3321,485,4189,983,1806,1311,1173,2336,15,4082,4463,4064,1645,1358,894,99,318,3163,1309,3132,4744,741,2003
13,2123,3469,2239,4041,400,1148,4068,1104,505,4557,1577,3607,1066,1899,1630,4426,3338,598,1759,3832,4866,4598,866,2232,13,4359,457,3778,2680,3373,1099,3208,4321,2425,2751,4880,3346,4317,1346,3103,224,2794,1378,3792,3540,4652,3195,3051,2646,3484,1619,4439,538,2835,2473,1770,806,3777,523,4564,3705,727,443,1300,1923,534,709,2250,1823,617
