,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,2922,1172,1369,2061,4352,6180,5669,3508,800,629,3726,1652,1831,5592,325,4941,1339,4426,5948,5113,1917,663,350,2701,4776,5498,6270,585,5297,2328,3860,2690,2348,5888,1849,6287,232,524,1450,4374,1595,1694,2332,1710,2335,2377,5542,4453,4323,4916,4860,5144,3803,289,5169,454,5419,2511,4966,2882,3007,2589,531,4331,4210,4726,1310,4394,3542,1183,6316,1837,6134,4847,2420,1275,801,4720,2355,5296
1,2840,5228,4832,3060,4709,4533,4337,4401,2983,2930,5340,1735,526,5469,3783,6379,4468,281,742,3581,4389,6099,3804,3374,5803,3874,1824,338,2021,1111,6347,6285,2216,774,3638,6115,1873,6394,3497,5467,1507,3495,5440,2358,614,4303,97,6377,4864,5499,6103,1254,1420,3122,644,795,219,5067,2597,4308,1248,1508,282,2038,2246,1093,3603,2628,6083,2945,2230,2583,902,1614,4785,3522,3757,3702,864,924
2,3532,2828,4127,2574,4798,5511,4399,5354,2422,5151,4484,5658,2832,6357,1686,3616,1733,4953,5167,2866,2235,2970,145,1654,4792,276,4255,3275,1517,584,1569,421,1466,2003,514,1807,589,5943,3707,427,2650,4341,3254,2781,5667,247,6032,3414,4306,1396,3791,747,166,4173,5446,5188,1098,2362,5133,4675,2916,3545,1189,4822,2225,5353,5983,3717,1182,5346,4147,2950,6086,1755,3863,5366,4033,594,1624,2280
3,4446,4825,3617,5600,6058,2982,909,1674,3826,5552,3464,5351,2018,3400,535,6289,2947,153,2663,59,6072,3642,1136,6353,3602,6077,4254,668,5309,2452,2957,2612,2388,1483,2049,3439,5128,420,2129,855,5583,362,953,848,4537,5175,5461,4231,1204,964,2944,356,4476,3839,2733,6036,6138,3231,339,4976,4947,5100,2369,2319,4272,430,1244,3611,491,2937,3976,3592,1432,5021,4745,4184,866,4335,5336,1054
4,484,3457,768,1562,4968,3048,796,4069,1626,5689,1065,5561,3983,1774,2085,3057,4936,1379,762,6198,3505,2130,5594,2255,2580,3764,3974,4489,411,4377,2912,3666,5371,6257,4087,1714,4518,2787,5101,3928,4551,1840,2657,4510,1736,2032,2102,4000,4605,3211,1543,6110,3165,3140,4206,5379,5020,263,3658,2124,756,5117,369,326,922,5069,1771,778,6069,3933,5588,4909,5078,6100,3407,750,161,4735,1454,2209
5,4345,3585,712,4770,2911,1461,6329,1325,5963,3333,5380,308,6066,1368,3235,5683,1959,4852,948,693,4711,5031,3481,2963,266,394,5001,2223,4419,489,1628,5707,3137,3462,4258,4385,6306,2539,4564,1778,2093,4519,1788,2134,2654,2426,1880,3198,2056,3258,854,5875,3065,463,3955,987,4218,5527,2513,1040,6297,5836,2926,5861,4721,6080,2952,82,853,1266,498,6359,6127,1980,283,911,4928,3736,5026,2847
6,1620,2205,1864,16,1754,1709,104,4292,6044,4503,1409,2435,90,4625,6286,4020,3107,714,1510,3430,3363,2805,1252,2469,1392,2047,3501,3942,1491,4853,1865,2746,5276,516,6158,976,4961,552,1260,1283,279,4629,4991,3396,1908,2060,3663,26,3593,4425,1490,3243,6014,5597,3756,5886,5971,3426,5749,4322,592,5938,2637,3227,5571,4295,5231,6188,1,4214,5945,6002,3096,1884,5451,1289,2379,5574,4485,3172
7,5811,5082,3589,5238,1078,2555,5147,2684,5726,91,5283,4591,3518,5799,4036,5087,487,2795,1610,4940,3185,2655,1501,4547,6307,274,5551,3903,803,2391,6350,2546,2457,6366,4782,5049,3962,3730,304,1829,6009,6322,1097,3917,3811,1324,3469,5957,4122,4412,1725,1859,1489,5654,5027,1479,10,4777,4333,4790,1473,1024,783,1833,199,599,4977,3667,296,2221,437,886,2363,1765,3213,2196,2143,4150,5784,809
8,1145,2210,173,1051,1052,4803,3673,5439,6128,1056,3890,6082,2619,4437,5501,946,5065,4180,4215,611,5591,6144,4736,1936,6298,6108,2149,5268,5646,3385,1321,2466,4095,1042,4670,1672,2228,2941,2761,2812,5862,666,429,2802,2397,4863,1881,352,2467,873,5556,3817,2631,3214,3779,100,2483,2557,4483,4237,1828,4055,1071,656,5711,2653,246,3124,716,2542,4224,2623,903,5105,6279,4035,3833,4346,4144,4952
9,3115,4585,5980,1354,780,726,6186,1858,5122,2778,25,624,1938,6266,4632,4931,5640,2878,4520,1390,3605,862,5736,2251,3398,1556,327,42,5546,6048,907,4692,2627,3794,3305,2856,576,724,4005,1386,788,5815,4529,86,1384,4546,5289,5802,4571,2208,2732,4653,2662,5611,3870,5538,2695,4842,2928,2551,3215,5141,340,6293,302,559,5712,2411,6073,397,3835,5052,5706,2935,1169,3678,4251,3598,1644,1058
10,4403,5085,1425,727,4010,1190,4325,358,2201,879,1459,6277,745,5789,2267,5455,4073,2558,506,3959,1201,5743,4983,3987,2737,5252,6167,4997,961,4508,1351,4679,2587,5853,6153,5772,4157,1263,6173,540,5361,5240,1648,4477,4233,3908,4727,5779,1211,1006,940,3763,2837,5435,4528,1019,2671,3408,1760,3362,688,3162,3293,2417,5790,2298,1073,1421,95,1347,2742,5919,2131,1682,1707,2596,4351,2034,5541,1685
