,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,5961,6195,5071,2183,3375,4042,3373,2769,2030,5608,3345,4568,954,373,3412,3820,1301,2274,166,1721,4332,2678,3107,2079,2207,228,5750,6388,1189,838,5171,5151,3399,5683,2827,5790,5769,146,919,1666,4477,2140,4368,5828,4930,112,3346,5503,3156,4196,6226,2586,3282,110,3395,5096,2441,120,4369,3357,1724,1927,3790,1852,2136,2020,5334,10,6021,6356,2638,432,172,1687,2403,5896,5941,5535,2478,792
1,5393,426,5576,2443,4244,1976,4487,6152,952,6022,4855,3075,4009,6123,5369,3320,1506,2768,5449,2001,3304,2941,1456,5391,898,4630,5981,2952,1625,1957,1447,1020,2747,5640,98,4819,6079,4250,3183,529,3189,284,5163,874,556,365,6027,2360,5652,2353,1754,3635,3948,1675,6246,1656,1782,4601,4395,4387,3716,3874,2790,389,5364,416,1982,5661,4851,2823,1658,6264,1476,595,541,1863,6335,1119,105,6223
2,1104,1554,5523,4618,2723,2442,1969,2497,3146,5802,5505,6187,970,868,5352,415,1682,4548,6055,5810,5684,2923,2486,217,757,2909,6380,2304,2775,3333,5471,2567,2022,5978,831,4444,158,2347,3424,4353,2809,689,1208,3015,2144,2900,220,4220,5567,5366,1647,382,482,5102,403,6174,4105,5112,5240,1168,4161,719,478,5052,3469,1910,1164,3364,1577,5354,4586,2717,3477,4522,6165,1158,5355,2448,5579,4699
3,1185,4365,5570,4509,5349,5733,4916,1268,1523,4909,1151,6238,2766,3801,1150,3383,57,5119,40,621,250,477,3521,1393,6056,46,5328,1239,5319,5437,2018,4013,1720,2913,3013,4549,6300,1921,4143,2294,6275,5323,1382,4325,2866,779,1579,476,5238,5795,2803,6139,1886,2046,3595,2727,2636,5899,3166,5074,2014,1711,3569,6362,4920,4732,1637,4289,678,2209,3981,1181,2815,4840,6224,4655,1469,303,677,2162
4,2338,1060,4518,3165,4070,5222,1415,329,5207,629,6391,101,1521,3518,5159,537,5625,214,3312,3802,2286,253,5451,2691,2832,5453,4856,5283,1315,2501,3133,1141,4992,3552,6203,1638,3459,3042,2920,3336,1092,882,768,3766,5093,3140,6339,357,4484,2048,5402,5560,1819,2456,2000,3674,1075,4554,3356,2172,2804,4734,5191,2106,3781,2095,3023,2485,5565,3446,4713,1143,4551,3287,2094,5989,3838,2701,1752,6235
5,604,884,5569,2488,635,1029,1304,2912,4990,2865,6344,5890,5541,4730,1904,3751,2961,4878,5069,4145,667,1246,5820,1362,1701,1389,3360,907,1195,104,5580,6038,4574,2562,2677,2719,2240,3579,1330,1263,3010,578,5700,5698,1561,2537,3888,1010,1423,4560,4744,1342,1804,3263,5244,1359,5021,1071,6311,5744,569,4848,2601,5049,1282,4951,4765,1494,1271,5990,2299,2435,3819,4021,3268,6017,3908,6257,2899,3623
6,2479,6360,3545,2698,302,474,4649,853,2073,5723,1844,5251,1169,2116,3167,212,1170,1107,4793,2996,2640,144,1996,3605,3616,518,5602,4750,4356,2324,1586,4041,598,5462,3992,4918,2897,1520,4455,3065,3935,5350,5587,4111,2856,2697,743,2508,3275,6268,3441,252,4267,5470,3520,68,2604,5053,5206,3762,713,4229,464,2764,3318,3387,4697,2653,2812,5200,1565,4271,6013,5008,1944,3378,462,5559,5460,6104
7,5724,3329,2340,2850,1878,5274,3051,3227,6263,5881,177,156,304,1491,1509,427,5396,4917,1152,4896,1868,4085,4122,3705,3526,2993,5863,3103,4293,2121,978,3592,698,4779,2663,1087,5452,923,3818,2867,4637,456,1376,6026,4154,2600,4007,1449,718,980,2578,3956,1495,4600,16,1188,2308,410,5439,6376,3971,2035,2884,5173,1137,5118,3162,4266,4533,257,3213,3891,5929,5942,5794,3701,1726,5861,6129,3771
8,5832,3929,1094,3737,4881,5561,1064,4396,4401,5757,3796,1838,3004,5874,3495,3740,843,1980,4717,3350,4579,5888,3326,1174,3053,198,3442,5755,283,5356,3729,2655,1053,4708,4053,5250,1255,3152,5182,4892,4973,809,818,4605,5824,260,5708,3650,2751,281,5758,4197,1874,5782,1046,3856,440,6103,1390,2086,4028,5289,530,1402,2864,4972,6320,368,238,4911,2468,2610,300,1398,1401,3620,1251,6232,1236,119
9,5886,1000,5928,5783,2301,3245,2627,4820,5558,1370,962,2250,5731,402,4023,1686,3003,1446,187,4335,1501,4891,1795,3479,5868,4816,3854,141,4661,2657,1278,1411,2246,2009,1942,566,1799,1576,63,2555,6072,571,905,5665,3555,4398,335,2756,3782,6205,5224,4796,4931,3209,2726,5788,5301,5133,5543,5152,6084,1783,1353,3743,2205,1630,3411,5321,921,3371,4839,2861,5033,5408,2058,5186,528,946,1552,4109
10,4049,3012,1425,6382,5862,5438,3110,2287,1829,1183,5674,4608,6361,5601,6080,5233,1699,2475,5729,4117,3144,3045,1400,3211,641,721,118,2452,4291,1769,1126,2738,6121,311,3273,2421,1764,2589,6085,1773,2467,4282,4594,5359,543,3127,3837,774,4124,77,2532,3274,5162,138,5043,6390,4315,2529,981,4328,2910,5977,2145,6201,3020,3931,3778,5086,3138,535,654,1111,4036,4060,5287,2188,5638,248,808,266
11,5252,53,4665,2357,1612,3950,4859,4459,2953,2235,1727,1479,5248,568,4115,2879,4837,4786,4242,2921,562,2936,6064,6302,3944,2019,1926,4883,5927,1912,1472,798,6158,4984,4948,3567,816,3816,856,3651,1768,937,5967,2777,1572,3008,957,444,332,5090,1339,4169,1605,5636,5627,5610,4174,4421,2886,295,5479,5822,2401,1645,5039,2597,2168,6193,3777,5164,709,457,1989,3788,4097,42,2225,4932,51,6113
12,3577,1280,405,995,5585,3590,356,3251,849,6316,2989,2847,2233,516,2718,549,5988,1229,1970,2068,6301,3115,5223,5392,126,1789,5883,557,1759,512,6149,958,3966,3666,5103,2119,3317,4428,2156,4557,4437,2797,4038,2868,4418,3239,4624,2380,3218,5072,3976,5403,6219,6067,1781,2914,3046,307,5552,6254,443,2358,4683,4218,5534,3591,600,4262,2836,3914,4457,466,4846,2978,454,4274,23,4128,4731,2247
13,3706,3382,3105,2077,6343,312,4260,3384,5774,2829,4081,1360,2632,6259,3043,1310,5511,1733,1570,1660,5784,2385,5178,3059,4640,418,564,2258,2213,5624,5533,195,1511,2011,6012,3300,1221,5633,6318,3208,947,3337,5760,190,3324,3431,5746,13,5818,979,5819,3101,3597,3850,2992,4086,4146,5147,2732,1694,499,3179,5910,3909,2947,939,2242,1590,5407,167,777,3735,3290,5985,854,4322,3578,5205,1369,2031
14,4776,1463,3498,29,1539,4711,1314,5026,711,6225,4613,722,1329,5282,321,3942,5210,5465,4412,507,1673,638,2835,6221,6134,620,2916,2774,1879,5113,5085,920,1373,271,3073,2967,5494,1286,4470,1601,5236,2436,3474,1822,3570,3784,49,2917,2112,4435,3759,2706,2483,3753,3652,2132,3805,5150,2951,387,3503,4501,5807,2134,3464,19,6204,3335,2859,2091,3445,2028,4547,6218,5315,5120,3514,6147,6183,555
15,5099,5160,2688,4761,1273,5529,458,2166,1145,2216,5798,445,2686,1429,3158,4702,2384,5838,3370,2613,3354,154,1013,2125,231,2889,5498,1036,1664,5004,1404,1604,1920,945,672,3082,1374,3222,3197,4961,6194,4329,3763,277,5925,5825,3770,5059,5855,4380,5879,3349,5517,1685,5815,31,6032,1322,5286,315,1913,4960,2745,1296,656,3377,1460,5745,5330,2465,3294,3194,4488,4223,3678,2293,5457,1858,2560,6173
16,2906,100,2796,5346,746,904,1739,2071,4192,111,4448,3953,2474,4727,2593,6003,3027,1410,2874,1192,2500,4383,4106,3396,4292,3111,4933,137,3009,4305,2625,4472,6118,4160,6283,3968,6338,527,4338,2414,243,5595,1644,5216,5532,3996,1257,3576,4273,3303,3718,2433,3159,2822,3427,128,4643,3281,27,3002,4606,192,3092,5647,3633,4626,1215,5410,3072,2700,2013,5964,4092,3924,1848,1313,4298,828,4642,2623
17,5441,3684,893,1335,1725,2581,4121,5087,465,1289,3496,1072,606,5108,5385,908,4603,2971,4657,2628,1654,6096,472,4446,5557,1986,520,263,1981,5908,3058,5629,5840,3789,3941,4228,2858,270,2261,2995,3900,3815,3979,876,592,6071,4858,2437,2257,3234,3884,2411,4653,1990,3643,5940,5528,2801,4690,5046,2113,2367,3832,3361,550,5735,3898,134,2512,5104,3342,1602,2050,4591,616,5131,2065,4834,5644,2147
18,4363,1148,3685,5070,5678,5655,3267,5424,2237,974,2840,5766,1962,1355,2334,6073,1787,1258,1671,1432,6296,3313,2161,1991,2227,2259,3040,4199,1473,5836,5714,5012,1178,5397,1269,6303,4051,6171,484,5422,143,3575,1850,2008,2517,879,759,1118,1611,79,6185,3363,3553,3536,496,4188,2925,2585,4921,5622,3155,1688,5982,3544,5682,6242,4231,1663,3130,2843,226,36,4131,2793,4432,1383,2695,4836,2583,5077
19,4590,1238,1640,4538,3688,3787,3757,3603,2457,5375,1571,3973,753,1006,955,2998,4453,705,5496,542,5037,2616,751,6097,1681,3418,3094,4535,2023,2862,301,5501,4955,3773,866,4531,6312,1558,78,6265,3871,2911,4279,2818,3295,1395,1620,5814,3235,708,1499,1043,1992,1112,4180,6359,948,6011,1247,5768,2846,4736,4135,4633,4464,1695,1884,5019,6258,6100,4349,4127,813,1951,2997,1076,2283,4843,3036,5311
20,1012,665,391,888,1617,354,1266,437,4710,4500,1734,4492,2146,1277,5531,4582,6048,3029,4090,4056,3507,4791,1202,5945,1015,5781,2406,3444,59,2087,3960,4792,4499,6086,181,4264,6016,1955,5792,649,1349,5300,1051,2622,3106,5932,3821,6379,2878,5395,1176,3853,4974,5688,5526,6208,1623,1714,5116,4098,164,5859,5136,3415,6076,525,4091,4701,2950,1097,3742,4164,1798,308,2838,3556,3775,289,1703,788
