,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,2318,5428,1301,772,5559,2387,3754,1512,5156,5210,4045,4098,453,3541,506,6114,4867,1570,3961,159,5265,6142,4944,3987,405,956,4163,6211,415,1850,1550,4437,5121,897,3852,3190,2589,5033,2256,4579,6056,5772,2266,2149,1992,2969,5786,5222,5084,2466,2223,21,1968,3792,5958,3914,4062,3495,395,2624,290,1319,4198,41,4139,1703,3606,2876,1748,6112,3249,2888,4368,1263,5947,2344,3049,2312,3644,2177
1,52,4945,6156,1244,4229,2739,3943,6155,4751,5537,5880,3686,2305,544,5877,3805,3429,5257,1438,3476,6148,597,4232,6099,6320,485,4018,823,4789,233,5006,1174,1800,3780,4819,3875,3356,3589,1982,509,4808,3307,2097,3897,1750,4972,979,5916,1168,2588,503,4930,4204,3384,338,4747,5481,226,2088,6042,4281,1053,45,3594,2449,1285,5876,2009,4969,122,4131,1194,83,5136,4787,816,2825,4568,2402,1908
2,2461,5740,2410,5322,4888,2678,5682,6012,6200,3450,140,282,1977,4170,5551,3751,4539,1013,4238,4796,4359,4776,71,4254,1864,313,1213,3472,6121,5279,4612,5130,4181,754,3620,1035,396,5709,1951,4171,1203,3461,6343,3669,1253,171,389,1386,6157,5767,2191,2533,1362,2599,1491,4201,1493,5316,1504,4992,271,492,1719,2567,5273,4091,4316,242,5934,871,4292,4199,1616,2729,2797,6198,3952,1226,4021,3172
3,1746,3890,2813,4594,4859,633,2033,2907,5873,5106,4740,1709,410,5285,6029,3374,4934,2615,5317,1436,3458,5266,5766,928,5747,5626,5869,565,2520,3447,2463,2988,2635,4036,2324,559,3264,4849,5652,5980,5927,656,4151,1279,1770,5276,2569,2788,1849,6217,2153,2098,5651,3221,1896,346,6084,954,6319,1049,1336,162,3138,5065,61,3720,2945,2621,5026,1435,1836,3344,3559,1092,4122,1459,192,2822,2726,2881
4,5708,3632,4488,3334,2723,4691,3452,2413,334,1032,4130,4860,1500,3245,3091,4355,5585,4634,1440,3707,2331,1730,4250,4302,962,3080,1155,4336,3555,274,3034,5359,1863,1920,3387,6185,482,3137,4296,4484,2326,4184,6247,3436,4630,1270,5094,1960,4248,4558,2019,3758,4374,1366,238,2485,1625,1604,5367,3062,5355,960,2229,4904,4057,3479,368,1722,5641,5849,637,420,2250,6032,1846,6145,288,2545,4905,4081
5,2711,1260,579,3308,3619,2815,4019,4339,3648,1234,1914,2367,2992,4298,2185,5223,733,1156,2607,5466,4940,3537,1421,729,3039,3717,1969,3712,3694,5912,1111,4002,1403,3111,4537,6341,4763,2064,5597,4526,2751,3718,2143,5280,720,4850,4656,4919,730,4089,3753,2600,1382,3289,5067,5726,2218,215,391,1787,168,6340,5024,1200,2807,5046,4941,1457,107,4208,6400,2291,6020,4813,1851,4447,2966,4478,3386,1208
6,4910,4237,819,1725,3068,5137,31,5361,6091,5236,5089,5339,2661,4924,4440,1503,894,1128,2795,2451,5777,3323,4705,1198,4567,4107,4249,2352,2322,252,5718,5345,701,172,1592,3313,5720,4115,287,1060,6257,3007,1872,2568,2447,4025,4261,1408,3424,2015,3618,3396,4220,243,562,5363,2582,4165,1691,2026,1192,3367,5315,3286,4052,5686,4531,3768,2654,3593,1838,80,3787,5963,270,5728,5229,2948,2535,2354
7,1698,38,5127,1482,2171,2226,4354,856,4673,4323,1736,3222,4790,5931,4125,790,5502,2628,4039,5326,6262,5247,4443,3319,2575,3919,1774,2764,6160,4335,4167,2666,3480,5548,1251,4734,4932,1006,543,5757,4517,5302,2546,4141,1582,5867,2052,1574,874,3217,2248,4997,186,3158,713,2244,1964,5,4157,4405,2188,1832,1947,5445,6267,2469,1584,3078,3745,2150,1506,763,1942,1432,3055,3700,2146,5002,6002,4119
8,5141,5549,1811,3693,4310,791,2481,5921,1377,4689,3631,2694,1158,604,5047,964,704,5070,3071,2196,3494,4366,2699,1646,1450,4895,4060,2187,5954,4215,4164,462,5684,5178,4625,2254,1666,4597,840,3401,1795,4100,3459,3351,50,4956,5818,23,3208,32,5542,1151,4574,1312,3646,1827,1202,826,2926,2379,1948,6153,4227,3666,3164,2952,490,4723,3819,1501,6036,3721,5825,5918,681,5092,3205,5647,1626,4730
9,6022,667,647,3688,6130,2746,2166,5662,829,803,4582,1462,4293,5233,6314,4194,4364,4637,1551,5782,4324,5382,1099,11,1477,861,3673,1334,3552,2802,2950,934,3325,2805,4722,5712,5385,2501,2055,743,3310,904,5837,2841,4178,149,620,1855,3587,3397,2645,351,4309,3872,6137,48,187,4203,2960,1392,512,2059,2350,5101,2265,2625,5104,221,5977,1894,2512,4512,4465,5919,5885,5474,5787,4999,4884,3294
10,2238,1753,2541,1660,5298,305,4262,4419,1295,24,5628,5283,5603,2633,6019,262,5992,4816,109,3682,4268,3225,181,5751,1106,4853,4270,4720,5198,612,5245,2809,1025,6390,1741,1553,2714,295,1444,3413,4649,418,5789,59,3113,17,2378,5526,2329,5670,2741,6004,6338,3229,5868,1860,3640,6201,1686,3053,2207,687,2697,349,5688,5098,4375,740,1081,6178,3004,5267,3928,1321,4304,2719,808,3189,885,6312
