,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,5498,5399,3682,1627,3769,527,503,3163,1931,5047,4812,2203,2002,223,5882,2884,2619,3503,4640,2697,5631,5043,5934,1031,6307,5669,4832,2265,5167,4680,2044,5236,4902,4169,5282,2226,4044,339,1392,4759,2479,2250,3899,1545,2608,4899,811,5160,303,5042,5600,4611,3568,1665,2542,2266,6236,3663,3274,463,2053,725,906,5558,747,2475,3858,4509,772,3023,3777,3699,2740,5245,3171,76,1831,896,3334,198
1,5870,6376,2599,2434,5082,2939,4619,575,1002,1330,5119,1166,3988,3719,3596,4730,3712,1951,3543,6294,2670,1607,118,2738,2235,2954,3971,3293,33,944,517,5211,5057,2062,1941,3821,1479,1015,6188,4621,893,1936,3535,2340,4399,5837,1219,324,4609,3597,3194,4132,951,1864,5095,1567,2572,2179,3154,3229,6201,5594,5415,2971,1959,3141,4579,3188,4837,2640,4978,2211,5033,4441,2014,3266,2638,2261,3165,5763
2,4297,5545,4641,949,5948,825,2376,1226,6352,4587,2262,4184,2684,3323,2951,3664,1678,810,4659,3387,2627,627,3658,6015,930,2880,2536,374,479,3766,648,4207,2213,5045,3082,6218,4173,4631,4002,6146,3837,969,4756,4287,3245,1441,5950,2603,683,256,3537,3601,6377,1387,3450,4670,750,3359,3993,2282,4050,5123,5307,3386,4885,1823,6092,1690,506,567,1186,1450,4281,4133,1122,6181,4945,680,4071,2524
3,907,2345,5013,1295,540,1421,718,6128,3260,1451,3240,5662,3966,5464,2058,1312,1777,4635,4683,849,773,4010,2086,3581,2893,3452,5475,5142,4076,3745,4764,4040,1500,5499,4834,2921,5977,3647,3456,4086,1476,2441,2386,5301,1833,3671,4751,1586,3031,3567,3214,2166,5268,2420,5604,4575,2822,1685,1849,2314,2695,1952,5841,1575,1644,4557,3105,922,1083,3139,4300,5798,4802,2642,736,4178,4686,466,2762,4516
4,1851,523,3478,6117,5519,2698,84,5689,1415,925,4949,4624,2348,5140,5393,3534,4766,3657,5765,948,4274,1301,1205,6113,3322,812,5261,3113,2335,4961,4112,2136,5208,2902,6096,4165,1412,2208,1438,1037,1616,2084,2255,5586,897,6394,2976,3201,4159,104,1212,6133,3449,4330,2895,6362,6160,2986,6367,1008,1584,4816,3574,190,2789,5037,1300,4877,351,638,1988,3930,2808,4736,2365,5205,3835,1961,1035,13
5,3206,6363,3306,2610,441,6302,5080,2681,6145,5570,1667,4862,534,3255,1598,929,4026,5397,3084,3421,4429,746,4567,5349,5967,1149,3300,4127,151,3912,1787,4943,4231,880,4564,2721,90,2474,1419,5803,819,299,2133,4814,3341,2966,5075,5569,4782,1530,5755,831,5369,398,445,2891,6221,2364,4977,863,808,5616,4951,3085,73,1819,927,3005,4075,183,5334,3995,5438,1156,3493,2220,5886,5465,191,3792
6,4595,1044,4140,3463,1505,266,5122,6088,4082,4256,1119,1118,5148,5627,4586,477,2859,5581,752,782,3907,5496,4160,2229,106,4853,5751,4755,2354,1881,5710,1858,5644,4560,316,2098,2169,2060,2078,5491,5105,1277,3336,361,1319,1969,5316,3924,421,4597,5783,5035,5858,2217,4891,403,860,4772,3160,1967,4708,4402,2942,3073,2961,3627,1245,2754,5910,4512,460,3349,2292,4056,5527,3037,2561,1139,419,4409
7,5271,4807,1230,2428,1986,3155,2108,1153,3931,5432,1077,3716,2294,4289,6029,4352,3895,1288,864,5485,149,5162,1100,4347,3913,113,5145,2190,274,5041,1958,1413,6229,5567,4588,6175,1909,5684,204,4829,6114,5865,5364,4846,6054,2568,1716,2090,3444,5232,1676,5840,1388,102,5634,3880,2214,587,3560,4163,3292,1215,2406,3430,4888,974,1009,2770,107,2176,5608,774,1604,3219,1200,3131,5906,367,3654,5193
8,3000,1932,1991,3973,6374,2654,3013,4408,4442,6103,5796,5964,3935,246,5748,5019,3550,4661,4773,5738,2473,2906,4906,1380,1358,5756,4867,5655,6261,2720,3166,3571,629,5430,2500,4072,1900,179,4271,4413,397,6295,685,5507,3356,186,1540,2837,1018,4038,2759,1853,1568,6248,3943,3674,1930,553,1047,38,1124,2565,1585,1075,3902,4493,711,3894,5052,125,784,1817,5716,3829,2491,3448,5218,5213,890,903
9,6208,4108,1363,1445,5110,2997,318,1042,438,6278,1541,4941,2349,4013,1887,5639,872,2138,2581,865,88,4202,686,5176,5971,4734,5674,6250,3076,4500,3029,1764,311,2494,2517,3678,5220,2863,4307,1848,967,4698,3732,3820,6084,910,1053,4676,6400,138,2703,788,4880,2635,1694,5460,4822,4419,1365,3407,2523,2403,5130,6197,6090,1497,850,2461,5612,1431,439,4954,1216,6180,1736,4280,525,2543,4798,6003
