,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,3168,1150,4178,3141,4445,4402,195,2174,920,4202,2850,1229,4424,4271,3224,1197,1623,249,5768,5606,5233,3465,5337,1606,6188,4097,2993,6070,2548,2177,3382,104,3184,3629,5219,5571,3368,2119,4946,689,3904,831,4556,4412,3871,2630,4201,912,4566,1557,2679,3881,5950,5110,2466,4862,6097,5196,1529,3400,3073,124,463,2618,711,3343,1099,1202,763,190,1941,2761,5782,3437,5603,3156,5270,788,4972,5793
1,2862,1518,5722,4090,545,2093,6161,4255,2760,4805,3015,6071,5178,1994,454,4465,1768,626,3788,5850,4815,3472,1977,4074,1687,142,4225,2325,6207,4767,6290,1553,1634,6399,1354,872,221,6046,1875,4261,3754,864,612,1327,5773,944,6292,84,3352,605,1782,3939,3589,4835,301,3334,604,1619,971,4502,4309,3317,3145,1630,5897,5997,5132,5045,5429,2,3282,5471,6035,3300,5464,4833,2565,2180,995,713
2,581,6392,5824,5478,368,2408,5524,6085,98,4037,4274,5331,1490,1823,5457,5826,5319,4817,3710,3089,4166,1092,6360,2798,593,5318,759,3069,747,3252,622,3746,3,1305,5967,1136,5909,715,3592,1446,6088,6303,5182,3917,2355,496,2317,4622,1387,1934,35,3401,5039,6260,59,1595,6165,2083,1160,2822,5353,1752,5249,3766,4731,4665,4281,243,250,6153,4290,2159,207,4091,2954,3398,852,3002,1134,3764
3,3774,1489,6383,4237,2441,1473,5298,5450,2809,1835,5028,3570,3091,3318,2135,4013,5389,652,1608,1674,138,481,5493,409,2637,3121,804,5870,3295,5011,4456,1773,533,5315,2840,247,1468,4595,4001,5396,1937,1911,1073,2477,5148,1559,4187,3375,4512,4573,4724,1796,539,6348,6151,3133,3277,6299,3370,1009,3885,5090,1316,2377,4890,4128,627,4003,2608,1644,4320,2322,6010,4970,3651,426,3397,3833,1310,4285
4,1886,6245,1175,2726,3790,2337,1161,291,3598,5925,985,358,4475,5993,5923,5002,3183,2276,4419,1669,1939,5968,2262,6236,255,1801,6291,5775,1412,2132,2588,1211,3120,675,1060,3925,5139,5068,5855,151,4968,5317,4561,3004,429,223,4165,4046,5874,472,3041,5905,1511,4623,3361,2740,1744,5779,610,616,2323,6022,4549,1903,2391,2812,728,4858,3280,1464,3380,1115,5701,1125,4777,3431,712,3819,6378,6003
5,1459,4414,2668,1287,2150,187,5801,3326,4287,901,3768,252,6136,1147,1297,5833,1991,245,1678,2563,2185,6400,5601,5301,3602,4989,2552,1122,4839,4708,1503,6225,3164,4100,4480,1593,3900,1261,3364,3161,2354,3010,1244,4877,1236,2214,5193,6156,3773,1676,2806,942,1469,857,1617,1351,4391,2967,6319,2379,2545,4489,6240,2723,6374,2297,6056,552,4356,6271,4685,218,4551,4076,3919,1908,1286,801,6293,4129
6,206,1765,1767,1241,314,5639,1646,5186,4382,3640,5536,83,4292,3262,2984,4214,682,3831,1476,5187,3903,1912,4471,3654,5201,1413,5114,2039,6160,168,5239,4496,3966,2201,1361,2874,3693,3576,4075,5026,3729,144,3291,4899,3984,5667,3181,2131,2094,4485,394,4786,4957,5067,2306,4102,6302,6239,5728,2269,2151,4978,1695,4387,3690,487,2513,3542,2742,5526,1194,3245,3481,1196,311,677,257,5755,602,3981
7,1920,1946,548,1652,5275,6237,1945,4122,338,2690,1877,1367,4466,4757,1924,4850,5435,4714,3528,2285,2867,3616,494,2821,5284,1251,1784,4559,790,928,953,1808,5505,2747,2244,5312,3159,4701,1685,5307,5669,2175,3858,755,3003,2266,2978,643,3971,1210,4207,4337,3619,3600,6001,5895,3526,2994,824,2781,2990,1410,5889,3868,5433,1349,4742,4103,4790,5937,3947,5530,469,1308,4417,5753,5856,2403,1106,737
8,525,1368,4662,1470,4713,141,2350,1393,3918,5825,1583,897,2906,3337,1944,2581,2756,3609,4635,1836,4086,1793,3035,754,983,1037,5631,3996,4461,4711,4844,1586,5789,2828,6226,2402,4975,1730,3116,6194,4077,3712,3491,4209,6,1423,1571,3353,4111,3433,5385,3054,5559,1432,5260,6089,100,4571,474,4625,3144,1976,5080,4519,3692,384,2318,4431,3259,265,2082,2291,3771,5437,5972,5757,120,3497,6261,3223
9,1723,1477,4608,3523,5296,1754,2518,3910,4365,1039,2190,3118,3997,776,364,1381,4423,3474,334,342,4725,2936,1524,653,1880,5000,1008,590,3009,3391,4123,4047,5016,1802,1879,2838,6250,1855,2225,2497,1024,5406,4560,3405,2486,6234,3109,4935,3957,5957,91,6017,4838,5402,4049,2833,4897,5209,57,6267,5044,2118,269,4788,2940,6091,4852,446,565,4298,4366,3212,5365,4755,3501,1050,2165,3186,3483,4953
