,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,1580,5304,4366,4537,4868,5684,1670,4500,3826,5002,1149,2435,1698,2075,3585,620,2287,4004,1555,3429,3605,3598,4425,5042,978,2877,497,4481,2794,1464,2224,4565,1494,214,282,5036,2928,4100,3705,980,3691,5217,2335,1250,2009,1163,4392,1997,4031,4719,5743,4934,1528,3947,473,860,3738,2804,3454,2912,4654,764,4341,5120,3620,5919,3663,2173,3460,641,2782,6138,1194,3694,3998,4372,5629,4434,3633,5151
1,3547,1667,2338,4085,889,4504,3210,1947,4808,6304,319,2733,1167,2751,2,2959,3148,1397,1696,5282,5802,4458,4609,1107,1547,341,5228,1872,2718,831,5523,2082,6377,6271,1996,5454,3776,3915,5430,3648,2580,5834,825,5380,6326,4627,951,6266,1132,875,19,1136,1248,3874,2707,4630,2503,3304,893,2496,3156,2428,4981,5860,2019,93,3267,3704,1713,3855,4382,4961,1958,5896,5959,1790,1321,2889,5465,4999
2,3091,2671,3898,3955,3880,820,3437,1016,332,163,5251,5413,1746,48,4443,3797,1564,5506,6036,4348,1828,2078,2620,3152,3557,5489,557,2267,6068,1889,5797,3982,2190,4552,4619,2623,1195,3223,5349,4625,2614,1428,838,4198,1703,2796,99,1921,3977,4642,1759,4700,5649,5071,5276,2773,3047,5869,2186,2526,3970,3329,570,6178,1179,4874,5917,586,4652,1757,5800,236,4422,2421,811,5070,3392,1576,1989,5164
3,5109,1873,119,1632,865,790,4786,1909,4327,4402,5505,1459,5612,4097,4471,6083,3265,3100,3086,4686,6323,4880,2998,5234,2900,2770,3490,2649,4129,1871,3517,3669,4417,5083,2799,4364,5636,4792,69,2337,2403,6192,2806,4171,5786,1885,1253,902,2377,4872,629,2023,2211,4439,4103,2869,2129,2504,2059,5242,4679,2814,2890,3195,884,120,5745,2795,3649,774,31,4356,3574,6202,991,3193,3538,484,2360,1808
4,1346,3325,252,5823,5911,2363,4379,4464,5415,618,2442,3554,204,4381,459,2720,1840,4342,380,314,5932,3225,3198,2722,3926,6009,1226,2026,452,5700,3864,1313,3466,1639,5772,1466,2516,3844,1770,2609,4697,5758,6296,2201,5755,1374,1920,550,2701,4929,1278,4444,3344,869,420,971,3240,325,6214,5343,6194,2296,475,5094,5584,4638,689,1900,6230,3290,3943,4570,5107,861,2793,5763,6106,685,4046,5940
5,1071,3913,5062,5302,652,4204,3134,330,2089,5739,5275,1028,1447,2524,6275,4962,1756,4442,5522,87,253,6389,377,2874,678,1291,4617,4558,5558,3190,2968,1353,1929,317,4286,3986,4523,3912,2260,295,481,4828,2954,1138,1266,2361,3339,5187,927,5915,1408,5329,5373,91,1765,3326,5427,6385,4813,2936,478,5837,4312,1023,1783,6390,5931,5508,188,379,6018,2810,2471,4911,2564,4905,3840,6167,1615,3233
6,5352,440,5776,6000,153,1890,6157,1980,6041,5548,2523,80,4587,1847,976,4866,2779,1720,4668,4648,5321,1210,6306,4176,5041,1471,921,1678,6098,4273,724,848,4065,2747,3545,3141,4576,4028,4846,2480,4529,3940,3245,4117,2387,6032,2819,2676,1236,6333,1655,68,4269,1604,5203,303,5812,254,1020,1964,2630,3176,4845,1716,6260,5424,327,2424,2993,1778,3918,493,6025,1519,1905,2103,1731,5938,3668,2175
7,2003,2136,2774,3843,517,1868,4219,4496,1247,6161,5551,6287,1776,4137,1785,5136,4145,2934,5032,6364,2012,5848,2661,1660,4721,1689,2976,5827,2091,2088,2418,1926,2355,2827,1271,4006,6341,5141,6189,1573,1978,4520,1734,2888,5331,2233,4995,5008,1233,388,4605,2367,5221,3102,2307,2317,4148,4682,5371,71,184,2457,6077,5372,2158,1829,428,6239,949,3425,4033,110,5907,2709,2881,3013,345,3188,146,2060
8,3903,1501,4322,5998,4407,4613,1454,3972,6212,2540,3546,2349,2972,6397,2578,2044,718,2663,952,821,4433,2832,5287,6229,260,4037,1245,3366,1078,3285,2463,3703,4544,4706,1445,4793,4836,6094,4943,1502,5760,4295,2369,4376,5440,1931,4038,4632,1588,273,3784,306,2305,5264,1154,3075,5516,776,4016,127,198,4452,903,2385,3725,1898,2501,6293,5766,675,4473,5179,2802,3291,6148,628,3119,766,4645,125
9,4209,1619,483,1021,3179,1367,6048,1157,2359,2137,5065,6040,2986,2684,3237,4495,1211,3519,1239,711,5247,4211,1357,1407,624,5057,5876,1314,3907,5124,2014,2727,4116,1640,322,159,3417,5764,2554,5024,2666,5741,1986,5709,789,2263,1569,3078,5524,3597,2506,4969,5143,2967,5883,4789,5494,5727,3182,431,2743,3316,2907,2475,2922,4406,3833,1256,3397,2276,3033,5162,5994,3110,2331,5438,3717,2700,3232,1152
10,862,3518,3410,5672,6131,2189,5686,5878,1642,616,2940,1111,5189,2214,6,2096,3497,4224,4769,6218,2068,2013,519,5305,1399,5987,3289,6249,2040,5295,5644,3716,3169,1,3420,3599,1761,6108,1246,667,4672,1347,5914,2772,5105,4119,2430,1277,1594,2908,5341,2836,3166,1372,355,1979,2835,6003,3094,4760,2925,4601,1545,275,5175,775,6223,2177,3279,3016,3690,2868,894,1552,5832,5146,2797,311,1936,5781
11,1114,162,1137,4309,2754,417,3088,3317,5091,5288,829,4244,1404,1461,623,3424,6118,1940,6310,4161,5398,232,6076,2425,4502,336,2482,2950,3540,3405,1108,5258,4315,5102,76,1911,919,3906,70,3531,5529,1318,2215,5647,5554,741,558,2834,5237,5051,4811,5452,3822,3757,619,5128,2886,5719,1072,3170,5498,3473,5859,2531,5901,2079,1015,1984,1974,4276,4011,5989,4242,1444,2007,2447,2893,1468,6081,5015
