,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1156,1375,553,870,997,1351,1071,482,1419,462,311,1191,1155,1416,702,723,193,685,961,917,684,1022,990,644,339,919,1448,634,1591,264,352,1459,882,656,56,451,802,597,160,80
1,639,1597,1481,36,242,77,799,1300,950,510,1066,393,1577,1125,1275,927,701,972,1240,18,263,810,1357,195,348,1545,1474,525,1295,76,371,896,1508,225,213,111,1326,1336,1157,64
2,1201,1250,1000,1329,929,712,1031,269,107,1409,1100,1197,1278,577,541,513,1293,931,44,602,163,1238,1440,769,1472,167,115,766,34,867,276,444,1198,893,1434,203,17,1437,1259,515
3,1123,1076,922,1149,954,1186,1021,95,661,278,237,141,298,1365,795,268,1082,326,338,1209,623,1179,267,1254,614,706,72,741,1446,946,831,659,1366,1401,813,1118,840,1063,1127,430
4,1536,401,1196,1276,1160,230,23,1318,1045,1205,396,1175,245,6,1491,1216,1465,325,328,1068,853,253,1356,168,435,801,538,1193,571,1161,1582,1557,536,822,993,425,5,84,1310,272
5,333,475,4,683,1106,934,404,812,907,1358,854,1473,751,848,86,376,1011,228,1151,771,1056,402,1113,1044,652,1291,1232,1333,13,364,736,1490,191,1505,421,1126,587,1009,600,1290
6,806,490,524,826,1511,1385,582,1180,443,403,85,988,1349,807,128,1596,408,1378,1163,147,794,125,1313,173,750,1046,83,1455,703,1456,277,96,601,534,1120,1315,1402,382,1164,1032
7,121,1166,135,913,1424,166,1587,1391,991,389,1486,1325,841,459,629,1427,521,1026,283,197,847,1264,302,509,843,452,858,1154,37,1380,625,219,397,1215,899,1062,877,1285,365,953
8,1138,493,1087,969,832,1158,1592,721,16,309,1576,75,73,1061,705,828,632,1389,1379,1554,261,370,774,251,1122,1428,189,54,409,1057,233,687,292,694,1251,1260,1136,463,976,1526
9,1147,578,730,740,576,87,775,1589,1292,588,762,400,192,940,236,68,90,1121,42,1452,1581,1542,1312,40,1168,873,1130,89,1569,467,1469,231,1450,1001,1195,564,1064,880,921,69
10,1510,1142,175,1354,1274,487,817,314,605,1476,1241,1463,1590,570,849,1243,1226,1289,458,874,270,162,238,761,181,223,568,410,551,963,981,798,645,1594,875,156,288,805,804,790
11,159,1442,933,844,293,1386,1005,579,65,865,709,680,216,142,1257,106,92,1129,1092,59,1444,1403,377,337,391,945,441,1534,1323,363,533,1552,275,478,1344,1265,1575,1372,1271,744
12,8,1571,1108,88,1398,1600,788,959,1047,457,99,1322,308,1441,109,1101,1012,464,977,1496,331,344,455,148,776,174,1028,816,488,753,1535,1024,1099,1348,157,1078,45,1425,673,970
13,1302,1192,583,952,387,67,752,1525,904,555,675,407,1027,846,713,345,838,1134,1431,649,1266,1390,572,1408,938,516,62,947,1079,177,1296,222,426,547,1054,1501,627,1038,291,379
14,755,908,486,273,745,914,310,226,1229,255,1520,139,1306,1507,859,1172,185,620,146,1008,1233,209,101,1426,1466,495,497,1361,1252,1483,342,456,1521,1566,966,113,1316,1220,413,21
15,884,207,390,898,1091,643,1436,654,641,1547,700,315,756,787,1170,886,14,136,1085,1224,335,1248,815,1280,411,1277,1369,316,1453,617,1089,1037,808,809,496,1363,66,330,545,892
16,748,1400,1347,334,1218,1188,257,1131,229,1279,951,500,46,857,1321,312,1104,845,332,1500,1288,1331,218,361,153,1544,598,1019,20,1343,1194,1144,235,698,1206,1103,1075,32,274,285
17,1471,912,1404,638,1116,1249,783,651,1119,1048,221,609,1141,754,738,965,1202,734,320,1518,476,823,211,126,666,1509,691,479,196,800,760,833,619,735,902,1561,491,265,786,498
18,1150,918,1530,1515,399,979,280,1036,1411,217,1053,492,710,47,1376,814,247,688,1117,346,453,131,916,1487,154,573,123,531,792,1362,1457,1485,1504,1097,960,613,943,234,468,412
19,385,1153,1135,353,180,1140,149,187,1341,789,1540,1381,1181,759,593,512,569,1517,1470,519,1055,1183,104,1261,105,1314,319,395,214,948,473,1550,1124,667,894,1267,100,557,696,941
20,1272,714,1475,1309,850,1213,603,955,1342,628,1580,797,770,891,33,1030,1043,855,1174,183,589,560,140,785,171,725,1454,526,300,1109,511,717,1016,178,548,732,872,155,1395,820
21,1392,655,1421,336,1242,546,1098,151,1041,260,1204,664,1345,1382,3,248,246,973,449,381,1017,1034,1492,559,742,1088,208,777,829,549,871,447,529,343,949,1319,728,779,1461,1262
