,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1020,407,1289,1172,1571,546,1015,276,1122,910,1318,711,319,1042,1012,28,61,657,1116,374,570,940,1030,412,1066,1482,551,459,679,766,1054,10,1589,97,993,242,1530,408,893,1283
1,38,1320,1526,1439,1383,701,1183,1455,1573,846,612,1520,71,239,497,161,1232,1,342,199,684,605,82,238,409,682,1335,1224,542,642,204,1584,12,1227,830,1394,987,1370,79,1552
2,557,839,1303,690,87,1408,1214,442,1435,437,589,611,967,697,424,1167,1413,1198,787,14,89,1555,372,1252,1111,764,694,129,535,641,295,538,961,1549,60,1298,1235,1454,128,1081
3,1556,678,1120,892,1357,131,76,422,1037,475,804,291,271,77,1446,1582,1464,1307,1443,1149,414,718,875,562,593,241,292,356,429,1060,1390,942,508,493,1117,656,858,1363,451,1124
4,279,309,752,124,712,1241,72,954,1236,1578,1445,869,1262,921,118,998,228,113,872,617,1436,74,609,1185,677,852,674,236,1353,1328,510,1290,444,1313,1532,908,1316,9,1005,569
5,326,1481,169,1468,761,268,249,3,884,692,315,658,1018,1387,119,1072,1115,552,636,1527,237,419,1360,1519,1368,1177,808,158,745,501,687,492,1225,1554,1341,507,716,185,1148,1173
6,994,590,540,878,806,603,363,774,1366,1537,376,980,564,780,487,707,554,166,576,838,1163,150,661,1266,1154,1287,1264,1170,1190,217,1136,348,1528,488,1271,24,99,1079,643,1403
7,29,1483,1513,526,883,723,1207,146,516,73,466,313,1281,1522,957,746,1509,1376,927,7,867,581,1181,1026,195,805,1399,934,500,567,1392,1242,462,341,556,186,762,1407,965,449
8,343,1410,436,123,277,232,938,1127,247,751,1055,620,1031,1524,703,1209,966,413,1512,786,688,588,912,1008,294,1275,349,1113,1469,329,680,1165,456,1296,1378,511,484,1398,448,476
9,1433,1461,151,1373,297,558,426,1178,37,1211,1152,434,879,235,418,1002,1501,916,582,224,1478,1311,876,1169,179,1061,1474,650,880,923,47,683,689,435,1594,778,311,229,1535,250
10,1547,911,92,100,817,1223,1590,1046,800,1575,1001,471,860,1321,715,1131,135,881,613,200,1100,396,972,171,781,381,1459,1006,41,943,1106,790,91,1400,877,506,1257,931,749,34
11,624,1480,377,1219,571,1280,16,741,1077,548,1437,772,907,112,2,1466,1238,601,1140,756,62,252,1191,122,369,512,926,1541,1144,651,1132,864,648,1349,645,98,1160,1220,1381,389
12,1503,193,324,312,1536,736,1087,528,1276,392,347,696,320,1282,468,257,1108,889,198,1038,1095,489,379,1451,952,1365,1431,18,754,988,1073,600,1098,464,1014,393,1277,1270,255,1164
13,734,316,1171,1135,1067,1567,1034,953,1471,649,159,1134,1159,859,891,289,218,1505,826,608,1097,1423,618,253,1375,467,1076,371,917,970,750,797,84,638,183,1569,619,698,305,65
14,495,386,1128,282,496,1032,486,207,522,747,1382,1151,885,561,458,1065,394,1216,66,1525,136,1176,212,909,1355,724,553,1587,1588,1022,544,1346,890,400,254,1103,328,735,1372,1302
15,974,1337,947,700,1495,1166,1285,251,355,632,338,803,1479,823,1043,360,1327,301,901,387,946,1226,1529,1386,160,1516,248,1295,873,1347,58,216,936,494,336,671,321,149,1345,64
16,106,1222,788,633,21,6,63,1579,344,1497,1228,992,125,903,1339,147,1538,1485,847,849,1068,1562,729,133,474,80,986,868,219,39,770,1427,1504,1200,116,1420,117,963,1053,1580
17,547,1023,134,821,227,818,637,334,771,1007,415,70,1414,132,530,1147,460,1049,1084,266,143,1294,78,1229,801,1292,94,191,976,1489,958,1323,1476,1239,1138,1342,1447,1432,969,223
18,1488,708,1388,704,798,792,390,410,1490,1189,142,431,427,19,918,596,479,1395,197,1422,215,1539,949,1440,941,760,351,602,180,1069,1013,644,455,1058,1240,440,1011,886,1331,513
19,563,820,1141,604,1441,1299,1215,345,573,1456,385,1110,520,1324,189,660,1114,748,1180,726,1118,630,871,264,1293,837,373,480,346,1389,722,532,1543,1546,68,447,8,732,853,555
20,743,1448,56,1150,695,527,165,1487,365,1218,1508,211,1182,11,1564,675,281,962,977,933,565,1465,420,502,672,243,1133,4,1101,1094,1119,286,769,1090,164,559,1585,1486,138,1467
21,728,490,1438,22,240,1419,991,1192,1404,1559,33,822,477,1540,1570,140,384,213,814,566,43,928,1457,1542,187,1234,902,623,438,1157,539,699,1267,1003,139,579,403,978,284,1576
22,758,105,663,331,23,1421,69,1586,1418,256,162,1330,662,491,866,230,669,1027,1059,416,597,298,1212,263,1291,785,1393,896,1412,560,1284,1112,1308,421,1268,1396,173,1348,1350,111
23,1510,731,1429,997,175,971,719,172,509,153,1444,1250,1577,498,30,244,1044,777,874,685,894,995,1369,1304,996,592,1083,262,725,1070,323,904,834,285,1484,744,55,221,1052,1039
24,96,423,796,1371,1380,714,842,628,439,793,152,681,1260,789,1024,767,693,1332,1498,626,819,944,15,584,1245,905,1460,13,1558,214,706,1109,895,322,52,768,1093,375,1453,1186
25,109,445,856,1518,1312,308,1004,1188,855,307,591,935,26,862,981,863,1155,1550,335,1210,629,287,288,794,1184,937,738,1036,472,93,765,757,357,1566,306,1511,1426,354,1082,1028
26,882,1544,303,265,364,1202,1458,631,521,533,721,899,782,1056,267,1125,647,640,1574,1174,572,587,1452,1500,273,46,1334,534,1344,302,481,1417,261,49,156,1099,1442,1062,27,1494
27,577,453,293,959,850,1096,1411,1572,310,454,170,188,470,327,515,1343,1010,314,90,1051,1237,1492,1333,945,382,653,1143,1493,337,141,1523,86,50,1545,1145,1598,915,220,1029,1300
28,1265,1104,83,1161,1092,1288,854,523,666,865,1521,176,202,1329,1325,503,428,51,1477,1274,755,145,350,948,1107,370,524,1179,469,59,668,541,1377,457,870,368,1019,1193,1272,1162
29,1123,955,1581,1391,192,85,773,857,1470,1364,260,673,332,610,1153,430,825,42,989,465,1415,537,107,1086,1491,402,478,1040,827,652,406,1359,482,518,1278,979,799,1105,398,1091
30,1499,181,829,1197,405,54,231,1261,222,411,990,1506,930,1384,999,1517,1175,1551,807,1233,25,975,366,182,531,730,208,1450,1596,1279,1434,717,898,114,31,1254,154,450,574,670
31,634,1600,607,1045,1208,290,906,598,110,127,811,646,984,705,258,739,130,1425,1362,1593,920,330,1078,753,983,622,425,1075,272,763,616,1338,1139,676,791,1089,709,841,417,1405
32,1137,67,1213,48,388,433,1361,654,1297,1021,1568,914,1142,702,1597,1462,851,1201,233,950,446,964,1322,209,1204,333,148,1203,783,53,1088,1531,1195,595,1416,20,664,325,178,104
33,1194,639,485,270,809,824,299,1533,274,1248,1591,1158,1231,737,380,32,982,1025,137,924,1553,1074,296,845,1406,1050,226,985,514,1247,1035,101,519,1048,1206,594,939,225,835,550
34,779,395,397,1168,1315,655,115,720,177,1217,1317,1592,861,461,968,1305,300,399,727,659,1374,1358,44,504,848,1246,194,1309,1449,1130,157,206,1351,517,759,1269,339,359,1367,713
35,913,88,1475,45,353,1502,1583,1187,583,75,36,432,585,1121,1310,259,1352,463,245,1402,1314,1041,1255,1205,57,108,144,1424,205,1146,1263,919,733,1196,275,1565,1515,234,1286,126
36,740,167,1253,1463,1306,549,1563,340,358,103,1273,568,580,1085,900,1258,246,401,812,391,1057,925,1071,1340,1428,1557,17,1243,816,956,361,505,897,1356,1251,210,352,452,667,203
37,575,932,499,1256,1319,1249,843,1156,529,473,1126,1397,815,1496,545,1033,828,35,483,378,1230,102,1326,155,362,443,1599,1259,627,1379,836,802,367,317,1009,686,887,304,742,621
38,586,1047,1354,888,1385,929,1336,163,1548,831,1244,784,691,615,1473,710,190,283,1017,1514,1129,525,813,269,625,795,1534,5,635,1301,922,614,318,168,775,1199,278,1063,383,81
39,1016,832,121,280,606,174,951,1401,833,810,536,1221,1472,441,1561,1595,776,1560,665,1064,840,120,960,95,201,1409,1000,599,1080,543,973,184,404,196,1102,40,1430,1507,578,844
