,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1520,903,757,23,987,1105,458,448,15,751,166,42,287,193,713,799,161,535,1505,1594,1156,1176,637,1214,1456,656,790,1044,1564,851,550,1357,1278,1487,689,1091,992,278,735,57
1,1290,1225,322,847,1019,1152,1552,934,1296,1400,910,984,455,1462,413,1476,1513,355,89,256,1323,182,928,1586,164,291,976,513,415,317,159,192,1120,1304,739,902,1467,223,178,91
2,238,222,1295,1273,134,800,1241,895,498,188,712,1387,983,1393,649,492,1132,434,289,641,534,875,439,640,60,551,310,1045,946,718,592,971,1235,1599,564,1598,1229,1588,871,759
3,1311,1029,758,1023,366,1221,1123,1330,1286,862,1451,1231,462,1262,400,71,402,444,1536,503,74,1074,1459,1069,1138,964,1124,92,154,290,1517,18,4,848,397,1530,141,342,369,1345
4,205,925,721,915,1022,1351,1355,1024,424,1503,518,162,1423,905,1121,121,485,16,1200,167,1491,1110,312,1174,326,76,1504,294,1319,1242,1086,56,754,128,752,1545,837,1284,45,1122
5,1465,321,367,844,1407,1412,962,262,1218,1192,1050,340,316,694,1117,617,217,684,1494,106,169,214,973,841,78,613,86,1359,627,1382,1488,1205,763,832,1354,1046,125,1342,376,1062
6,1574,28,901,456,346,886,974,403,247,985,574,3,585,411,1079,1179,756,583,864,1550,935,843,1053,427,806,610,67,1298,670,1475,1490,1178,1429,1194,803,1448,119,1269,240,282
7,120,745,1454,932,728,1493,1277,226,734,819,621,1338,452,1559,1184,267,505,808,441,1576,496,9,820,818,839,729,1439,1095,443,1410,899,105,625,1011,840,995,17,889,408,854
8,1248,1114,582,540,352,37,688,323,1155,787,1249,142,566,812,220,765,958,1570,49,530,1581,1408,863,823,34,632,1457,1131,152,1288,557,298,1432,545,968,1343,1013,767,1188,853
9,907,118,1539,1224,747,1438,1577,1320,1418,231,514,22,1084,727,1403,667,335,174,213,185,1485,163,636,912,679,477,1065,998,1329,1140,122,1245,199,598,1468,88,1047,1230,1209,87
10,236,662,736,541,1420,447,750,1279,1030,1332,781,1033,1386,210,845,743,1236,232,348,272,776,1569,172,100,1589,1591,48,861,6,96,994,887,724,1433,1226,678,1442,1312,572,425
11,827,1094,27,1341,1116,1100,1509,508,629,554,338,12,1554,547,633,647,881,1333,393,996,1388,644,1307,251,764,648,1563,110,1508,258,740,405,296,699,786,135,1281,1051,1349,798
12,716,762,171,1516,1181,1470,32,1173,1358,1440,1534,1134,228,965,749,1081,186,270,502,354,671,255,109,719,748,685,432,211,1376,1018,55,532,1363,1522,531,900,802,687,1419,1163
13,1256,770,464,30,1232,1322,253,666,947,437,330,1458,147,817,359,1498,654,1428,911,1280,50,209,1374,1434,1025,1185,668,471,84,218,149,746,628,1587,615,850,1538,769,1107,1054
