,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1318,847,198,755,1306,194,1589,897,1009,739,138,639,1264,320,1417,1496,836,279,935,433,303,173,360,852,1189,1237,1164,1177,529,1084,1575,573,326,301,848,91,219,1168,780,1462
1,799,258,177,1595,1245,378,458,253,1126,388,1280,762,635,1195,394,1309,49,1541,287,216,822,934,1587,153,936,355,1384,665,218,1546,1139,1148,1475,267,615,1141,351,1445,686,808
2,55,790,939,1055,57,1286,11,811,1182,1427,1502,841,385,1005,102,460,1118,1351,873,766,1313,1312,1337,1111,1053,70,717,613,299,1001,784,465,730,883,779,157,690,1000,1478,212
3,369,1157,1019,334,1252,159,1250,1403,1246,477,672,915,1500,1167,1295,16,1023,726,954,889,637,510,73,338,1016,1220,325,923,1593,705,135,769,1249,593,234,1011,965,551,1022,328
4,28,333,1032,1043,1449,1468,971,1503,349,58,314,947,716,1015,50,448,1070,1510,362,1482,1101,651,696,1467,794,1069,674,542,1291,1346,747,1334,974,806,21,100,844,244,403,768
5,1209,809,1469,647,964,908,1258,199,1080,1181,1498,114,803,53,1283,795,1408,430,178,496,623,864,1422,1234,1287,337,1155,149,1364,687,1014,682,169,427,1021,982,661,1025,96,39
6,776,881,1092,1421,656,1530,710,1178,1235,147,186,305,1395,220,1142,368,1370,555,1374,1317,1574,1558,995,188,195,418,732,226,805,678,677,1071,312,1207,962,919,1302,109,71,163
7,276,509,329,1557,1376,1076,1277,761,204,636,1274,1429,117,859,307,700,1030,1293,1202,517,22,1247,680,101,1480,25,1266,1303,872,737,581,500,728,933,1107,862,421,1451,292,683
8,825,1550,1041,1450,284,525,771,383,1567,134,32,1585,627,945,356,1301,714,502,482,675,1425,420,598,1391,565,278,1052,1298,1190,1479,1345,685,243,648,972,9,791,74,1211,597
9,1099,1194,1336,743,1049,1380,222,44,693,1081,47,858,1062,1495,161,23,411,507,988,1402,241,629,443,1305,560,1064,745,960,1332,914,698,1371,900,339,464,1426,176,459,970,1229
10,1459,364,295,84,407,588,1578,1568,85,1423,209,29,352,1186,1527,526,901,1407,1536,1,994,1534,257,324,248,1399,1430,298,1319,668,1504,38,729,601,191,724,1013,1007,1401,816
11,230,567,1420,155,174,315,476,239,1087,879,997,1584,1106,455,414,1029,1387,474,1260,1042,1537,544,819,692,996,904,748,1405,1256,1331,256,774,289,929,1494,19,607,704,1261,165
12,393,931,116,1093,1227,434,132,332,946,1307,1272,1088,1129,1461,1290,1320,898,495,568,217,1385,343,826,34,1127,468,569,1120,906,108,382,262,1591,1576,1224,1020,912,736,628,154
13,98,990,48,1354,963,1002,979,671,709,499,330,1204,907,1117,121,454,1549,1341,1226,1326,62,1362,1109,1448,405,1505,1310,669,357,1232,229,723,104,521,225,200,399,957,1119,1196
