,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,674,254,1596,341,741,856,169,283,389,861,1005,122,732,1228,678,85,621,461,618,1373,676,1393,697,642,1419,1411,718,367,332,1495,1152,824,1555,1578,1187,1367,765,591,634,130
1,317,712,132,1307,243,1166,344,1595,723,157,104,1195,1157,1132,1068,753,1138,976,1599,1249,1067,524,1030,12,652,549,1303,1248,1545,1251,257,813,762,202,1118,192,457,116,1323,532
2,1583,1546,1079,919,958,518,1526,1308,859,1052,428,241,98,1510,649,1439,127,436,959,831,442,1006,650,1210,364,963,1589,205,855,26,270,1049,904,605,1369,282,608,606,266,685
3,792,630,1533,1215,114,86,454,587,18,276,613,489,1041,1566,541,1179,1451,1350,847,1547,421,984,1211,631,397,610,1229,785,339,484,181,250,453,1326,1128,580,1125,1062,1027,1468
4,237,315,1134,512,1131,1057,1535,1151,1114,417,140,123,13,786,1063,1190,1254,32,1479,1484,890,995,979,965,68,1033,459,1120,961,1089,839,555,694,1124,74,50,759,1189,467,1543
5,1252,842,221,834,1453,559,67,1020,1121,326,698,1272,259,466,238,514,875,878,1278,443,743,1218,404,77,448,255,320,1397,848,154,1491,1489,1343,1554,797,704,1563,1046,1202,351
6,594,1038,1410,201,1016,1051,1171,414,173,54,1291,19,1283,560,975,1438,830,15,330,252,883,1336,879,39,1414,548,865,1592,20,1398,1394,395,1294,374,264,410,1023,1224,1242,1311
7,667,1107,758,1432,633,768,1517,539,242,1571,1168,372,1259,497,1112,1135,102,244,730,262,1000,567,1348,648,790,1461,922,1538,88,434,1025,740,713,507,814,8,1314,760,411,817
8,1058,969,1561,302,1014,1104,1047,891,1206,474,1320,182,1169,766,166,1022,124,1352,5,295,413,1260,1002,943,501,160,2,819,110,1527,1289,1139,343,1200,932,1455,800,1158,383,557
9,1354,491,1213,521,537,749,228,478,864,1274,46,1077,974,584,551,128,1499,373,816,903,1482,947,1122,263,1288,155,1116,1192,644,836,1456,1319,914,1340,1197,348,93,142,1172,334
