,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,978,708,1108,262,817,400,470,1,208,423,608,1102,1094,201,576,1488,858,1538,1418,854,759,921,1587,977,522,1342,1024,1201,83,665,606,413,630,1319,157,1425,515,658,1142,962
1,910,1548,993,896,530,1053,393,483,872,1501,480,783,115,79,652,329,247,1375,1025,1036,1270,1072,153,1002,195,204,1537,430,1500,627,15,1287,1017,63,1183,815,1439,1205,1323,383
2,1409,125,1563,702,5,251,1415,1253,22,142,365,1444,1430,1337,149,8,950,526,706,859,738,1575,1113,1121,323,637,918,1462,1348,398,285,1384,837,744,1045,445,78,356,1460,1092
3,1044,912,648,1331,544,578,1339,127,1449,960,1367,1004,1582,739,1518,636,1223,681,283,224,290,673,557,1015,397,703,594,241,740,1176,1307,573,1292,801,249,755,946,165,481,876
4,778,190,836,1494,828,117,428,16,1011,405,475,1096,185,1532,951,634,167,374,1458,216,1071,403,1169,1243,1215,1350,528,826,1524,1359,1544,551,1203,273,1391,610,235,1110,75,1149
5,1105,455,732,1165,1257,1159,1443,850,133,715,1483,1240,412,721,695,1217,1141,1178,1465,535,134,799,902,1279,1274,333,118,284,1001,267,154,818,1406,488,756,786,145,671,1277,27
6,1088,1427,1402,1438,302,263,714,1007,1344,261,1164,1219,368,1163,415,654,6,1343,1082,1485,1481,519,123,240,685,237,727,577,384,692,1009,507,761,1426,494,111,887,1320,560,1135
7,751,239,1325,1581,418,730,12,386,489,1291,900,10,33,101,538,734,1035,366,198,1363,1586,710,140,550,306,1467,1461,1473,705,1358,1503,958,1206,299,643,781,1027,1034,1345,968
8,1369,72,1589,509,1054,1542,615,1486,1416,777,482,355,390,454,1491,1276,1286,1122,304,1049,213,1530,885,9,1569,613,1251,349,947,733,202,260,590,206,1051,477,998,456,205,838
9,822,856,564,1386,350,394,762,750,396,728,1517,435,257,607,1423,1330,502,1311,380,1078,812,23,1126,1496,698,476,1265,116,20,1039,1600,874,1189,1567,1459,295,404,1144,292,277
10,1431,194,1546,506,1599,402,41,324,1029,842,619,1259,1147,1057,772,472,980,362,30,655,843,514,1329,200,1200,191,970,85,1414,906,1179,764,587,880,1128,1016,1304,164,1272,807
11,603,1547,287,1048,363,1065,420,1591,1058,1557,646,1052,1226,679,546,1357,899,1061,1244,1148,680,857,1355,419,952,243,168,113,1182,429,231,1395,24,521,293,466,1083,1150,146,916
12,1132,1565,806,1315,931,13,431,726,571,890,1507,1227,422,1003,307,617,1595,709,659,996,909,1396,451,452,68,804,175,949,471,1434,1545,492,830,547,593,382,1224,124,1404,348
13,130,1388,347,39,771,1361,722,1555,468,1115,1145,1075,82,1247,841,1484,458,1188,1281,459,1400,994,95,67,53,309,92,894,959,1069,844,1091,567,640,735,1382,1579,982,143,969
14,1549,159,279,913,798,907,1523,589,457,1293,614,288,360,272,1298,999,248,620,1422,19,1451,1495,436,345,1515,1010,873,694,1450,542,38,409,69,581,1455,611,1081,770,1397,1191
15,1230,1232,803,35,897,1101,274,1297,414,84,141,1070,280,1407,633,1000,1134,878,289,845,139,447,1492,1464,1295,321,1284,1139,335,930,892,65,1118,1222,1370,1042,122,570,463,1266
16,108,1580,408,1192,1362,586,1062,1241,769,148,338,192,574,433,746,1338,720,582,763,992,758,934,914,536,327,1433,991,1055,1158,549,1177,1250,510,1441,868,1398,416,43,688,440
17,689,1151,61,1393,36,3,64,87,1104,478,270,1130,442,1333,58,1571,1509,1352,1598,1099,1231,915,1368,197,929,1153,291,626,1364,1302,927,1583,473,59,379,1301,742,268,766,718
18,670,1261,566,888,864,768,1527,847,371,438,831,93,1306,94,588,45,1411,135,562,592,1366,99,401,1508,1380,753,579,905,1349,1585,1511,990,310,796,166,313,988,1236,1138,790
19,275,712,1095,232,1514,1018,1584,100,1271,1528,965,877,50,1140,1089,1268,18,250,490,184,1242,1303,212,1157,296,853,1170,223,236,723,1038,344,1077,1360,97,1256,1084,1346,954,389
20,941,851,1237,357,1187,1137,328,1123,358,258,618,1440,508,217,861,485,1314,1030,891,743,312,621,1336,834,644,569,1156,1521,7,1457,203,1437,765,1572,44,1505,923,484,80,666
21,1068,32,376,628,178,17,870,1175,943,1255,893,785,1499,922,882,889,1577,294,1478,903,322,1103,523,1106,1552,971,605,687,1558,188,638,1067,1100,96,1198,410,788,1022,375,47
22,1056,1079,1347,821,1383,1210,1032,1213,303,186,748,1520,543,77,392,1028,1421,467,754,1489,171,704,678,1146,172,138,911,460,865,373,253,1212,114,1190,269,808,1288,1171,895,1133
23,1211,469,729,1497,129,898,609,1529,875,1475,158,512,811,1107,940,580,1006,650,986,974,833,26,565,713,169,1420,1117,1180,1556,62,719,1466,555,37,534,1248,417,51,645,1562
24,731,568,498,529,973,495,1597,901,388,967,1510,1471,1199,437,464,359,883,649,385,1340,583,1154,76,486,824,381,1181,341,311,711,187,537,1166,1576,1195,1519,595,1445,524,884
25,1119,942,517,794,1535,1487,161,948,11,693,925,1588,1498,752,66,1026,1373,548,132,1332,1228,552,846,281,1533,963,244,1129,112,31,1234,1561,218,504,809,109,1184,639,441,955
26,591,74,1490,173,1254,1262,271,245,686,672,282,407,747,1573,932,179,406,866,1335,1031,920,1513,1173,387,1162,315,953,1554,326,675,800,513,701,1033,1353,1238,871,1354,163,540
27,25,1093,474,424,957,717,559,1432,1568,1480,1447,867,1448,1269,1208,656,667,917,219,987,225,1155,1564,215,340,465,150,496,425,749,91,189,233,1109,301,1326,1470,1525,1442,136
