,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1195,190,269,611,88,804,926,775,968,1096,1017,640,1508,438,381,887,977,1346,1139,1229,76,1193,1484,1132,570,1372,1013,1056,559,677,956,1117,1032,829,145,319,365,160,201,1280
1,612,79,692,147,1471,966,1169,55,1535,1410,1068,1462,1500,1128,1258,294,107,391,1369,483,386,1570,1047,515,1243,370,291,1364,341,1157,378,471,1027,475,1095,195,818,606,873,602
2,233,691,15,870,462,330,1221,335,1152,757,1401,1046,976,306,569,1536,1104,573,564,1090,313,680,607,754,460,368,1171,252,492,797,1538,1527,464,1542,813,1262,413,423,1568,1345
3,181,1465,556,675,779,1147,1497,1160,1343,1023,1030,629,448,1119,208,861,98,774,1307,1458,851,469,770,973,759,1252,376,1332,130,1422,740,955,790,1029,632,69,766,437,442,68
4,235,884,563,258,112,663,245,468,918,578,45,1055,302,382,1439,755,1537,93,176,1520,912,1514,1031,898,1405,532,1137,919,1234,941,1370,1415,1134,114,86,1250,1366,470,1209,855
5,875,1326,987,1097,1482,1177,34,351,1335,1049,25,247,676,154,1279,900,639,715,833,1002,1328,4,1014,40,358,1557,17,1089,550,735,394,357,628,1595,802,1563,1296,499,1375,636
6,456,699,1289,1108,893,1185,1490,760,43,985,293,925,669,1103,800,156,1180,747,998,877,260,288,837,1163,1241,593,96,1338,1399,1486,562,1182,799,422,649,902,931,545,664,7
7,543,1026,417,658,798,1509,1339,729,276,1558,1385,1531,528,99,179,487,1282,1082,1487,91,1176,310,1452,1526,988,915,1275,284,650,404,274,187,542,389,527,845,1000,1181,745,346
8,1525,1186,1114,1102,272,225,1336,509,13,296,1240,153,333,1556,508,1425,1590,466,457,299,1440,292,459,555,1581,1337,453,561,1378,645,1076,866,1437,268,904,1061,344,127,146,1485
9,734,772,1496,1207,723,809,1454,1434,395,1196,1232,1450,128,198,307,718,1566,952,1503,819,517,938,170,768,709,450,1501,49,1010,1303,177,820,1594,688,673,73,100,923,251,213
10,1121,725,1424,1011,1469,164,202,1544,316,1223,458,1334,1431,834,150,33,1150,416,634,167,1170,1455,461,1489,913,722,126,1515,230,1313,721,1178,566,789,641,131,785,806,850,353
11,279,897,140,713,263,1162,359,1481,1340,1212,369,1597,1555,321,1304,1301,220,694,62,950,643,1546,934,75,693,489,1305,1571,521,328,434,763,1420,514,1382,266,113,373,1153,1278
12,630,104,993,812,402,337,964,1351,990,1295,697,152,182,338,716,1600,1257,710,401,429,936,41,1446,165,1145,1448,226,204,1585,1523,239,544,355,1524,81,1167,1155,1123,1529,1224
13,278,430,582,243,1444,1460,392,1199,400,6,605,173,24,1532,280,982,1127,1327,787,1352,259,1208,828,1333,633,943,1407,387,1092,871,18,1561,1534,224,467,1183,656,138,1249,1406
14,1093,412,1146,980,435,151,706,166,867,1507,1100,901,1456,1133,1491,1578,1582,436,425,325,1033,623,1315,1403,538,409,536,911,432,428,289,1259,505,670,231,267,97,1376,1314,494
15,1573,1189,581,942,1285,481,44,927,364,1273,841,930,579,596,679,1201,773,1004,744,1435,529,814,67,347,199,572,821,184,1470,1541,1389,454,1141,441,497,110,1445,719,758,1081
16,1099,2,1348,217,1356,1098,1293,655,712,510,520,711,16,986,1383,959,1053,1474,1052,270,478,1233,781,1110,502,894,1105,172,702,334,1591,1131,212,929,793,443,946,246,751,953
17,1267,1294,273,1306,796,232,554,143,411,551,864,908,889,535,778,1365,905,1472,885,682,463,1144,1237,331,455,1559,221,1545,815,1367,473,1588,72,1349,323,1175,185,1204,162,242
18,519,183,1592,577,256,700,1005,1085,586,119,29,624,12,311,1593,899,144,1253,831,1075,1517,1264,625,1371,631,57,525,1272,1342,854,597,696,928,1238,1504,490,1551,168,1451,546
19,1120,360,684,1284,782,935,1244,791,303,414,406,1006,180,1251,504,516,47,340,498,1074,1270,876,379,967,1317,408,1215,742,892,493,161,500,1069,1015,1263,1550,661,1358,1067,1078
20,1222,730,1360,1024,731,780,668,662,1467,824,732,375,786,1387,807,405,132,1300,840,285,590,1094,1149,657,1492,592,714,1373,848,1200,39,95,847,626,1035,1066,118,244,1058,666
21,678,60,1355,1038,374,665,667,1324,1518,1575,1113,1091,1368,1457,315,122,1589,685,537,174,1028,480,264,196,776,1577,1246,219,1247,598,644,1586,63,320,689,1228,61,418,345,1330
22,827,1274,1225,846,764,1260,996,1562,1231,42,1051,621,853,106,433,920,836,600,736,518,838,27,737,90,1269,384,1436,403,58,28,451,250,1135,1392,1357,1122,1299,652,962,1429
23,891,103,1088,159,1308,622,189,1548,314,585,974,1012,1268,560,549,111,1516,206,1384,1156,672,1323,318,1161,971,717,210,1543,1564,482,1158,421,1126,262,415,1438,148,1391,120,1037
24,671,1236,940,191,123,1347,575,1547,1416,439,939,1283,613,1353,868,733,948,74,743,1130,1190,771,707,1552,907,447,914,326,407,393,426,261,105,583,1579,397,1587,1277,886,136
25,317,1521,1065,849,865,84,648,728,653,82,1192,951,139,234,175,1210,26,1297,65,615,783,1072,1039,1468,322,399,620,1316,1417,200,803,1214,683,1480,1359,1060,1168,872,698,1331
26,826,465,1159,290,983,1187,880,1281,431,197,216,356,1197,727,937,192,94,1499,253,1398,765,1165,211,1584,281,1565,903,440,1309,362,283,51,35,1287,1513,595,1286,1320,969,1528
