,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,1947,6136,2250,3324,1130,6263,70,7340,2518,6142,6999,888,7473,2700,1200,4233,2170,2253,967,5613,2399,8007,1932,8029,3148,1863,7634,7616,1418,6531,2964,5032,7310,6825,1001,2417,7706,6577,4184,3288,472,2222,4727,1422,1647,5673,5934,3528,2936,1910,1366,6301,5232,3639,3869,401,6527,6695,5046,4795,1713,4034,732,1534,4524,3614,6181,1976,5911,1704,3010,4565,3149,2896,4772,1937,4152,2667,7295,328,6708,7121,5893,4496,3879,7305,7175,5913,5084,2438
1,1832,5829,7162,790,3133,4771,7049,6801,2012,7626,4965,6553,2932,2067,2553,5042,2888,4862,112,395,4528,3106,799,2768,7860,990,1272,3806,5138,7999,5685,4281,6979,7024,1559,4614,940,2557,6848,3376,3786,4194,6139,1509,6305,3887,5599,5662,1517,2070,6051,3327,7426,1661,3146,336,5692,6686,918,3530,6782,5104,3297,4608,1311,7748,6809,6486,6648,3638,100,2606,73,3672,554,3290,699,7378,3805,2654,7315,6313,4345,3924,2006,2879,7314,1172,4744,6327
2,3622,5363,2461,5307,6043,982,5645,3017,912,2345,7659,6786,4373,6953,5604,7341,8012,2131,6186,534,1456,7452,1878,5063,5493,2933,1930,1344,2269,1639,2267,7692,3954,5134,3868,175,1027,2018,6482,2548,7531,4720,3057,4677,4024,1501,6917,1850,3319,443,1909,7434,2797,2676,839,677,6241,7799,4691,7766,7794,1753,5270,5469,4799,5770,1265,1216,5185,5286,1345,7098,1310,5871,4101,4070,5427,8070,7822,1312,5536,249,4651,6551,422,2199,2973,6634,1010,5321
3,4477,924,5901,6349,4121,2396,3208,661,4833,1075,1049,7923,357,2710,1093,5565,3019,6854,2372,4481,6314,6898,4925,3105,3949,3176,5424,1966,3329,3501,992,7388,3665,1030,4118,3993,7371,5723,1901,6437,6624,5896,5389,6935,4235,4693,5266,193,1334,5253,966,1905,4600,3686,1108,6901,3396,3698,1738,7629,6836,3640,5449,7495,7821,3971,981,105,6715,4755,6787,3038,8090,4239,1298,2102,6057,7249,2044,5888,2249,2127,1037,7137,2059,5158,5721,4710,3620,149
4,7092,279,2817,2025,5667,2395,4611,4786,4595,7997,6778,6718,4119,229,714,475,3540,2956,7883,7793,7216,1056,4422,4485,3833,3250,6337,973,234,6130,1069,5317,7929,2856,627,4084,5894,7229,6557,898,6536,6938,3823,1140,7012,5722,2444,6179,438,6120,5611,1793,1695,1408,4365,3469,2371,1773,6191,8039,3213,1962,2755,411,7272,5029,5440,3118,3305,7588,4885,1447,2352,5089,3527,7424,1291,802,394,7475,282,652,7050,6706,4769,3342,485,7955,3685,7908
5,5928,5045,5058,1869,7442,7928,2672,260,3896,6160,5446,4653,6001,3456,1896,7678,3100,814,5100,1266,2535,3009,4336,7406,5488,5977,955,2988,5618,6665,2618,3906,822,1296,1085,4006,958,3519,6912,1960,7391,3343,3795,6683,4125,7768,7978,8061,1820,7344,5255,1077,2244,2115,6187,6013,1906,7672,8042,4241,3525,867,339,7353,151,5434,4236,2263,2864,6722,2649,4339,6386,831,3145,3835,4762,1293,4896,6134,2722,603,2192,287,5628,1945,2291,7082,5756,3228
6,3531,1665,254,5334,709,7191,99,2657,3800,1191,3259,2640,5537,1941,6559,6157,6952,5411,5853,5572,7937,2445,7767,4286,3576,6629,4130,3853,1003,7574,6923,6561,3340,3509,5213,674,7431,4866,4396,662,1811,2639,7780,5517,266,883,7149,762,3028,4650,1203,4573,6961,2049,1163,3453,168,6414,3207,170,7268,6059,1078,1365,7751,5454,4026,7893,7052,6368,4448,334,1881,6176,7099,5337,497,3569,5462,4635,224,2493,4572,2754,6353,2691,8068,4328,5872,505
7,5079,5531,5394,4087,5802,4734,6945,1285,7691,7533,1009,1587,3269,4813,2723,1166,5814,1638,5180,5985,7510,6428,136,3935,69,1908,2523,7709,28,3277,1803,717,6799,3838,617,4530,6916,3460,7879,5694,7520,6009,3940,1070,1782,4069,3243,1823,4240,7230,304,588,4821,5942,1498,4577,6925,8052,7362,2243,7382,6152,1407,3299,2744,1532,2927,3090,7300,223,2136,6320,3980,111,3382,3128,3928,1873,753,5197,793,7864,5388,6735,5637,4999,5627,3212,4386,6761
8,7031,243,2035,2828,5096,6729,7337,1217,7561,7500,2431,1699,6734,7834,2307,1089,6126,268,8030,785,1854,4469,4210,4704,6424,5846,5784,6452,2225,406,5293,673,6372,1733,1171,711,2509,6547,3348,5362,8064,612,5212,4231,240,1438,7384,3032,687,6616,7939,2468,3981,5181,5333,6800,8077,5616,7236,3114,5318,1441,2972,2350,7275,4058,3675,4963,3816,6354,2766,2660,3271,3429,3318,5278,3911,7619,2862,1374,1251,2809,7032,4961,1116,3391,7169,292,2867,713
9,3351,7215,1996,6599,4946,1190,7680,4797,5499,7110,1338,5765,2241,3200,7570,1924,6895,4593,7924,3510,4099,3273,1315,808,1658,1379,464,6296,2626,4136,7044,2476,5752,4073,1278,2176,4164,7994,3252,5542,1261,1299,7146,2970,7829,5775,6202,6696,1689,4512,3599,4009,1897,425,1301,275,6568,4171,1907,716,4733,7093,4494,3880,7259,4674,470,3178,2865,5215,7712,1847,7190,63,6410,1282,1537,7291,6790,1394,2800,5737,6292,7870,7122,2745,1792,8074,766,575
10,2129,3365,4353,7466,169,7972,1035,3947,7850,6075,1953,2426,6930,2033,1686,3223,580,1467,3258,4188,4211,6469,121,6175,3247,6243,3005,5656,3533,7806,3679,724,6769,2276,1100,2462,6963,6604,602,6517,4680,1232,3301,7724,1708,5757,1387,1409,3765,4781,5527,3488,3584,5369,7521,3767,1214,6449,2688,2242,3065,4183,7572,6123,1340,5019,6054,1219,205,2132,4218,1642,1671,6214,6431,6908,7776,6423,5833,936,1631,7727,1849,384,5006,3761,7979,6473,6667,4244
