,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,4048,8046,6163,7267,2810,7136,8063,7690,1496,5059,771,7069,1819,5482,7301,5567,1946,3814,3635,6847,3515,518,3477,4338,1189,4964,434,4601,7204,4480,7894,1677,1029,3255,1616,7718,1948,75,1810,6649,2498,6472,504,3647,979,7685,3741,2747,8062,166,2525,3885,4975,4918,6210,6858,7056,634,4743,693,465,4783,3729,4686,6066,6749,436,3473,3189,1206,3121,5060,5503,4451,7609,3652,5459,1603,5217,1275,2029,1702,6501,7980,2545,2324,949,3025,4061,6279
1,4116,1980,4078,5556,1609,1350,7111,7577,2344,189,7210,6552,6079,1533,536,4534,1555,2521,3053,7038,2467,6235,4698,4943,1246,2019,7086,7498,3689,6328,3367,7318,6744,6717,6350,4553,221,4661,6312,7613,129,2623,5878,1055,1207,1043,2882,6421,3349,5976,923,6852,57,1633,280,4413,584,4997,5413,5210,1922,2011,7993,6064,2311,1092,3815,5594,3080,8020,6588,5466,1095,1632,745,7648,382,5283,6731,5626,2717,507,806,5323,7781,5897,3583,6346,7403,3573
2,5650,6966,4467,5081,4629,4044,5630,5001,6070,2577,4954,3792,6443,3443,2209,2807,837,3087,7471,5760,1783,7251,5619,7232,8047,1139,4592,1646,186,7989,2572,3923,2477,3204,2863,2910,2822,3464,5024,6726,7553,5578,3055,3444,5554,3083,1942,2935,1114,158,5491,4503,1606,3766,7420,3905,6987,2223,5155,7716,6225,2239,6256,7522,6890,21,7569,2963,915,2408,7068,242,8093,286,3201,4181,1474,222,103,3240,2229,3643,1125,2215,809,6465,6659,5937,897,7873
3,6777,521,4176,6650,3740,792,3844,1268,2264,1022,1204,388,3385,7762,5312,5959,1319,3320,1836,4178,4050,7761,631,7393,2245,7958,2519,4818,4560,49,6391,3872,6144,6285,7849,2668,5993,6035,7335,258,6280,3461,6388,2569,182,5458,7682,6355,3936,3109,5050,4735,6024,6031,4825,4831,241,6560,5297,4385,3131,5905,3538,291,3859,7535,3197,1443,2272,2698,4685,529,7316,969,2598,3388,1675,7886,360,879,2661,6161,4641,2144,4074,4163,5395,6392,4093,6737
4,8041,2246,2149,1330,3997,7756,494,2365,5328,6448,2967,6996,4950,3663,6505,5208,1769,646,836,5516,6627,6892,1637,1904,4325,6203,7441,210,4458,2404,7590,2677,4855,7250,4713,6400,4812,2226,6180,4705,147,1415,5267,5390,5146,4509,2594,6129,7795,4848,6705,997,2893,4356,5116,7757,3389,1109,488,7653,4372,3479,6326,219,5914,619,459,2424,1143,7102,838,5936,8048,178,1791,2383,6755,3937,7455,4803,4349,157,6352,4100,3630,5501,90,4468,5292,3
5,6010,559,6711,4201,5357,933,5183,5708,4932,4008,993,7902,5441,1154,4271,3960,856,5062,6068,4610,3476,524,2624,626,7628,6843,744,7982,6793,7381,5444,5368,2739,2644,4687,3505,5111,8065,5404,133,2846,2670,5240,1813,7991,5087,117,7782,2735,1857,3457,7319,4905,3877,3420,1872,4437,1378,4544,4541,4992,7863,4934,3082,267,7826,7707,6118,3932,1767,4842,6841,4362,3166,2463,3291,3866,600,284,3858,4307,3468,3523,213,5373,3226,3171,4476,3354,1845
6,921,7945,4445,6227,2596,6806,5151,2645,4165,3688,1571,6839,1927,7790,1923,720,1967,2778,1669,5902,3481,3788,4671,3033,791,2885,1936,4309,721,4440,3813,8001,4981,5671,2342,6083,3248,3246,429,5455,6282,7853,1895,3942,3406,3458,2947,4597,7830,6067,6092,3196,3448,4962,4550,6576,725,4016,6369,6913,7964,2631,6145,5244,1868,2995,4790,4107,2332,8014,6478,1482,4217,1515,2335,1528,6356,2304,5658,6111,4027,364,727,986,5144,754,8022,7437,639,6248
7,4395,4246,5989,3124,3390,5175,3589,2906,4075,748,1364,651,3696,5849,2169,2486,2716,1921,6429,6074,7418,7918,6906,2238,3153,2036,4046,6253,5252,2480,4900,4902,6427,2110,3007,5468,7152,2931,6641,3839,3678,6973,6480,2274,4028,3626,1419,1017,6868,5406,1889,1470,4335,2547,2600,906,6419,5152,2048,6838,3798,3542,7732,2422,5910,7048,3546,5899,5544,397,7701,7778,5423,4428,3059,780,2884,137,3188,4243,7060,5359,2024,1635,1370,2753,5798,2354,2823,5868
8,5384,5153,1327,4214,353,1413,3257,7074,6249,7771,4360,1805,4304,3459,4879,5418,5230,2943,7023,2560,5787,1529,7150,685,6733,3347,7195,5419,74,3918,573,2866,4669,939,2992,5231,118,1212,7667,7763,5296,7927,1028,2949,2500,194,5869,5022,1053,648,1404,4587,7733,1064,6662,7079,4060,3413,4873,3952,7342,106,7669,444,3613,3211,6832,880,1546,4695,6569,7188,3677,5780,16,4897,2429,6872,4708,1067,2550,6810,6762,7996,7131,5665,1581,2534,4647,1972
9,2298,787,5548,3066,1777,656,6245,1329,2784,5117,491,1735,6622,3402,4858,5958,1684,2196,5497,3627,2821,5836,7332,1981,4546,1234,2163,5492,5709,6907,615,3768,3846,3618,7573,4508,4728,1057,7345,7804,1059,6483,4207,4605,6399,5259,1554,2202,6765,858,3544,4820,4425,6543,448,3445,2751,3822,1959,196,1110,6887,3673,7184,5873,6571,3129,4615,6964,3883,3637,7192,4187,6217,7855,3719,2524,7792,827,2918,5196,1152,3596,163,2286,7428,7921,6781,2891,4470
