,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,1694,6359,1406,1112,341,4703,819,4792,3287,742,2922,3441,5999,4883,796,1480,4140,4003,1987,8054,6928,3564,1267,2255,248,7851,6198,3809,6464,2358,3012,6103,7675,4648,5930,6550,421,7812,7592,7614,7440,1103,367,4817,1042,2904,4314,329,5530,7459,7360,7890,3313,7876,2141,1297,4617,7288,1375,5532,6697,4377,6909,6944,2197,1957,4566,818,3503,5013,7096,1398,5235,6404,3612,2041,2414,3817,6784,3304,3366,6986,3294,371,6496,533,377,5437,5539,1807
1,5964,7025,183,7896,7274,403,6063,2876,903,7402,5356,975,4252,5082,1723,6322,2066,3268,3963,6794,4047,7791,4341,5360,1170,1144,116,1013,5330,922,212,2737,1485,3957,4504,8040,5275,4579,743,3916,7363,3654,3909,1898,7383,7028,5642,7062,4731,4447,4072,2348,3073,7083,3494,2987,7386,123,7404,5748,2390,2542,6798,7567,390,6131,4285,1521,4455,7429,1618,102,4186,190,473,5653,7764,5162,84,6653,6375,3150,1445,4196,4618,2339,3167,4110,6723,3722
2,6958,1693,142,1380,6780,1552,7956,1734,3172,1880,4578,492,882,2858,3377,2515,520,7004,145,667,7837,2026,5945,3876,3267,1574,7260,3522,4928,3262,5793,2341,807,3265,3119,7189,7324,5109,3346,2628,3621,5345,5838,2957,6578,1911,3706,7960,135,755,6846,5148,6284,6439,4970,1623,6739,2108,5690,4346,7550,5214,3337,2791,4699,238,5574,53,2193,963,7686,1654,7462,3451,1797,6172,5135,1303,4429,6688,5118,6850,4381,4370,4596,5711,5525,5720,6370,7813
3,2824,739,5234,1843,7738,7823,1243,1395,2153,8010,596,2285,307,3326,5828,3724,1012,7330,5178,3895,8002,4154,6324,4019,7181,3903,6522,6541,3137,4189,7129,3785,3558,5552,2501,7160,316,204,2976,493,813,1902,6956,5300,3590,5581,1490,4199,5734,253,356,2418,6315,7153,150,6977,4071,5856,4678,8053,7387,6289,1800,301,6918,5094,3202,1804,2991,6398,8087,410,5550,5303,3738,3470,1106,6147,5195,2859,5621,2877,6071,2634,1516,2105,6950,4260,4888,1600
4,7106,1577,2109,6357,5672,3094,2166,6955,8031,6783,5272,1659,7094,7078,1317,2050,4895,2484,557,3431,1514,832,5420,2376,2023,2895,729,2585,6681,1393,4637,44,5816,2047,217,5851,441,4533,7731,6381,855,3008,7027,2741,1164,4408,5761,535,2950,7465,4778,7632,5073,6100,7703,840,5865,1213,6087,7313,7957,5451,1098,3842,508,4737,6366,2045,6458,4305,5460,6260,4459,1466,1417,5710,7282,7407,237,5876,5012,1318,1353,1667,3645,6270,159,5688,7151,5590
5,2222,2936,7310,6527,1366,3879,6142,6577,7295,5911,7706,6825,3149,5232,2170,7121,3614,1937,8007,6531,4795,7305,328,1200,5913,2250,1418,6695,7616,3010,4496,1704,3288,8029,1130,5934,1647,3639,1001,401,2417,6301,1534,6136,7634,2964,2667,7473,1863,2700,7340,3528,1947,6263,4565,5613,2518,5673,7175,70,1976,732,4034,5032,888,2896,6708,6181,3324,5046,2399,1932,4184,3148,4152,2438,472,2253,4524,3869,1713,967,4772,1910,4727,4233,5893,1422,5084,6999
6,5194,1761,7566,5078,2063,6976,2773,2385,2287,281,5407,7581,5228,7478,4295,6770,3041,1861,6165,2965,5048,414,5061,2327,2578,7787,2757,378,6562,5974,6750,1124,3263,400,752,7700,2410,5039,7158,437,3521,7842,4433,4149,5490,1821,4052,5729,1281,6842,5206,263,7472,5879,5605,6091,2387,5021,4785,3214,6614,6989,3943,3039,2851,1653,3865,5269,1831,1728,3175,8092,8026,4431,710,4390,269,2207,306,4761,5907,2299,5347,894,4193,5139,2290,4847,1700,5623
7,3550,6572,2612,4891,2288,3293,4742,2903,668,4484,5924,3897,5573,3193,2443,5243,4323,3735,2506,37,5812,7408,684,5409,7841,4559,1979,2715,7547,1185,3804,6073,7638,2570,5808,560,2759,705,346,863,4025,6485,4464,624,6105,5391,4389,7688,6844,5145,3791,4684,3721,7484,4909,7166,5353,6101,1442,1331,2836,1727,1858,1241,7299,2313,4829,6189,6135,6045,4502,5121,5412,4175,6383,4033,7814,3919,5758,6008,2235,2028,4780,526,72,7412,901,4096,2442,172
8,5958,1735,3402,6543,5117,5836,3066,1981,6887,2196,7921,3637,5709,3129,7855,6245,858,3544,3445,1777,3846,4187,1234,7804,615,2751,5259,3822,1959,1110,6964,6217,4207,448,5492,4605,6765,4615,3673,6571,7192,5548,4728,1152,7792,2286,787,1057,2298,5873,4546,1554,6399,827,3618,6483,5196,4820,2821,2784,7184,4858,4425,6781,2202,7428,3627,2163,5497,1684,4470,3719,3596,1329,3883,3768,491,1059,6907,163,2891,4508,2918,7345,7332,656,6622,196,7573,2524
9,3120,6412,5670,3636,5555,2361,1771,7730,6900,4753,4576,957,455,2308,7518,197,7365,2593,1360,7583,6094,6581,7130,1423,187,2375,7947,7026,4766,6694,5352,644,458,1830,3969,7749,7571,1524,2620,3586,5946,7309,6651,3987,300,6037,309,363,5877,108,3280,5187,2097,4521,6699,4079,7226,4976,1201,4915,1168,2733,3043,3380,6212,351,7209,4552,2796,6387,481,6759,4036,5524,7398,7593,4051,7132,2094,1469,476,5114,5701,3512,1940,3284,3959,895,1088,4794
