,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,1181,1287,7421,4438,4890,7453,6618,7881,7015,3566,2081,6193,3882,1690,3096,7621,5500,5863,1405,4639,3875,7538,1176,6291,3534,176,4161,3423,2544,2954,1989,1491,2559,4721,375,8066,2513,4709,6835,7514,3426,1926,3659,3600,1048,225,227,5106,1956,7777,1472,6590,5717,8100,3152,1644,2210,7874,6845,1711,2237,2812,5076,4726,1454,1582,5015,2827,2643,1931,5837,4114,7095,3975,3732,4819,4539,3998,7587,1221,7241,7379,6491,1742,6344,4788,33,1149,6607,1122
1,3229,153,4832,7405,6646,6287,5161,1949,6182,1575,3520,1473,5740,4663,1503,4746,6687,7396,690,4326,1256,4839,2750,1844,1258,6972,2508,2121,4266,3944,3466,1636,761,1084,4487,1355,3000,2027,5355,2783,5634,6608,7811,2275,7243,7862,942,750,2135,7601,4571,3699,6927,5835,2195,7833,6112,7640,2834,7556,6873,1385,5609,782,6682,589,2168,650,3378,6460,2902,4426,1640,2156,3801,2592,338,7611,5176,7445,3186,1682,7753,6884,3680,4906,3381,6774,5095,2603
2,4792,533,4566,1406,329,4314,6464,367,4817,4140,5539,7614,5930,3294,341,4648,1297,3503,4617,1112,3441,7096,7592,1398,742,1375,3287,6496,4703,6784,5013,6103,6198,377,7675,3612,6928,6944,1480,5235,4883,3809,6909,2904,248,2197,1807,2041,1987,3817,7890,6359,6697,818,3564,3366,1694,5530,7288,3304,1267,7851,5437,7360,421,3313,8054,7876,4377,1957,1103,6550,6986,2255,371,2358,796,2414,819,7812,5532,7440,1042,7459,6404,2922,2141,3012,4003,5999
3,3737,24,8043,2262,7975,1740,3432,1165,6508,3272,6529,885,2961,2871,2185,6639,1354,2090,4633,1047,2712,6062,71,6512,154,1614,3516,4013,5612,7286,2543,5562,2004,4613,2760,5478,1650,6109,389,1145,7155,1696,2001,7775,5521,180,5074,4594,1424,6632,7057,3231,7029,5310,6861,2146,3493,3992,5543,6644,2584,7287,211,3701,5131,6748,6818,7961,4646,4830,2659,4249,6363,7882,998,6982,2111,5137,5940,2601,3241,4510,614,6436,1611,2911,4979,4628,5991,2270
4,2385,5139,3865,7566,5729,4052,6562,4433,4149,3041,1700,437,752,5347,2063,400,6091,1831,2387,5078,7581,3175,7158,8092,281,4785,2287,4193,6976,306,1728,1124,2757,2290,3263,710,5048,3039,6770,8026,7478,378,3943,1821,2578,2851,5623,4390,6165,2207,263,1761,6614,5269,414,5907,5194,1281,5021,4761,5061,7787,4847,5206,2410,7472,2965,5879,6989,1653,7842,7700,2299,2327,894,5974,4295,269,2773,5039,3214,3521,5490,6842,4431,5407,5605,6750,1861,5228
5,7229,475,282,7929,4119,802,973,411,279,5029,3685,3469,5667,3527,5611,4485,7793,2025,4595,2371,2856,7216,627,4422,3305,485,394,3823,4769,7272,6191,7588,234,7050,898,1291,8039,5317,652,6557,1695,1773,1962,1069,7955,6718,6778,7908,1056,2956,6179,438,3118,5440,3342,3213,6938,3250,5722,4365,7475,2817,1140,4786,7012,7092,6130,2395,2755,5089,1793,2444,7883,714,6120,4885,3540,6536,7997,1408,4611,4084,6337,229,3833,5894,1447,6706,7424,2352
6,1395,2105,3202,5234,4199,1490,3137,6956,5300,1012,4888,493,2501,6071,7738,5552,6977,2991,4071,1843,2285,8087,2976,410,8010,4678,2153,1516,7823,5195,6398,3785,6522,6950,3558,3738,8002,301,3724,5550,3326,6541,1800,5581,7181,6918,1600,3470,5178,6147,2418,739,7387,1804,4154,5621,2824,5734,5856,2859,6324,3903,4260,356,316,6315,3895,7153,6289,5094,1902,7160,2877,4019,2634,4189,5828,1106,1243,204,8053,813,3590,253,5303,596,150,7129,7330,307
7,4238,2412,3063,1545,5414,7627,937,3999,2042,4170,6295,2718,4287,5288,6579,3091,2293,6827,7554,1613,5938,5588,325,6591,3664,3775,1645,1238,7091,6343,6446,5098,1249,6807,5170,2232,6164,463,7247,1717,5988,6106,6725,6924,6220,1718,6867,6817,4850,1607,14,5400,3828,2892,3742,7758,25,4272,3666,2388,11,3232,3359,3504,4315,4185,972,6494,5200,3743,5591,2425,7693,6946,4076,3358,2065,2124,2309,1678,878,4869,4672,2363,4150,1990,1433,5754,3651,6915
8,5723,5565,2249,3665,357,7249,1966,7495,924,3971,3620,6901,4121,1298,966,3105,4481,6349,4833,3396,1030,6314,4118,4925,6715,5721,2044,5389,2059,7821,1738,4755,3329,1037,6437,6057,7629,7388,2127,1901,4600,3698,3640,992,4710,7923,1049,149,6898,6854,193,1334,105,981,5158,6836,5896,3176,4693,1108,5888,5901,6935,661,4235,4477,3501,2396,5449,4239,1905,5266,2372,1093,5253,6787,3019,6624,1075,3686,3208,3993,5424,2710,3949,7371,3038,7137,2102,8090
9,1262,1848,3938,6862,2030,3194,7432,919,930,7631,4574,3062,5351,7843,3671,2228,3089,7861,7971,913,3345,4585,7244,3508,7671,1900,6379,4316,5774,2,5237,2219,2055,247,4682,6211,6600,5097,5880,1269,2820,5346,2397,6882,3927,3161,4664,3708,5164,324,104,2874,3539,439,4983,4956,5281,5341,202,5703,3889,4729,7435,6234,3985,7163,4531,2415,943,38,8033,4974,5448,8055,7281,2160,3050,1788,5823,5366,1477,3582,715,1504,2147,4632,3585,1118,6922,6878
10,5415,4132,4810,2694,6213,1681,5435,2155,5261,2653,1044,1499,4274,1917,39,5056,1597,6732,3357,5067,4967,6991,7698,7227,4583,3116,2409,5533,4591,4083,5522,865,5882,3409,7126,2353,7080,5957,6195,5105,1135,345,6148,5173,5892,6502,6178,6196,3036,3011,5622,4436,1540,5631,4982,5693,4290,1223,4089,1460,4714,5918,3829,4988,3886,539,1510,908,6018,8058,7689,946,5028,3018,6971,5647,2113,5698,890,3317,2402,4312,5776,6833,1676,333,256,2740,2337,1890
11,1523,6757,7008,7948,2769,6333,2191,2685,7128,6261,3408,984,7270,628,3230,1452,6582,5166,1950,6371,6426,1939,2854,4852,2728,160,4387,2203,6978,944,3931,6238,2683,5972,4919,4773,6020,7684,7176,1663,8017,3718,3778,6310,795,1218,4039,4434,1500,7252,3497,5257,3749,852,6208,251,1412,5968,5648,3020,6016,1928,4668,2802,2719,3030,3850,1478,5624,5845,2495,7579,4692,7200,2118,6205,5128,2053,4208,2000,4768,2777,4837,2420,6636,1522,5343,1825,707,2975
