,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,2303,3392,6808,3904,3794,5568,2347,3344,1776,2843,608,5782,231,2490,3543,4439,7710,4723,6038,302,2433,6567,4103,2907,4230,6116,6339,2724,7559,7350,7925,3631,4681,3892,4397,4931,1167,1371,6462,4226,7564,4627,4802,3797,7740,666,5077,2257,101,4690,1952,1780,4021,4815,2912,3006,2092,6736,7167,7736,2804,195,777,5805,6265,3203,700,8080,6994,6438,6754,2798,5071,2730,950,932,1437,2052,4732,1434,4697,7943,5421,4294,6544,6347,2378,2312,3016,2948
1,2265,1440,6278,4378,2571,3035,3139,3956,543,5445,3873,4038,4606,5696,935,853,2206,1358,3945,5327,5241,114,6474,2599,7245,769,7005,675,4640,7218,672,5494,5818,3657,7447,5238,1709,7673,3042,5719,6592,1411,2329,4401,4159,6096,7101,1886,5713,2875,5663,8035,4030,5643,4940,4002,487,5203,6029,2039,3097,4117,3421,4407,1855,841,6242,4456,3312,1284,308,3138,4998,7959,2256,6342,4350,3278,5584,3155,495,5950,4844,6451,3518,7865,2194,4624,3888,7346
2,2915,5229,5589,2671,5883,471,5773,6409,2920,7239,3700,7380,1730,4658,1295,719,6891,7039,68,2128,1389,3779,4643,4789,4718,5716,6095,3331,206,4221,5598,2441,1732,2673,5279,1373,3796,4276,318,764,6674,4492,2555,5625,2860,7263,1719,7221,7649,2061,4090,6580,2841,7880,2608,2749,201,6450,5587,5854,2853,7555,2184,4554,7468,5033,2582,7728,4715,4993,3783,4065,3910,5382,4872,1888,3438,3279,4730,4590,4938,4537,2460,3608,3790,4248,866,4738,658,4297
3,4649,1815,951,2073,2899,4302,3707,6803,7717,3653,7285,7744,4740,5102,7981,7117,3984,385,3061,7565,2497,2731,4561,6040,5800,7114,4053,95,6747,7172,1071,3841,4920,2046,3026,1080,3982,5251,7399,7073,4317,1450,3111,6615,6768,7013,5268,1328,7575,4716,1235,583,3563,6358,1462,3306,6954,3024,2171,2122,974,2565,2629,1851,326,3434,2786,1386,6939,2123,4223,7336,702,6811,6034,64,606,6933,5666,3849,1148,1781,5927,5884,1622,5154,5294,1608,7519,2400
4,7206,8097,1739,1448,4155,5003,3462,2838,2343,127,1133,5632,564,6942,2489,2928,1065,1220,2282,7846,6394,3235,558,5405,5967,821,2613,3803,5718,6275,4059,6896,5996,7352,3555,3058,5515,2979,7390,4556,2692,5080,4291,4255,2416,6274,5280,5505,1507,2794,6663,5470,2260,2960,1342,1126,5408,7887,4569,8049,426,6085,5635,3951,3826,1918,3142,2520,1944,6302,616,8091,3730,1812,5361,8059,6625,3368,7845,829,52,2101,2844,4404,3702,7329,896,2690,8037,3913
5,2048,6074,1921,7060,2110,7152,6906,2906,7048,1635,5252,1419,5544,5910,4900,3188,1470,6838,6253,7732,3546,5868,3589,5359,5989,4246,3678,4902,3839,3798,748,2884,2931,3542,3626,6427,2547,5175,1889,2274,4046,2354,5152,3059,780,3153,2422,7918,2486,4395,7418,2480,7701,3696,5849,3007,3124,5899,137,6973,4075,397,2823,4335,1017,1370,6429,6641,906,2024,7778,6480,2600,2753,6868,4028,5423,2169,6419,651,3390,2238,4243,1364,5406,2716,5468,2036,5798,4428
6,6618,7421,3534,1405,33,7881,3423,6344,6193,1711,1122,1472,1149,1742,1048,2827,6845,5076,3882,1176,3426,7538,6835,7015,5837,7453,7777,5106,3975,4819,3096,227,4890,4161,2559,2513,4639,1287,6607,4114,8100,4709,1926,4539,6291,4726,5717,2544,2210,7874,176,2954,3875,4721,4438,2081,7587,1221,6491,5500,7241,8066,1644,3659,225,3600,5863,3732,1956,7514,7379,375,7621,1931,1454,1582,3152,2643,2812,6590,5015,1181,1690,3998,3566,1989,7095,2237,4788,1491
7,5155,5760,3087,2229,3204,2822,5619,5001,21,2215,186,1942,915,6890,2572,103,4503,7716,1646,6256,7569,7873,5630,3643,4467,6966,7553,3923,6726,6225,2577,1474,3464,2239,3083,2477,3766,4044,5491,3444,4592,5937,2223,3201,4181,8047,7522,7251,2807,5650,1783,7989,7068,6443,3443,2863,5081,2963,222,5578,6070,2408,897,1606,2935,809,7471,5024,3905,1125,242,3055,7420,6465,1114,5554,8093,2209,6987,3792,4629,7232,3240,4954,158,837,2910,1139,6659,286
8,8067,904,6402,5339,1271,3360,4473,5143,3683,7986,2575,3983,2990,6822,1016,5186,7265,2818,3449,6124,2505,6610,1468,1215,236,7636,4582,5043,2326,925,50,5636,5432,5890,7326,1747,2842,7760,3234,6026,1188,6910,1593,5922,7963,5900,4224,1131,4621,2161,5712,6338,7451,4258,7933,5438,5085,2775,609,2119,2002,4097,1257,5306,1208,2096,4527,3711,500,7551,3852,31,5276,239,119,4275,3514,1475,1914,5127,5771,6997,3725,4205,6538,7234,6364,1673,430,6855
9,5344,5031,5129,5917,2611,2709,669,2180,6691,5551,960,6440,964,5159,1020,4303,2646,5563,2446,7211,3160,295,7289,3379,1750,3369,6403,5401,5764,5219,7544,6014,1288,1007,7852,7586,5715,7164,3687,1707,7457,5633,5311,7797,5781,26,5858,2546,5053,1610,6951,1382,3587,5561,200,8034,3482,1383,2878,6764,3776,7306,5855,7034,3565,3192,985,1321,7217,1356,2511,7578,409,7138,3435,1840,7699,4282,519,682,6566,2208,4542,2143,5066,1416,2938,2811,1304,420
