,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,4137,7066,4806,4158,4108,4342,4609,7446,3831,7290,3774,5842,996,6880,2240,4088,7872,1199,3298,2993,1726,788,1449,4032,6028,4623,6871,1169,2617,1002,4656,5822,2870,244,3667,2674,2370,4808,4856,7104,2032,4482,6583,8027,4206,6885,5724,2614,7606,1762,2389,968,7729,1879,3862,85,1123,664,7483,1426,4555,3495,3410,2946,515,4095,4406,6415,6294,1866,7323,6713,6943,6743,7914,1322,5984,6940,3628,4351,1757,3173,655,7140,2359,779,6837,3122,2251,2734
1,3297,3924,3887,7748,2070,1311,3327,6648,6313,3376,6848,3786,2557,790,1509,699,1832,2006,4608,4528,4194,3146,7315,6486,7024,395,2888,336,4614,4744,6801,4965,3672,7999,6327,5662,990,6553,3806,5042,7378,1517,7162,6686,5104,4281,1172,112,3133,918,3805,4771,3530,799,6139,2768,1661,1559,2932,940,5599,7426,2879,6979,6809,7049,73,5138,4345,100,5685,5829,2012,7626,554,6782,2067,6051,3638,7860,3290,7314,2606,2654,6305,2553,4862,1272,3106,5692
2,6117,6720,1430,1397,4886,261,6863,6728,2831,7193,86,2980,1599,7970,5553,7338,4369,7494,6721,5921,6767,1656,1508,2273,3405,5133,1943,5839,6877,621,3364,5260,7856,5177,4320,3401,4777,7598,3190,7615,501,7448,3077,1292,877,701,826,4711,5726,2551,6671,7922,4985,4367,6556,1846,723,6758,5249,5744,1270,4638,3917,610,2756,2120,1431,874,3095,3695,6926,6516,5973,4273,3374,2137,3021,3056,4675,7828,704,130,1289,6056,7070,545,4145,3745,120,6988
3,4056,467,5302,3264,4929,4234,5090,132,3112,1280,571,1347,6080,6792,1421,4453,5092,1180,2532,6883,1870,7235,2031,2088,2142,3286,1082,1290,6442,5518,5124,4394,7372,460,2391,7911,2331,5326,3739,7580,5157,697,1779,5963,4749,2227,759,1531,4706,4120,622,1187,6121,6110,5010,5225,6689,5149,7944,5990,4098,2693,5778,5201,6753,1867,5728,5779,1859,1912,3511,7642,87,7940,8094,5221,1209,6032,8089,2357,2125,2868,6188,2394,5815,3209,2318,6089,6330,5795
4,5725,6137,2981,510,6771,4471,2650,383,3177,1034,6751,1146,207,929,4391,3726,7516,3183,7219,7400,2869,7950,2504,3078,4511,5410,4269,3480,2642,5044,1548,995,4005,5325,2675,179,5547,7085,2187,7059,5811,1705,823,3878,5456,905,4109,5704,1984,2658,177,7414,6098,815,2233,6672,3901,4912,2213,1573,4288,1973,2758,7809,1194,5898,6851,4192,5198,3824,7171,6128,977,5994,3442,277,6127,7644,5596,3953,6716,2084,7847,7107,4816,3433,5023,3950,6738,1827
5,2542,212,123,2066,4196,84,3654,7402,6322,1485,4186,7764,2876,4455,4110,473,3073,403,3909,1618,5964,6653,4285,2390,975,2987,1723,3916,7363,6723,4072,3722,6131,6794,5653,2348,4731,390,5330,2339,5642,7025,1144,1013,6798,7567,1170,3150,4504,7429,903,7083,4047,102,4618,3957,4579,743,7062,5356,8040,5082,7791,183,1521,5748,4252,116,3167,922,7028,1898,7386,6063,1445,6375,4447,7274,2737,190,3268,7404,3494,4341,5275,5360,5162,7383,3963,7896
6,4377,3012,7288,4140,371,6784,1103,742,1480,7675,5235,2414,4792,3503,5437,3612,3313,4703,367,7096,1694,3304,4566,6697,3441,1297,796,7614,7440,5539,7360,1807,1957,8054,2041,7890,5530,2197,6464,533,4314,6359,7851,3809,6909,6944,248,6986,5930,5013,3287,7876,6928,1398,6496,4648,7812,7592,329,2922,6550,4883,3564,1406,818,5532,5999,6198,377,2358,2904,4817,4617,819,3294,3366,7459,341,6103,6404,4003,1375,2141,1267,421,2255,3817,1042,1987,1112
7,843,1225,638,3625,563,3717,2406,6990,165,456,192,1541,4540,7427,3830,2056,4898,314,5681,7604,7257,2325,6815,5342,4153,2696,1752,3574,7504,1429,2472,7157,2703,2017,2921,7100,7036,5541,1649,6247,2060,4529,7906,2126,3728,6869,2450,2224,2959,1763,2748,5322,605,1376,5165,6704,7951,3261,3486,7772,1471,7713,7888,5523,7143,6269,4683,4197,5171,7647,2471,636,4488,4106,1457,2852,370,4515,6888,3556,5763,1104,4933,7884,1628,7419,2832,7967,5091,3475
8,4784,7515,2679,7261,5687,5264,4168,5014,7242,3770,2533,854,7695,218,4,5483,5875,6886,4921,1324,184,5464,5810,7968,6250,503,7895,5582,4264,3870,3187,6828,5457,4383,1837,4169,7936,124,5008,440,789,6936,4944,4660,3915,3126,7,1602,1615,7253,7116,61,4874,2849,4064,2689,379,5273,5606,733,3920,6864,8036,5702,4357,3902,2183,7333,5484,7605,1563,3163,6920,1346,1893,5329,4937,5443,1749,1664,1525,3411,5534,2638,203,2487,1305,8072,3552,1598
9,6995,3961,3253,7011,1971,6628,3387,7144,1197,6772,3350,3884,5731,1991,6255,3104,4811,3995,1774,2814,66,7370,461,5789,5935,7976,1259,5316,6239,7497,1,42,6617,220,5651,5467,1403,5807,7392,2507,5452,6185,447,7307,5867,5788,5768,5615,255,2725,6007,2040,1891,2503,4375,1884,4139,3568,4376,1746,1620,3447,8088,3393,4227,7532,7637,7035,1489,323,1578,5035,1997,6237,5016,653,3606,4411,3427,2280,1993,6947,2152,5664,1224,3656,980,5474,7081,3362
10,4300,864,1487,971,2323,2268,2607,7759,29,1834,7123,5365,3900,2491,4310,6444,7262,2220,1072,6099,6156,2977,635,2637,6710,810,4292,6829,5398,1420,7496,1978,965,4645,5785,851,767,6684,525,7741,3843,6826,3218,32,7280,3752,6565,4519,6507,2664,7557,6678,2774,5190,7674,7552,4787,6859,5680,4567,1626,1983,7505,4518,5931,2795,6050,8004,2005,6609,4209,2075,3467,2062,1063,4262,5472,2100,645,1361,161,5885,7197,3974,3990,3727,1751,4631,3334,5600
11,2755,6706,5722,5029,6120,7272,1793,3305,652,898,6557,6536,7229,2025,1140,1291,7092,4769,411,7216,6938,4365,282,3118,2856,7793,3540,3469,4084,3685,4786,6778,5089,6130,7908,6179,3250,6718,973,475,802,438,2817,1773,1962,5317,7955,7883,5667,6191,394,2395,8039,4422,3823,4485,1408,627,4119,5894,2444,1695,3342,7929,5440,4611,2352,234,7050,4885,1069,279,4595,7997,3527,3213,229,5611,7588,3833,7424,485,1447,7475,7012,714,2956,6337,1056,2371
12,446,1785,7067,5282,7909,7645,2530,706,8050,3593,2034,7185,4299,6660,4809,4750,2586,775,4584,1958,322,2609,1814,7524,3108,6740,4506,320,7212,1362,7735,873,6929,4630,2909,2952,5479,3893,6190,4298,2697,6411,5463,365,2162,3244,5794,2633,6831,5978,7047,578,4195,770,722,4901,1343,3784,5580,4402,3611,6200,498,5676,6558,7415,5007,6019,6992,2897,3170,480,1184,3970,2743,2083,4277,3751,4129,2013,5101,6685,2098,4319,5546,2188,1802,7992,7582,1601
