,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,281,346,330,183,225,91,48,388,122,36,222,28,39,118,274,365,387,47,261,219
1,12,188,357,228,358,100,308,106,103,205,375,34,149,304,116,262,144,341,242,78
2,223,276,53,179,201,135,315,40,300,356,140,102,307,198,212,142,81,184,284,282
3,163,305,75,180,362,194,343,139,117,213,27,326,50,349,123,119,8,381,309,227
4,272,291,110,299,316,72,54,377,376,354,148,4,199,58,167,82,158,229,211,233
5,318,236,172,83,94,146,271,73,347,173,329,97,238,226,244,339,243,157,218,6
6,333,332,32,150,143,151,348,374,30,314,19,115,359,128,41,366,259,181,165,170
7,293,31,5,92,132,363,178,105,301,52,134,245,389,334,191,237,331,11,311,275
8,21,325,351,107,98,190,45,297,296,294,88,396,121,87,328,3,279,383,288,13
9,196,46,22,220,204,65,302,16,59,393,217,324,364,289,370,68,168,290,2,395
10,101,266,398,312,231,352,283,124,152,113,71,385,33,156,44,131,335,202,166,155
11,353,43,208,120,160,60,216,264,61,319,235,257,267,189,380,327,182,26,109,234
12,177,56,246,313,355,133,175,76,310,280,221,147,303,373,145,74,286,7,162,171
13,207,224,277,86,66,253,321,241,136,1,298,382,80,193,195,265,51,153,203,378
14,79,342,250,232,368,336,20,251,49,338,394,323,108,18,42,64,360,38,260,138
15,112,24,174,62,397,371,93,350,337,129,176,111,256,185,263,159,287,340,99,85
16,258,77,186,164,252,273,84,322,317,95,125,386,104,55,306,400,15,367,154,70
17,278,295,130,248,10,369,345,126,230,89,390,57,137,269,249,210,192,96,200,90
18,270,240,255,391,9,141,14,127,23,187,384,254,268,161,206,25,209,285,169,392
19,63,67,379,361,29,215,247,214,344,69,17,37,239,320,114,372,35,292,197,399
