,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,3748,2705,1662,2009,914,3857,2862,41,28,4128,1448,2038,76,2239,2267,4392,3628,4548,448,177,1251,3124,3431,4122,2422,1474,3846,2363,2637,2033,3901,783,195,3246,3470,3797,845,725,1851,3474,1278,3498,4038,831,1049,3267,2964,1636,2280,1824,3444,3448,746,3919,4700,3196,2703,816,4004,273,2649,4157,4893,1962,3188,3882,415,2165,1388,4717
1,1620,251,2905,940,3659,1439,4559,2353,1616,1368,3723,4587,3166,4892,4631,3728,4711,612,4375,4158,2991,4619,3557,3733,4199,667,761,328,295,2151,2760,577,1997,3122,4362,1037,788,2937,1381,2726,419,4117,3114,1457,3132,3777,3492,812,3652,1514,1490,516,624,2762,1846,307,102,3799,461,1269,4098,1219,2949,3946,2467,4622,3603,777,1752,3159
2,4125,2193,2078,3155,321,1788,3094,4390,3436,4789,4092,3222,473,792,3204,2238,566,4493,2998,10,333,1587,1900,3348,4008,1751,3902,3221,3642,1171,603,1686,4679,3007,2030,460,91,4452,3584,4140,3256,1404,3808,2247,48,1634,426,2396,2099,4682,4255,770,2656,3237,180,2119,1270,2926,2153,3877,4271,2625,401,386,4781,2364,2149,877,2441,4745
3,3138,3542,1174,1211,3489,2873,4151,2740,2401,2761,1461,22,2882,1397,2891,431,417,249,1374,2423,305,1228,3217,4829,671,1235,3607,3279,3864,1653,2028,3856,3412,396,1202,1733,4511,1402,4277,4580,2419,3847,4409,2999,1242,2850,1858,4542,3874,4625,1590,204,489,1144,99,394,2469,1420,4868,2732,4837,2587,1321,4001,2684,2593,3605,2464,3886,3171
4,4115,1839,1419,596,1505,2184,3765,2320,1996,888,2588,3402,2916,4479,2308,1405,4851,2405,1258,3819,891,1871,2223,2098,4442,3756,1089,1223,2713,4532,2851,4197,2920,2707,682,463,122,750,3372,2462,2381,1663,3087,2690,1664,4448,959,3218,1570,4896,3151,1157,3359,365,3795,639,2989,493,3210,4577,1831,114,4335,4149,4670,464,4833,1728,1392,2286
5,2302,2557,4337,1081,3123,3264,1444,1493,4250,2806,1332,2108,1138,921,3383,2305,1569,976,4771,425,2908,2612,906,1922,3194,1351,4345,3783,1485,775,4427,4874,3497,3427,2702,1721,2265,2296,1463,3328,3358,506,32,653,2571,2547,2001,4251,2166,627,701,2875,3460,2634,1638,2329,4187,3817,565,4684,1641,1243,3928,4572,4467,2115,2538,2734,2744,1085
6,340,1069,1233,4799,3812,2943,4347,4675,2995,9,1924,137,110,3634,3908,3008,3006,949,3951,2063,4581,2142,2019,917,1176,2847,4640,2967,1328,1151,1107,3189,3579,4341,1625,2609,97,2865,1864,2825,1890,3012,3701,885,3481,2482,2259,2031,1190,542,2901,1452,2029,2896,3608,1142,143,4784,4713,3205,4891,3904,79,601,4334,2252,1899,3836,3707,905
7,4816,2533,1963,920,794,3295,3746,3175,4370,3933,255,2279,833,2291,3654,3535,767,4099,4201,524,2273,165,1128,2094,3490,158,1916,1377,679,3689,1268,23,2000,4267,4564,835,3849,3281,3440,2772,242,1841,4354,559,4701,4134,2048,727,384,492,1318,4074,729,865,4691,3658,3021,3831,1955,2841,3388,4553,3015,4323,2579,3698,1984,403,2385,3491
8,866,381,3272,4104,3538,1859,3284,4058,4198,1417,1162,856,3186,3369,235,1265,1248,4845,2893,993,2596,2351,4472,3309,4688,2929,1272,3052,1335,1657,2589,1220,4137,4676,2123,1759,768,3929,4606,4194,3791,2714,3299,2669,2846,2768,368,3969,284,4733,495,3245,2065,4433,2220,3428,1129,73,4610,1036,1063,529,676,2780,3561,3143,1408,656,1814,1039
9,4788,3747,3980,4398,4694,1974,551,424,3326,280,4073,3734,276,4225,2234,626,2091,2366,2700,2895,2089,2002,4301,3038,4132,1095,1558,3589,3622,1534,3259,4393,872,1863,2349,3587,3066,2256,2106,1698,2733,1127,4556,4416,2134,3071,1380,2253,407,1181,2647,1059,3260,4209,4363,4019,2866,75,4665,47,1208,3725,2951,444,283,374,2639,1430,1767,455
10,1692,947,1688,291,1188,1446,3931,299,142,3858,4396,4259,4569,1307,2046,2435,2510,3108,1132,1640,2479,4611,4530,3462,3362,4507,525,2301,4410,4449,145,2663,1173,1395,4111,2250,2984,2202,2692,4336,1300,805,741,4496,3760,3310,3070,4406,1633,4075,2323,2052,2667,597,2230,2156,4738,2264,2061,526,726,1056,1045,868,636,4192,2275,4866,3743,1447
11,245,2976,2056,4305,2693,2129,850,2458,3266,474,3626,1597,1755,4834,391,2712,4729,3322,3037,4878,4173,1178,1359,337,4748,89,2706,4458,1612,13,3092,2477,481,72,3064,4843,4023,3366,3751,4735,2237,93,3913,2206,2792,830,1683,2412,3152,2497,4330,1192,869,169,2374,2831,4165,3517,720,3207,2531,3593,2101,156,15,3140,1522,4342,1148,4888
12,37,1093,3248,4832,2319,2290,4024,4143,1761,1213,580,3081,1991,904,197,2415,1964,590,2650,852,950,1690,3325,722,2360,3944,3163,2159,3141,4344,2560,2500,4731,3706,1267,969,1030,3954,1948,4487,2352,3391,3466,1760,1232,2727,4780,4322,2719,412,3950,3816,4864,3979,620,2289,1677,943,3721,3041,1118,2226,2014,219,4721,1472,470,4765,3377,1958
13,1197,3800,1214,2737,2495,2821,1180,712,3670,2922,2803,824,3137,1710,3414,3234,3439,2676,4127,548,4757,1364,3469,4747,1903,733,3139,3987,2113,4350,2643,3534,4047,421,3185,1808,278,300,2350,1939,1350,1523,215,4806,27,4297,2310,1881,3601,634,1806,33,1982,4080,329,926,4450,2621,2879,3644,918,3577,3983,3773,1373,2532,2764,2177,4519,2798
14,3529,2141,1295,1470,247,1543,2562,2003,4459,677,2392,2080,4085,2729,90,411,1567,680,1911,2932,1577,591,1691,2334,4526,4643,815,2437,293,3115,2556,1262,2140,935,4629,1333,2942,3687,437,690,4174,497,4486,4283,737,3154,1062,2566,3269,1291,3010,3153,3835,3916,4525,2789,4340,4077,2390,4150,985,2928,4368,3936,1537,3179,3867,4520,2285,790
15,710,2672,3183,4715,4566,1106,2585,3863,3112,3569,4296,4360,3095,2786,4741,1950,1498,21,965,2910,4185,2041,1100,3649,2137,2245,3683,903,581,2409,519,1116,2718,843,4681,4130,3567,236,216,1912,1739,3527,108,4184,576,1793,1592,1515,267,1617,4719,2068,2899,2451,1297,2592,2049,4195,2180,4597,1867,498,4429,4082,3885,1346,3638,2171,1971,2109
16,3811,1799,615,4101,2524,2784,144,4724,3032,2668,3785,1845,4488,4573,3446,1326,2584,4598,3590,874,2007,2235,2564,501,1897,3827,3304,1497,1933,744,2614,499,2753,1791,1187,1644,3519,4767,1847,3374,1768,893,3764,3454,1324,4105,3190,4044,990,1482,2172,1883,4514,982,1743,996,2040,684,4190,1836,135,3575,3917,2911,3653,1126,829,1937,3396,2187
17,1972,52,2810,2175,2335,2794,4164,2653,146,3306,1706,434,4114,2858,795,3869,1684,4754,2750,1027,3500,2,2424,3935,1407,1471,447,4743,4011,1379,4551,4312,2348,44,1923,3610,193,3173,1149,2950,2161,2983,17,1682,2102,2635,3939,4373,2314,941,1345,518,3868,1928,793,3067,3787,3411,4778,2488,823,2869,4153,1250,3063,3669,2178,4072,1880,4478
