,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,3216,93,2166,4452,2407,1519,4709,2915,3203,4160,1895,2307,4337,3167,641,3421,721,3255,2082,1054,1514,352,1646,1583,1093,496,3218,1009,4514,1269,4200,3418,3088,3494,1297,4316,3071,3533,3073,2121,1431,1221,2551,3412,1699,2397,4765,1255,3369,3618,830,932,3454,1194,2940,3251,216,2440,1907,4025,3818,1479,217,3546,1973,364,4319,4534,2841,1512
1,2291,1296,3520,3449,3684,1727,4005,2409,849,3509,4867,3543,770,4582,4643,3192,3983,1913,463,139,1098,3246,3585,4312,817,1348,4538,2245,2630,2638,909,3083,3048,2533,2713,2474,4062,206,3467,1185,4696,415,4589,3503,551,488,1305,4177,1136,671,2929,1944,1251,1530,4543,3040,2281,3027,3711,2113,1478,2908,506,1167,179,4756,2714,1763,2316,877
2,28,308,171,782,2982,986,189,146,4578,788,3951,2081,3832,3122,4584,3865,4761,3172,4137,204,4378,3698,4305,2363,1475,2735,4790,1456,4451,2768,38,1947,940,3625,4339,119,3789,3703,4159,1619,2089,3155,462,2976,935,3647,3811,3186,1815,4191,3553,358,3462,741,943,2751,882,3060,2776,2508,339,2888,3528,1092,2995,839,1810,3303,4403,1673
3,1713,2018,1862,4516,889,451,1792,2870,3302,3500,1536,3362,669,611,2697,1613,4462,4609,4311,1905,2223,277,2883,3675,1041,3819,804,2668,4618,407,3360,1199,2746,2548,4518,2926,4670,1418,431,3059,490,166,3472,794,4089,934,131,1571,4002,1353,4828,1006,2606,2221,4786,2369,3985,2730,4388,3506,3109,2699,3069,2036,2996,3773,3958,1732,195,563
4,4778,2163,4343,4170,40,4592,3556,475,4199,3666,3859,3022,2459,4511,2939,1198,4890,4730,4363,3307,1439,1104,638,1237,4300,574,3674,616,1045,2595,874,4673,4060,4506,2836,1771,824,3283,2860,1724,1757,1760,1436,3139,600,4144,1338,2892,2678,2904,74,1069,1331,1001,83,430,825,4187,1896,1915,4135,4663,377,3038,2971,3065,1440,1034,3343,117
5,1966,4140,3117,2439,4158,4404,2951,1244,1761,1287,4429,4486,612,4752,1332,894,4634,3844,3699,568,3851,541,4641,3267,567,237,4436,70,3774,2244,3592,3949,4292,3502,293,2272,930,4547,225,2539,286,1064,414,698,411,1463,712,3383,1876,2039,2840,4263,3039,1672,1679,2386,515,3855,3146,1324,4066,2796,1864,3028,4489,4632,3765,2293,1032,19
6,1654,2028,1022,4138,4487,4717,3333,1689,3156,1229,2792,4129,2035,2864,1182,4068,583,126,2550,3526,87,2420,4422,1605,805,4354,1215,1197,1575,4896,304,1857,2527,2491,1220,3885,1730,3430,3941,4152,1383,2935,3943,4109,3480,4537,3782,1991,4304,1503,2784,145,287,835,4515,647,232,3455,2863,233,1869,722,2686,4375,2120,2873,1311,3420,2891,1884
7,2738,3591,2802,444,1238,410,3898,2752,4766,2755,4796,2998,3107,1930,1819,559,3934,3836,4322,2464,4021,4555,4891,2225,362,4131,1308,1337,21,1678,273,1901,1179,3444,135,2240,36,1593,174,3991,1785,2576,2256,4353,3086,525,4610,3437,4677,3111,4662,2689,3820,1111,3476,2109,4399,134,730,2490,1544,1499,2318,344,2151,1903,3010,1547,4333,2196
8,2789,999,1117,1309,2280,2509,1600,2208,4106,727,1889,1866,2938,3734,4885,1891,1870,2719,2414,2030,3678,4624,3932,4186,3277,4878,4368,2909,3632,776,2102,3814,3305,534,1019,1192,347,2941,739,2442,3630,1076,1794,1642,3183,2785,4258,268,2691,9,2956,3228,351,3815,3012,4006,3516,897,742,3637,3996,596,3361,2354,2818,3350,1122,3816,149,1902
9,4172,4469,426,1765,2607,2328,1339,1327,3846,570,4083,3240,1967,3187,1159,786,2679,1631,270,2431,648,1378,3210,1834,180,631,4070,963,2367,3676,571,1628,1951,4327,2025,4154,2194,325,393,2466,2294,4859,4703,2705,4661,197,4208,2107,477,1778,3158,4211,4705,3286,3029,1374,3353,4344,1880,3923,3147,2366,3659,2198,4019,2374,3458,900,1341,3548
