,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,3128,123,867,628,1347,4479,2234,3449,3170,3600,1188,3878,505,654,2124,42,2394,4366,1500,3743,4391,981,4507,4030,1609,3808,414,4817,3284,457,4031,67,2588,1818,801,2472,4831,4541,2350,385,1810,4337,4256,876,550,1639,4386,4560,4718,1642,2392,2427,809,1055,4511,3724,3393,3915,1368,1309,2212,701,1695,3079,1153,1331,3275,4151,2557,2103
1,576,523,3029,944,3011,2326,2273,4896,2322,984,1213,3892,2160,4000,1306,4281,2479,1931,4367,4592,312,249,1032,2220,2286,1418,4018,4402,1523,643,4333,2031,14,2716,277,4128,2390,4436,2591,678,4194,1586,4027,2049,3712,686,3586,2715,2822,4104,22,4301,4489,817,2213,1428,2267,3360,200,2057,2478,3292,4290,3461,1774,1112,2996,3803,4519,373
2,2984,2977,1720,2230,4760,703,3272,1770,1307,2439,231,736,4373,2106,4881,90,3438,2385,1634,2543,2829,3858,4112,3314,4010,2156,96,1315,1001,2927,4502,137,2223,4216,4866,41,1803,4323,4092,425,465,1861,4257,3320,2265,4147,4784,3239,1614,3451,2976,536,2389,1394,3191,119,1742,89,4696,2742,555,3290,2281,4023,4176,1459,2630,271,3285,1463
3,3388,1232,3807,1512,2288,1797,4556,3800,4372,3678,3346,290,1226,4518,2306,2844,758,1875,4317,3028,2462,1960,2324,2048,635,4480,1004,3922,3266,392,1616,1685,3024,4462,3102,644,545,3073,2323,449,4501,3296,3031,159,3608,1644,327,1170,140,293,3052,4231,3631,4849,2445,1063,4051,4040,3123,632,3376,4126,2951,1561,3083,2255,1680,2416,1920,527
4,269,722,4292,3325,276,3604,3190,1172,925,2533,4758,331,1509,4412,513,3875,2898,4528,2321,3654,1552,685,4419,266,3057,2361,3018,2569,4535,3584,1281,1957,2400,2202,2687,2387,4697,3211,4743,1706,3774,998,3245,1792,2331,1793,2243,3552,4668,1325,1467,3941,4706,243,1091,2153,920,44,3069,521,3274,3020,1658,4225,1420,2347,3327,342,737,4885
5,3849,4105,732,3660,3193,4398,1794,2994,2189,4166,4492,3283,2954,2056,768,1147,4414,1146,594,3996,3034,4900,248,3965,2360,473,695,3348,3490,3551,3458,2116,879,587,4395,755,3556,2037,2206,3249,4224,1721,3375,4065,780,2228,2773,1266,1876,1350,3570,3235,3569,462,131,2473,2525,4197,3512,138,432,4098,116,4071,3963,2073,508,615,1700,1257
6,1174,3220,2277,1384,4749,382,2659,3306,3218,1035,4291,3146,3601,1037,3687,880,2044,3050,1591,4177,1202,1608,4563,207,190,3815,1934,3055,3626,4199,2932,4447,674,1471,2765,1421,2172,4677,4451,4526,3192,4785,890,3651,4776,66,1503,3263,3758,2799,3609,877,515,2912,2075,178,2404,1190,55,2612,56,1100,584,3209,216,4550,1974,3009,2430,4454
7,3150,2801,3317,1980,3088,800,378,3943,1104,2524,147,3599,567,823,3775,2706,2137,1848,1507,92,3115,1581,4007,3781,4874,1821,3931,4601,4676,1533,1330,3591,1943,3961,2343,4221,3238,916,4796,3482,1355,3140,831,2775,3455,2708,2490,229,1481,3027,2477,2457,3957,1018,4789,3513,2506,1900,241,4486,2847,660,1515,453,1546,2395,941,2070,2542,3704
8,2219,4107,2554,4358,2933,4063,283,25,2985,4168,2807,3942,4404,2014,2398,2357,2292,1043,2647,3988,3888,2911,284,924,2207,2384,244,4707,3693,2522,86,2507,1103,593,2550,782,3033,3213,2423,2517,3498,1597,3155,3250,2262,4811,3189,4057,4425,1246,2772,1514,1859,1834,40,2436,1215,1942,4189,1132,1635,3955,2187,2035,4575,2943,1371,3131,575,547
9,1026,3897,2418,2458,1034,29,1443,4280,1605,753,287,1301,1173,2186,1299,1773,4025,1822,2674,2159,4424,669,1402,3565,2393,4487,4581,693,474,4516,4814,3160,13,855,4745,1458,1516,812,4159,3185,2788,750,4531,1498,2590,3787,165,2668,3142,2141,164,1234,2961,2699,4478,2650,552,4844,4860,4819,3971,2600,1477,3968,1262,4852,4087,1763,2589,2082
10,4879,3822,275,210,3343,3410,442,2676,4700,1265,3054,2794,3336,719,1757,4054,2382,1783,1031,3985,549,1116,4567,4205,1139,2120,2930,563,4218,2718,1252,4461,1530,4261,335,988,3201,3116,4504,2934,2283,2134,3770,3001,3642,3746,2683,1435,741,4491,57,2516,219,2818,59,3367,3951,3735,2052,1985,2123,3138,1866,756,4090,4788,2743,211,183,2328
11,502,256,2559,3690,3017,2787,3638,3629,530,3473,1248,1837,542,785,3624,870,4566,1836,788,4807,1130,4768,1709,1541,1124,4140,1967,1064,2860,4019,4736,792,3960,3696,1061,3362,4618,1674,1603,289,2670,1913,814,3244,448,3382,349,1771,3848,1984,3582,3992,4459,2881,4742,3273,2401,3262,553,2990,830,2239,579,1643,2046,3557,132,4032,3990,4832
