,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,4566,3651,4848,611,1022,2840,62,3303,1399,934,4038,1059,1087,2102,1165,470,4159,4481,3211,1432,3206,3,4193,915,3940,394,3343,2931,622,1936,2900,2405,1478,2057,3611,4623,3840,3330,3626,137,4599,4477,4293,4747,3433,2725,698,2994,4071,3561,1458,2607,99,580,916,855,4326,444,2577,3789,616,884,1980,551,3231,3442,2301,3877,4454,1020
1,956,2564,17,3703,727,1361,3655,1946,462,4834,743,4157,1414,1452,2458,1422,2565,1138,110,3481,1871,80,1329,4631,4257,4718,4499,3592,3130,1397,924,3821,4259,3690,3451,579,3831,2559,2596,892,1804,3757,486,2569,619,1943,2517,2151,3216,2389,2997,592,1340,1655,4787,2522,2934,3630,3468,3576,4748,3142,4409,3782,3194,2890,1176,69,2922,980
2,496,198,4858,4812,4618,267,704,2791,3784,860,3991,3915,1537,3662,1807,1825,2938,3546,2044,733,4707,511,3550,2590,4135,2977,2673,2481,3232,3530,3362,2741,4379,36,2762,2647,4879,2455,539,4151,2188,2280,401,537,3528,764,849,1370,3297,2029,1658,101,4275,2047,396,2483,509,3459,3842,422,4598,2593,4622,4236,1382,4800,1222,593,3137,194
3,2189,3224,2463,1799,299,2718,2713,1184,2203,3274,1924,1898,1284,1957,4898,1031,2436,2494,2682,1186,2837,4215,1085,4701,75,131,3230,833,2999,81,2116,814,4811,2244,617,3394,785,3880,1158,423,4735,1582,2166,4483,3087,3504,1758,4036,3567,1473,3953,2688,1856,3924,4008,1134,1540,1803,4716,2184,1768,4373,2952,4329,2498,3017,1584,1890,4764,1878
4,2404,3298,974,418,2766,606,3359,3785,4148,2712,251,1869,2299,1847,807,2020,4797,5,1773,3828,3432,88,2745,2991,2154,940,85,1578,4610,3525,2448,2617,3437,3494,4337,2112,1536,2651,1551,3552,1571,840,2584,3700,3527,504,3103,771,149,1633,4897,2864,4057,3012,2711,2598,4397,4616,2640,4765,3461,2555,119,4530,3427,304,2967,4736,255,393
5,747,3955,2133,2726,3613,4328,2033,2433,1118,2507,2107,382,4613,2976,4638,2523,1270,4551,1217,1505,425,885,4827,1650,4758,767,694,200,127,2851,2912,841,1883,3832,534,2666,1708,1819,3075,4680,4197,3134,4847,1213,4064,1820,141,1274,2023,4065,4479,168,1662,2398,2519,4340,2767,2364,2758,2865,208,3292,4702,2160,2600,2072,4857,2198,3617,222
6,66,4676,1030,1667,2525,2653,3398,4364,1468,2536,1580,1037,2256,1884,897,2662,2259,3855,2447,2597,2002,4781,4550,1410,1367,2016,1971,2090,1236,1764,4627,1918,3444,1753,2377,1392,2850,3076,4153,4067,1935,1706,769,810,4684,4399,2738,1314,1386,3771,2535,3629,3217,412,4614,2000,3045,476,1897,2504,1906,2240,2619,4007,3818,535,3372,2187,1338,2971
7,3857,2373,1731,2963,690,3471,4429,1639,2754,2269,3669,652,3307,2687,3007,939,871,2400,4247,4318,2422,1693,1581,766,4774,3773,124,1195,1982,3503,3464,413,741,1219,1301,3284,3371,4791,344,571,3816,1065,273,508,4790,1925,4322,4557,3226,3079,2300,854,2515,1426,4088,1099,3477,1337,4190,1266,3698,1953,3743,1767,4149,823,1008,3729,3313,3654
8,3799,2904,3491,2495,1862,641,3086,3718,3309,93,2232,2616,3369,3929,3037,3708,2348,4342,3223,1283,103,2540,977,4406,34,4031,3014,2054,1168,2122,293,2167,132,3916,4560,3218,307,1695,3161,153,3766,1710,3977,585,2831,4108,890,3742,1451,4653,794,1434,3287,2386,253,1770,3350,3681,497,266,4488,4207,3870,139,3242,3829,2041,2652,1261,4839
9,4376,512,4266,710,2059,1682,3407,1388,1950,4120,2426,2782,1538,691,42,4717,236,2520,2804,1750,2231,4111,858,926,3006,3569,4418,1034,4138,4573,2524,818,3499,3431,4513,134,4163,1656,638,3344,4527,2853,4390,3762,3332,2681,1597,3092,1995,1335,4061,688,1863,1684,3686,150,1794,1018,1729,4895,2271,4074,2966,1095,1273,3268,1405,788,4789,914
10,837,336,4876,2659,4160,1300,1997,4051,1749,2097,4890,3980,4050,2329,705,2137,2252,3783,2234,922,2207,1298,274,3244,3779,838,3622,689,2743,4286,4856,2452,3205,2578,410,1867,377,40,2842,25,378,2531,3430,1046,825,3403,1669,3928,3885,3695,1321,2216,2204,3366,3988,4191,1091,3921,830,3555,3360,4443,199,4641,2742,2026,2583,1267,3656,2169
