,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,1490,422,2871,2044,1335,1744,1394,451,1313,2897,3902,197,1290,4598,450,3613,1963,2940,2781,2016,4468,967,2722,4667,744,3527,4649,2513,2578,3192,1611,2849,2870,4401,1424,3895,1782,3028,2886,3124,427,3500,3956,2846,3009,730,472,3774,2926,3309,2853,3918,1859,1322,2547,3421,418,508,978,2220,4528,1287,1788,3917,2073,4314,3170,2632,509,4716
1,1296,1928,4679,3888,31,123,3828,2103,3542,3263,1127,818,1047,667,3857,3729,2461,3642,763,1946,1839,3320,3675,4874,1381,4887,3098,3483,4287,2460,4440,1771,2794,3549,3004,51,4286,1434,2025,969,769,4266,1460,1722,561,623,2362,764,335,2623,3516,4070,2200,1836,3803,3300,2825,1220,3232,2261,1663,3785,1701,3377,3963,2817,3053,355,1799,2909
2,656,1941,668,1578,4846,1428,1015,3590,534,1715,1349,4228,3678,2995,848,3158,3038,3504,292,2952,3713,4760,2146,4617,4616,4891,492,1503,32,3351,3443,3894,1934,4637,545,4864,4320,3194,2077,69,3488,999,3607,2601,751,512,4513,2451,1891,1332,2143,1798,837,1055,3041,3942,4540,1697,288,3139,3951,4325,1311,3448,2977,4064,307,553,8,2855
3,113,1519,1347,1882,2114,2593,311,1778,3307,2552,3384,1310,4639,4339,232,4259,1540,2124,253,2433,4270,4774,2569,226,4886,2916,4090,4346,4335,3213,3238,2592,1328,2068,1872,2540,262,4333,695,3937,1458,3820,2126,2081,4720,659,1979,2060,4262,3165,18,3060,704,3733,3357,1415,3410,3315,2694,2444,3179,1935,2512,1480,2684,1707,1090,1308,996,3645
4,1106,3692,1529,1994,900,1619,2608,3762,3505,4211,1356,828,1340,1945,3756,4630,4462,1153,3010,4426,452,2411,3006,2538,2088,2687,1524,1995,202,4293,4059,974,3131,1171,1834,2214,792,4317,309,1955,840,1942,690,4446,2303,2579,136,3934,3164,2986,3394,2639,217,1240,3804,739,4754,3350,2731,98,4155,3276,4708,2316,564,3297,4424,184,4635,4206
5,2269,187,4768,2333,3303,1871,975,1478,2997,3278,1517,4018,1261,2935,55,4117,188,708,500,2488,1402,1281,3414,4888,871,2529,4519,4711,2921,4068,4433,1253,1571,146,3302,426,4386,4114,2770,4369,2972,279,4425,193,2686,1385,2455,3480,2739,3440,2892,3,3557,4087,526,1642,4253,3865,2771,1447,3214,168,2082,3897,3861,4570,1504,408,2436,1678
6,4363,4877,2265,2621,1134,4394,4628,740,3633,2355,2721,2226,2614,756,238,1869,183,3859,2367,3695,4157,216,3564,4062,3665,2487,1262,1268,1046,4836,4334,1149,2535,4546,4494,3688,3229,946,2467,2541,4197,893,2937,3035,2756,2202,4826,2267,1390,2079,680,3694,520,1378,2377,4305,1837,1034,806,1633,4643,1653,640,619,2102,1327,1510,1105,3862,1198
7,4092,2791,2132,2699,4633,3890,2086,3015,3085,282,3257,1455,121,1243,2793,3619,929,3358,639,428,3788,2974,4831,441,3330,3039,3226,4111,2473,1353,943,4817,1074,251,231,1020,937,395,267,4539,4595,1967,541,904,2585,4144,4165,2035,4095,3972,3800,112,547,3451,4427,189,1728,1259,3982,1638,2524,4404,4179,3442,4518,163,2651,3893,259,4779
8,1493,3561,4309,384,4786,3848,2550,1973,1465,3365,4109,1236,745,736,2893,296,1202,3185,1822,3599,2733,2375,225,973,3438,1629,2802,2191,4274,1196,4352,898,4656,1421,1475,286,1685,3789,3362,588,3662,2587,2874,876,4336,2922,3059,1140,2046,258,3767,4851,811,4403,3915,953,1151,3853,4378,3130,53,111,2914,2508,1717,4828,489,3002,4396,4640
9,1654,2658,3450,2221,1978,1482,4461,4331,2591,521,965,3332,3454,627,1358,1603,906,87,4590,3256,153,1318,3610,3721,2617,995,1316,3310,1042,3420,700,4610,3778,2932,3922,203,2257,3983,2418,1214,2526,552,1080,691,266,3416,222,4208,3156,4662,3910,1393,4373,2988,918,3907,406,4653,3522,4867,4784,852,1781,1247,2670,2545,3939,2066,3114,3777
