,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,2771,3816,4066,3015,4823,4841,187,3284,487,1522,2477,2958,541,3590,272,1530,754,792,1894,3490,3443,2043,2571,1155,3712,3444,3596,2909,4524,3036,448,2764,4053,2903,2139,1303,2885,125,2673,3856,2781,4093,615,854,510,1117,1753,859,4030,3969,2873,3064,851,3269,4889,1801,516,4115,1946,1093,2108,1740,1788,4471,1549,2406,1550,2058,3577,4598
1,3093,2609,3675,2985,4206,1039,1170,3555,3344,4058,4390,2044,3429,1882,4517,1908,3930,3503,1083,2596,1666,2819,4194,744,2033,579,2543,2643,3227,4184,531,1459,2390,4208,4084,2147,462,1556,249,357,1683,3148,1996,1514,3142,3432,1340,3797,4360,3608,3812,4661,3913,1399,30,611,4846,2840,1164,4035,1195,1566,532,3455,1358,2597,1857,627,1568,358
2,581,3666,2757,2978,2208,2803,1599,903,1799,2436,1477,368,418,4692,3470,489,1928,2363,1245,2585,4291,2955,1824,2793,2339,2367,3181,3687,837,4049,4671,1512,892,3068,1307,4312,621,4673,258,2960,1265,3871,3459,4033,2731,427,2102,4696,2622,3310,784,1329,326,1136,2051,3190,4615,4317,4428,4676,677,3541,3989,1232,3408,3097,734,4393,403,1331
3,1067,2835,2250,2366,3161,4331,2824,229,4237,2271,70,184,313,4698,1674,4680,4022,4384,432,3051,1211,2199,852,913,3265,4182,4806,2821,2453,1835,4482,2127,1634,4356,3840,3901,3147,1795,2782,3954,3478,2196,2519,2374,1401,537,1139,4701,2292,2559,1010,1906,568,1064,2129,3849,213,4509,252,2042,130,3517,4440,2778,2161,1992,1071,796,3501,4777
4,4400,4319,3194,3063,2290,4899,4493,800,4830,2904,2397,4369,3467,367,3394,3927,416,3089,3139,1370,1912,3594,640,1792,293,103,3773,4027,1,1705,4372,3504,4520,782,4508,1252,13,3107,4241,589,759,2330,4127,3968,642,3971,2252,18,620,1094,2982,4340,1130,4267,2403,3469,408,592,2254,1479,244,3972,1058,4484,3870,2440,2959,609,1019,1920
5,1008,3508,3759,3464,530,1742,4005,4071,145,3505,738,1354,4201,1671,222,4014,1985,2565,1427,1273,3086,3373,1186,1022,2405,2705,2084,1750,2570,1014,3280,654,4064,3902,4321,2238,4021,87,1737,4026,2776,1762,4486,2528,4691,4437,2715,3080,2233,4326,4265,3388,1628,1698,543,1633,570,2517,364,170,1950,1241,3199,186,2074,2762,4441,4301,4602,2257
6,1268,4528,3673,287,1236,197,3445,2011,4512,966,790,2077,2507,2814,3038,3050,933,4073,2719,4876,129,4786,2839,4233,3615,2251,4531,2455,872,1937,2842,1926,3235,1217,406,4641,2928,558,233,2729,806,1464,4238,833,2825,3708,4752,2393,3213,1844,2599,1455,4523,1648,1355,665,2807,2205,2466,4062,4424,3916,1360,3016,4857,736,2404,1040,1282,1276
7,3202,1646,391,3784,4825,1073,4544,3655,101,1547,4616,3912,4643,1146,719,3992,72,2844,1310,4604,2652,80,3288,105,1466,217,1899,3378,2680,471,3621,3393,4046,3281,1953,1973,4741,2098,333,1283,655,3863,4653,4325,1096,3546,3307,2743,1320,765,3226,1778,3892,853,1589,513,315,632,1043,2988,4675,4135,909,3614,2851,4840,3859,1473,3371,3122
8,390,4266,4668,179,746,2343,1156,1584,827,4358,1616,4838,4623,3094,1715,1028,2059,4229,4228,3436,565,1979,3352,1223,4196,1700,2815,1954,822,3101,4793,1563,1173,2663,3611,2370,4057,2566,1779,149,4557,4045,3099,2671,1555,1543,3952,4703,1286,3519,1483,1586,3869,3906,3115,1609,2104,2223,1436,4205,2222,2514,1614,1369,350,331,4427,377,1517,2534
9,4193,4378,394,2510,830,3133,4853,3266,4242,3271,334,4684,3891,1505,569,1527,3037,2135,4198,4368,395,4328,3248,1557,3627,2998,1274,2871,3240,347,1127,320,2433,1375,1277,232,2669,1869,900,174,4361,69,4082,573,4625,3593,4028,2558,4707,2602,1569,1583,4599,4405,3232,509,4243,1068,1932,1596,1510,2667,618,365,2242,4759,43,3735,1684,4399
10,3025,338,3758,3922,2054,3887,2189,4351,1712,2594,2384,3935,572,2953,639,1650,138,3631,4730,2684,2359,108,630,1610,3536,3822,2934,1554,4270,1849,2493,2067,4070,876,2583,4778,303,3585,86,4828,2712,3428,4685,157,3449,2422,2338,216,693,1625,4787,1055,4374,3781,225,667,4756,371,1723,3059,2889,2795,3141,4727,2335,1638,1904,1029,819,4248
11,1318,207,2031,1922,1600,3311,3340,2193,2946,1624,3575,3595,4753,383,2633,3834,3158,7,2686,2884,3800,1382,2767,2430,2293,3341,4304,534,2618,3705,231,4214,1710,3171,501,324,4371,1864,2364,4516,2841,1227,4119,4624,1279,1565,436,3936,4655,307,1057,785,4177,1931,2720,1984,2917,4091,4781,716,2163,205,3743,212,2180,4564,3002,2138,4185,555
12,2617,605,1645,4024,2428,4367,255,4373,2661,250,2504,156,2344,1744,4290,458,4370,2722,3580,3090,3411,61,4534,2829,4310,673,502,2001,2291,4088,1091,2086,1398,1295,2446,1825,4155,3967,1774,4608,691,1736,1220,1593,4761,4269,209,3422,4650,2990,811,940,3290,1945,1905,369,2354,3131,4439,3896,2717,4288,3108,2625,60,549,4332,2283,3315,1809
13,223,2069,3689,4299,1296,3678,2787,976,2234,4294,1306,1481,4622,481,1680,4832,4275,4002,1205,2316,1562,1194,878,1012,2918,3756,704,695,380,3894,195,1914,3495,3548,4865,2818,3140,2260,2457,1238,15,3656,838,3334,2933,2471,4747,271,3785,4019,2019,3564,3007,2949,499,4659,1491,4880,1838,79,4349,4124,1983,2639,2017,2879,4613,6,2692,511
14,1222,2149,363,3318,4396,4284,2941,1962,20,4434,887,1936,783,3866,2937,2439,1151,3465,4558,3096,1406,2158,635,2497,1966,2353,4893,675,2845,308,2739,713,190,866,4222,45,4329,4634,32,2459,2725,4446,1577,4103,1410,3102,2931,566,1492,3426,567,2255,1812,3886,4172,4597,4681,424,1965,3613,3312,1352,4667,4584,417,3113,4877,3206,2083,2
15,4591,317,3981,1001,3724,2230,2530,1110,4044,3282,4037,3929,2415,2628,2499,3218,4015,1233,619,2540,3225,4483,126,2141,1901,2385,583,671,505,801,4438,1387,2099,1848,4654,4885,2209,1423,2548,2708,2806,1443,2520,2379,3796,53,2207,3471,4553,1942,2706,3409,588,165,220,631,2697,2376,3692,512,2090,868,1588,2683,4626,3702,3332,4503,3330,3684
