,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,4165,3893,2137,2956,2713,561,4270,2600,2361,2965,264,155,4231,1423,1774,2478,2887,1367,4544,4455,894,1171,1814,3277,3428,4677,3779,2421,3485,147,1905,540,4497,4254,4387,3352,1361,707,1147,4868,2445,2215,2726,1149,3716,3830,1153,2933,3398,3551,3341,1015,1962,2465,2105,932,3603,4439,267,743,3750,1231,5,4238,3497,2904,952,1363,1012,285
1,1800,18,877,3983,592,3316,4042,1245,4613,2792,3781,3288,2094,2556,4109,775,576,4017,1033,1796,512,3128,3914,4839,409,3519,4281,826,1154,2994,1165,3473,1987,195,494,3659,704,1963,2553,4840,1120,2811,4090,610,531,2475,3521,3160,759,4753,1004,4739,3192,4049,2516,2615,2192,3189,3469,414,4367,3028,4899,3546,3533,1251,1217,3125,879,569
2,839,950,617,257,513,3559,866,3926,3669,3353,4691,1315,1930,681,292,411,1781,2934,3647,534,762,4229,1926,1445,4329,4327,127,735,1374,3900,4400,1956,3681,4678,4895,4317,3329,654,4548,2685,2483,2149,3114,2201,4564,1640,2778,109,3694,2488,52,2038,951,2878,3678,4535,800,3351,1542,3488,3429,3079,4123,1157,430,4822,3539,2282,4684,395
3,4757,3070,4491,906,137,4031,4082,1506,2579,3841,4571,1226,2521,919,3052,2983,2752,294,2256,3163,4711,1865,1076,485,34,2440,1655,3276,4781,1233,3913,2896,2586,4102,2835,2197,2042,2419,3793,1381,288,2971,2332,3248,3940,4774,1257,1588,781,4693,2274,705,550,2560,1077,2193,164,458,4563,972,2177,4502,4256,3218,728,2415,2657,210,3039,4088
4,666,1117,1022,4122,4032,2418,3384,3499,1375,4108,567,4199,3493,4886,3344,3946,646,1478,1009,4591,1128,220,2199,4503,4831,4404,1146,2512,959,3243,423,4771,132,1600,2490,4132,3168,3098,4050,4702,1988,14,4703,4652,936,3261,962,43,1844,1797,3122,4452,4668,2304,2566,1243,1395,1728,277,1691,848,4344,1007,2721,2406,833,2936,1102,815,3264
5,4208,1961,287,4287,1883,3390,3550,2165,2619,98,178,1346,3452,4682,2410,4708,3165,4399,3158,1877,1981,4900,912,2122,2355,2363,882,91,1516,927,1435,2223,4354,3001,324,3803,4501,3256,2837,3479,4887,1485,1355,2087,2847,3947,3057,1278,1359,2823,196,2447,1964,3718,2451,2269,1836,3237,874,2767,4596,612,3675,2314,2911,1201,1309,2649,2822,1477
6,154,902,274,4071,3373,678,3148,4483,3467,857,2210,435,48,454,3816,2876,786,2163,3282,943,1917,2158,3164,270,627,1046,3074,4543,2287,3707,2893,3676,3873,2246,949,918,3577,2346,3593,4877,3570,3293,3627,3939,651,2872,3935,852,4040,3318,452,3275,498,2079,1979,4023,4671,4894,2622,1672,3766,4161,2610,2048,3904,3012,198,1115,1415,2883
7,276,3470,895,4117,3393,624,4333,2871,2559,3838,399,1579,4426,4373,2676,4701,761,570,2877,344,603,1387,4510,4026,4260,1307,2278,3175,3584,1772,996,3834,2774,2270,1235,1181,872,3434,3450,386,2055,719,2175,391,4069,893,544,2899,3638,515,2377,3715,1253,4224,1609,4382,2890,2211,3451,4425,1176,1647,2634,1398,3265,219,3783,4216,4083,4263
8,4519,641,4769,1742,2426,3672,530,3113,1065,1734,1687,470,3604,2626,3006,2356,4445,522,2141,837,436,608,4746,1864,4009,1402,3236,1196,3692,2801,3902,397,4018,1793,2145,424,4297,3179,432,1747,1103,1912,4444,3397,3372,935,4799,961,3674,3346,3722,3481,2178,4267,2863,1633,3735,4220,478,1246,3823,2265,2881,1247,3299,3511,933,2382,346,2853
9,4110,2784,2870,2990,2378,2578,4508,3962,2143,3881,1909,3154,2785,4888,915,3037,4396,2459,2855,461,4812,1758,841,4158,61,810,1389,4391,2777,1364,2306,3839,884,3150,4175,1421,89,4640,2968,2803,4847,3086,289,3595,1132,4486,3407,518,2044,1222,1983,2479,615,365,2929,2755,4236,630,3235,3024,2684,2166,574,1532,11,4073,1071,878,2552,1418
10,3215,4735,3257,1618,4258,692,887,2003,4578,2051,3089,4384,236,1898,1184,2569,1761,2543,1541,2392,4008,2244,1971,721,318,3974,260,4055,4813,3222,4057,3310,773,3555,1619,3253,4252,3015,2128,1491,1332,1174,2136,4832,1845,3726,1575,3095,2535,2247,3442,204,349,157,3184,2640,2810,2506,99,1411,3937,2454,2756,3069,2504,1183,3802,2537,3866,2198
11,3762,1351,3119,4881,2573,2651,2857,3901,1034,1718,415,2617,2613,1786,564,4893,72,1436,670,4536,2951,2222,905,2588,3330,2879,554,4849,4332,3196,881,1198,2486,1553,3664,1843,4610,4717,3357,3073,2334,2349,19,3080,1955,105,631,2582,4818,4358,4198,1121,2443,2226,3778,3725,3920,988,3852,1576,2185,1109,4601,1382,95,2393,1291,138,3494,2152
12,13,2641,1038,1074,85,4453,3408,3159,3406,4679,3549,2988,293,4468,4244,3436,60,216,228,1939,3362,2875,638,1822,282,1188,4560,2507,4759,3964,2733,3077,1870,2467,3116,4035,126,1254,4355,2029,2524,3193,3503,1344,115,3754,1073,4146,2290,4105,4346,1406,4101,3366,3630,1771,725,1680,2150,4280,3945,1026,3392,1197,1780,529,4624,1482,2563,1099
13,2142,2054,2074,1060,2797,1764,4602,4669,4609,822,3242,1612,3698,3471,548,3892,1479,3569,3612,1652,1568,1240,3922,3548,4463,2108,528,1818,3507,1288,2532,3313,3369,3349,2320,4446,1925,2250,3958,1957,40,384,4004,15,2368,2724,553,102,4725,606,3987,1515,3433,378,356,471,604,2949,2434,1577,3611,4506,4010,3999,4121,998,532,2970,2450,4336
14,3849,4514,3929,4722,3574,2962,2981,937,1827,2416,2809,2574,2813,388,4116,3043,2476,3198,146,479,4538,3049,1670,1972,1337,1744,2941,3296,2171,2789,702,3439,3364,4251,716,4676,156,4070,1108,2609,2687,4408,2927,886,352,1841,4473,2647,42,1304,237,2200,1369,462,4044,291,1966,2633,688,3765,4608,2295,1377,3817,3220,2735,1414,4670,686,3140
15,1787,2625,1148,911,2249,1727,2283,1904,4185,1531,3498,3685,844,1085,3520,3432,2558,2555,3339,4145,1729,1855,3389,1048,595,3301,1223,2758,2052,1422,2260,4302,806,2969,419,2542,2078,4574,1035,3796,3978,3739,1357,124,402,4605,359,2673,807,3885,1682,2748,4658,4076,1299,3278,3311,3658,3599,1624,1880,4785,2386,3317,1047,4719,1277,1785,3213,2100
16,1853,1168,3040,497,3147,3620,3287,1897,1185,2225,4370,4742,3667,218,2322,3454,1441,1006,921,2716,3404,3304,2139,2775,1495,3182,4351,1068,1888,3821,4218,632,1045,533,3255,3200,4784,2319,3487,577,3907,3375,2700,2429,853,1219,3976,3656,2834,343,4845,983,4033,1527,4871,1123,290,493,4272,187,4277,2814,4470,1723,2862,302,753,256,3949,3960
17,1833,303,3136,4632,4511,3818,1894,4374,2053,4043,3239,3030,3298,70,4808,2781,2743,4233,3693,129,4169,3701,1861,54,1163,2694,782,1534,2056,4450,1517,672,747,1180,1562,3815,3312,1751,2081,3153,1528,4323,1294,3041,456,3155,1936,73,2153,1791,418,1948,3221,1170,2931,2066,2329,3882,3466,2898,148,1425,3909,2469,2646,4413,4620,2519,2130,2302
18,4489,4796,3137,2636,1642,4124,1832,1563,3867,4833,660,3054,361,2224,299,945,1699,4163,2196,1368,1559,1376,4485,3975,4286,1426,1689,1094,855,2916,2331,1810,2170,4394,1564,4100,311,508,1537,3422,2101,3846,4139,2080,3848,238,2381,3912,2015,864,1525,2436,984,3019,1970,4230,708,1388,1701,1700,1582,1656,2529,2825,4523,4617,4328,2466,2768,3460
19,3927,1205,4430,4167,2129,2090,3185,1584,675,1430,4096,3280,4662,4128,231,3323,4666,3753,1794,607,4395,1270,401,1778,1617,2531,1262,1754,3354,1341,1444,2751,1305,2204,3775,1036,3210,4074,1965,3649,3267,125,1221,4798,626,1601,613,4844,58,4807,2107,4843,516,1373,3969,1641,4099,2812,1738,1290,1613,3014,1383,4653,3297,2424,1512,3889,2541,383
20,4458,1667,3233,967,2530,3563,406,3033,3635,1078,1989,1765,1112,243,3790,1636,3365,4804,4228,2068,2901,1023,2665,2820,2234,4337,332,1805,2456,373,1893,4651,4730,3138,4298,308,3594,3515,4392,2441,66,2338,619,502,69,856,3683,1760,1901,583,3315,4052,2805,4800,2046,3459,3561,2712,3875,3013,1508,507,695,1,2581,4663,3956,150,3998,3985
21,1365,1397,504,2815,2510,1347,3508,3992,999,2214,2603,1674,963,2473,1199,1456,2982,2770,2880,2526,1614,4157,1639,71,1354,1175,2442,3531,1945,4529,1466,2849,896,4077,2072,194,4734,2576,539,3662,1490,831,2036,3640,594,758,2920,3629,4865,4321,4047,2744,2002,3590,3764,3709,2391,2065,422,4114,971,4196,2405,4034,4437,955,4599,3666,1733,2908
22,4415,3528,1848,834,4197,4250,86,189,1953,3822,3283,3556,4646,3216,3732,2948,1443,1292,1317,4149,4626,818,3142,1661,3435,2212,3162,755,1798,2874,55,325,3644,914,3394,3201,3646,503,1190,1711,1281,3729,2594,2037,1511,1938,113,428,4269,4493,466,536,1161,4390,3072,1008,3295,3747,1242,4824,4080,1648,1228,1735,4607,3232,4264,611,2168,4058
23,2333,2817,175,3622,4137,1150,179,278,4625,4265,1452,3632,4488,2085,229,1018,4366,4855,2404,232,3300,3484,4472,117,3099,3552,4079,1471,584,696,183,4797,3773,3713,4160,3724,1752,1193,3370,4496,777,385,965,1080,2010,3800,750,2155,1679,3903,2408,3340,2071,1788,1862,331,1137,2323,2627,4314,4357,2242,523,4509,1469,2007,2750,3525,4767,1324
24,1663,3655,825,3670,3981,2590,2156,1847,4335,2668,431,4144,3002,2360,1627,394,3067,3714,4152,4527,917,1759,582,295,2120,3468,4524,2262,305,206,4120,202,1973,3480,1540,801,1308,2539,143,1706,4448,2160,3211,4582,4246,2661,942,4056,1583,4714,4528,2596,4176,20,2902,2455,2597,444,4522,1134,4773,4127,991,1159,2670,1366,2991,3615,2783,25
25,4259,1131,2701,1849,3322,2514,100,1338,2031,4859,12,1203,2611,1886,1716,23,2254,3475,4319,3619,940,2428,215,1820,558,1598,2303,2826,4558,4834,3777,3501,3410,635,1840,1803,2293,3883,463,3954,2438,2011,3623,2612,3368,2739,250,598,2117,3252,3728,1666,1113,2016,2351,3007,3844,1610,4879,2897,4303,2954,1918,2470,1622,644,973,4115,4777,4779
26,3797,284,4577,774,29,4705,390,4247,3804,363,4465,1669,2057,3782,4156,1194,4749,656,4348,2790,2379,4365,358,2181,3634,1554,2495,4553,4641,2945,4810,2547,3050,3942,1327,1857,2396,3864,3625,2243,2850,3141,2437,900,4402,169,4633,3524,460,1685,1195,2818,1403,17,1625,3209,2313,2091,1821,3240,1066,1538,1736,2601,683,1044,366,2842,3648,476
27,2696,690,4675,3342,35,2326,120,3589,2114,3567,1405,2606,3607,3541,4809,4142,4580,2430,2205,1061,4829,3047,4710,1668,3854,176,3094,4154,2468,2259,3746,883,823,1859,333,3084,4592,2316,1279,3123,3911,816,1401,2501,1591,4762,1462,489,938,843,3534,2154,3027,1321,3053,2725,673,709,2040,1325,3820,3217,3879,4024,2474,161,168,2793,1266,4621
28,2928,4454,3512,2830,1501,1876,4567,3825,795,1450,501,3527,4537,628,4828,712,3957,2446,84,1372,453,400,4421,2859,2675,4683,1142,4291,4687,922,1106,3377,1160,2352,3051,2359,2423,2239,4763,3338,2176,483,1275,2873,3048,3426,2623,3545,4823,4369,3744,1524,778,242,1256,964,2561,3596,868,1986,2059,1434,112,1031,3274,3871,3445,1306,3403,2409
29,4612,4403,3859,2236,1497,2653,4551,3934,1333,4278,1413,181,96,648,4428,221,1684,3331,3143,4307,2006,3661,4215,4330,3355,1362,3720,3133,10,3857,2075,82,1210,3018,2497,4200,3504,1392,2845,1902,3887,1003,811,578,3708,680,1743,4118,1977,1489,2209,2060,3191,2536,636,2264,3431,465,441,2682,4664,1557,3660,2464,4293,2943,4758,622,185,1298
30,3350,3238,1812,3121,3379,3367,625,3260,1472,3178,2637,1804,1784,3204,2339,3543,2718,2103,3332,3009,217,4153,2357,2854,4192,2534,4234,2435,3756,4889,247,3710,4011,121,1090,3046,751,535,976,152,746,4555,4457,1650,814,4111,3075,2151,2116,1042,4193,67,1775,451,3463,3111,2159,2318,2831,4568,1410,3115,4170,2599,326,4062,1499,3990,1082,94
31,1745,3532,416,565,1890,2906,2110,2219,3605,3553,139,1348,995,9,3106,166,4098,4226,4741,2000,4817,888,108,2692,3780,1686,4148,4136,3017,1815,2288,1041,3383,4604,4274,2858,209,3921,2388,2912,323,2919,2460,1907,1980,2186,3749,2082,3195,427,2272,2276,1393,4091,3842,4103,1683,1202,495,3971,3785,4660,1323,850,4518,541,2679,3457,4709,123
32,846,3643,3587,3328,2544,749,4378,4443,1638,3645,845,342,3020,1675,2407,3568,3417,2069,1799,4141,1467,3626,2403,4013,1059,111,3759,1049,2729,1027,4424,3791,404,3271,4789,861,4283,2399,2131,2374,2321,272,222,4311,1985,1811,1928,3456,767,3558,1871,4066,2554,2096,1615,840,4248,3910,1807,968,3187,684,4885,2499,56,3699,2365,345,2715,4440
33,3542,4694,734,4471,1378,756,4338,1457,1662,434,3970,1929,2350,317,4020,4094,376,2550,4872,2723,3134,966,3582,4461,4368,537,1318,353,1105,190,235,2747,2764,3876,2571,2285,517,4611,3861,3688,1391,396,3621,1404,4356,3696,4856,1632,2930,2884,4665,259,3118,859,4046,4654,1200,3794,771,3262,2885,81,1070,3565,1526,865,2384,4022,3444,63
34,3386,1273,4874,4622,4241,1866,446,3657,1740,2663,337,4850,1093,3441,488,1283,3207,3523,4841,2629,1520,4150,4249,3491,763,1660,2092,1776,1126,4028,4288,2,3149,1037,88,103,2710,1487,4282,1854,669,2119,191,4866,4815,2900,863,1916,4644,2398,4385,4576,1353,4268,3829,1746,2963,1792,4041,3637,4318,1274,2802,1783,297,812,593,107,2677,586
35,4063,623,2564,322,239,1678,713,1968,75,2480,1464,4159,2946,2125,3711,255,2528,1420,2697,3425,3597,525,4478,4131,1152,1164,802,4459,1481,4015,4363,131,677,4189,1518,3915,2977,1488,1097,2924,4751,254,3845,1229,3769,32,1492,4726,4179,1911,3751,3208,1379,3174,1879,307,4431,3967,2291,4891,1933,192,3951,2375,4290,1954,4585,2980,1087,4184
