,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,2708,2080,2662,2854,607,2571,2429,2450,2568,2177,2345,1495,39,136,2005,3477,465,6,2592,1052,1745,1110,682,2673,3224,127,1656,1037,105,1970,1463,1086,135,2967,987,2563,1724,3233,428,1235,3050,1057,2836,3112,1887,3307,54,1800,3388,1816,380,1261,1511,2865,2418,3168,1505,835,2415,2497
1,505,1402,2324,1606,3351,2716,552,1937,2139,56,1539,1218,2863,1199,2044,2798,451,397,1207,664,188,1028,630,1442,1150,1083,1824,1702,3266,1406,1117,3193,1244,1945,3315,1742,13,377,1457,566,725,3138,1995,3061,1450,3576,2437,3491,2000,3243,3390,1310,2379,3344,3401,3421,337,2179,1435,2062
2,1255,3051,619,615,901,1813,3226,1049,3364,2569,1294,458,1080,2567,2746,2781,3513,270,1287,2146,1424,1680,3483,2758,1902,216,3557,1636,1216,2010,2756,2828,2015,1344,249,1623,3237,1946,1142,3290,1896,3009,1317,1470,997,3178,2191,475,903,685,706,1876,954,193,1785,2219,2012,3511,871,866
3,1398,11,111,638,2061,278,621,1480,2397,113,769,1422,1494,1931,2271,1089,2320,3099,2586,191,2178,3521,1725,173,3349,595,2868,2183,2011,2622,973,2957,1648,2887,2888,1579,2671,2589,1023,951,786,2127,357,2857,3135,3180,1859,2236,1429,3318,1557,1483,976,3470,920,43,2407,2606,3055,2558
4,809,1302,2528,459,1722,980,1520,2297,1912,2933,2304,1060,429,1340,15,3507,3389,1731,1790,386,160,1765,300,1298,1381,1984,2366,1397,2745,2639,1314,292,3461,3139,3065,251,1927,329,3485,1527,2016,344,2422,2799,3062,1318,516,2249,2222,316,808,1852,2106,3379,2934,1963,2021,3371,2259,2835
5,1396,48,1046,3487,36,2332,2810,2060,2247,2675,3291,1354,331,2287,2726,801,1123,530,1865,2665,3177,1992,2221,818,2882,62,2473,1311,1332,1842,2641,294,2071,3359,1783,1139,2045,1410,47,238,1173,2165,2189,1782,776,2779,3256,1484,2732,2551,2043,134,979,2986,3041,1198,3444,724,2077,2270
6,2355,3409,1607,966,443,2534,1743,1211,117,1994,3287,259,3458,1453,1054,124,3107,434,794,2343,605,620,3398,1010,3552,96,1932,481,785,3592,408,1447,2508,2841,2520,1958,1694,755,1671,3219,2076,3508,1508,3118,128,3153,3032,3007,1532,3262,2501,488,1966,194,633,2037,3387,3017,1132,567
7,3582,383,67,2661,3581,2704,1223,176,31,2020,2710,3067,3123,956,2340,1074,2104,2581,2997,1168,211,2185,2833,1144,1182,2914,1773,2564,2850,791,2360,2759,1611,1709,3071,2682,1651,1176,1029,3280,648,3417,3176,542,2991,3033,1373,2623,302,197,2201,152,2075,935,370,89,1573,1886,1454,670
8,1664,69,2113,2122,2250,3231,2176,3543,531,1106,385,2664,1515,2995,2186,403,3076,964,2466,3222,2958,1688,3352,3228,2904,1185,3042,61,696,1987,317,2845,1833,751,820,831,368,834,872,3022,2353,3593,454,684,363,528,999,1270,2600,3209,33,1953,2475,3272,299,1491,2338,1990,3355,2496
9,1570,435,2321,1041,1748,2435,208,1675,2309,3116,927,1948,3396,79,1000,175,1042,3152,2474,1907,2275,2019,2875,1004,1458,1414,2728,1746,1784,2573,3514,720,2156,1590,847,850,3442,2394,320,2274,2432,1390,1327,735,3310,1988,862,3565,274,2048,2674,671,1881,149,3452,1950,1751,3573,23,3034
