,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,551,3599,1586,992,1129,3522,1202,1544,3304,3236,736,2931,3028,2916,1436,2099,2330,3012,64,2785,1708,1400,1214,442,2898,1420,1678,3221,1011,2535,1246,217,625,942,2594,2414,592,2299,328,1625,1693,2713,3059,2162,3120,2556,2892,184,1275,1831,473,1040,1324,1904,1098,884,1096,2471,2334,1510
1,3506,3142,1546,3155,812,1801,833,981,153,242,2152,2582,930,1797,1681,1135,1020,1329,7,3362,482,1660,1224,734,417,1359,537,1844,3499,1633,2527,2597,2700,2172,2063,84,2695,94,1231,3040,2601,3031,2436,662,2605,1603,2245,1879,634,3395,2996,3520,1503,698,2777,2968,2718,1736,2747,518
2,1917,918,875,2712,2392,2449,3370,572,189,3456,675,1516,1196,1855,2434,1377,2049,1189,1791,3360,2685,95,77,419,1856,2855,1772,1157,2791,2609,3515,1,3313,1691,1215,1559,1180,245,1065,796,2291,1650,2409,2278,2525,3588,1119,2982,1906,1021,3404,1550,264,1744,3405,589,1013,2517,3174,1413
3,2823,3048,3373,1055,60,88,3169,104,1638,1306,967,1038,1961,2733,2461,1121,3366,3259,2825,1276,2047,2945,781,3472,301,1827,1090,2654,73,351,205,1044,365,3308,3420,2848,2814,2944,2138,3400,1116,1947,1576,388,1770,609,2478,3410,1683,2215,91,2009,722,2180,1779,3475,181,3069,80,1554
4,1978,908,472,202,3509,404,452,1063,2880,529,2813,2055,2735,3208,3339,1345,1053,3234,961,3479,527,222,3279,2253,72,1242,1704,224,2979,2829,107,1164,1101,1179,3572,2929,1901,2539,336,2956,733,201,3141,2923,108,2248,2367,2038,2634,1108,1212,3451,2081,2876,3333,1352,690,2371,1489,1940
5,3434,823,1593,2821,2100,1152,1872,3531,3411,3446,2522,1008,1279,969,594,2749,3598,3383,3064,1128,1027,1358,2052,150,3117,2272,114,2544,517,2585,3091,422,506,1043,2198,569,923,2960,321,2083,806,545,2188,1643,2822,1085,1868,2506,1663,1687,2132,1756,746,418,3292,3594,1720,352,1295,1583
6,879,3361,2903,1768,540,3317,2911,168,1346,1274,3043,26,1153,3392,3223,604,420,2906,3197,613,2354,3584,2499,2145,3215,1476,1846,1145,3179,1376,38,2631,793,115,765,1175,1264,1847,647,1853,3073,3498,438,311,2776,1807,78,312,2549,3533,3145,2643,1604,3439,3252,1754,154,629,177,1867
7,1529,754,3569,817,898,3301,3556,2827,3253,241,2730,766,1533,2158,805,1657,792,777,2310,19,1875,2692,1441,3143,1914,568,1609,659,948,3538,3227,737,2383,1061,1259,3526,1467,2457,603,2134,1326,2120,1290,305,1794,3512,3539,775,2554,3426,1100,1749,570,2378,683,525,3286,2171,602,2792
8,3592,3032,443,1671,2355,633,1958,2534,3017,3508,1054,3153,1607,620,1132,1508,755,1447,408,2037,1532,434,3387,3287,481,128,1694,117,3552,96,785,3107,567,3007,2520,1932,3118,1966,966,488,259,1010,2076,1453,3262,1994,124,3398,2501,3409,194,1211,3219,2508,2841,1743,605,794,2343,3458
9,983,3163,1033,1983,1838,2754,2114,2300,811,1563,1154,1022,2296,758,3008,3247,894,490,2196,50,1737,3517,3324,564,1226,1421,3172,723,3220,2328,3441,3124,3136,1566,705,478,3457,1092,1646,2670,1885,399,185,832,3278,1105,1166,349,2625,1826,479,3436,2797,693,1026,139,3084,161,3397,2964
