,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1586,3012,3236,1098,625,1246,1708,442,2892,736,2334,328,1544,2162,1324,3599,2916,1011,2898,992,473,884,2299,2414,3120,1678,1096,2330,3221,1275,1400,1129,3028,2594,2556,2713,1904,1436,2931,1202,64,1510,217,184,2785,2535,1214,1693,1625,1420,3059,551,3304,2099,2471,3522,942,1040,592,1831
1,498,1369,1677,275,2570,1474,512,1860,1850,3484,262,990,3170,1669,1575,3541,3087,2155,1114,770,2834,3157,1610,3476,1938,2097,3082,2123,1434,870,3488,632,285,2258,2213,3134,1519,2793,3250,795,2727,212,1319,3068,563,1058,2160,1348,3568,138,2417,1187,1138,3478,1267,246,2698,665,986,897
2,2748,2691,1160,856,147,3545,2516,298,2621,362,2705,3493,3350,3010,293,2809,2920,2583,1141,2679,1032,2105,2961,860,1639,741,1363,1922,2762,1451,2578,34,3561,223,3548,1228,978,2137,1280,2802,673,1219,1047,1233,1921,1156,3462,2953,779,83,3505,2078,66,593,995,558,1197,3357,1551,2472
3,3581,2759,3417,1709,670,2850,302,2710,1074,2340,1168,2661,2704,956,3280,1373,2185,1182,2564,1029,935,1223,2075,1773,197,1651,211,1176,31,2201,2581,3582,67,3071,2020,1144,1611,1454,3033,2682,2360,3123,2104,2833,89,2914,1573,3067,152,2991,648,791,1886,3176,2997,370,2623,176,542,383
4,3343,2987,2846,2118,2241,1594,2921,1653,749,243,2187,2086,743,764,1210,2268,1322,174,1409,2136,1616,2910,1425,3542,2386,1349,1134,1471,3126,849,3332,2036,2795,2595,3077,627,1509,159,1161,2423,1099,2545,3518,1763,3006,431,2412,888,395,857,624,3109,1082,2495,2681,1762,1556,953,1759,579
5,3402,1501,45,1565,970,2852,3241,318,1460,503,581,2493,1478,1935,2668,1208,787,1220,1621,2066,1597,2255,2656,858,2693,1339,3083,3562,3255,1364,170,3358,1723,2239,2233,3591,2058,3081,2894,2285,3391,3448,346,335,660,1956,86,2116,2766,1490,1599,1558,1171,1898,878,402,3011,513,1703,495
6,2954,240,2883,485,3086,1916,137,1488,1200,1293,2026,3372,2537,1312,1253,3104,2030,576,2356,3503,1869,938,3336,71,1864,3,1431,2125,1350,3535,497,2014,1024,2557,574,2817,2182,646,855,926,2976,1555,32,2333,3164,2281,1170,2512,1870,1361,959,1741,3437,3075,2380,1513,1030,610,2983,2683
7,391,1793,2743,3326,3260,1159,2025,3162,2119,384,3093,2388,2202,1882,768,1281,1710,2067,2500,3079,1863,2801,800,922,1407,1209,3450,1234,1056,1399,3363,1241,157,762,950,1262,2734,1541,2224,3346,1095,3560,522,523,21,2481,1661,2326,2657,2494,1190,1188,3269,2269,2342,450,2368,16,1423,1122
8,1282,496,1104,2842,1292,1087,819,3328,1462,3494,2091,2729,1357,913,2372,1774,1320,2940,40,1019,1641,1781,1962,198,3423,1810,2337,3014,1936,1832,1959,1580,3282,1239,1072,1379,3214,628,803,1986,991,3467,541,2794,2626,2877,3342,757,1069,2295,745,1323,653,3385,1572,2130,1016,1006,2260,2344
9,3053,1455,1706,532,269,2092,163,116,1686,3298,2149,3200,2121,1755,2784,2840,3225,3412,255,2509,2109,3492,3544,1979,2869,2301,2184,437,2849,1003,2346,2226,347,37,2395,688,288,2593,350,1283,2561,1181,1535,550,4,2254,3004,2096,963,1780,162,892,398,1957,2990,2410,2780,3429,1412,1732
10,1546,1329,242,2777,2700,2527,482,734,2245,2152,2747,1231,981,662,1503,3142,1797,3499,417,3155,2996,2968,94,84,2605,537,2718,1020,1844,634,1660,812,930,2063,1603,3031,698,1681,2582,833,7,518,2597,1879,3362,1633,1224,2601,3040,1359,2436,3506,153,1135,1736,1801,2172,3520,2695,3395
11,2837,2229,3393,98,2941,41,2054,731,1395,2339,1221,244,900,2385,1504,63,2361,2033,2351,3293,3595,2484,585,354,1649,3213,2722,1446,195,1750,1243,2490,2541,3095,631,3110,1391,1251,2404,1685,2489,740,600,3078,1972,842,840,406,2426,2706,178,2818,3294,2627,1713,1601,1905,1728,590,3230
