,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,2948,539,2619,1767,1679,1910,2084,3471,1605,1534,1384,376,10,297,469,2702,2232,1472,1634,612,1205,1670,2293,679,2521,2442,1517,1699,2519,982,962,941,890,654,3254,1301,471,2955,3000,1806,1051,2261,2721,2723,3431,2430,3103,2093,446,2282,231,3534,2463,2587,2373,2773,12,1552,3590,1269
1,795,1319,632,2570,1669,1058,3488,2727,262,138,2213,2160,1267,3087,1860,3568,1434,275,986,285,3541,3478,3484,1138,665,1187,2793,1938,3476,2123,2155,2258,2097,212,563,897,1610,3157,246,2834,3170,3250,512,1348,3134,2698,1474,1369,1677,990,498,770,1850,3068,3082,870,1575,1519,2417,1114
2,3130,611,2235,1840,2951,559,788,2303,507,1481,1126,287,256,3380,914,617,1151,2311,3037,784,3551,1250,1968,584,2369,1039,1088,1591,3015,2644,1178,2006,2999,713,444,2636,2416,3559,3474,3159,25,2375,2930,1941,1493,830,2013,829,2861,1897,2502,3054,2195,1333,1899,462,2267,712,3555,906
3,1872,422,2100,506,1643,2585,1358,3064,1295,2272,1085,2052,352,969,150,2083,2544,3292,923,1279,823,2749,2522,3411,1756,3434,594,2822,569,3598,517,2198,114,1583,1128,1687,2960,3594,1152,2132,3531,1008,1027,806,545,1043,3091,3383,3446,321,1593,2821,1868,2506,1720,1663,746,418,2188,3117
4,3309,1652,2740,1071,1543,1581,2411,717,1974,247,502,2576,3532,3158,2778,2839,1993,2765,1496,1642,3016,3150,2543,864,2111,1654,3579,767,3218,3489,1372,2699,226,1820,2742,456,182,985,2039,87,3504,22,2350,773,772,1843,2455,1195,109,1866,487,460,1225,3422,229,3347,921,1823,591,3111
5,1742,451,505,2062,1199,1083,397,1117,664,1450,56,337,1207,1028,1539,1310,2139,1945,3061,2324,2437,1995,2044,2179,1937,1406,1435,3243,1824,377,1150,3315,13,2863,3421,1402,2379,552,3401,3344,2716,3576,2000,1218,1442,3491,3266,3193,3138,1606,3351,1457,2798,630,188,3390,566,1244,725,1702
6,2357,1296,394,1500,2276,2598,1257,3052,3246,3025,1878,1236,1825,1858,1530,599,2856,1711,296,778,227,1383,1062,1388,2042,715,2218,1136,949,526,1143,2046,2618,14,707,2470,2975,2428,1385,3445,2831,3242,3418,430,2886,2163,423,1814,2289,2284,190,1256,2204,3183,1568,3575,3192,2464,1268,905
7,1139,1123,1396,2270,2287,62,530,2641,2665,776,2675,3444,1865,1992,3291,134,2247,3359,1782,1046,3256,2189,2726,724,2060,1842,2077,2551,2473,1410,2882,1783,2045,331,1198,48,979,2810,3041,2986,2332,2779,2732,1354,818,1484,1332,294,2165,3487,36,47,801,2221,3177,2043,238,2071,1173,1311
8,833,2597,812,2700,662,1633,1660,7,2747,1359,1603,1224,1736,1797,734,3040,1844,2777,2695,930,3142,1135,2152,153,3520,3506,1681,2605,84,1020,3499,2063,537,518,3362,3395,94,2968,1801,2996,981,2582,482,2601,3031,2172,2527,1329,242,1231,1546,3155,2245,1879,2718,634,1503,698,2436,417
9,2971,125,2885,2596,2144,1351,1165,179,1304,3554,553,1325,3265,2288,1118,2065,499,2677,2482,2610,876,326,119,548,501,1285,1466,2739,3105,3276,2562,2651,816,839,3030,3148,703,2266,2322,200,441,1347,3277,3376,232,2421,1426,1933,965,2950,1025,1498,1368,3378,1733,2331,2402,2358,1967,1668
10,1283,1535,2226,269,1755,2254,2346,2561,2149,1780,2395,3004,2990,3225,116,963,2849,532,1412,347,2840,1957,3298,398,3429,892,2593,2869,1979,437,3412,37,2301,1181,4,1732,3544,3492,2410,2109,2121,350,163,2096,688,2780,2092,1455,1706,3200,3053,2509,1686,550,2184,1003,2784,288,162,255
11,831,3076,1664,2496,2995,1185,964,317,3222,363,1106,2338,2466,1688,385,1953,531,751,684,2113,999,454,2186,1990,3543,1987,3355,3209,3042,834,2904,820,368,1515,1491,69,2475,2176,299,3272,3231,528,2600,2664,3228,1270,696,2845,3593,2122,2250,872,403,3352,2958,33,3022,1833,2353,61
12,1382,2391,1622,1492,2788,3204,2413,411,2614,2806,2214,2208,374,2483,2588,3244,2068,728,1888,3232,1147,1315,1698,1229,1103,284,110,3098,1735,2082,122,2419,1919,2341,2638,206,3340,42,3549,2579,2376,836,75,3094,2819,2690,1050,2459,204,3207,1375,946,623,1787,1839,1378,1818,2117,1871,360
13,2423,3518,2036,2241,764,431,3332,1099,2187,857,3077,2412,2681,1322,1653,395,3126,2118,1759,2795,2268,2495,243,1082,953,3109,159,2386,3542,1471,174,2595,1349,2545,3006,579,1425,2910,1762,1616,743,1161,2921,888,627,1556,1594,2987,2846,2086,3343,2136,749,1763,1134,849,1210,1509,624,1409
14,2911,2631,540,793,311,1376,3584,3197,177,1476,1807,2499,629,3392,2145,1853,1145,3252,1264,1153,3361,604,3043,1346,2643,879,3223,2776,1175,420,3179,765,1846,1867,613,3533,1847,1754,3317,3145,168,26,2354,3073,3498,115,38,2906,1274,647,2903,1768,78,312,154,2549,1604,3439,438,3215
15,452,1164,3509,1101,2923,2829,222,961,1489,1242,2248,3279,2371,3208,2253,2956,224,3333,1901,2735,908,1345,2813,2880,3451,1978,3339,108,2929,1053,2979,3572,1704,1940,3479,1108,2539,1352,404,1212,1063,2055,527,733,201,1179,107,3234,529,336,472,202,2367,2038,690,2634,2081,2876,3141,72
16,1958,3107,2355,567,1453,96,434,408,2343,128,1994,3387,794,620,3287,488,117,2841,3118,1607,3032,1508,1054,3017,1211,3592,1132,3262,1932,755,3552,2520,1694,3458,2037,3409,1966,1743,633,194,2534,3153,1532,259,1010,3007,785,1447,3508,966,443,1671,124,3398,605,2501,3219,2508,2076,481
17,2107,2228,1536,2612,1645,2452,2244,1587,2205,2547,2157,1461,1640,3435,3240,2707,489,1005,3553,2446,2805,1584,313,859,3468,2487,889,2,577,2238,2085,167,1786,2860,1393,1365,2315,598,57,1237,2719,1903,1549,2902,1739,2364,314,484,3430,744,789,468,1705,1245,663,3558,3348,649,2389,2687
18,845,2790,873,2035,51,790,3161,2017,457,1507,3047,1158,919,877,2808,3171,943,661,1977,421,2441,171,3408,726,2647,3187,225,355,774,904,2131,1001,2977,2227,2935,2796,68,2491,721,445,702,3322,2830,2878,2811,2847,2603,3432,2098,341,1130,2703,2645,2884,2789,1569,3184,543,3060,521
19,1031,1542,1107,937,3443,2540,327,18,2871,2290,1837,3374,1330,2757,1252,2312,759,2193,2206,2448,1815,2148,29,1540,3045,535,3113,3550,760,1167,2170,2031,324,3341,1078,846,372,972,2129,714,2216,837,1726,2159,1626,1514,2220,511,1137,2050,1522,3202,3449,2262,3384,3165,1631,59,1890,3217
20,236,1600,30,825,3296,1592,975,3199,3035,2207,1443,74,2505,1538,2755,353,907,1525,936,2102,155,2580,2027,1131,3080,102,1998,410,2166,3128,3002,2676,2843,371,2041,2167,3353,2820,2653,3530,279,3566,993,1925,432,280,400,1861,8,2370,276,1892,1596,3314,2365,3407,1795,3274,2003,2628
