,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1070,291,1764,1094,2694,3486,1194,52,2988,932,508,802,2153,520,2826,2750,3427,939,1989,2251,2401,804,3502,282,945,413,3182,1007,1819,748,1537,2611,854,547,2451,955,1067,2286,1387,2454,1619,2985,2064,493,3019,3115,2190,2701,3587,2420,3070,24,1526,672,2292,3229,2347,3248,709,1738
1,1106,3076,3543,69,2186,33,1491,820,2845,3593,3272,2995,3231,1833,1990,1664,3228,403,831,3209,1953,317,2958,2338,531,3352,3022,2496,2664,3222,1515,696,528,368,872,2475,363,385,2904,299,3042,2466,2113,1270,2122,2353,751,61,2250,3355,454,1185,999,1688,1987,2176,684,964,2600,834
2,3463,2079,3424,582,1149,1300,1487,1297,960,425,55,1331,573,1996,1911,1427,1944,3510,1073,2764,852,3523,3102,172,3261,841,1035,2970,233,2993,2265,286,3356,554,1115,3258,681,2844,2889,1018,2384,3160,2899,1321,2709,2141,2161,2642,1845,1389,3194,1240,1803,401,3519,97,2947,93,133,1954
3,3540,1585,2305,1336,1468,416,1766,322,639,1719,2637,2279,2969,2154,2752,3403,58,695,869,578,1659,3191,1934,2374,2242,2952,379,130,1416,1714,3024,1428,1263,2398,213,868,2786,1804,1133,2617,2873,2246,674,1761,2306,3201,555,2381,771,144,739,2456,1589,3481,2559,345,1432,3334,3577,2591
4,2569,3513,1049,3051,2746,706,2219,249,2828,3009,193,2567,1813,2015,3511,1255,2758,2781,1623,685,1876,2756,1424,2012,3364,3483,3290,866,458,2146,1080,1216,3178,3237,1142,954,997,1294,1902,1785,3557,1287,619,475,615,1896,1344,1636,901,871,1317,216,2191,1680,2010,3226,1470,270,903,1946
5,631,600,1728,3230,2339,1750,1972,3095,2229,3393,3595,2385,900,1391,3294,2490,3110,1395,1685,1649,2426,2489,2722,840,195,3078,1504,2941,406,1221,740,41,2404,3213,3293,585,2706,731,2033,1601,354,1713,2541,1905,244,178,98,2351,2837,1251,2627,842,63,2361,2818,2484,590,1243,2054,1446
6,1105,3124,3436,1826,1154,2625,50,705,490,1563,479,832,2300,693,811,1838,399,1166,2114,3278,2670,2196,3084,3324,723,349,2797,3136,1885,3397,2964,3441,1022,3172,1983,1092,1421,564,3220,2754,478,161,2296,1566,1646,185,1026,1226,1033,3008,3247,2328,3163,758,983,139,3457,3517,1737,894
7,1603,2597,3520,3395,2152,634,3362,2063,1329,242,2996,662,981,698,153,812,3031,2245,833,2605,3040,7,2718,1224,1844,1879,1503,2700,2601,2747,518,2527,2582,537,3155,94,1359,734,3499,1801,84,1736,930,2172,1231,2436,2777,417,1546,1681,1135,1633,3142,1797,3506,2968,2695,1660,482,1020
8,101,1059,536,3097,763,1928,187,3571,504,1692,2686,2225,2660,1068,1658,2812,3596,944,824,2465,2327,3367,2004,2624,3001,3464,3305,92,1682,2051,164,1730,2620,3140,2737,2688,3564,2112,608,3306,1930,1362,2325,1620,911,387,464,151,1980,277,1632,3196,1064,865,3154,655,1796,1081,2072,146
9,3586,1821,230,2319,1629,1960,129,169,203,2363,1602,902,494,3023,3263,2667,828,2633,1548,3365,2352,931,2110,1676,668,2103,2477,1769,1955,1727,2574,3377,3460,3049,2640,1893,1353,1949,1486,2230,1628,952,2234,474,392,861,234,2362,747,1613,2928,2879,2377,1193,1809,123,2476,2680,2553,1002
