,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,262,563,3068,3478,246,1138,138,1938,990,1860,1114,632,1474,2793,3170,3541,212,1319,1669,498,3476,1519,1187,1610,512,2258,1850,986,870,770,285,2834,1677,1369,897,2123,2698,3087,1575,2155,665,3082,795,275,2570,3488,1267,1058,1348,2727,2097,3484,3250,1434,2160,3134,2417,3568,3157,2213
1,2804,3516,166,2438,1758,2440,3528,549,141,366,3264,1982,1127,3416,258,390,2936,3181,3537,3283,2142,667,248,2938,2467,3036,1465,359,358,3501,439,1707,597,1380,1771,3096,1547,427,2443,1908,2717,2973,2174,1608,260,414,2181,389,2858,2874,2468,1183,1430,1113,2978,82,35,2775,669,3273
2,2334,2785,184,2099,3522,3304,1420,3120,328,442,2898,1129,1246,1436,1544,3599,1510,217,2162,1586,2414,1904,551,2299,1708,2594,2892,592,1275,992,3028,473,3236,3012,1831,2330,942,2916,1324,1011,1040,1096,1202,1098,625,1400,2471,2535,1693,64,1678,736,2931,3221,1214,2713,3059,1625,884,2556
3,1079,343,308,1289,1696,863,910,676,1721,315,3057,2770,1342,3316,974,2256,798,3302,2998,3567,882,3003,483,3597,1278,701,1506,561,644,2070,382,2503,2744,2663,3299,742,2237,891,2308,1830,3459,1964,1716,1437,1034,3072,984,2329,1174,1417,3438,1884,1895,1615,2524,510,3100,1697,1523,3354
4,80,1276,3410,1121,88,1638,1827,1770,2138,3472,301,60,205,2461,104,3048,1554,1044,388,3373,2848,2180,2823,2944,2047,3420,2478,2814,1683,1055,1961,91,1306,3259,2215,3366,3308,2733,722,73,2009,181,3169,1779,365,2945,3069,351,1116,2825,1090,967,1038,2654,781,1947,1576,3400,3475,609
5,933,2684,2711,3121,2024,3600,2666,156,2649,3547,140,2864,3345,100,2918,1817,1690,2901,3480,2444,1014,2897,560,257,2263,2469,645,2946,112,1502,2056,76,17,1562,1883,1169,546,409,126,1545,971,1036,3281,1419,2590,3125,2504,3127,2771,1674,1203,272,2169,2913,2492,3146,2069,20,652,752
6,1489,3479,2038,1345,404,2880,1242,108,336,2253,72,3509,107,3339,1063,908,1940,1164,2923,472,2929,2876,1978,2539,527,3572,2367,1901,2634,202,2735,1212,529,3234,1108,1053,1179,3208,2081,2979,3451,690,452,3333,1101,222,2371,2829,733,961,1704,2813,2055,224,3279,201,3141,2956,1352,2248
7,2051,187,3464,1632,3306,1658,3564,2465,911,2112,151,2812,1730,277,2660,1064,164,1059,2225,1980,1930,1068,3154,2688,2072,3571,944,1796,1928,2737,2325,2686,1692,504,3097,146,1620,865,3305,608,536,2004,824,464,92,1081,1362,3196,1682,3367,3140,763,2620,3001,2624,3596,387,2327,655,101
8,1444,1334,2115,1120,267,813,261,271,199,2542,2919,2023,928,3058,1939,1577,3320,2034,1788,2714,2599,1271,289,1734,142,2040,3190,1582,1521,580,1448,3495,2881,3338,2088,424,601,912,2211,2445,2175,1477,2769,2210,3583,1524,295,2635,1637,1125,3500,2891,2994,2089,27,235,3063,3297,838,2209
9,1727,129,2103,2928,2230,3263,1353,3365,392,1949,2362,2667,3377,1613,494,2377,2574,1821,902,747,1628,3023,1809,1893,2553,169,2633,2476,1960,2640,2234,1602,2363,203,2319,1002,474,1193,2477,1486,230,2110,1548,234,1769,2680,952,2879,1955,931,3049,1629,3460,668,1676,828,861,2352,123,3586
10,581,660,335,1898,402,1171,1490,2693,2493,318,1621,3358,2852,3081,1478,1208,3448,346,1935,3402,858,2058,1558,2656,3241,2239,1460,1703,1364,2066,1723,1597,45,1501,495,3562,3011,787,2668,1220,513,3083,2285,1565,970,170,878,1956,2116,3391,1339,503,2894,3255,86,3591,1599,2766,2255,2233
11,3132,307,1172,3074,2057,885,3013,1112,1880,3239,3536,1588,1248,853,1316,637,207,3046,1288,1975,565,3188,1655,2890,538,622,2164,1291,2008,544,2408,2453,934,2832,1012,2652,1808,3381,2507,3029,1894,3210,2629,1445,330,381,2577,3092,1851,533,1857,2168,70,916,1753,1612,375,361,3490,3440
12,457,2935,2884,171,721,726,1507,355,341,2808,521,873,2603,225,702,2441,2227,2790,51,1130,774,543,3187,68,2830,1001,2645,1977,1569,2703,421,445,2098,3432,2796,904,2847,877,3184,2131,2647,2789,845,661,2035,3161,919,790,2878,2017,2977,3408,3322,943,1158,2811,3060,3171,2491,3047
13,2747,3362,1879,1135,1801,153,1359,2605,1231,734,417,812,2527,1681,981,3142,518,2597,662,1546,84,698,3506,94,482,2063,2245,2695,634,3155,930,2996,242,1329,3395,1020,2172,1797,1503,3499,3520,2718,833,2777,2700,1660,1736,1633,2601,7,537,2152,2582,1844,1224,3031,2436,3040,2968,1603
14,507,444,1333,1250,3474,584,1481,1591,1897,914,906,2235,2013,1088,25,3551,713,611,2951,2502,3015,712,1039,2416,2930,2006,2195,3037,462,3054,784,3159,2861,829,2636,2644,830,3380,2267,1178,2369,1899,3130,2311,1840,788,256,559,1941,2303,2999,1968,2375,1151,287,1493,3555,617,3559,1126
15,3174,3360,2982,1377,2449,189,2855,2525,1065,419,1856,2392,3515,2434,572,918,1413,1,2278,875,1559,1744,1917,245,2685,1215,1119,1180,1906,2712,1196,3404,3456,1189,1021,2049,1691,1855,264,2791,1550,1013,3370,3405,3313,95,2517,2609,2291,1791,1772,675,1516,1157,77,1650,2409,796,589,3588
16,2705,1921,1233,593,558,66,83,1639,3493,298,1141,34,3545,2137,3350,2809,1219,1047,3010,2748,860,978,2078,2961,2516,223,2621,1551,1451,2679,3561,1032,1160,2691,2472,1922,1197,2920,293,2583,3357,1363,2802,856,147,2578,995,1156,2953,673,741,362,1280,2762,3462,1228,3505,779,2105,3548
17,748,1194,413,3070,2454,2826,1067,2251,3019,2286,2701,2750,2611,2420,2153,1526,1537,291,802,3587,1619,520,2292,955,709,52,939,2347,3486,2451,2064,508,932,2988,1094,1738,493,672,3182,1387,1764,3502,1989,2190,1007,3248,2985,24,1819,804,547,2694,854,945,282,3427,3115,2401,3229,1070
18,3295,3524,1017,2548,1792,2405,186,148,3578,426,3289,1991,1366,2838,334,1338,2335,3186,453,968,514,3466,3546,738,2937,2133,1841,1672,1313,53,2669,2433,373,2575,1999,2095,689,2760,1440,2194,2273,356,691,1162,2533,239,3321,2815,1900,2859,1258,1284,1798,895,2283,994,2824,1969,1337,782
19,3027,44,1227,761,880,3198,3415,1102,2697,1913,1760,1204,3251,2646,3465,1667,678,2715,1747,519,2782,250,2896,1386,1647,396,228,1624,2696,1811,1309,339,253,699,2515,2962,2002,2126,614,642,2774,2280,1299,2741,1439,2518,606,588,2022,2531,1630,2932,656,3189,3156,883,3527,65,3175,2926
20,1974,2742,3422,3150,2039,864,247,767,1866,2778,3111,2740,2455,3579,3504,3016,1820,1652,1543,487,3218,1823,1654,182,2350,2699,1225,1496,3347,460,1642,87,109,1195,456,3489,1843,3158,921,1372,2111,229,3309,2765,1071,2411,3532,1581,773,717,226,2543,22,1993,2576,772,591,2839,985,502
21,664,3421,630,1995,3401,2179,1450,3243,1606,1539,1702,505,3266,1435,2716,2437,2863,451,1199,3351,1824,1244,1406,2379,2000,3315,2798,3061,3390,1457,2324,3344,3138,3193,1402,377,3491,1028,566,1150,1937,188,1742,1945,2062,397,1207,1083,1218,1117,13,2044,3576,2139,337,1442,725,1310,552,56
22,2871,1078,2262,2148,2129,1540,2290,3550,2050,1252,3217,1107,2220,3113,2216,1815,3341,1542,3443,1522,760,59,535,372,1726,2031,3449,2206,3165,3202,2448,714,1137,511,846,1167,1514,2757,1631,2170,3045,3384,1031,2193,937,327,1330,2540,2159,18,324,29,837,759,3374,1626,1890,2312,972,1837
23,2604,2616,677,2094,214,1408,3238,881,626,2862,183,1485,2648,2510,3133,2486,165,3428,2942,196,1355,3166,2538,2393,2546,2949,1401,843,2173,1009,1971,180,1146,467,1371,338,3144,2150,3039,1418,237,1048,304,815,3482,917,2912,1335,2900,3147,2853,2323,2400,310,1617,2479,575,3119,2974,290
24,1714,1766,2952,739,2617,2752,2786,578,2306,1804,2381,3403,1428,144,2969,1589,3024,1585,2279,771,2873,2154,2559,868,3577,322,695,1432,416,213,674,2637,1719,639,1336,2591,1761,3481,379,1133,2305,1934,869,555,130,3334,2246,2456,1416,3191,2398,1468,1263,2242,2374,58,3201,1659,345,3540
25,2187,3006,1763,2495,1762,1082,857,2386,2086,1653,1409,2036,1594,159,743,2268,2545,3518,764,3343,3542,1509,3109,1425,2921,2595,749,1759,849,2136,2795,1616,2846,2987,579,1471,1556,1322,1210,174,953,1134,2423,2118,2241,3332,2681,431,888,1099,1349,243,1161,3126,2412,627,624,395,2910,3077
26,2993,1487,841,3194,1018,1911,681,2764,2709,2844,2642,1427,286,1389,573,1803,2265,2079,1331,1845,2384,1996,3519,3258,133,1297,3510,2947,1300,1115,2899,55,425,960,582,1954,1321,401,1035,2889,3424,3102,1073,2161,2970,93,3160,1240,233,3523,554,1149,3356,3261,172,1944,2141,852,97,3463
27,2149,4,550,1957,2410,398,1780,2869,3200,116,255,2226,2092,2593,2121,2840,1181,1535,1755,3053,1979,288,892,3544,163,37,1686,1412,1003,2509,347,2109,1706,1455,1732,437,2780,3225,2784,3412,3429,2184,1283,532,269,2346,2990,2254,2096,2561,2301,3298,350,2849,3004,688,162,963,3492,2395
28,2146,2219,3483,1317,1785,3511,997,685,615,1294,1636,1255,1216,871,1813,2191,1080,3513,2567,901,3557,2015,2010,954,903,249,2781,1470,706,1142,619,193,3009,2828,3051,1946,475,1680,3290,1902,1049,1424,1623,1344,866,270,1287,216,458,2756,3237,2746,3178,3364,2012,2758,1896,1876,3226,2569
29,1295,1128,2506,2749,1152,3411,2272,2822,321,150,3117,2100,3091,594,3531,823,1583,422,1643,1593,569,418,3434,2960,1027,2198,1868,923,1663,2821,1279,2132,3446,3383,1687,3598,1043,969,746,517,1756,1720,1872,3292,506,1358,352,2585,806,3064,114,2522,1008,2544,2052,545,2188,2083,3594,1085
