,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,79,3452,2309,1881,1988,1570,2394,1004,1000,1948,735,435,1907,1390,3116,1041,1950,671,1590,847,2432,862,2019,1748,2728,2674,320,3573,274,2321,2435,208,1042,3034,1784,3514,2275,149,2474,2274,1414,1746,927,23,3152,2875,3310,175,3396,3442,1751,2573,2048,1458,3565,1675,720,1327,2156,850
1,1645,57,489,2315,1903,1536,2238,1739,313,2902,3553,1365,2205,3430,2157,744,1393,2707,1005,167,2389,2805,3435,789,577,3558,468,859,1549,2446,2719,598,2228,2612,314,1587,663,1237,1640,3348,2452,2687,3240,889,2244,1245,2547,1705,2860,1786,1461,2487,2,2085,2364,3468,484,1584,649,2107
2,3211,1217,3185,3433,476,2447,2783,2403,405,2989,1452,448,1191,3399,131,2348,940,412,480,651,1341,2523,1512,1343,2689,2905,2462,996,1213,3496,2925,2608,3129,2001,220,5,957,1835,1915,2140,3319,3270,1799,1718,1411,657,1553,266,2602,2536,2615,1206,899,1177,3453,81,2927,596,3018,711
3,3108,618,3413,283,1459,369,3368,2943,2294,254,3473,3311,1627,2870,332,3167,1433,3090,3337,3414,756,2243,851,1777,1909,887,3056,3114,3288,2460,49,586,3267,2087,2396,1822,1689,2387,1829,1091,2872,3386,750,3005,583,641,1684,1254,2736,826,1715,118,1155,1247,1140,447,1076,1249,120,319
4,2276,1385,2856,2975,3242,394,526,2886,1062,430,296,2470,3246,2289,1878,2284,707,599,1711,2046,1268,227,1858,190,949,3575,1256,1388,3418,778,2831,2428,1296,1500,423,3052,1568,3445,1825,3192,2598,905,1530,2218,1257,3183,3025,2204,14,2618,1236,715,1136,1143,2163,2042,1814,1383,2464,2357
5,821,2939,3021,3329,265,1308,1077,2959,378,687,3085,3497,348,3137,1184,461,3038,3206,2659,492,2984,263,810,340,2725,2399,1848,2893,2768,1238,1828,1673,1307,1981,1595,2431,143,1201,700,3173,1370,1528,2257,977,1836,2124,463,2613,2566,1266,692,893,2908,1192,3335,309,2772,2514,3589,635
6,136,2418,2568,1511,3307,2708,3233,2673,2005,1495,3112,2080,1052,1057,2177,2854,3168,1261,2967,987,3050,54,1110,607,1656,380,428,835,3388,2662,2571,2429,465,2497,105,1463,1745,2865,2592,1235,127,1037,2345,2415,6,682,1887,3477,39,1724,1505,1970,1816,3224,1800,2450,1086,2836,135,2563
7,305,3301,659,2457,766,898,792,2120,2730,1326,1467,3426,602,241,3512,603,19,2134,683,1259,1290,754,2158,3569,3526,2554,817,3253,1875,1533,2827,525,737,2383,3227,2310,3286,1100,2171,570,3538,1914,3143,805,2692,775,568,3539,2792,1609,1441,1529,1794,948,1061,1749,777,1657,2378,3556
8,2788,3549,2068,3340,836,1622,2082,2819,1698,3094,1888,206,2614,204,2214,3207,2638,3244,728,2419,1871,1147,2483,1375,1735,1378,946,1229,75,3232,2376,42,2391,1492,1050,411,1839,2579,374,1818,3204,360,2588,110,2413,1787,2806,623,2341,1919,2208,284,3098,122,2690,1103,2459,1315,2117,1382
9,51,721,943,68,3322,873,904,2811,3408,2878,1977,2796,457,2098,3047,341,2935,3171,661,1001,3060,2441,877,1130,774,1569,2703,726,2830,421,702,2491,2790,2035,2603,2017,2789,445,919,3184,790,521,2808,225,3161,2884,1507,2645,2227,2977,1158,3187,355,2131,2847,2647,3432,171,543,845
