,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,5877,5896,4554,226,103,7673,2909,2451,2216,2797,6485,254,7671,4041,2417,3092,3402,3375,5397,6853,5211,1825,3237,7813,2212,195,4962,4470,1860,1902,5253,8036,4819,4904,2187,339,1925,5039,4175,3238,7591,4305,7469,8013,8002,6603,2192,5826,5287,5321,5430,2130,3567,44,3656,7755,900,6060,1828,7564,7474,3598,829,4359,8094,2850,594,6450,6687,4013,4540,4326,2258,883,4138,3553,2035,7186,655,2609,6635,3849,2768,4525,1518,6024,2483,4855,1577,2346
1,394,3862,3125,4407,1595,5336,333,183,1501,1119,7121,7739,1654,239,3003,5399,234,7669,7304,5251,3060,4391,2002,1023,7541,939,6883,7549,6345,5927,415,4444,4637,7923,6478,7366,7187,3308,4016,180,3671,230,5778,1906,6665,804,7113,7444,375,2524,6956,7937,5463,3528,4521,7954,7605,174,344,895,4357,6339,8054,4220,3042,229,2150,5360,6261,2697,3490,2385,4064,4068,4924,6239,3802,79,7274,5070,3431,249,1394,5379,1622,1173,5733,7354,8089,5048
2,7477,1735,3747,4143,7647,1848,1383,3189,6276,3925,3844,3056,1163,7395,1665,7611,6562,4453,698,2602,256,6210,1414,1744,990,5698,3045,2677,7078,1796,5417,6825,7080,1976,3867,1132,4945,1284,5272,4958,3275,5605,6247,2450,6880,399,5773,3769,5441,4398,4567,3409,1247,2656,2555,2914,4831,4197,7563,7295,5062,1580,1658,1824,2884,8092,6589,632,458,5792,6543,17,1694,8047,7450,5414,7326,7785,1558,4263,2595,6425,6390,6002,4753,1056,2529,80,3221,7272
3,7649,38,403,6407,7830,6576,6,645,1641,2657,1766,6385,2338,6693,3426,3340,2512,62,8039,1536,3643,2506,1032,7259,1553,164,3597,7604,4067,8082,2480,565,5923,5538,1424,4292,5714,3171,5644,2318,2502,890,2069,4381,5839,7349,2790,7574,4465,3015,6410,4317,5986,7445,2580,1071,3261,4331,128,2005,5630,7525,5425,4332,3037,379,4936,5490,7511,4869,5902,8008,6966,3555,5858,869,4833,7226,806,2377,1887,1846,4423,6427,7559,903,1664,6346,6080,6943
4,2136,7800,1474,231,678,5456,6869,6574,3336,5061,1405,2172,4762,6929,3676,1340,7515,4071,3871,4267,3090,5724,7359,270,6435,5121,2456,4619,5931,3192,5906,6575,2970,3863,6329,944,1156,7112,2984,3369,2393,2593,7740,1232,2489,8011,6713,6400,1146,5372,7365,5764,5760,4418,1374,85,6519,6812,3772,4098,7055,6402,3444,1747,3886,536,1669,3603,5166,3954,715,3324,799,4801,4364,2854,7801,4184,3337,5313,5225,2976,1428,2179,3533,7702,2231,1462,4148,3623
5,1668,1252,695,3884,6340,4824,3152,6696,3590,7241,2095,1127,4708,2121,4004,4008,1788,4850,1584,1320,6945,1440,6007,7746,5107,7103,821,3571,1384,3302,3498,6706,553,5981,745,5750,5752,5234,5837,3358,7487,52,1582,5466,7118,7684,672,1934,7887,5179,701,516,6254,1804,2024,3144,7674,440,1124,7904,3041,788,7792,6639,2606,3004,569,5382,7372,4365,8078,3814,5150,1705,7201,1241,4750,7357,2223,1185,5914,3972,7324,3198,7758,3978,4901,2514,4634,5657
6,815,3786,6887,4763,7570,3361,4695,3785,2432,7774,2869,542,4070,5472,1122,2741,639,4494,6347,3387,3,2691,6836,5346,4662,2828,6373,2049,4965,6417,7331,3217,4866,5256,1154,10,5111,6754,4812,6486,875,2851,6306,4042,6773,1600,6888,3165,4941,82,1506,2825,5926,642,6216,2296,8007,5482,7448,541,6175,6142,5970,1590,2684,960,4019,6489,54,6834,2233,3278,3941,7654,6226,4775,7262,1503,2631,5770,4578,2877,2590,7912,7045,388,3488,5844,392,111
7,190,7338,435,1411,4810,3876,2217,675,6742,6336,6958,4757,563,4854,4427,4325,1471,3303,5842,3428,2232,1288,7061,1147,4682,75,6120,7555,5151,7319,7772,5449,6184,470,3721,2089,813,3009,2518,7585,3584,7890,6670,6046,849,2032,2924,5619,7831,888,4726,3669,6168,7316,836,1945,3450,6115,7235,6086,4288,2985,318,4519,4134,2740,3106,7361,132,7678,5089,1153,4731,3879,3574,5662,2078,3311,932,7693,4180,6926,8018,1272,2629,5623,1886,1294,1182,8095
8,5537,5217,5937,6549,5716,5023,5022,2859,7289,1778,4690,1286,5145,6262,3289,7131,1136,3608,6161,5334,4222,2712,1593,380,3953,6969,4396,5597,1312,7317,3928,5586,694,4277,6054,618,3208,3947,2271,1248,5869,4218,6125,835,6675,5881,438,5565,1540,6666,7006,1879,7880,2127,574,4532,3062,7629,1113,5571,6189,7715,3025,3162,963,3606,4483,3079,7296,5200,4687,4980,1805,4282,4014,1238,1044,4368,2088,5203,7107,3290,2387,5026,4541,5561,252,2895,2840,1783
9,382,5746,5563,4817,3741,6701,7371,2572,3370,1105,1014,4743,987,2384,1931,7347,7318,6632,2625,3889,2152,7914,7373,6209,6061,6992,6859,818,3951,7099,3117,4373,2738,2576,3653,6925,780,2041,4474,2003,1923,7068,1880,37,3046,3904,540,5614,351,3927,5828,662,24,4911,3133,5202,6019,2016,5511,5761,7240,4535,4813,649,6284,4856,2952,5091,4176,6082,2110,7626,5375,215,7298,2532,6959,6718,6182,523,909,6420,6386,775,3939,4617,4258,3312,3140,2870
