,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,4783,4228,2861,6586,4421,7813,3405,2582,2718,3244,1757,154,883,8083,3932,4716,5901,7740,4890,399,6627,7832,6767,7637,5168,7288,2392,7892,1902,2986,1581,3423,3499,2668,236,6856,5148,317,969,6004,794,4553,6090,803,2835,7574,7340,3326,7413,1825,7047,2499,7092,5005,571,6893,6140,1626,7843,32,64,2049,1570,7432,93,4420,4550,3636,3486,5442,5040,2532,2291,159,2964,6688,7620,6665,3912,1147,4119,4821,4656,3111,7667,2808,3658,419,2696,3241
1,3190,2248,1193,2316,3182,7846,7937,6400,4121,967,2358,218,2111,6919,4707,7610,4690,2164,1517,1736,1943,7772,7677,881,4697,4179,3016,5476,5935,2342,7302,566,5754,7742,2913,3301,528,4520,7087,6224,877,2774,4224,488,2587,48,6327,396,3178,6693,6738,5571,4653,7659,2087,6364,7017,4699,5862,5816,2439,5578,1343,6353,4385,168,4332,3384,7954,433,4234,65,5850,7067,4205,2232,221,876,5515,2623,5210,7402,3554,5753,2508,6135,5491,6969,1321,3602
2,4051,1843,2766,314,4107,2898,2075,3632,7315,6965,4172,5716,5223,2523,3705,4768,345,7229,6017,956,2661,514,1204,716,6557,5156,2096,6020,472,6397,5021,3315,4865,4654,6516,4809,5830,8063,54,6138,3778,7823,7635,7277,3436,6811,3420,2782,6189,7344,172,736,4512,1085,7580,4430,3072,5597,7814,5568,78,4530,3831,2684,5728,6122,5232,4629,3274,1283,6857,6366,3392,6234,2261,3193,2382,898,4874,7394,6370,1765,6036,515,4367,1166,2235,2825,1054,2231
3,4987,1849,189,5440,6638,1373,4204,2461,1234,5847,7361,5230,4023,5667,7342,7799,6453,2584,846,3737,349,1699,7687,4454,910,119,4841,237,29,532,6867,5297,7166,1290,562,7644,7167,1130,3038,6803,6763,3933,5482,821,4950,7955,3415,4824,214,4631,7422,1880,7588,3775,7454,3426,583,2776,1296,2349,5538,5088,6266,3494,8097,3522,7183,3671,1265,3662,5421,2141,3253,5098,5906,2962,7929,4166,1502,7240,3128,1211,1534,1724,5003,7873,7213,1186,7382,265
4,3782,6954,680,8020,1444,3832,6589,5800,6900,3565,6115,4082,4541,5640,7761,7075,1312,7883,2265,3905,582,6927,6391,247,2072,6616,3199,4563,3547,285,347,2020,7046,7552,7275,4508,2792,1801,2947,944,7226,5420,7888,1301,1089,3763,1352,4547,2759,5350,3938,5809,7803,7671,1916,7334,2338,7934,3,1040,2357,3959,7801,4134,2958,519,95,2660,4235,3212,727,3780,2600,2955,1844,7558,3626,5868,7172,4844,1525,4735,37,147,4014,6554,2067,7264,2638,6373
5,6348,2365,1694,7941,628,1005,5840,6549,3882,7356,3175,6704,103,7496,3139,2846,3982,7020,7460,7531,101,5056,7808,511,5872,3865,2105,8090,4793,2388,5126,927,614,3269,7010,1816,1273,4208,4869,6321,5780,6703,1405,2131,6285,2162,7219,276,2106,114,5125,781,193,1787,7880,5696,6875,1912,7256,1611,2807,6794,3501,564,3001,333,4769,6552,7479,946,3863,1794,4103,7847,5357,7527,3247,7715,5748,2784,4915,1960,1380,693,354,2393,7602,7625,6198,2311
6,4722,3496,3504,7227,2753,6697,725,4470,2907,2869,71,3526,1009,6092,1640,2351,1867,3123,4856,5031,1233,6071,6839,8012,5268,2860,8092,3855,267,7150,7374,76,1074,5946,8004,5882,8045,5657,2148,42,1288,3259,4467,6203,155,1948,652,1469,1462,7507,6855,5257,825,4457,5160,5288,7186,3995,7890,22,2280,3310,482,7757,5628,7322,3760,5217,5559,1229,6626,4884,2549,1558,5687,1683,8003,7357,4440,6073,226,1807,5557,4462,6294,2116,3681,2749,5692,2381
7,7041,5703,7933,4342,7516,1907,1649,6166,5759,8039,4477,6275,1711,2251,5338,8007,629,5772,7208,5766,4460,6281,1564,6432,194,451,1268,5365,908,3477,3440,4446,4176,5634,5520,4742,1328,7838,1333,3779,4543,7830,6185,4053,5857,3114,4853,1669,3776,6059,1433,7252,1862,60,5823,4144,1335,446,4835,5244,549,1893,2686,5012,2687,7769,935,1544,1082,1280,2390,2817,7645,2826,2727,3328,2701,475,5116,6994,217,5699,5775,5674,1094,7257,3543,7416,6345,2571
8,5601,1917,4896,5689,4148,7562,1796,436,5014,2050,3815,752,5758,2533,7646,1728,4618,2061,3731,6788,5093,5481,2744,6245,6819,1174,7584,1252,2077,3385,5449,7192,5472,5193,4504,813,5501,4368,2234,4899,5655,1846,3014,1359,2069,80,2346,3448,1928,6263,1620,974,4813,625,3118,3659,1514,5526,100,7211,7994,1715,1643,6698,3368,8014,6270,7254,5141,979,4880,7347,7101,1070,5113,6816,4635,2779,5224,512,3796,6209,2417,8100,4025,3935,5650,1838,6349,4487
9,2926,7795,1871,1363,4724,5167,4790,1593,2480,2394,627,1432,5588,1549,7196,5805,4057,2685,3899,7286,465,3572,3894,734,676,5795,1716,3119,3290,6587,141,6928,379,5497,2971,2935,4375,6131,6934,4569,1091,269,7760,6783,1375,4796,1403,6948,6344,581,5939,7723,4425,5083,7495,2085,4286,4378,6912,208,2513,921,7930,298,5913,4773,5898,6956,849,2129,553,6112,6949,2082,6300,4045,606,4826,1475,4539,1654,7482,5341,7300,7253,3703,2865,7604,6458,7399
