,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,1672,7803,4615,5353,5933,1104,326,5276,6344,6563,2905,6807,1245,486,2440,4140,4041,6306,1714,2507,7118,3963,6593,6277,6449,3830,547,3463,7921,2700,4664,3100,5851,4219,7288,3181,4160,2232,262,5471,2964,4630,5278,1607,5206,2081,6270,3373,1253,3196,4396,410,1561,6841,6601,5836,6086,3700,4364,98,5923,3548,6083,7362,7191,4089,5658,4579,5204,1540,3630,5971,7709,6741,462,742,4052,4694,792,4459,1436,5401,450,5439,3857,689,6952,113,6650,509
1,2731,1660,3132,7279,685,3646,4415,7662,1486,6200,1087,3810,2686,1005,1233,353,7202,6064,3645,3239,392,2022,7050,7432,4914,3706,7305,1981,6377,6371,2266,2090,3752,6978,2374,1348,3755,6266,1816,180,2323,6207,3164,2144,3579,7265,7416,4602,2948,3929,4809,3268,4218,572,2424,302,695,7842,7112,5619,2882,6792,151,8088,7741,4964,35,7799,5549,1292,6218,275,7652,6299,803,7682,5525,1258,4818,6110,6144,6089,3613,5911,4563,5740,2671,2030,3478,4340
2,3382,6010,7778,6694,4124,4710,5177,4171,466,1550,4564,7360,2910,255,480,1521,6102,3981,68,7905,3761,4796,2027,6894,5124,1187,6648,2849,6555,7895,95,806,3141,3008,6793,6478,6930,1959,4202,2444,1321,6613,2476,7960,2106,6843,3871,87,1864,7717,1858,4990,4201,6772,3046,859,7217,1310,4972,7965,1138,309,2431,5678,1319,4301,7945,4488,6108,5594,1415,4527,4157,4728,5668,360,7061,1078,5463,4493,3897,2384,7287,4111,5222,5215,1142,4799,2218,3161
3,7999,2568,569,7928,6546,544,6190,5938,7672,4556,7060,1295,6988,6852,4390,3015,6124,7552,4510,5512,5165,5983,2830,628,3036,2961,6902,1855,4773,5881,7666,6697,6192,2840,2590,2728,2867,5944,7,1760,6982,84,1021,10,514,4246,1684,2184,5805,4529,1863,6959,1820,3254,7311,1257,2396,2856,4449,5359,3183,2957,1183,6549,4286,2868,573,4291,6963,2344,6898,2472,4324,449,5529,3220,7405,4402,5264,5994,6164,3310,5298,473,1666,6439,3417,922,1178,6828
4,5689,4229,4150,6329,1752,6206,2212,5147,7320,5067,7234,701,172,5121,6339,3768,3115,1506,3007,1667,7934,5356,3893,3753,7785,211,934,1927,6589,394,6629,2503,70,1332,19,6643,5897,5406,6850,5314,4164,6137,2490,7461,1868,6163,4550,2768,4948,379,5997,5783,5244,1877,1265,5161,4395,1552,810,4106,3215,4727,6715,7474,390,3833,5785,331,2901,5516,1115,4436,5479,3475,5917,3012,7736,5420,4496,776,2621,2832,7253,7052,7544,5651,6011,3484,158,1902
5,641,22,2555,1278,3469,3400,1688,2755,6238,5623,1377,2381,4306,6246,366,3583,2164,801,6278,2316,3652,3401,269,2602,3704,2780,4397,3031,1508,7925,498,7939,6544,5704,3111,1694,7172,6143,528,5166,1537,7654,358,589,2159,5151,5612,5910,373,1344,6004,4844,3016,2101,7323,6332,6622,7634,5101,2853,6679,1096,7371,2848,7429,6258,5259,7554,6824,252,3607,7724,6655,5225,3998,6805,888,6407,4351,6295,6915,2109,1824,7316,301,4999,6356,5246,5959,2223
6,558,4959,5254,1244,709,2386,771,1887,3980,7613,2969,7443,4759,4902,3900,7720,6347,671,7140,185,4870,4234,2174,354,1674,7721,7178,6861,5015,5170,3882,7378,3609,5527,2056,6209,5072,4801,3637,2366,4122,2209,5587,7745,7909,5306,3128,4226,534,1102,1856,6587,5976,963,1423,5889,2461,3406,4549,5334,6855,3612,5556,795,4808,1847,3765,2196,2348,6682,6035,1412,5962,6899,280,3820,2295,4417,2762,6816,5160,968,7155,4344,2587,6607,1443,4663,3967,2992
7,2533,7459,5028,372,1882,2607,5883,5671,1075,7349,6633,2647,4646,3625,235,7791,2577,4701,3516,2847,6211,3341,377,1495,487,1460,3562,1433,272,2741,350,2333,2791,7986,29,974,4817,4819,6076,2136,3701,6514,4437,3671,5367,3361,4685,4083,2916,90,4540,5407,7111,7307,6156,6204,2715,4670,3179,6448,7367,5178,5644,8000,5248,5253,293,4904,3510,7733,6908,710,3517,2873,6098,3241,4873,5573,6453,6631,4428,1470,6024,910,7935,4599,1920,5585,4986,1352
8,5862,3180,3891,1998,362,2953,1699,5544,7343,3555,5208,6432,7266,1478,7911,2968,428,5584,7767,3438,1170,3057,3030,2207,5857,7983,1131,3173,6630,2206,559,4009,5497,4946,2703,785,7804,6459,4268,3081,1651,6452,1382,4233,4690,2308,1946,3556,6447,7942,7890,83,7732,3584,7389,1398,5807,6194,5390,3193,1753,556,6007,1640,1342,3279,5540,7581,3539,3841,3414,2021,2538,5534,1812,1431,4004,7862,6985,2221,6740,2437,6385,4467,4802,3136,3811,1379,782,7017
9,5589,2549,2632,602,3130,2556,3309,1276,1091,7216,2712,914,2167,7215,5567,8073,6723,474,1792,7553,780,3717,3636,4452,1704,2447,4012,799,3061,7950,3773,5980,7482,5294,7737,1090,3206,1227,5590,7866,3490,2767,2943,3436,4319,1595,4992,2398,1421,8094,5376,2108,5157,648,1727,1267,6457,2298,2506,3074,3582,3766,834,7850,7299,4316,7793,3457,8037,6897,3446,6138,3265,1056,2409,7590,6783,7686,819,4388,6087,4852,4899,3509,1363,7719,7317,3663,2974,3735
10,5111,1982,3357,7001,2122,4895,7065,7931,6766,1569,6428,3119,7616,371,6020,3410,5062,6480,8090,6874,1059,5437,7437,2198,936,7757,2601,5103,2763,381,2475,6536,2324,2776,1898,7735,1340,7770,2347,1798,2303,2111,6325,2453,7440,82,1536,674,421,4079,6497,5426,4207,3245,7254,5030,1271,4736,4221,7048,3337,3973,3554,104,7190,3148,1399,6495,1724,122,2096,4387,2732,4814,5125,5289,2618,1931,1928,7952,1440,831,761,5794,6731,6135,1475,6814,6444,7903
11,4846,2951,1243,363,2532,5364,5972,6559,3968,3530,4029,1147,7173,4371,4756,7761,1128,4099,149,7087,6927,2078,5649,6671,5569,7730,4925,6827,6647,2222,2355,5518,7685,5557,3863,6516,6763,838,3491,3177,3644,986,6486,4698,271,5370,6501,3013,3075,533,5133,1151,139,5697,3200,134,4440,4857,6954,4749,2591,6091,1734,520,3742,5217,6537,3295,7636,3418,4472,747,5778,5601,5926,7953,3432,1242,1577,973,4374,7499,943,878,6570,4938,1315,1524,2750,4205
12,6674,5430,6150,7880,173,5293,733,6101,2359,2354,2938,4926,6075,3508,5755,5605,7751,1406,2689,4366,781,2395,1641,7777,4583,5927,5402,7153,1469,3166,6893,2937,3697,3352,1633,2616,7593,5700,4292,7314,5935,2256,3080,5280,7924,6129,5051,4681,3343,3594,4048,4477,7528,2972,6437,1071,45,5386,1828,4445,295,7975,1432,6188,2412,4797,5193,3079,4764,378,7346,1851,4505,811,2660,1391,2711,4803,7643,175,1351,3160,7161,3435,3868,2887,1805,2040,6427,2005
13,527,2605,3328,744,6455,687,7576,5238,6729,1434,6232,7695,5043,2863,2387,3157,7185,606,697,4492,554,1008,2064,299,6426,12,4154,3531,7260,2704,5636,493,7808,4392,4780,4609,3723,1306,4786,1634,1903,2624,2875,196,369,3424,3803,7430,7062,1733,4478,6220,880,7919,3990,7927,5581,6836,965,2004,5622,6798,5413,5793,6854,169,3208,5853,2508,7740,7014,6387,2401,3385,4821,6968,7465,7374,901,4022,2926,5648,2793,791,7304,5301,7941,2514,841,6712
14,7631,2337,7712,7166,5397,3431,6845,4060,1936,1679,3523,7045,4627,279,951,6395,917,2140,1585,4553,5231,1587,945,6588,3358,2059,821,3595,7460,3120,4377,2516,5553,4654,6673,7559,5930,4792,3852,6304,4960,2655,7338,2446,1343,7282,5691,3946,6900,950,5446,526,5150,7225,4332,4046,1323,1810,3782,5571,5477,8084,7819,4869,217,6040,1985,1403,2247,44,5731,7078,1659,2288,1654,7418,5530,953,5779,2745,6749,3792,1581,4300,1686,6595,6611,3264,832,210
15,2982,2888,6578,2720,2262,1079,6550,1781,5974,4769,4240,257,4068,4885,3982,7451,6435,2870,2477,2372,5871,6973,6774,857,1945,7180,357,3795,1055,1286,4996,8097,2493,3724,1400,5354,6473,2376,2846,4684,3772,2579,1886,5992,1532,604,4407,5091,1606,6429,72,4342,5084,3598,3866,3500,4574,7947,7775,3890,7439,4062,7779,2269,6832,5760,1986,445,4704,5574,161,1551,240,2844,2634,4260,3771,6096,4831,7406,7269,6106,7141,690,1603,6951,3942,6205,3888,6404
16,2512,4094,4088,155,7648,6342,1011,4576,555,1693,7193,6307,7519,2205,1891,3781,1361,4117,4444,578,6483,1559,1649,4183,1609,2794,3411,8020,3713,1737,5086,3906,6909,2610,3738,3090,5680,2547,6903,898,4691,6284,145,5909,2656,5478,6976,1718,5435,5774,447,7841,7433,2523,1657,6454,5144,1860,1229,5876,3824,4536,5914,6477,2930,4320,6938,563,3252,2510,3917,5083,4471,2965,1060,5732,7679,7665,5545,5263,1906,5524,3575,6744,5954,2800,3552,3494,1655,4572
17,5159,101,4788,437,3292,4473,3103,894,5282,647,5200,4463,962,2416,247,5521,3486,1328,2822,5866,4941,5184,6921,718,4863,4834,3877,919,7151,6755,343,2789,7774,5632,1548,291,1305,8007,5724,2411,6939,3121,4002,5332,5261,4187,4824,2268,5949,5277,8042,6667,885,2886,88,4562,7322,3503,5230,1427,3861,5371,56,3496,2827,6853,1900,3049,5482,5483,7146,7005,3677,7445,4879,8059,266,2913,987,8017,3126,814,3684,6706,750,5662,5953,3384,7398,8050
18,4832,7109,6654,2546,3770,6167,3377,863,3939,1557,1502,7348,2670,4381,7531,3626,2388,4418,7848,5998,6213,7657,893,3465,4143,2838,4125,2352,3371,3814,7247,3221,4958,7671,1925,1972,1786,3150,5945,2073,1507,5172,6085,5321,508,1360,707,4131,5039,8087,4166,146,6032,926,7722,2458,4311,78,4889,6130,7828,4350,1168,4916,6865,4634,2765,4598,2713,3112,2774,5046,4905,871,4943,6560,6415,3085,5457,6664,2237,2168,2423,6499,1941,37,1862,7010,523,8058
19,6242,3680,1852,6001,3520,5845,7830,3487,1308,3359,2811,6271,4744,2128,7715,1584,2695,2000,3708,6757,2759,2496,7660,2026,1365,2281,403,3099,1385,6970,7897,5831,1919,4589,4984,3449,7206,1139,6533,1137,6263,2172,7130,7139,6564,4676,4103,3482,2215,1664,2511,3886,5491,7584,479,6500,1164,6722,4596,5854,1973,7283,1567,4755,2031,3316,5769,6116,3409,6847,2435,282,788,5451,4042,5657,2739,1961,5216,7876,216,7037,6443,6842,75,3041,4706,4172,1176,2464
20,3728,7031,6149,7207,7549,3776,7667,5943,2904,8029,2642,2797,2428,4098,6042,4523,8010,4767,5342,6602,1372,7920,564,5711,3234,5659,7742,4840,1225,2730,7259,585,3875,3044,2254,2956,1767,524,4314,2369,425,5063,4847,3197,2479,5209,7773,5335,574,2465,1437,5130,748,236,7296,4030,7068,273,4981,3462,1996,3433,3114,7972,4636,1575,2118,8057,3056,7929,4558,5241,2551,2177,7024,1726,5112,1808,1354,5532,5758,7085,1958,3447,3984,1215,3649,1449,2858,2967
21,2186,7728,1218,1873,4658,4774,7541,7069,5716,3498,1480,3280,1141,1784,7176,3077,4952,6996,3961,7508,3066,3722,4657,2640,3032,1778,7368,5526,4980,3072,2719,4308,1675,3605,2225,7726,415,4462,2754,2093,3993,2492,7038,1519,7497,6888,5878,7980,4015,6305,5341,339,2946,4475,3975,6195,329,3034,7711,4230,6175,4293,4502,7763,905,1047,7651,2580,6472,459,967,1850,5265,1528,766,6517,4063,2559,4714,3451,1865,7054,1989,4406,5310,2729,1049,1249,7095,6653
22,4118,3167,6225,7546,1823,5819,380,7783,593,5633,5820,1612,7884,5106,1907,728,4722,7640,1735,4547,2735,5190,2407,1842,2146,7181,361,5311,4073,23,4541,3222,2094,7744,1472,1026,4244,1892,842,3412,927,579,3603,3504,7110,5606,7898,4625,5129,2074,5365,4612,6224,1194,5879,8072,15,5925,6272,4047,5666,3884,7743,3920,957,5087,3780,4121,4696,7855,4084,7873,5629,2110,720,1545,598,3224,5580,3033,4034,6241,4,1747,6471,3348,7644,2839,7781,7125
23,4743,2747,7276,3669,2220,2292,6176,2383,6120,909,2861,654,4010,4179,947,1707,1662,7448,1251,7262,5132,296,2898,4055,7179,6126,6397,5452,675,611,3325,4403,2240,7684,5839,2596,7268,7015,4024,5135,1803,3687,7943,837,7407,1046,796,708,1099,7302,6817,7851,7940,2060,7026,6413,3606,3578,2718,4206,2113,7489,7641,3719,5764,4250,2826,7725,227,3276,2032,1429,2121,5307,7475,3474,570,1129,1600,7663,7230,456,3699,2572,4770,2544,7387,2569,7056,4723
24,1597,998,7393,2290,7131,6244,7765,5870,4976,4059,2319,2521,1938,2213,7683,887,536,290,7341,318,6699,346,5782,4416,6838,4950,7372,594,1260,4777,6977,5433,4551,4896,2486,423,3231,5621,205,5097,3898,6412,8076,7312,2046,7621,7698,3674,4384,3174,4433,1180,7174,4468,3051,6134,4578,469,6186,6569,4963,1815,179,3147,4380,5951,4936,2698,328,516,2404,2785,126,412,7647,5932,7264,5425,6702,4823,2044,9,8004,4901,1228,800,7676,5272,3232,4086
25,933,5947,7289,5338,2878,1534,5412,2709,1375,7535,2939,889,5861,7039,2193,1,2439,7034,643,7226,7468,5441,2272,631,5468,4622,5901,6095,4608,6294,1797,494,7750,6872,4829,300,768,6375,4565,7133,8036,6964,5811,4613,4197,8075,3941,4534,3398,5928,2179,4257,1994,6487,1829,5650,321,861,1964,1553,5647,6489,2809,6231,6800,1757,2286,7692,2433,7431,6092,206,5182,320,1140,772,5735,3069,6338,1876,5577,2239,5602,1304,551,650,4839,7914,3518,2557
26,3943,2843,830,5564,5566,7664,5271,2708,5498,2575,163,1691,752,6252,2097,374,3703,4987,165,5096,5995,4173,5268,1474,7964,5607,5392,4327,3574,7936,1712,6481,7032,7620,2636,7047,5822,5082,2415,4651,1023,387,1560,2052,335,2960,2675,2397,3793,2083,7126,5635,5196,5690,7457,5895,31,5318,3102,2973,7565,5237,2219,5123,1918,203,5723,268,1827,5308,1588,6691,8074,3683,6422,4035,5449,6993,7220,2548,622,7946,730,2062,7251,2367,1848,5713,6162,4112
27,4971,4765,5743,7962,388,3364,7321,1897,3158,1108,2742,6161,1826,3573,3974,2233,3881,1636,6099,3185,3376,5850,6922,1644,6408,4687,6572,5840,2313,7614,770,6901,7507,3191,6386,2561,160,3763,5936,3253,6936,6561,4474,596,6273,4348,3685,7558,4167,3039,6374,1358,7985,1953,5424,2491,1313,4815,4969,471,267,4881,4528,3116,3499,2682,6758,3937,6400,5100,5522,1844,4918,6016,3756,41,4347,835,6508,3,4838,2609,4605,3902,1677,4853,6479,1284,1896,5013
28,6097,74,7948,4966,4822,3043,895,3336,1424,931,6752,1297,3789,3581,6677,4368,1499,208,5586,1821,614,7843,8098,8046,5541,6185,7846,649,2077,3113,1772,1853,5747,737,7182,4072,1629,4513,5382,3514,5226,6460,2599,7377,5736,5727,7540,389,7527,3378,2484,2279,820,7668,1642,5113,7319,6627,1289,3545,1336,692,6396,5843,3816,7524,4451,2102,5496,2426,2570,6142,1459,6044,736,2798,5784,992,5729,6721,5609,916,6394,4119,7124,2200,2519,4732,4862,741
29,7426,6079,8095,8049,2802,519,1621,3799,2089,3711,5978,5078,3511,7688,6078,4441,1630,108,4635,1573,3635,4555,6139,5016,5011,3059,3666,3497,4361,2379,1346,2104,6221,929,5941,3368,4243,6230,3542,3853,337,566,3936,856,7164,1830,228,4837,3585,3468,7188,7510,1036,4836,3366,3477,4892,8100,8001,1369,4102,1538,443,6703,7119,5252,1110,4645,3461,3493,7504,7351,4557,6199,6321,3170,586,5250,3665,3257,787,4778,6583,1034,3969,1592,6283,6291,5470,1445
30,182,3858,8070,150,1471,433,2653,4656,6053,583,4310,4299,5228,3529,1234,2402,4259,1301,1818,7805,1366,8055,4733,2360,4174,398,3538,5312,1101,4232,4163,352,4186,6363,4978,4253,7295,5052,2724,5869,3842,4352,3748,7333,39,330,6119,3696,5638,4470,4830,7410,1971,4689,918,3453,7496,5285,7214,5251,5617,4937,4182,1274,6198,5279,545,7571,4674,6871,3818,2265,6187,2690,5898,5738,6768,1158,6728,4993,804,1770,2224,7575,7577,3694,1277,6961,4516,1874
31,5977,4249,1995,912,3698,5490,285,3495,1452,7040,6799,664,873,5136,3228,784,5986,944,4461,7801,2752,6937,6314,5484,7157,2238,719,1817,7512,5380,7258,6837,6226,5770,1875,5421,3709,2976,5583,7863,2373,2451,5708,1370,4924,8,4542,7122,5201,4071,6290,1373,1160,839,6688,7844,6462,3870,3390,3092,3779,6935,7501,854,194,751,5676,62,4843,7376,891,4139,3427,7532,996,1457,4414,2216,8069,1783,2085,4874,5610,7545,608,3354,5361,2176,7600,2562
32,2553,5719,7560,3067,2746,6337,5031,1072,141,6088,1878,1167,1911,3619,6268,7336,682,2255,2834,1768,6623,4787,3334,6289,1293,3634,7514,455,7335,4315,2963,5127,3263,4204,3054,3798,7386,2253,3988,3006,1965,1580,1322,4036,1015,2356,3146,6693,7481,2441,4307,7564,5838,1991,2651,2560,2894,4883,4893,599,2055,6957,1314,2795,6553,4105,81,3339,4805,3588,4884,6021,2812,397,7901,7598,5698,5548,3444,5757,6388,3315,7961,5001,7187,2368,1895,6084,7330,6496
33,47,4859,2487,5073,7246,1226,5269,3162,7438,1114,3784,5576,5319,3308,5703,5568,5993,1355,6700,4633,5116,7766,4241,5139,7607,1558,2001,5637,2127,1956,1467,6761,988,6070,2860,5536,625,3732,879,7537,4064,666,4697,7248,1220,1535,3892,3237,1052,3580,1912,6944,3533,7488,5049,568,696,8061,5,2914,6041,402,2652,7008,5108,212,418,3617,5358,3693,2896,6860,6350,6366,6932,3216,5291,5721,36,2558,5443,6870,5324,3269,7937,6880,61,7690,1834,4678
34,5092,5715,6141,2421,1024,1458,482,3894,1802,2950,6365,7849,6107,2084,3259,278,4080,5865,3251,6049,2188,3734,2263,3546,2204,8091,6986,4577,538,5631,5384,2777,6815,2013,3086,7120,3754,3098,1209,3423,6879,1836,4404,5099,7280,6026,636,3242,4898,7423,7356,5694,2884,6535,3083,46,4074,605,1639,7208,7604,342,5563,4860,3966,5024,3318,4638,8048,5006,2363,467,2195,1455,6414,7042,5706,2606,1713,3284,313,2782,3507,7555,2684,1514,2019,6548,7619,6940
35,6876,4669,1132,582,4607,4242,351,7557,1766,5887,3327,4766,3068,1476,865,6821,7599,740,6476,1740,2305,2038,3171,1880,1993,1454,3887,3070,3940,5791,6250,4322,3370,7998,7195,7754,935,186,7009,7837,829,7991,4499,1045,1133,4675,1908,4096,2068,7076,4742,693,610,5877,1256,6383,2408,5088,2654,5055,5213,2375,121,5480,4944,5317,6958,2280,5873,5098,5302,5781,2537,1717,6380,3169,6215,7776,3226,85,4621,7984,3716,1653,6376,3874,7885,4531,6933,4107
36,7704,4717,4087,2586,7373,7363,2124,4497,7485,1881,1409,2328,2086,4988,7417,2669,4400,436,714,6045,1058,5042,5502,3297,3442,144,7746,4545,1978,2276,5903,4703,1771,7408,1934,7412,1668,1944,1211,3933,3549,2734,3035,3558,7756,7075,942,6146,5810,703,310,6687,979,6298,368,4303,3938,5004,223,4386,7570,1698,4093,7424,503,937,7046,4789,3826,3363,4373,2053,4828,2228,7072,4284,6157,4147,6934,3736,6424,5802,1202,6094,6411,3760,6256,3138,2842,6525
37,575,7566,5417,1203,7694,3623,1615,1566,7696,793,5688,7345,460,7394,6015,2852,7212,3246,2771,7235,7184,3616,1582,6735,6645,119,3608,6420,1793,6104,5958,3278,1769,3638,3564,5558,1746,7615,7522,7313,3383,2321,2738,2909,6620,5710,7734,5033,4643,4194,2087,3688,7419,4008,5565,3023,1598,1832,192,758,3260,3970,1473,131,3037,7149,2581,1441,2171,6399,1787,4552,7809,200,6928,1085,3249,395,2573,4245,4530,7713,8054,2289,7355,5485,5363,190,2688,1255
38,2370,1960,7144,7375,7974,3692,4432,6565,4328,5064,7879,3971,405,3060,1324,504,5579,6666,6239,1092,3895,250,386,5509,1405,7169,1468,6857,4735,176,3153,6491,3071,153,2595,5029,7930,3331,4228,1841,1703,7452,4378,7028,5858,5128,4424,7467,7337,7588,3964,7759,6029,2091,6835,7094,939,7096,4597,230,7926,5987,5288,2697,4456,18,2162,2683,370,2309,60,2665,4672,7242,1248,1488,7383,1481,3572,4003,2857,2358,3565,7240,1174,4910,5952,1148,3913,1426
