,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,5056,6082,5537,89,1685,7360,6178,1842,1474,6070,502,7041,6835,7312,6781,6961,3483,2943,7549,2645,134,7499,3726,6058,5401,6397,574,6773,3678,4838,4037,1515,7016,8010,6928,5842,560,1067,4080,4737,3417,4380,167,4758,5194,5845,2997,241,1535,2120,879,3548,602,1826,5724,180,7617,7298,5093,1591,1162,1780,3257,5209,527,7164,7672,3513,4490,3551,7886,6739,114,1849,3488,4602,6624,2380,586,6030,5300,752,3498,5538,2656,6802,1456,4164,3171,5278
1,3947,4639,5838,1052,1760,4735,5125,1968,5513,7846,3854,7703,4638,7206,5799,3176,5822,536,2938,3022,3005,3030,2977,53,2517,5922,286,60,2237,5126,688,4050,6899,5195,42,2208,5848,6604,2823,6240,3673,219,5283,1995,3049,6788,7304,2810,254,2584,1861,6121,4505,5726,4309,1071,1122,4033,5382,92,3172,7481,4163,1776,7254,2820,7410,1214,7949,1257,7603,5036,4744,4873,7723,2947,7463,5670,928,7547,7472,2717,3399,6748,6916,1999,2951,4729,413,7063
2,427,6592,3620,3766,5988,7671,6014,6953,6396,7839,1161,7695,5121,7155,4089,5389,6660,7201,3682,2830,4839,5861,1964,1051,3470,328,7658,261,3386,325,1172,5193,5774,6283,6092,1025,7273,2905,5592,2891,6273,3757,2286,3053,7921,4292,166,6270,7806,4962,4945,2689,154,6383,4635,5468,3568,2089,7150,2206,6722,649,1225,191,7766,7186,1881,2878,5021,5358,1759,5031,7392,32,3891,686,4042,3158,6960,2223,2534,5117,1743,1339,5295,719,3163,1619,1160,2140
3,5542,4820,1699,4084,6429,3139,6776,2754,680,1260,4895,3377,7144,8040,7099,2499,5501,4371,3832,2042,1270,4280,6762,3112,4128,2527,6268,2061,2567,7434,4831,7458,7048,5447,6646,5663,7678,1222,7651,5960,2025,280,3197,91,4598,7966,6615,6995,4900,1140,2168,7983,2334,7532,4126,3365,2000,6783,6661,5179,2454,3475,2522,1096,3987,153,28,2013,6448,2456,943,2045,7814,5607,404,7777,6580,4095,1972,2439,3833,3152,1796,3203,3046,6514,2415,1873,744,1727
4,4362,175,1290,6527,2874,5691,6955,1843,2581,7541,2857,5408,337,6364,1682,7604,5618,1774,634,4379,7349,439,2634,1151,3742,3154,244,5750,6232,5373,1600,7429,6619,5920,5242,5995,7931,7288,5211,882,2184,3973,131,6974,1544,955,6744,4987,213,4358,5835,1997,8019,1666,2789,2429,5398,3937,1382,7081,4231,3162,7884,3214,5739,6880,7054,385,2357,3878,52,734,473,5140,3230,7664,6811,2518,7111,2017,7187,7910,6981,2213,7898,6077,3966,195,1250,1057
5,7262,7069,7811,8033,3525,8078,721,2303,1893,866,403,1321,3604,4030,6574,1683,2207,1497,4177,5394,305,1890,5223,7659,2763,1341,281,4657,159,6378,2139,2665,7457,1561,6590,4711,2580,7430,557,395,3898,65,7546,4288,7102,5727,6349,526,3140,7103,4259,2644,960,4510,2470,4157,3189,3978,7847,6288,5650,918,6677,2386,1962,5490,4730,4953,7365,3807,5483,7891,553,2704,6684,1884,4575,7866,7545,3199,4283,3166,1853,3921,6492,6138,5422,1115,2205,6390
6,1536,4582,4972,1633,3342,4026,3951,5841,5202,2822,6751,5255,4815,1268,6658,5574,5656,2171,3008,4482,3675,2048,6088,6894,2914,2927,4944,2910,937,2033,5236,2886,7736,6567,7996,1103,6133,5315,1949,7132,2124,3421,1889,5066,4652,3975,3151,5950,5084,1618,55,4845,6703,3249,6044,1757,8094,3906,2191,5936,209,4786,7486,6279,4680,2018,772,7795,6074,6987,2031,2136,4412,7249,7345,2366,2131,3446,1508,4919,7449,4019,437,462,2306,6500,980,1218,1344,4523
7,2032,2290,4865,1472,342,1930,486,2828,34,2526,7550,6917,7246,2715,5709,970,5339,4273,3531,1714,6841,7359,6666,4668,2156,5374,4141,4304,3459,554,5804,4642,6633,1620,3970,1013,6682,6348,6450,6821,5147,8054,1097,2599,6855,2643,1936,2876,5705,4823,5458,6912,7096,2332,3587,3744,3126,5149,3571,3089,2661,4793,5585,2860,1364,399,1612,4805,797,1878,1251,8066,4593,6920,6169,4071,5361,3567,1146,334,1226,4610,6491,5421,3601,7989,5887,7367,7531,117
8,7176,7968,5620,798,6827,5442,2498,7619,2593,6214,7690,976,7626,1242,4167,250,995,410,4484,1311,6746,3972,615,1125,4572,845,4628,6539,7142,1105,1012,3080,6075,4051,1580,6569,6476,2188,2421,859,4448,5249,190,8023,5593,2625,4446,118,5008,3335,3283,4663,4374,5698,4467,4335,5744,6908,4191,684,4031,1327,6033,3919,7408,6174,3512,2978,1363,6357,2976,3454,6752,4621,2081,3478,9,6173,908,3186,3077,620,5584,7167,6704,6760,3216,5085,8017,4687
9,5231,498,4384,7929,1014,1832,1655,7809,1246,4474,2117,6810,6780,6769,5433,669,7768,4411,3447,6040,7642,7799,5561,2071,839,7286,3296,7370,2786,2543,1678,3045,2324,3225,3523,7514,1719,1583,122,3148,6680,578,7325,5488,4413,5761,1502,5905,6145,5990,5863,6324,3187,1174,2495,4908,2563,7055,1565,2058,5437,6161,2594,6188,4779,1992,1469,2355,3063,7586,3711,4338,2836,1647,8051,565,2269,7208,801,1516,4705,1648,1004,883,4053,7865,598,7259,7816,5779
