,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,4548,5087,6593,2446,6653,83,5708,2412,3007,2875,4581,7458,7152,1655,1060,3603,4943,6262,3320,7684,5724,7386,2485,5707,7259,5153,6551,1756,3656,4737,7494,3427,4259,2110,2279,4938,1155,691,1903,3450,7535,4228,2696,767,6991,6166,6558,3270,6484,6137,681,219,7405,1459,5572,4383,1964,1969,1220,6052,4225,4188,4935,5170,2577,2025,3771,6393,3052,4806,2214,6843,2048,4240,731,1748,5458,7430,1142,935,6282,3436,2273,3906,2078,5605,4196,5723,2102,4007
1,4879,7841,695,1003,1119,4445,1859,5636,6168,2115,6744,4439,3046,1670,7113,2896,3013,4358,3102,6913,7606,2162,738,1188,7700,4342,6106,6465,5594,1895,3405,2360,4575,2264,6640,7739,7339,6478,1077,1692,1429,7184,733,1761,487,7942,7598,3094,6750,5897,1404,188,2835,5865,943,5582,1772,6967,7603,172,8035,1675,6238,4458,3768,1819,7722,2400,840,2364,1870,6866,6090,3668,1061,875,2249,3253,5993,6716,7274,3341,2207,3581,3347,4862,7893,4161,7098,196
2,7398,3372,6323,6934,962,5528,1936,4083,2838,3474,2126,3034,3288,2507,2908,7740,3778,3424,2897,1536,1263,4376,4906,3541,5758,4941,1967,1935,3428,7485,2646,4466,3025,5675,6529,44,6601,2535,3639,8001,5554,4918,7589,1252,2000,7982,6794,2863,1890,2933,921,1044,7164,3006,3083,5591,2100,5393,1526,3676,971,4808,1818,7437,1486,4166,2523,453,2887,7747,1802,4200,658,6559,1099,6321,4724,2710,5927,4838,4750,3871,5124,6180,3583,5332,6522,5901,7026,6996
3,197,2016,206,1841,3029,4905,7000,7154,5408,1257,3788,5290,3667,7511,3403,1462,386,2500,3254,7011,1273,4084,5786,4903,6453,4246,5812,1787,2955,4378,7363,4572,4472,2178,5099,1904,782,8062,6251,4811,6372,1975,983,5039,5969,7680,1887,2079,1547,3340,7685,2391,6737,5322,5369,4633,3088,4140,5633,5510,2971,722,2482,7790,8000,2948,4535,2886,3751,7595,4320,5546,435,5198,590,5093,5504,3874,3675,550,873,6303,4579,3851,505,7971,3878,4304,6868,1113
4,7533,6765,1784,4924,2395,3338,2695,6317,6309,300,2101,342,6815,5539,4543,3546,7916,4233,4141,7252,7948,260,5316,1,2904,6115,7736,6873,1230,8025,2252,686,4849,1902,2726,1792,6741,1918,7819,8008,2137,3904,5199,1240,784,558,5793,355,6871,2942,7470,2512,3917,5252,2881,7166,4503,4799,4197,4701,6734,1256,2558,2293,282,4517,2270,5376,6491,1599,5711,471,5,247,7904,7964,1807,4728,4804,144,725,7569,5602,4952,5700,6824,2575,2248,2260,7859
5,33,3377,6723,6001,7929,2463,7900,3982,1981,1063,7123,1721,423,7097,5449,7644,748,1780,7704,7597,6846,7128,2827,4203,1338,3233,2635,2007,1083,6919,4844,4460,5083,4192,6300,7366,8024,1431,1876,4171,2163,7020,3590,1911,5377,1191,3030,5191,852,1916,4920,6423,6673,6457,2982,2964,1839,5358,2053,3162,929,6240,7361,4875,359,22,7968,4417,1416,964,2576,3531,150,1301,5824,305,6242,3089,7546,1951,7640,6343,5298,85,7315,7707,2074,7040,2756,1445
6,4411,7866,2542,5606,1797,2018,7068,3447,6992,5980,96,2742,2583,7614,1831,6386,3400,1427,4494,1924,5141,4991,8021,1102,3808,4357,463,2329,116,5493,7163,2877,2686,1752,5574,1530,3236,7906,1584,2673,3958,3295,549,3992,4423,255,2,6455,5991,701,5532,1351,5173,1202,610,5406,2363,7735,3844,6371,3389,5469,1914,3483,4081,1909,3653,7116,7468,8079,5214,6543,3309,5945,6339,3227,6878,4354,5599,859,5727,4734,7101,4462,3822,4625,6297,2605,7923,187
7,4674,7389,3199,1180,4266,4868,1607,3078,6369,1095,8070,456,7836,7551,4528,4628,209,3100,564,2005,310,4094,7145,2914,3060,1533,2706,2953,3766,171,5120,2795,7820,1383,3359,3893,4843,571,2370,1039,7731,6346,5000,5407,7041,4894,6398,6255,2806,915,7251,4858,702,3292,7587,4023,1449,1885,893,273,6658,700,5401,7365,6293,6392,5534,1153,7656,1757,7188,7119,2560,7346,1630,7737,2609,6364,3056,5791,6368,7088,414,5270,7397,2401,1555,6314,1588,2318
8,2471,4468,6912,4282,7014,823,175,128,2097,5665,4653,7174,1002,897,869,1432,7758,3082,5422,2958,1162,5868,5461,4375,7959,4006,6298,3067,7723,1080,6409,3449,362,4412,7980,7688,7596,8068,2700,3714,2593,3470,3511,5702,7207,7181,5368,1705,3066,796,5447,1824,5885,4659,1733,5114,7600,7832,1026,892,7445,7377,127,1195,5088,5834,449,6178,2804,7025,2853,4587,1358,3315,1313,2510,1107,6057,5559,1483,4066,6586,7273,1972,2215,5942,1282,4663,1991,3621
9,2584,1568,2801,5197,2002,7477,6024,6146,441,3415,1994,6352,3613,1108,6704,2779,5957,6780,6374,1707,2625,4438,1150,7873,5242,2555,6217,1426,3895,3038,5024,7424,4090,3119,1660,4944,2501,3700,6145,6279,923,3124,1307,4143,1197,7372,7215,6764,1050,4518,3792,388,7509,8019,4258,4757,7570,2095,6951,5855,2975,1359,2941,7375,4793,4521,5347,2761,3423,2591,730,4299,8091,7925,5680,949,3605,547,2764,7930,1611,2669,3472,3123,1811,1078,2798,4356,5515,4331
