,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
0,2371,918,849,7887,1722,3321,5332,5378,7305,2321,7090,3184,2906,1934,720,1813,5811,6756,1762,6952,3216,1947,1974,2585,7688,6975,4505,4445,4035,2665,2942,7295,2902,5328,6263,7362,1274,1003,7574,4115,2953,419,6863,3587,851,1193,7921,6152,7879,6753,3831,4313,6471,1080,6444,375,473,7354,2769,6047,5029,5367,1999,380,6893,2768,15,6516,7046,6003,6237,5092,6184,1185,572,259,7499,3168,3832,2655,2059,280,7049,6558,202,3984,4327,2454,5627,7153
1,3618,6468,6061,547,7920,3560,2050,7091,7482,5288,4511,1731,5476,7279,7212,1935,8074,570,7543,2584,4083,26,6464,4497,6695,6951,6787,6385,447,4325,4673,517,4134,2680,3288,7144,5353,4208,3094,273,6795,4044,1937,1759,2861,6000,7754,227,884,453,6303,174,1230,3488,2732,957,1364,2714,3449,4622,6452,6111,2043,2222,759,1591,2051,550,7726,529,3871,5086,7096,952,4651,5870,5515,583,6110,5891,7485,7735,5376,3224,4154,7351,4277,2385,4979,3149
2,980,2494,5133,66,6342,2359,5159,5626,185,6181,4946,4778,4797,287,1679,7544,4324,5006,1029,1299,226,7874,5147,3647,1454,82,5119,6898,5007,2158,7171,2470,4215,5678,5828,5854,143,2481,7124,3317,238,1013,5083,8080,3334,3023,5091,4407,5801,2747,7319,7312,4054,5164,6776,7637,446,3875,423,7806,7580,465,4469,4487,6624,6527,6051,7626,3519,4576,4764,1485,6113,3364,162,1707,4328,2681,2693,2399,5773,7606,6073,3155,2505,675,2201,5831,4994,2376
3,6193,2970,7095,7254,1498,5153,4740,2298,4069,4842,7982,5043,5866,1473,4361,820,2763,4390,901,2948,6016,364,3626,1766,8048,5258,6568,3158,2566,1594,1173,5599,2968,5467,2516,3505,2615,3026,7278,1267,5777,2652,3935,3336,2355,1628,6226,4588,7322,6300,7107,2013,7896,6550,3191,4181,5735,6024,1725,732,4830,1582,1850,1877,1019,5648,3218,8025,28,8012,95,2171,3427,7798,1460,6443,3665,1432,4413,6846,7413,3882,5402,3411,2218,6911,1874,6646,2062,4577
4,2255,4668,6007,300,7019,6479,5491,2384,68,365,7242,830,6567,6958,1555,5825,1353,3883,2357,2325,7104,5668,3781,7204,1214,1667,1134,3430,4995,33,6189,3069,5485,4140,7227,1566,6425,8032,3250,5647,5958,6805,3855,277,3859,6197,244,18,7180,7302,7422,4099,1240,3857,7565,4858,117,1484,2294,3886,4621,597,406,1938,787,7996,7651,6637,2139,7922,392,5744,5628,11,5489,109,3219,5266,8045,1392,6862,5296,2396,4108,4940,3370,5947,7216,5174,3539
5,1125,2387,7226,3888,6321,6207,342,985,6093,2306,6159,3905,5848,1698,3003,2245,7359,5889,2835,3921,6083,2041,7548,2556,1338,6839,6448,132,4737,5261,1279,7607,3573,3527,1666,2913,3894,3177,2441,1716,5361,7273,5441,4479,5752,7778,41,322,722,4790,2189,2153,2151,2338,2419,5548,6522,3084,6657,2215,2324,4625,6834,4878,3083,6378,4512,6325,8059,2561,235,7259,7009,4285,3798,1152,6639,3079,5150,1028,5526,3265,1115,6649,7784,1809,8003,3576,854,4998
6,2347,4514,6136,1177,528,7790,6775,7501,7799,3472,4395,1729,3309,7594,3674,4876,6465,1054,3188,6548,1130,5359,2575,1012,422,3453,240,6106,5212,215,3713,4240,7877,8013,254,7772,6622,7787,7842,3007,1522,5742,360,4225,7993,7791,2811,5549,5211,3040,2558,5882,2927,2438,6745,1845,5345,3266,6882,6269,4018,520,910,3724,1153,4962,818,4513,1838,1443,275,7789,5579,5728,1641,1801,7439,7719,8028,1329,2344,449,2938,6842,2000,3291,4571,5338,2203,1219
7,2673,5484,1317,717,1883,3441,5583,833,6198,5634,2468,5397,6540,2725,6948,2808,3036,5085,4791,4735,43,475,2611,7516,4639,5887,88,5639,2465,2941,5591,7035,5852,4150,4531,1413,4909,4733,6173,4304,2557,1548,2928,89,80,233,7776,7394,3206,6186,1894,4726,4525,6822,7961,5125,5369,4782,6310,7915,3136,5509,3796,2828,6338,7074,3801,5759,267,3633,2630,130,3738,5273,4057,1556,6976,6118,3691,7,5984,7937,7810,6251,1905,3838,2654,133,1802,3197
8,1162,7794,1575,4192,3531,5293,432,7753,1533,4460,7299,2052,1076,7710,933,6786,7131,1488,2911,6784,7596,2109,3951,4541,7470,5243,1445,4971,5938,2498,7365,5141,4364,6126,7826,214,895,6334,339,6284,487,3298,999,8081,4367,4884,573,7622,3923,6623,1992,3303,1929,2372,4293,5672,1517,5146,2326,2772,2633,3845,5197,5745,7513,4102,873,3276,5850,4812,558,3294,5861,6919,4763,5851,2778,4496,2049,2295,101,2286,4310,1936,7947,915,3241,2354,7741,6280
9,1233,5483,3396,4161,6523,85,5793,2476,6108,1292,317,6268,2931,4499,4184,1562,1511,4377,1827,1022,7695,6143,1669,6424,3529,3906,2631,4331,6026,3107,150,247,7476,5666,4002,6988,6071,3338,941,5962,8001,1599,1227,4151,519,4049,7515,5254,4428,6869,2088,1102,605,7123,6305,4720,809,5008,4334,4247,4966,7159,7692,6920,4199,442,2085,1635,3,6364,5157,938,5351,7899,403,1430,4793,1516,5408,4709,6316,6032,3459,5941,7510,3814,2955,6901,4579,6666
