,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1431,1245,208,2250,578,1388,770,521,15,927,557,2146,2241,135,1896,1153,1645,2280,2372,1959,2287,1351,1233,191,1621,1173,2424,1955,2061,1468,698,307,1039,459,1145,1069,773,799,606,99,2165,202,2224,1731,623,579,2453,933,2240,900
1,1690,1072,320,1672,1273,2261,2006,2075,233,1184,2072,1463,751,222,984,822,709,714,1310,1533,589,1614,1781,539,2134,10,651,82,2340,928,1181,879,1122,2115,1018,762,2299,2404,985,1821,1808,1287,59,1578,514,1370,1412,599,2357,1921
2,438,1549,382,1290,1074,364,20,1689,2331,1068,1542,2083,1611,477,582,1278,1104,2368,1768,1279,449,1495,2208,2151,1704,2184,867,2435,874,102,729,2067,1807,14,1792,1763,1727,69,1121,1810,1162,2150,106,664,1083,287,992,2388,1872,156
3,2320,1913,1622,2303,2341,447,575,1794,2041,861,2363,1515,1924,188,486,1995,2197,1296,629,143,757,1724,409,1518,97,1341,754,450,2419,1016,1348,954,1209,1865,96,451,1380,1058,1583,810,1582,1111,1339,1900,871,496,1725,717,2479,113
4,1403,1238,1919,440,251,1631,476,1424,120,1866,946,2328,829,668,2177,2495,2219,1448,1536,1994,46,1205,2065,105,1227,502,912,1537,531,970,1544,1523,1305,1136,1600,1284,2164,856,1462,2053,1747,36,1718,190,934,1519,428,393,1786,2339
5,730,2015,1825,2209,896,2185,1349,715,2395,1938,920,869,1764,245,1080,1594,1381,357,1878,1915,1864,228,1119,959,1139,1452,1100,1587,1454,560,1461,2118,2030,614,1075,2360,2173,996,35,1405,650,1796,11,49,1568,1551,94,835,1471,511
6,371,886,194,231,469,1899,363,2468,250,2343,1873,767,1334,926,2021,1885,2391,956,1871,137,2010,2348,980,463,1010,969,1204,1961,544,294,1701,1853,905,490,2416,764,1000,2296,1142,1146,2281,151,1259,1379,639,2414,2269,1562,897,543
7,1437,710,2349,1115,1886,1070,2297,1026,1951,1084,863,989,1009,2044,1418,1429,1316,848,41,674,2403,801,1375,2442,86,1031,929,1963,961,1640,993,1067,518,1703,1002,2188,1511,1986,2128,1420,541,247,174,1644,793,2174,842,413,603,1391
8,1749,1960,592,410,2490,1164,2380,2254,1079,1729,2038,237,1499,2144,1514,1486,417,670,964,48,2330,377,574,1918,1187,1255,1650,217,1246,1833,1940,484,1887,2182,489,594,1371,1091,1045,616,602,890,1168,2387,806,236,2157,1929,887,353
9,987,454,1352,2440,1659,1766,2004,359,636,1711,2152,2172,289,111,548,140,1705,1867,1326,1261,765,798,2009,760,1983,600,1575,744,456,1172,1186,457,2143,2482,771,2293,2,448,368,1939,726,2103,1953,2132,1524,2113,1182,441,161,2300
