,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,2104,2137,827,515,938,1796,2150,1730,1624,1560,2494,993,2437,1394,2083,1616,2408,665,568,1662,1736,772,18,283,257,544,2300,1800,1165,1549,1386,2215,1136,752,501,1697,1170,868,992,2269,786,696,577,851,2225,335,225,1023,628,68
1,1639,1353,1092,1892,2213,1882,1100,1480,2302,2152,2420,614,1449,653,891,2204,563,415,161,2500,2310,2024,382,1649,1998,1143,2139,1802,80,360,702,541,540,2180,245,1599,292,1002,809,430,85,197,1438,2013,865,1631,890,52,1988,2164
2,308,2103,1753,1288,1018,870,1044,1903,2495,608,1598,1433,246,2115,2330,53,1734,1929,566,287,1154,479,1427,1172,1842,2259,970,2192,420,423,1126,557,1232,863,1256,2488,486,1501,2304,1183,188,209,1751,930,2141,132,1794,1885,716,1764
3,48,2343,899,957,926,1700,636,835,2446,2454,2224,1708,1006,59,1331,295,1688,1421,362,421,363,56,1548,2219,368,1233,302,894,2337,2490,1778,1058,2276,1651,1920,86,2246,1797,457,681,1426,2133,2396,313,1785,384,1673,141,947,1808
4,1618,2044,1089,2378,440,1082,281,10,371,2390,1710,1015,453,1123,829,232,1953,305,2460,1127,1905,2289,715,176,207,866,507,2041,1610,389,315,2455,606,1157,2258,1115,1748,60,2406,530,1008,1121,1537,2008,1149,2394,1014,2031,2160,1838
5,1259,178,2277,1863,495,278,1164,796,1287,830,470,164,2143,2324,322,953,128,2084,2434,1168,1471,1316,1035,1061,522,2328,243,140,269,1129,1219,974,1930,2033,2053,2265,2196,1317,1432,2086,2231,1870,538,2016,1629,949,1719,195,1084,658
6,2465,2497,1605,1329,2417,2393,193,104,1704,956,217,821,1469,1460,51,1119,175,2381,1377,352,1941,2018,244,1577,1867,408,2116,1824,668,1707,1402,1849,1675,1937,113,545,1507,854,694,357,1454,1363,1581,1420,437,1081,2448,333,1192,828
7,1209,1676,1523,285,1320,393,1821,1711,1208,1290,1389,22,1028,490,1621,529,2183,1645,2256,310,593,1919,558,463,1652,2360,2399,306,1464,342,692,171,2197,492,1742,2101,1556,1832,1755,1531,483,2050,532,1106,2130,468,1153,210,2132,2227
8,1393,1775,1371,1186,101,118,2075,2161,222,1758,459,1091,1140,1279,516,9,650,588,121,554,2299,963,2109,1557,2306,1401,682,1383,2230,564,1065,849,2380,725,2273,1806,1884,1370,1546,2166,2349,375,948,35,1817,973,831,2292,1830,950
9,1877,1997,1141,2080,1683,1057,1443,1592,462,24,407,2110,2010,1954,1046,2253,2366,1789,433,760,2190,242,562,1000,1307,2395,91,100,1846,2085,466,958,793,11,2257,289,523,1972,1333,96,2172,1117,1145,2472,646,2261,1555,276,1152,729
